LATITUDE,LONGITUDE,Year,OBSERVATION DATE,COMMON NAME,SCIENTIFIC NAME,OBSERVATION COUNT,STATE_PROVINCE,,
25.1099207,121.4661527,1996,1996/3/17,Sacred Ibis,Threskiornis aethiopicus,2,Taipei City,,
24.6599371,121.8184608,1997,1997/12/27,Sacred Ibis,Threskiornis aethiopicus,X,Ilan,,
25.1155348,121.4712596,1998,1998/9/1,Sacred Ibis,Threskiornis aethiopicus,X,Taipei City,,
25.1155348,121.4712596,1998,1998/10/18,Sacred Ibis,Threskiornis aethiopicus,X,Taipei City,,
25.0385603,121.4911079,1999,1999/1/31,Sacred Ibis,Threskiornis aethiopicus,22,Taipei City,,
25.1169818,121.4728466,1999,1999/4/7,Sacred Ibis,Threskiornis aethiopicus,6,Taipei City,,
25.1155348,121.4712596,1999,1999/9/11,Sacred Ibis,Threskiornis aethiopicus,7,Taipei City,,
23.5004231,120.1357877,1999,1999/9/12,Sacred Ibis,Threskiornis aethiopicus,1,Chiayi,,
25.1155348,121.4712596,1999,1999/9/21,Sacred Ibis,Threskiornis aethiopicus,15,Taipei City,,
25.1155348,121.4712596,1999,1999/9/24,Sacred Ibis,Threskiornis aethiopicus,24,Taipei City,,
25.1155348,121.4712596,1999,1999/9/25,Sacred Ibis,Threskiornis aethiopicus,X,Taipei City,,
25.1155348,121.4712596,1999,1999/10/23,Sacred Ibis,Threskiornis aethiopicus,10,Taipei City,,
25.1155348,121.4712596,1999,1999/10/24,Sacred Ibis,Threskiornis aethiopicus,X,Taipei City,,
25.1182626,121.470058,1999,1999/11/25,Sacred Ibis,Threskiornis aethiopicus,5,Taipei City,,
25.1155348,121.4712596,2000,2000/2/14,Sacred Ibis,Threskiornis aethiopicus,7,Taipei City,,
25.1155348,121.4712596,2000,2000/3/3,Sacred Ibis,Threskiornis aethiopicus,4,Taipei City,,
23.5004231,120.1357877,2000,2000/3/26,Sacred Ibis,Threskiornis aethiopicus,4,Chiayi,,
25.1155348,121.4712596,2000,2000/10/9,Sacred Ibis,Threskiornis aethiopicus,4,Taipei City,,
25.1155348,121.4712596,2000,2000/10/15,Sacred Ibis,Threskiornis aethiopicus,X,Taipei City,,
25.1155348,121.4712596,2001,2001/2/5,Sacred Ibis,Threskiornis aethiopicus,8,Taipei City,,
23.0773234,120.0609756,2001,2001/11/4,Sacred Ibis,Threskiornis aethiopicus,1,Tainan City,,
23.5004231,120.1357877,2001,2001/12/16,Sacred Ibis,Threskiornis aethiopicus,1,Chiayi,,
23.5004231,120.1357877,2001,2001/12/29,Sacred Ibis,Threskiornis aethiopicus,1,Chiayi,,
25.1169818,121.4728466,2002,2002/2/6,Sacred Ibis,Threskiornis aethiopicus,47,Taipei City,,
25.1182626,121.470058,2002,2002/10/13,Sacred Ibis,Threskiornis aethiopicus,X,Taipei City,,
25.1169818,121.4728466,2003,2003/8/19,Sacred Ibis,Threskiornis aethiopicus,4,Taipei City,,
25.1182626,121.470058,2003,2003/11/13,Sacred Ibis,Threskiornis aethiopicus,X,Taipei City,,
25.1169818,121.4728466,2003,2003/11/16,Sacred Ibis,Threskiornis aethiopicus,15,Taipei City,,
24.8037467,121.801815,2004,2004/1/3,Sacred Ibis,Threskiornis aethiopicus,3,Ilan,,
24.8037467,121.801815,2004,2004/1/3,Sacred Ibis,Threskiornis aethiopicus,3,Ilan,,
25.1182626,121.470058,2004,2004/2/22,Sacred Ibis,Threskiornis aethiopicus,X,Taipei City,,
24.7928046,120.9940195,2004,2004/3/19,Sacred Ibis,Threskiornis aethiopicus,6,Hsinchu City,,
24.8037467,121.801815,2004,2004/4/4,Sacred Ibis,Threskiornis aethiopicus,6,Ilan,,
25.1169818,121.4728466,2004,2004/10/10,Sacred Ibis,Threskiornis aethiopicus,4,Taipei City,,
25.1155348,121.4712596,2004,2004/11/1,Sacred Ibis,Threskiornis aethiopicus,10,Taipei City,,
23.075428,120.066957,2004,2004/11/7,Sacred Ibis,Threskiornis aethiopicus,1,Tainan City,,
23.0854958,120.0367928,2004,2004/11/20,Sacred Ibis,Threskiornis aethiopicus,6,Tainan City,,
23.075428,120.066957,2004,2004/11/20,Sacred Ibis,Threskiornis aethiopicus,3,Tainan City,,
23.173118,120.114862,2004,2004/12/19,Sacred Ibis,Threskiornis aethiopicus,1,Tainan City,,
25.117466,121.4740276,2005,2005/5/15,Sacred Ibis,Threskiornis aethiopicus,X,Taipei City,,
23.5004231,120.1357877,2005,2005/10/10,Sacred Ibis,Threskiornis aethiopicus,27,Chiayi,,
24.8249477,120.9196016,2005,2005/10/16,Sacred Ibis,Threskiornis aethiopicus,3,Hsinchu City,,
24.8249477,120.9196016,2005,2005/12/3,Sacred Ibis,Threskiornis aethiopicus,2,Hsinchu City,,
25.1089171,121.4672041,2006,2006/10/15,Sacred Ibis,Threskiornis aethiopicus,10,Taipei City,,
23.075428,120.066957,2006,2006/11/5,Sacred Ibis,Threskiornis aethiopicus,12,Tainan City,,
23.172943,120.110943,2006,2006/11/18,Sacred Ibis,Threskiornis aethiopicus,5,Tainan City,,
25.1089171,121.4672041,2006,2006/11/19,Sacred Ibis,Threskiornis aethiopicus,24,Taipei City,,
25.1169818,121.4728466,2006,2006/11/19,Sacred Ibis,Threskiornis aethiopicus,12,Taipei City,,
23.075428,120.066957,2006,2006/12/3,Sacred Ibis,Threskiornis aethiopicus,1,Tainan City,,
23.075428,120.066957,2006,2006/12/17,Sacred Ibis,Threskiornis aethiopicus,1,Tainan City,,
25.1385734,121.4575642,2006,2006/12/30,Sacred Ibis,Threskiornis aethiopicus,2,New Taipei,,
23.173118,120.114862,2007,2007/1/21,Sacred Ibis,Threskiornis aethiopicus,1,Tainan City,,
23.075428,120.066957,2007,2007/2/3,Sacred Ibis,Threskiornis aethiopicus,5,Tainan City,,
23.075209,120.048888,2007,2007/2/24,Sacred Ibis,Threskiornis aethiopicus,1,Tainan City,,
24.306672,120.5486333,2007,2007/2/28,Sacred Ibis,Threskiornis aethiopicus,17,Taichung City,,
25.1169818,121.4728466,2007,2007/3/4,Sacred Ibis,Threskiornis aethiopicus,19,Taipei City,,
23.075428,120.066957,2007,2007/3/4,Sacred Ibis,Threskiornis aethiopicus,1,Tainan City,,
25.1182626,121.470058,2007,2007/3/14,Sacred Ibis,Threskiornis aethiopicus,3,Taipei City,,
25.1182626,121.470058,2007,2007/3/14,Sacred Ibis,Threskiornis aethiopicus,3,Taipei City,,
25.1155348,121.4712596,2007,2007/3/15,Sacred Ibis,Threskiornis aethiopicus,23,Taipei City,,
25.1089171,121.4672041,2007,2007/4/22,Sacred Ibis,Threskiornis aethiopicus,8,Taipei City,,
25.127685,121.4871383,2007,2007/5/3,Sacred Ibis,Threskiornis aethiopicus,2,Taipei City,,
25.1182626,121.470058,2007,2007/6/14,Sacred Ibis,Threskiornis aethiopicus,X,Taipei City,,
25.1155348,121.4712596,2007,2007/8/19,Sacred Ibis,Threskiornis aethiopicus,2,Taipei City,,
25.1182626,121.470058,2007,2007/10/4,Sacred Ibis,Threskiornis aethiopicus,X,Taipei City,,
25.1155348,121.4712596,2007,2007/10/8,Sacred Ibis,Threskiornis aethiopicus,60,Taipei City,,
23.075428,120.066957,2007,2007/11/24,Sacred Ibis,Threskiornis aethiopicus,3,Tainan City,,
23.075428,120.066957,2007,2007/12/8,Sacred Ibis,Threskiornis aethiopicus,3,Tainan City,,
25.09858,121.470275,2007,2007/12/9,Sacred Ibis,Threskiornis aethiopicus,13,New Taipei,,
23.075209,120.048888,2007,2007/12/23,Sacred Ibis,Threskiornis aethiopicus,14,Tainan City,,
23.5004231,120.1357877,2008,2008/1/1,Sacred Ibis,Threskiornis aethiopicus,47,Chiayi,,
23.075428,120.066957,2008,2008/1/12,Sacred Ibis,Threskiornis aethiopicus,1,Tainan City,,
23.0790211,120.0523496,2008,2008/2/2,Sacred Ibis,Threskiornis aethiopicus,4,Tainan City,,
23.075428,120.066957,2008,2008/2/16,Sacred Ibis,Threskiornis aethiopicus,7,Tainan City,,
25.0746961,121.5383363,2008,2008/6/28,Sacred Ibis,Threskiornis aethiopicus,30,Taipei City,,
23.075209,120.048888,2008,2008/10/25,Sacred Ibis,Threskiornis aethiopicus,3,Tainan City,,
23.075428,120.066957,2008,2008/11/8,Sacred Ibis,Threskiornis aethiopicus,1,Tainan City,,
25.1157727,121.4682367,2008,2008/11/12,Sacred Ibis,Threskiornis aethiopicus,8,Taipei City,,
25.1169818,121.4728466,2008,2008/11/16,Sacred Ibis,Threskiornis aethiopicus,24,Taipei City,,
25.1157727,121.4682367,2008,2008/11/17,Sacred Ibis,Threskiornis aethiopicus,4,Taipei City,,
23.075428,120.066957,2009,2009/1/10,Sacred Ibis,Threskiornis aethiopicus,1,Tainan City,,
23.0226,120.1666,2009,2009/1/27,Sacred Ibis,Threskiornis aethiopicus,32,Tainan City,,
23.5004231,120.1357877,2009,2009/2/22,Sacred Ibis,Threskiornis aethiopicus,7,Chiayi,,
23.7031158,120.6151628,2009,2009/4/23,Sacred Ibis,Threskiornis aethiopicus,1,Yunlin,,
23.7031158,120.6151628,2009,2009/4/23,Sacred Ibis,Threskiornis aethiopicus,1,Yunlin,,
25.2122382,121.6983715,2009,2009/4/28,Sacred Ibis,Threskiornis aethiopicus,1,New Taipei,,
25.2122382,121.6983715,2009,2009/4/28,Sacred Ibis,Threskiornis aethiopicus,1,New Taipei,,
24.8249477,120.9196016,2009,2009/5/6,Sacred Ibis,Threskiornis aethiopicus,4,Hsinchu City,,
25.09858,121.470275,2009,2009/7/7,Sacred Ibis,Threskiornis aethiopicus,115,New Taipei,,
25.0919176,121.4510007,2009,2009/7/7,Sacred Ibis,Threskiornis aethiopicus,5,New Taipei,,
25.09858,121.470275,2009,2009/8/10,Sacred Ibis,Threskiornis aethiopicus,37,New Taipei,,
25.09858,121.470275,2009,2009/9/10,Sacred Ibis,Threskiornis aethiopicus,101,New Taipei,,
25.09858,121.470275,2009,2009/10/10,Sacred Ibis,Threskiornis aethiopicus,42,New Taipei,,
25.0919176,121.4510007,2009,2009/10/10,Sacred Ibis,Threskiornis aethiopicus,2,New Taipei,,
23.075209,120.048888,2009,2009/10/10,Sacred Ibis,Threskiornis aethiopicus,1,Tainan City,,
25.0278186,121.4883292,2009,2009/10/14,Sacred Ibis,Threskiornis aethiopicus,10,Taipei City,,
25.1293557,121.4884579,2009,2009/10/21,Sacred Ibis,Threskiornis aethiopicus,5,Taipei City,,
25.0332334,121.4858079,2009,2009/10/24,Sacred Ibis,Threskiornis aethiopicus,X,Taipei City,,
23.5004231,120.1357877,2009,2009/10/24,Sacred Ibis,Threskiornis aethiopicus,6,Chiayi,,
23.075428,120.066957,2009,2009/10/24,Sacred Ibis,Threskiornis aethiopicus,1,Tainan City,,
23.075231,120.069339,2009,2009/10/24,Sacred Ibis,Threskiornis aethiopicus,1,Tainan City,,
25.09858,121.470275,2009,2009/11/5,Sacred Ibis,Threskiornis aethiopicus,51,New Taipei,,
23.0754315,120.0486356,2009,2009/11/7,Sacred Ibis,Threskiornis aethiopicus,X,Tainan City,,
23.075428,120.066957,2009,2009/11/7,Sacred Ibis,Threskiornis aethiopicus,16,Tainan City,,
23.075209,120.048888,2009,2009/11/7,Sacred Ibis,Threskiornis aethiopicus,7,Tainan City,,
23.0773234,120.0609756,2009,2009/11/22,Sacred Ibis,Threskiornis aethiopicus,6,Tainan City,,
25.0385603,121.4911079,2009,2009/11/29,Sacred Ibis,Threskiornis aethiopicus,10,Taipei City,,
23.0773234,120.0609756,2009,2009/12/26,Sacred Ibis,Threskiornis aethiopicus,1,Tainan City,,
23.075231,120.069339,2009,2009/12/27,Sacred Ibis,Threskiornis aethiopicus,2,Tainan City,,
23.075209,120.048888,2010,2010/1/9,Sacred Ibis,Threskiornis aethiopicus,1,Tainan City,,
23.067993,120.051227,2010,2010/1/9,Sacred Ibis,Threskiornis aethiopicus,3,Tainan City,,
25.1182626,121.470058,2010,2010/1/10,Sacred Ibis,Threskiornis aethiopicus,4,Taipei City,,
23.5004231,120.1357877,2010,2010/1/31,Sacred Ibis,Threskiornis aethiopicus,2,Chiayi,,
23.075209,120.048888,2010,2010/2/6,Sacred Ibis,Threskiornis aethiopicus,1,Tainan City,,
25.1303659,121.4735126,2010,2010/4/11,Sacred Ibis,Threskiornis aethiopicus,15,Taipei City,,
24.8249477,120.9196016,2010,2010/4/25,Sacred Ibis,Threskiornis aethiopicus,15,Hsinchu City,,
25.0868038,121.1748433,2010,2010/5/24,Sacred Ibis,Threskiornis aethiopicus,X,Taoyuan,,
25.1154454,121.5307617,2010,2010/6/2,Sacred Ibis,Threskiornis aethiopicus,12,Taipei City,,
23.5004231,120.1357877,2010,2010/10/2,Sacred Ibis,Threskiornis aethiopicus,4,Chiayi,,
25.09858,121.470275,2010,2010/10/7,Sacred Ibis,Threskiornis aethiopicus,21,New Taipei,,
25.0600992,121.5541077,2010,2010/11/4,Sacred Ibis,Threskiornis aethiopicus,X,Taipei City,,
25.0919176,121.4510007,2010,2010/11/7,Sacred Ibis,Threskiornis aethiopicus,10,New Taipei,,
24.8249477,120.9196016,2010,2010/11/20,Sacred Ibis,Threskiornis aethiopicus,23,Hsinchu City,,
24.320057,120.551734,2010,2010/11/21,Sacred Ibis,Threskiornis aethiopicus,11,Taichung City,,
24.306672,120.5486333,2010,2010/11/21,Sacred Ibis,Threskiornis aethiopicus,11,Taichung City,,
24.8249477,120.9196016,2010,2010/11/22,Sacred Ibis,Threskiornis aethiopicus,25,Hsinchu City,,
25.0919176,121.4510007,2010,2010/12/5,Sacred Ibis,Threskiornis aethiopicus,6,New Taipei,,
23.5004231,120.1357877,2010,2010/12/24,Sacred Ibis,Threskiornis aethiopicus,3,Chiayi,,
23.5004231,120.1357877,2010,2010/12/24,Sacred Ibis,Threskiornis aethiopicus,3,Chiayi,,
24.8249477,120.9196016,2011,2011/1/15,Sacred Ibis,Threskiornis aethiopicus,16,Hsinchu City,,
23.6091,120.16507,2011,2011/1/16,Sacred Ibis,Threskiornis aethiopicus,5,Yunlin,,
23.6091,120.16507,2011,2011/1/16,Sacred Ibis,Threskiornis aethiopicus,5,Yunlin,,
23.4920204,120.1409168,2011,2011/2/5,Sacred Ibis,Threskiornis aethiopicus,5,Chiayi,,
23.4937915,120.1422358,2011,2011/2/5,Sacred Ibis,Threskiornis aethiopicus,5,Chiayi,,
23.5004231,120.1357877,2011,2011/2/5,Sacred Ibis,Threskiornis aethiopicus,X,Chiayi,,
23.4920204,120.1409168,2011,2011/3/6,Sacred Ibis,Threskiornis aethiopicus,5,Chiayi,,
25.040358,121.497473,2011,2011/3/15,Sacred Ibis,Threskiornis aethiopicus,5,Taipei City,,
25.1673388,121.4459234,2011,2011/3/23,Sacred Ibis,Threskiornis aethiopicus,1,New Taipei,,
25.1673388,121.4459234,2011,2011/3/23,Sacred Ibis,Threskiornis aethiopicus,1,New Taipei,,
25.1673388,121.4459234,2011,2011/3/23,Sacred Ibis,Threskiornis aethiopicus,1,New Taipei,,
25.1371361,121.4576508,2011,2011/3/27,Sacred Ibis,Threskiornis aethiopicus,2,New Taipei,,
25.1182626,121.470058,2011,2011/4/5,Sacred Ibis,Threskiornis aethiopicus,10,Taipei City,,
24.306672,120.5486333,2011,2011/4/18,Sacred Ibis,Threskiornis aethiopicus,15,Taichung City,,
24.306672,120.5486333,2011,2011/5/9,Sacred Ibis,Threskiornis aethiopicus,45,Taichung City,,
24.306672,120.5486333,2011,2011/5/10,Sacred Ibis,Threskiornis aethiopicus,68,Taichung City,,
23.0056461,120.1645947,2011,2011/5/12,Sacred Ibis,Threskiornis aethiopicus,1,Tainan City,,
24.690836,120.972774,2011,2011/5/12,Sacred Ibis,Threskiornis aethiopicus,2,Hsinchu,,
25.037583,121.490397,2011,2011/5/12,Sacred Ibis,Threskiornis aethiopicus,13,Taipei City,,
23.0754315,120.0486356,2011,2011/5/13,Sacred Ibis,Threskiornis aethiopicus,1,Tainan City,,
23.0754315,120.0486356,2011,2011/5/14,Sacred Ibis,Threskiornis aethiopicus,1,Tainan City,,
24.306672,120.5486333,2011,2011/5/14,Sacred Ibis,Threskiornis aethiopicus,35,Taichung City,,
23.0754315,120.0486356,2011,2011/5/15,Sacred Ibis,Threskiornis aethiopicus,1,Tainan City,,
25.08064,121.20161,2011,2011/5/22,Sacred Ibis,Threskiornis aethiopicus,X,Taoyuan,,
25.0861382,121.2001929,2011,2011/6/25,Sacred Ibis,Threskiornis aethiopicus,7,Taoyuan,,
24.1467536,120.6257629,2011,2011/7/17,Sacred Ibis,Threskiornis aethiopicus,2,Taichung City,,
24.8223794,120.9104204,2011,2011/7/29,Sacred Ibis,Threskiornis aethiopicus,X,Hsinchu City,,
25.0861382,121.2001929,2011,2011/8/7,Sacred Ibis,Threskiornis aethiopicus,5,Taoyuan,,
24.2407037,120.5440521,2011,2011/8/27,Sacred Ibis,Threskiornis aethiopicus,30,Taichung City,,
23.0732075,120.0289929,2011,2011/9/1,Sacred Ibis,Threskiornis aethiopicus,15,Tainan City,,
25.0922321,121.2046051,2011,2011/10/7,Sacred Ibis,Threskiornis aethiopicus,6,Taoyuan,,
23.090372,120.1064122,2011,2011/10/8,Sacred Ibis,Threskiornis aethiopicus,1,Tainan City,,
23.4937915,120.1422358,2011,2011/10/10,Sacred Ibis,Threskiornis aethiopicus,3,Chiayi,,
23.4937915,120.1422358,2011,2011/10/10,Sacred Ibis,Threskiornis aethiopicus,3,Chiayi,,
25.1182626,121.470058,2011,2011/11/5,Sacred Ibis,Threskiornis aethiopicus,12,Taipei City,,
25.1182626,121.470058,2011,2011/11/5,Sacred Ibis,Threskiornis aethiopicus,12,Taipei City,,
25.1182626,121.470058,2011,2011/11/6,Sacred Ibis,Threskiornis aethiopicus,64,Taipei City,,
25.1182626,121.470058,2011,2011/11/6,Sacred Ibis,Threskiornis aethiopicus,64,Taipei City,,
24.8249477,120.9196016,2011,2011/11/19,Sacred Ibis,Threskiornis aethiopicus,2,Hsinchu City,,
25.1192483,121.4716445,2011,2011/11/24,Sacred Ibis,Threskiornis aethiopicus,5,Taipei City,,
25.1661685,121.446185,2011,2011/11/24,Sacred Ibis,Threskiornis aethiopicus,5,New Taipei,,
24.0274795,120.378643,2011,2011/11/26,Sacred Ibis,Threskiornis aethiopicus,7,Changhua,,
23.075209,120.048888,2011,2011/11/26,Sacred Ibis,Threskiornis aethiopicus,10,Tainan City,,
25.127685,121.4871383,2011,2011/11/27,Sacred Ibis,Threskiornis aethiopicus,X,Taipei City,,
25.0385603,121.4911079,2011,2011/12/2,Sacred Ibis,Threskiornis aethiopicus,3,Taipei City,,
23.4937915,120.1422358,2011,2011/12/3,Sacred Ibis,Threskiornis aethiopicus,X,Chiayi,,
25.1182626,121.470058,2011,2011/12/3,Sacred Ibis,Threskiornis aethiopicus,15,Taipei City,,
23.5004231,120.1357877,2011,2011/12/17,Sacred Ibis,Threskiornis aethiopicus,65,Chiayi,,
25.0385603,121.4911079,2012,2012/1/9,Sacred Ibis,Threskiornis aethiopicus,X,Taipei City,,
25.1182626,121.470058,2012,2012/1/14,Sacred Ibis,Threskiornis aethiopicus,X,Taipei City,,
23.075428,120.066957,2012,2012/1/14,Sacred Ibis,Threskiornis aethiopicus,3,Tainan City,,
23.3176661,120.149231,2012,2012/1/15,Sacred Ibis,Threskiornis aethiopicus,3,Chiayi,,
23.1230163,120.0903893,2012,2012/1/19,Sacred Ibis,Threskiornis aethiopicus,1,Tainan City,,
23.0226,120.1666,2012,2012/1/27,Sacred Ibis,Threskiornis aethiopicus,1,Tainan City,,
23.5004231,120.1357877,2012,2012/2/11,Sacred Ibis,Threskiornis aethiopicus,3,Chiayi,,
23.326891,120.1706868,2012,2012/2/15,Sacred Ibis,Threskiornis aethiopicus,7,Chiayi,,
23.326891,120.1706868,2012,2012/2/15,Sacred Ibis,Threskiornis aethiopicus,7,Chiayi,,
25.0157732,121.4935112,2012,2012/2/24,Sacred Ibis,Threskiornis aethiopicus,1,Taipei City,,
23.4554926,120.1754442,2012,2012/3/3,Sacred Ibis,Threskiornis aethiopicus,3,Chiayi,,
25.09858,121.470275,2012,2012/3/4,Sacred Ibis,Threskiornis aethiopicus,56,New Taipei,,
25.0912,121.193,2012,2012/3/5,Sacred Ibis,Threskiornis aethiopicus,1,Taoyuan,,
25.095,121.192,2012,2012/3/5,Sacred Ibis,Threskiornis aethiopicus,47,Taoyuan,,
23.5004231,120.1357877,2012,2012/3/8,Sacred Ibis,Threskiornis aethiopicus,4,Chiayi,,
24.8110443,120.910635,2012,2012/3/10,Sacred Ibis,Threskiornis aethiopicus,15,Hsinchu City,,
23.075209,120.048888,2012,2012/3/10,Sacred Ibis,Threskiornis aethiopicus,3,Tainan City,,
24.7358889,121.0683056,2012,2012/3/17,Sacred Ibis,Threskiornis aethiopicus,2,Hsinchu,,
24.7384444,121.0666639,2012,2012/3/17,Sacred Ibis,Threskiornis aethiopicus,3,Hsinchu,,
23.5004231,120.1357877,2012,2012/3/17,Sacred Ibis,Threskiornis aethiopicus,X,Chiayi,,
24.10095,120.4350778,2012,2012/3/18,Sacred Ibis,Threskiornis aethiopicus,3,Changhua,,
24.1017667,120.4395528,2012,2012/3/18,Sacred Ibis,Threskiornis aethiopicus,10,Changhua,,
24.628793,120.812626,2012,2012/3/29,Sacred Ibis,Threskiornis aethiopicus,9,Miaoli,,
24.631556,120.812612,2012,2012/3/29,Sacred Ibis,Threskiornis aethiopicus,17,Miaoli,,
24.7660782,120.9030636,2012,2012/4/1,Sacred Ibis,Threskiornis aethiopicus,4,Hsinchu City,,
24.7727312,121.0830616,2012,2012/4/3,Sacred Ibis,Threskiornis aethiopicus,3,Hsinchu,,
24.690835,120.938858,2012,2012/4/3,Sacred Ibis,Threskiornis aethiopicus,1,Miaoli,,
25.036616,121.488114,2012,2012/4/7,Sacred Ibis,Threskiornis aethiopicus,1,Taipei City,,
25.038423,121.493095,2012,2012/4/7,Sacred Ibis,Threskiornis aethiopicus,1,Taipei City,,
24.443976,120.712052,2012,2012/4/22,Sacred Ibis,Threskiornis aethiopicus,4,Miaoli,,
24.8110443,120.910635,2012,2012/4/29,Sacred Ibis,Threskiornis aethiopicus,20,Hsinchu City,,
24.7316944,121.0525833,2012,2012/5/6,Sacred Ibis,Threskiornis aethiopicus,1,Hsinchu,,
23.937516,120.311805,2012,2012/5/6,Sacred Ibis,Threskiornis aethiopicus,1,Changhua,,
25.207143,121.437259,2012,2012/5/7,Sacred Ibis,Threskiornis aethiopicus,1,New Taipei,,
25.205104,121.439723,2012,2012/5/7,Sacred Ibis,Threskiornis aethiopicus,8,New Taipei,,
24.629191,120.806254,2012,2012/5/8,Sacred Ibis,Threskiornis aethiopicus,4,Miaoli,,
25.042096,121.498858,2012,2012/5/12,Sacred Ibis,Threskiornis aethiopicus,10,Taipei City,,
24.306672,120.5486333,2012,2012/5/13,Sacred Ibis,Threskiornis aethiopicus,18,Taichung City,,
25.095,121.192,2012,2012/5/21,Sacred Ibis,Threskiornis aethiopicus,1,Taoyuan,,
25.0352543,121.4641359,2012,2012/7/7,Sacred Ibis,Threskiornis aethiopicus,1,New Taipei,,
25.0233953,121.3110352,2012,2012/7/23,Sacred Ibis,Threskiornis aethiopicus,3,Taoyuan,,
23.5034496,120.1227307,2012,2012/9/16,Sacred Ibis,Threskiornis aethiopicus,6,Chiayi,,
23.5034496,120.1227307,2012,2012/9/16,Sacred Ibis,Threskiornis aethiopicus,6,Chiayi,,
23.5065921,120.1600498,2012,2012/9/23,Sacred Ibis,Threskiornis aethiopicus,1,Chiayi,,
23.5056571,120.1329273,2012,2012/9/23,Sacred Ibis,Threskiornis aethiopicus,5,Chiayi,,
25.1182626,121.470058,2012,2012/10/2,Sacred Ibis,Threskiornis aethiopicus,7,Taipei City,,
25.1182626,121.470058,2012,2012/10/4,Sacred Ibis,Threskiornis aethiopicus,15,Taipei City,,
23.5056571,120.1329273,2012,2012/10/6,Sacred Ibis,Threskiornis aethiopicus,2,Chiayi,,
25.08064,121.20161,2012,2012/10/12,Sacred Ibis,Threskiornis aethiopicus,11,Taoyuan,,
25.0385603,121.4911079,2012,2012/10/14,Sacred Ibis,Threskiornis aethiopicus,6,Taipei City,,
25.0385603,121.4911079,2012,2012/10/21,Sacred Ibis,Threskiornis aethiopicus,15,Taipei City,,
25.0385603,121.4911079,2012,2012/10/27,Sacred Ibis,Threskiornis aethiopicus,10,Taipei City,,
25.0861382,121.2001929,2012,2012/10/28,Sacred Ibis,Threskiornis aethiopicus,3,Taoyuan,,
25.1154454,121.5307617,2012,2012/10/30,Sacred Ibis,Threskiornis aethiopicus,2,Taipei City,,
23.5034732,120.1508188,2012,2012/11/8,Sacred Ibis,Threskiornis aethiopicus,1,Chiayi,,
23.5034496,120.1227307,2012,2012/11/9,Sacred Ibis,Threskiornis aethiopicus,20,Chiayi,,
23.5034496,120.1227307,2012,2012/11/9,Sacred Ibis,Threskiornis aethiopicus,20,Chiayi,,
25.0385603,121.4911079,2012,2012/11/10,Sacred Ibis,Threskiornis aethiopicus,10,Taipei City,,
23.075209,120.048888,2012,2012/11/10,Sacred Ibis,Threskiornis aethiopicus,1,Tainan City,,
25.0385603,121.4911079,2012,2012/11/18,Sacred Ibis,Threskiornis aethiopicus,4,Taipei City,,
25.1182626,121.470058,2012,2012/11/18,Sacred Ibis,Threskiornis aethiopicus,X,Taipei City,,
23.5034496,120.1227307,2012,2012/11/19,Sacred Ibis,Threskiornis aethiopicus,12,Chiayi,,
23.5034496,120.1227307,2012,2012/11/19,Sacred Ibis,Threskiornis aethiopicus,12,Chiayi,,
25.0856769,121.2008643,2012,2012/11/23,Sacred Ibis,Threskiornis aethiopicus,X,Taoyuan,,
25.0856769,121.2008643,2012,2012/11/23,Sacred Ibis,Threskiornis aethiopicus,X,Taoyuan,,
25.0856769,121.2008643,2012,2012/11/23,Sacred Ibis,Threskiornis aethiopicus,X,Taoyuan,,
25.1375052,121.4622642,2012,2012/11/24,Sacred Ibis,Threskiornis aethiopicus,3,New Taipei,,
25.0385603,121.4911079,2012,2012/11/24,Sacred Ibis,Threskiornis aethiopicus,10,Taipei City,,
23.5521856,120.1516342,2012,2012/11/24,Sacred Ibis,Threskiornis aethiopicus,8,Yunlin,,
25.0385603,121.4911079,2012,2012/11/25,Sacred Ibis,Threskiornis aethiopicus,10,Taipei City,,
25.0385603,121.4911079,2012,2012/12/1,Sacred Ibis,Threskiornis aethiopicus,5,Taipei City,,
25.1182626,121.470058,2012,2012/12/2,Sacred Ibis,Threskiornis aethiopicus,10,Taipei City,,
25.1182626,121.470058,2012,2012/12/8,Sacred Ibis,Threskiornis aethiopicus,2,Taipei City,,
25.1182626,121.470058,2012,2012/12/9,Sacred Ibis,Threskiornis aethiopicus,2,Taipei City,,
23.3584163,120.167681,2012,2012/12/9,Sacred Ibis,Threskiornis aethiopicus,X,Chiayi,,
23.3529231,120.176568,2012,2012/12/13,Sacred Ibis,Threskiornis aethiopicus,8,Chiayi,,
23.3529231,120.176568,2012,2012/12/13,Sacred Ibis,Threskiornis aethiopicus,8,Chiayi,,
25.0861382,121.2001929,2012,2012/12/15,Sacred Ibis,Threskiornis aethiopicus,18,Taoyuan,,
23.4920204,120.1409168,2012,2012/12/16,Sacred Ibis,Threskiornis aethiopicus,2,Chiayi,,
23.0909921,120.0546883,2012,2012/12/23,Sacred Ibis,Threskiornis aethiopicus,10,Tainan City,,
23.4920204,120.1409168,2012,2012/12/30,Sacred Ibis,Threskiornis aethiopicus,10,Chiayi,,
23.1835251,120.3108072,2012,2012/12/31,Sacred Ibis,Threskiornis aethiopicus,12,Tainan City,,
23.4937915,120.1422358,2012,2012/12/31,Sacred Ibis,Threskiornis aethiopicus,X,Chiayi,,
