LATITUDE,LONGITUDE,Year,OBSERVATION DATE,COMMON NAME,SCIENTIFIC NAME,OBSERVATION COUNT,STATE_PROVINCE,,
25.1672977,121.4168127,2017,2017/6/25,Sacred Ibis,Threskiornis aethiopicus,5,New Taipei City,,
25.1191951,121.4632022,2017,2017/6/26,Sacred Ibis,Threskiornis aethiopicus,27,Taipei City,,
25.1191951,121.4632022,2017,2017/6/26,Sacred Ibis,Threskiornis aethiopicus,27,Taipei City,,
25.1672977,121.4168127,2017,2017/6/26,Sacred Ibis,Threskiornis aethiopicus,20,New Taipei City,,
24.0927793,120.3445387,2017,2017/7/1,Sacred Ibis,Threskiornis aethiopicus,13,Changhua County,,
25.1182626,121.470058,2017,2017/7/2,Sacred Ibis,Threskiornis aethiopicus,7,Taipei City,,
25.1182626,121.470058,2017,2017/7/2,Sacred Ibis,Threskiornis aethiopicus,10,Taipei City,,
25.1182626,121.470058,2017,2017/7/2,Sacred Ibis,Threskiornis aethiopicus,7,Taipei City,,
25.0357802,121.4872348,2017,2017/7/2,Sacred Ibis,Threskiornis aethiopicus,4,Taipei City,,
25.2147282,121.4332775,2017,2017/7/2,Sacred Ibis,Threskiornis aethiopicus,2,New Taipei City,,
25.2147282,121.4332775,2017,2017/7/2,Sacred Ibis,Threskiornis aethiopicus,2,New Taipei City,,
25.2099792,121.4369944,2017,2017/7/2,Sacred Ibis,Threskiornis aethiopicus,1,New Taipei City,,
25.2099792,121.4369944,2017,2017/7/2,Sacred Ibis,Threskiornis aethiopicus,1,New Taipei City,,
24.9949753,121.3291883,2017,2017/7/3,Sacred Ibis,Threskiornis aethiopicus,2,Taoyuan City,,
23.2358648,120.1103818,2017,2017/7/4,Sacred Ibis,Threskiornis aethiopicus,25,Tainan City,,
25.08247,121.5040147,2017,2017/7/4,Sacred Ibis,Threskiornis aethiopicus,5,Taipei City,,
25.0385603,121.4911079,2017,2017/7/7,Sacred Ibis,Threskiornis aethiopicus,17,Taipei City,,
24.7150047,121.8292594,2017,2017/7/8,Sacred Ibis,Threskiornis aethiopicus,1,Yilan County,,
25.1132329,121.4902563,2017,2017/7/8,Sacred Ibis,Threskiornis aethiopicus,3,Taipei City,,
23.8692774,120.278964,2017,2017/7/9,Sacred Ibis,Threskiornis aethiopicus,98,Changhua County,,
23.868728,120.2824295,2017,2017/7/9,Sacred Ibis,Threskiornis aethiopicus,17,Changhua County,,
23.8819451,120.2931561,2017,2017/7/9,Sacred Ibis,Threskiornis aethiopicus,2,Changhua County,,
25.0922321,121.2046051,2017,2017/7/9,Sacred Ibis,Threskiornis aethiopicus,X,Taoyuan City,,
23.2410109,120.1063361,2017,2017/7/9,Sacred Ibis,Threskiornis aethiopicus,28,Tainan City,,
25.1169818,121.4728466,2017,2017/7/9,Sacred Ibis,Threskiornis aethiopicus,1,Taipei City,,
25.0657361,121.5711236,2017,2017/7/9,Sacred Ibis,Threskiornis aethiopicus,1,Taipei City,,
25.1132329,121.4902563,2017,2017/7/9,Sacred Ibis,Threskiornis aethiopicus,3,Taipei City,,
25.1777945,121.4289084,2017,2017/7/10,Sacred Ibis,Threskiornis aethiopicus,2,New Taipei City,,
25.1777945,121.4289084,2017,2017/7/10,Sacred Ibis,Threskiornis aethiopicus,3,New Taipei City,,
23.2358648,120.1103818,2017,2017/7/14,Sacred Ibis,Threskiornis aethiopicus,X,Tainan City,,
25.1132329,121.4902563,2017,2017/7/15,Sacred Ibis,Threskiornis aethiopicus,4,Taipei City,,
25.0319891,121.509347,2017,2017/7/16,Sacred Ibis,Threskiornis aethiopicus,1,Taipei City,,
25.0319891,121.509347,2017,2017/7/16,Sacred Ibis,Threskiornis aethiopicus,1,Taipei City,,
25.1193098,121.4716055,2017,2017/7/16,Sacred Ibis,Threskiornis aethiopicus,9,Taipei City,,
25.0898159,121.4506119,2017,2017/7/17,Sacred Ibis,Threskiornis aethiopicus,35,New Taipei City,,
23.241181,120.1107339,2017,2017/7/19,Sacred Ibis,Threskiornis aethiopicus,15,Tainan City,,
23.2358648,120.1103818,2017,2017/7/19,Sacred Ibis,Threskiornis aethiopicus,25,Tainan City,,
24.0927793,120.3445387,2017,2017/7/21,Sacred Ibis,Threskiornis aethiopicus,6,Changhua County,,
25.0385603,121.4911079,2017,2017/7/22,Sacred Ibis,Threskiornis aethiopicus,58,Taipei City,,
25.0589135,121.6048712,2017,2017/7/22,Sacred Ibis,Threskiornis aethiopicus,1,Taipei City,,
25.0589135,121.6048712,2017,2017/7/22,Sacred Ibis,Threskiornis aethiopicus,1,Taipei City,,
24.0274795,120.378643,2017,2017/7/23,Sacred Ibis,Threskiornis aethiopicus,2,Changhua County,,
23.2358648,120.1103818,2017,2017/7/23,Sacred Ibis,Threskiornis aethiopicus,30,Tainan City,,
23.2358648,120.1103818,2017,2017/7/23,Sacred Ibis,Threskiornis aethiopicus,30,Tainan City,,
25.1132329,121.4902563,2017,2017/7/23,Sacred Ibis,Threskiornis aethiopicus,6,Taipei City,,
23.2358648,120.1103818,2017,2017/7/26,Sacred Ibis,Threskiornis aethiopicus,25,Tainan City,,
23.2358648,120.1103818,2017,2017/7/26,Sacred Ibis,Threskiornis aethiopicus,25,Tainan City,,
25.0898159,121.4506119,2017,2017/7/26,Sacred Ibis,Threskiornis aethiopicus,11,New Taipei City,,
25.1191951,121.4632022,2017,2017/7/27,Sacred Ibis,Threskiornis aethiopicus,82,Taipei City,,
25.1191951,121.4632022,2017,2017/7/27,Sacred Ibis,Threskiornis aethiopicus,82,Taipei City,,
25.0385603,121.4911079,2017,2017/7/28,Sacred Ibis,Threskiornis aethiopicus,50,Taipei City,,
23.2358648,120.1103818,2017,2017/7/29,Sacred Ibis,Threskiornis aethiopicus,X,Tainan City,,
25.1182626,121.470058,2017,2017/7/29,Sacred Ibis,Threskiornis aethiopicus,15,Taipei City,,
23.3524,120.1849,2017,2017/7/30,Sacred Ibis,Threskiornis aethiopicus,1,Chiayi County,,
23.3524,120.1849,2017,2017/7/30,Sacred Ibis,Threskiornis aethiopicus,1,Chiayi County,,
22.4979903,120.5026239,2017,2017/7/30,Sacred Ibis,Threskiornis aethiopicus,13,Pingtung County,,
23.2358648,120.1103818,2017,2017/7/30,Sacred Ibis,Threskiornis aethiopicus,35,Tainan City,,
24.3247302,120.5586004,2017,2017/7/30,Sacred Ibis,Threskiornis aethiopicus,30,Taichung City,,
25.0898159,121.4506119,2017,2017/8/1,Sacred Ibis,Threskiornis aethiopicus,45,New Taipei City,,
25.1567492,121.4558503,2017,2017/8/1,Sacred Ibis,Threskiornis aethiopicus,6,New Taipei City,,
25.1132329,121.4902563,2017,2017/8/2,Sacred Ibis,Threskiornis aethiopicus,10,Taipei City,,
25.036519,121.4698648,2017,2017/8/2,Sacred Ibis,Threskiornis aethiopicus,3,New Taipei City,,
24.0927793,120.3445387,2017,2017/8/4,Sacred Ibis,Threskiornis aethiopicus,16,Changhua County,,
23.8480537,120.2912534,2017,2017/8/4,Sacred Ibis,Threskiornis aethiopicus,1,Changhua County,,
24.0144018,120.3562438,2017,2017/8/5,Sacred Ibis,Threskiornis aethiopicus,30,Changhua County,,
23.2358648,120.1103818,2017,2017/8/5,Sacred Ibis,Threskiornis aethiopicus,3,Tainan City,,
25.0470753,121.4896435,2017,2017/8/5,Sacred Ibis,Threskiornis aethiopicus,1,New Taipei City,,
23.6665276,120.4003791,2017,2017/8/5,Sacred Ibis,Threskiornis aethiopicus,2,Yunlin County,,
23.2395083,120.1323017,2017,2017/8/6,Sacred Ibis,Threskiornis aethiopicus,6,Tainan City,,
23.2395083,120.1323017,2017,2017/8/6,Sacred Ibis,Threskiornis aethiopicus,6,Tainan City,,
25.0385603,121.4911079,2017,2017/8/6,Sacred Ibis,Threskiornis aethiopicus,31,Taipei City,,
25.1658,121.4177,2017,2017/8/6,Sacred Ibis,Threskiornis aethiopicus,12,New Taipei City,,
25.2071301,121.4372197,2017,2017/8/6,Sacred Ibis,Threskiornis aethiopicus,19,New Taipei City,,
25.2071301,121.4372197,2017,2017/8/6,Sacred Ibis,Threskiornis aethiopicus,19,New Taipei City,,
25.1987992,121.4282987,2017,2017/8/6,Sacred Ibis,Threskiornis aethiopicus,7,New Taipei City,,
25.1987992,121.4282987,2017,2017/8/6,Sacred Ibis,Threskiornis aethiopicus,7,New Taipei City,,
25.1132329,121.4902563,2017,2017/8/7,Sacred Ibis,Threskiornis aethiopicus,4,Taipei City,,
25.0898159,121.4506119,2017,2017/8/7,Sacred Ibis,Threskiornis aethiopicus,26,New Taipei City,,
23.4805023,120.3941274,2017,2017/8/8,Sacred Ibis,Threskiornis aethiopicus,30,Chiayi County,,
23.4805023,120.3941274,2017,2017/8/8,Sacred Ibis,Threskiornis aethiopicus,30,Chiayi County,,
23.4805023,120.3941274,2017,2017/8/8,Sacred Ibis,Threskiornis aethiopicus,30,Chiayi County,,
23.4805023,120.3941274,2017,2017/8/8,Sacred Ibis,Threskiornis aethiopicus,30,Chiayi County,,
23.4805023,120.3941274,2017,2017/8/8,Sacred Ibis,Threskiornis aethiopicus,30,Chiayi County,,
23.4805023,120.3941274,2017,2017/8/8,Sacred Ibis,Threskiornis aethiopicus,30,Chiayi County,,
25.1132329,121.4902563,2017,2017/8/8,Sacred Ibis,Threskiornis aethiopicus,4,Taipei City,,
25.0385603,121.4911079,2017,2017/8/8,Sacred Ibis,Threskiornis aethiopicus,40,Taipei City,,
25.0868038,121.1748433,2017,2017/8/9,Sacred Ibis,Threskiornis aethiopicus,6,Taoyuan City,,
23.0907858,120.1080759,2017,2017/8/10,Sacred Ibis,Threskiornis aethiopicus,4,Tainan City,,
23.0907858,120.1080759,2017,2017/8/10,Sacred Ibis,Threskiornis aethiopicus,4,Tainan City,,
25.08236,121.19792,2017,2017/8/11,Sacred Ibis,Threskiornis aethiopicus,2,Taoyuan City,,
25.0943703,121.1895525,2017,2017/8/11,Sacred Ibis,Threskiornis aethiopicus,1,Taoyuan City,,
25.08236,121.19792,2017,2017/8/12,Sacred Ibis,Threskiornis aethiopicus,5,Taoyuan City,,
25.1132329,121.4902563,2017,2017/8/12,Sacred Ibis,Threskiornis aethiopicus,2,Taipei City,,
24.0485411,120.3956535,2017,2017/8/13,Sacred Ibis,Threskiornis aethiopicus,3,Changhua County,,
24.0927793,120.3445387,2017,2017/8/13,Sacred Ibis,Threskiornis aethiopicus,2,Changhua County,,
25.08236,121.19792,2017,2017/8/13,Sacred Ibis,Threskiornis aethiopicus,2,Taoyuan City,,
25.0868038,121.1748433,2017,2017/8/13,Sacred Ibis,Threskiornis aethiopicus,5,Taoyuan City,,
23.103015,120.11256,2017,2017/8/13,Sacred Ibis,Threskiornis aethiopicus,1,Tainan City,,
23.103015,120.11256,2017,2017/8/13,Sacred Ibis,Threskiornis aethiopicus,1,Tainan City,,
25.0868038,121.1748433,2017,2017/8/14,Sacred Ibis,Threskiornis aethiopicus,15,Taoyuan City,,
23.0865938,120.0789611,2017,2017/8/14,Sacred Ibis,Threskiornis aethiopicus,25,Tainan City,,
23.2358648,120.1103818,2017,2017/8/14,Sacred Ibis,Threskiornis aethiopicus,6,Tainan City,,
23.2358648,120.1103818,2017,2017/8/14,Sacred Ibis,Threskiornis aethiopicus,6,Tainan City,,
23.2358648,120.1103818,2017,2017/8/14,Sacred Ibis,Threskiornis aethiopicus,6,Tainan City,,
23.2358648,120.1103818,2017,2017/8/14,Sacred Ibis,Threskiornis aethiopicus,6,Tainan City,,
23.2358648,120.1103818,2017,2017/8/14,Sacred Ibis,Threskiornis aethiopicus,6,Tainan City,,
23.0135448,120.1272087,2017,2017/8/14,Sacred Ibis,Threskiornis aethiopicus,25,Tainan City,,
25.0385603,121.4911079,2017,2017/8/14,Sacred Ibis,Threskiornis aethiopicus,38,Taipei City,,
24.6599371,121.8184608,2017,2017/8/15,Sacred Ibis,Threskiornis aethiopicus,2,Yilan County,,
22.8433519,120.2081366,2017,2017/8/16,Sacred Ibis,Threskiornis aethiopicus,6,Kaohsiung City,,
24.8249477,120.9196016,2017,2017/8/18,Sacred Ibis,Threskiornis aethiopicus,1,Hsinchu City,,
23.2358648,120.1103818,2017,2017/8/18,Sacred Ibis,Threskiornis aethiopicus,10,Tainan City,,
25.1155348,121.4712596,2017,2017/8/18,Sacred Ibis,Threskiornis aethiopicus,36,Taipei City,,
25.1162666,121.4907513,2017,2017/8/18,Sacred Ibis,Threskiornis aethiopicus,1,Taipei City,,
25.1155348,121.4712596,2017,2017/8/18,Sacred Ibis,Threskiornis aethiopicus,36,Taipei City,,
25.0898159,121.4506119,2017,2017/8/18,Sacred Ibis,Threskiornis aethiopicus,25,New Taipei City,,
23.2358648,120.1103818,2017,2017/8/19,Sacred Ibis,Threskiornis aethiopicus,30,Tainan City,,
23.2358648,120.1103818,2017,2017/8/19,Sacred Ibis,Threskiornis aethiopicus,32,Tainan City,,
23.2358648,120.1103818,2017,2017/8/19,Sacred Ibis,Threskiornis aethiopicus,20,Tainan City,,
23.2358648,120.1103818,2017,2017/8/19,Sacred Ibis,Threskiornis aethiopicus,30,Tainan City,,
25.0385603,121.4911079,2017,2017/8/19,Sacred Ibis,Threskiornis aethiopicus,44,Taipei City,,
24.0485411,120.3956535,2017,2017/8/20,Sacred Ibis,Threskiornis aethiopicus,5,Changhua County,,
24.793566,120.9175068,2017,2017/8/20,Sacred Ibis,Threskiornis aethiopicus,15,Hsinchu City,,
24.8249477,120.9196016,2017,2017/8/20,Sacred Ibis,Threskiornis aethiopicus,12,Hsinchu City,,
25.0868038,121.1748433,2017,2017/8/20,Sacred Ibis,Threskiornis aethiopicus,4,Taoyuan City,,
25.0868038,121.1748433,2017,2017/8/20,Sacred Ibis,Threskiornis aethiopicus,4,Taoyuan City,,
23.2358648,120.1103818,2017,2017/8/20,Sacred Ibis,Threskiornis aethiopicus,20,Tainan City,,
25.1210566,121.5046366,2017,2017/8/20,Sacred Ibis,Threskiornis aethiopicus,1,Taipei City,,
25.1162456,121.4907093,2017,2017/8/20,Sacred Ibis,Threskiornis aethiopicus,1,Taipei City,,
23.0788337,120.0800514,2017,2017/8/21,Sacred Ibis,Threskiornis aethiopicus,19,Tainan City,,
23.2358648,120.1103818,2017,2017/8/21,Sacred Ibis,Threskiornis aethiopicus,6,Tainan City,,
23.0791775,120.0828218,2017,2017/8/24,Sacred Ibis,Threskiornis aethiopicus,X,Tainan City,,
23.0791775,120.0828218,2017,2017/8/24,Sacred Ibis,Threskiornis aethiopicus,X,Tainan City,,
25.1672977,121.4168127,2017,2017/8/24,Sacred Ibis,Threskiornis aethiopicus,60,New Taipei City,,
25.1182626,121.470058,2017,2017/8/25,Sacred Ibis,Threskiornis aethiopicus,5,Taipei City,,
24.7044006,121.8331647,2017,2017/8/26,Sacred Ibis,Threskiornis aethiopicus,4,Yilan County,,
25.0385603,121.4911079,2017,2017/8/26,Sacred Ibis,Threskiornis aethiopicus,30,Taipei City,,
25.1132329,121.4902563,2017,2017/8/26,Sacred Ibis,Threskiornis aethiopicus,11,Taipei City,,
24.7819032,120.905571,2017,2017/8/27,Sacred Ibis,Threskiornis aethiopicus,10,Hsinchu City,,
24.7819032,120.905571,2017,2017/8/27,Sacred Ibis,Threskiornis aethiopicus,11,Hsinchu City,,
24.8249477,120.9196016,2017,2017/8/27,Sacred Ibis,Threskiornis aethiopicus,3,Hsinchu City,,
24.3501049,120.5699336,2017,2017/8/27,Sacred Ibis,Threskiornis aethiopicus,4,Taichung City,,
25.0187115,121.5151095,2017,2017/8/28,Sacred Ibis,Threskiornis aethiopicus,2,New Taipei City,,
25.0898159,121.4506119,2017,2017/8/28,Sacred Ibis,Threskiornis aethiopicus,23,New Taipei City,,
24.015813,120.3585291,2017,2017/8/29,Sacred Ibis,Threskiornis aethiopicus,13,Changhua County,,
23.9941351,120.3477703,2017,2017/8/29,Sacred Ibis,Threskiornis aethiopicus,3,Changhua County,,
25.0385603,121.4911079,2017,2017/8/30,Sacred Ibis,Threskiornis aethiopicus,28,Taipei City,,
22.8849011,120.1981886,2017,2017/8/31,Sacred Ibis,Threskiornis aethiopicus,X,Kaohsiung City,,
22.8433519,120.2081366,2017,2017/8/31,Sacred Ibis,Threskiornis aethiopicus,X,Kaohsiung City,,
22.8433519,120.2081366,2017,2017/8/31,Sacred Ibis,Threskiornis aethiopicus,X,Kaohsiung City,,
22.8849011,120.1981886,2017,2017/8/31,Sacred Ibis,Threskiornis aethiopicus,X,Kaohsiung City,,
25.0385603,121.4911079,2017,2017/8/31,Sacred Ibis,Threskiornis aethiopicus,15,Taipei City,,
25.0385603,121.4911079,2017,2017/8/31,Sacred Ibis,Threskiornis aethiopicus,15,Taipei City,,
23.5153246,120.1817665,2017,2017/8/31,Sacred Ibis,Threskiornis aethiopicus,2,Yunlin County,,
24.8097978,120.9112573,2017,2017/9/1,Sacred Ibis,Threskiornis aethiopicus,20,Hsinchu City,,
24.743204,120.894273,2017,2017/9/1,Sacred Ibis,Threskiornis aethiopicus,2,Hsinchu City,,
25.1187567,121.4718711,2017,2017/9/1,Sacred Ibis,Threskiornis aethiopicus,18,Taipei City,,
25.1182626,121.470058,2017,2017/9/1,Sacred Ibis,Threskiornis aethiopicus,X,Taipei City,,
25.1182626,121.470058,2017,2017/9/1,Sacred Ibis,Threskiornis aethiopicus,200,Taipei City,,
25.08064,121.20161,2017,2017/9/2,Sacred Ibis,Threskiornis aethiopicus,3,Taoyuan City,,
25.1182626,121.470058,2017,2017/9/2,Sacred Ibis,Threskiornis aethiopicus,20,Taipei City,,
25.1182626,121.470058,2017,2017/9/2,Sacred Ibis,Threskiornis aethiopicus,46,Taipei City,,
25.1706269,121.4160691,2017,2017/9/2,Sacred Ibis,Threskiornis aethiopicus,3,New Taipei City,,
24.0485411,120.3956535,2017,2017/9/3,Sacred Ibis,Threskiornis aethiopicus,9,Changhua County,,
22.8433519,120.2081366,2017,2017/9/3,Sacred Ibis,Threskiornis aethiopicus,2,Kaohsiung City,,
22.8433519,120.2081366,2017,2017/9/3,Sacred Ibis,Threskiornis aethiopicus,2,Kaohsiung City,,
23.209,120.13909,2017,2017/9/3,Sacred Ibis,Threskiornis aethiopicus,6,Tainan City,,
23.209,120.13909,2017,2017/9/3,Sacred Ibis,Threskiornis aethiopicus,6,Tainan City,,
23.2358648,120.1103818,2017,2017/9/3,Sacred Ibis,Threskiornis aethiopicus,4,Tainan City,,
25.0385603,121.4911079,2017,2017/9/3,Sacred Ibis,Threskiornis aethiopicus,20,Taipei City,,
25.0369971,121.4908263,2017,2017/9/4,Sacred Ibis,Threskiornis aethiopicus,15,Taipei City,,
25.0385603,121.4911079,2017,2017/9/4,Sacred Ibis,Threskiornis aethiopicus,25,Taipei City,,
25.0385603,121.4911079,2017,2017/9/4,Sacred Ibis,Threskiornis aethiopicus,50,Taipei City,,
25.0385603,121.4911079,2017,2017/9/4,Sacred Ibis,Threskiornis aethiopicus,20,Taipei City,,
25.0385603,121.4911079,2017,2017/9/4,Sacred Ibis,Threskiornis aethiopicus,11,Taipei City,,
25.0387159,121.4952064,2017,2017/9/5,Sacred Ibis,Threskiornis aethiopicus,12,Taipei City,,
25.0385603,121.4911079,2017,2017/9/5,Sacred Ibis,Threskiornis aethiopicus,77,Taipei City,,
25.2071301,121.4372197,2017,2017/9/5,Sacred Ibis,Threskiornis aethiopicus,1,New Taipei City,,
23.2413787,120.2786905,2017,2017/9/6,Sacred Ibis,Threskiornis aethiopicus,2,Tainan City,,
25.0385603,121.4911079,2017,2017/9/6,Sacred Ibis,Threskiornis aethiopicus,5,Taipei City,,
25.1132329,121.4902563,2017,2017/9/6,Sacred Ibis,Threskiornis aethiopicus,1,Taipei City,,
23.334837,120.184216,2017,2017/9/7,Sacred Ibis,Threskiornis aethiopicus,1,Chiayi County,,
23.334837,120.184216,2017,2017/9/7,Sacred Ibis,Threskiornis aethiopicus,1,Chiayi County,,
24.7178131,121.1213732,2017,2017/9/7,Sacred Ibis,Threskiornis aethiopicus,1,Hsinchu County,,
24.743204,120.894273,2017,2017/9/7,Sacred Ibis,Threskiornis aethiopicus,2,Hsinchu City,,
25.0385603,121.4911079,2017,2017/9/7,Sacred Ibis,Threskiornis aethiopicus,18,Taipei City,,
25.1672977,121.4168127,2017,2017/9/7,Sacred Ibis,Threskiornis aethiopicus,20,New Taipei City,,
23.3473876,120.168273,2017,2017/9/8,Sacred Ibis,Threskiornis aethiopicus,1,Chiayi County,,
23.3521456,120.164094,2017,2017/9/8,Sacred Ibis,Threskiornis aethiopicus,3,Chiayi County,,
23.3641503,120.16763,2017,2017/9/8,Sacred Ibis,Threskiornis aethiopicus,6,Chiayi County,,
23.3530512,120.167863,2017,2017/9/8,Sacred Ibis,Threskiornis aethiopicus,23,Chiayi County,,
23.3648366,120.157377,2017,2017/9/8,Sacred Ibis,Threskiornis aethiopicus,1,Chiayi County,,
23.3480597,120.176072,2017,2017/9/8,Sacred Ibis,Threskiornis aethiopicus,2,Chiayi County,,
23.3531735,120.176157,2017,2017/9/8,Sacred Ibis,Threskiornis aethiopicus,6,Chiayi County,,
23.3586764,120.171581,2017,2017/9/8,Sacred Ibis,Threskiornis aethiopicus,1,Chiayi County,,
23.3642275,120.175383,2017,2017/9/8,Sacred Ibis,Threskiornis aethiopicus,9,Chiayi County,,
23.3585953,120.167691,2017,2017/9/8,Sacred Ibis,Threskiornis aethiopicus,6,Chiayi County,,
23.3432749,120.181574,2017,2017/9/8,Sacred Ibis,Threskiornis aethiopicus,1,Chiayi County,,
23.3641853,120.171474,2017,2017/9/8,Sacred Ibis,Threskiornis aethiopicus,2,Chiayi County,,
23.3587715,120.175956,2017,2017/9/8,Sacred Ibis,Threskiornis aethiopicus,52,Chiayi County,,
23.3694445,120.16738,2017,2017/9/8,Sacred Ibis,Threskiornis aethiopicus,4,Chiayi County,,
23.346888,120.171889,2017,2017/9/8,Sacred Ibis,Threskiornis aethiopicus,2,Chiayi County,,
23.353087,120.171748,2017,2017/9/8,Sacred Ibis,Threskiornis aethiopicus,82,Chiayi County,,
24.6392743,121.8430191,2017,2017/9/8,Sacred Ibis,Threskiornis aethiopicus,1,Yilan County,,
23.2358648,120.1103818,2017,2017/9/8,Sacred Ibis,Threskiornis aethiopicus,2,Tainan City,,
23.2358648,120.1103818,2017,2017/9/8,Sacred Ibis,Threskiornis aethiopicus,2,Tainan City,,
23.2358648,120.1103818,2017,2017/9/8,Sacred Ibis,Threskiornis aethiopicus,2,Tainan City,,
25.1132329,121.4902563,2017,2017/9/8,Sacred Ibis,Threskiornis aethiopicus,3,Taipei City,,
23.9437623,120.3186125,2017,2017/9/9,Sacred Ibis,Threskiornis aethiopicus,45,Changhua County,,
23.9203622,120.3042832,2017,2017/9/9,Sacred Ibis,Threskiornis aethiopicus,6,Changhua County,,
23.8819451,120.2931561,2017,2017/9/9,Sacred Ibis,Threskiornis aethiopicus,20,Changhua County,,
24.793566,120.9175068,2017,2017/9/9,Sacred Ibis,Threskiornis aethiopicus,5,Hsinchu City,,
25.0385603,121.4911079,2017,2017/9/9,Sacred Ibis,Threskiornis aethiopicus,32,Taipei City,,
25.1706269,121.4160691,2017,2017/9/9,Sacred Ibis,Threskiornis aethiopicus,5,New Taipei City,,
25.1003657,121.4570117,2017,2017/9/9,Sacred Ibis,Threskiornis aethiopicus,6,New Taipei City,,
24.675827,120.846394,2017,2017/9/10,Sacred Ibis,Threskiornis aethiopicus,2,Miaoli County,,
25.1101253,121.4659756,2017,2017/9/10,Sacred Ibis,Threskiornis aethiopicus,X,Taipei City,,
25.1206684,121.4658319,2017,2017/9/10,Sacred Ibis,Threskiornis aethiopicus,50,Taipei City,,
25.1189328,121.4699024,2017,2017/9/10,Sacred Ibis,Threskiornis aethiopicus,50,Taipei City,,
25.1182626,121.470058,2017,2017/9/10,Sacred Ibis,Threskiornis aethiopicus,X,Taipei City,,
25.1003657,121.4570117,2017,2017/9/10,Sacred Ibis,Threskiornis aethiopicus,12,New Taipei City,,
23.2358648,120.1103818,2017,2017/9/11,Sacred Ibis,Threskiornis aethiopicus,X,Tainan City,,
25.0385603,121.4911079,2017,2017/9/11,Sacred Ibis,Threskiornis aethiopicus,35,Taipei City,,
25.0385603,121.4911079,2017,2017/9/11,Sacred Ibis,Threskiornis aethiopicus,30,Taipei City,,
25.066497,121.426758,2017,2017/9/11,Sacred Ibis,Threskiornis aethiopicus,1,New Taipei City,,
23.0907858,120.1080759,2017,2017/9/12,Sacred Ibis,Threskiornis aethiopicus,1,Tainan City,,
25.1132329,121.4902563,2017,2017/9/12,Sacred Ibis,Threskiornis aethiopicus,1,Taipei City,,
25.0385603,121.4911079,2017,2017/9/12,Sacred Ibis,Threskiornis aethiopicus,40,Taipei City,,
24.6599371,121.8184608,2017,2017/9/14,Sacred Ibis,Threskiornis aethiopicus,1,Yilan County,,
25.0385603,121.4911079,2017,2017/9/14,Sacred Ibis,Threskiornis aethiopicus,34,Taipei City,,
25.0493575,121.4838429,2017,2017/9/14,Sacred Ibis,Threskiornis aethiopicus,5,New Taipei City,,
22.8350008,120.2095247,2017,2017/9/15,Sacred Ibis,Threskiornis aethiopicus,50,Kaohsiung City,,
25.0385603,121.4911079,2017,2017/9/15,Sacred Ibis,Threskiornis aethiopicus,16,Taipei City,,
22.917495,120.1849844,2017,2017/9/16,Sacred Ibis,Threskiornis aethiopicus,13,Kaohsiung City,,
25.08236,121.19792,2017,2017/9/16,Sacred Ibis,Threskiornis aethiopicus,6,Taoyuan City,,
25.0861382,121.2001929,2017,2017/9/16,Sacred Ibis,Threskiornis aethiopicus,3,Taoyuan City,,
25.0385603,121.4911079,2017,2017/9/16,Sacred Ibis,Threskiornis aethiopicus,35,Taipei City,,
25.1706269,121.4160691,2017,2017/9/16,Sacred Ibis,Threskiornis aethiopicus,6,New Taipei City,,
25.1003657,121.4570117,2017,2017/9/16,Sacred Ibis,Threskiornis aethiopicus,8,New Taipei City,,
24.4278942,120.6187729,2017,2017/9/16,Sacred Ibis,Threskiornis aethiopicus,1,Taichung City,,
25.08236,121.19792,2017,2017/9/17,Sacred Ibis,Threskiornis aethiopicus,10,Taoyuan City,,
25.0868038,121.1748433,2017,2017/9/17,Sacred Ibis,Threskiornis aethiopicus,5,Taoyuan City,,
25.0861382,121.2001929,2017,2017/9/17,Sacred Ibis,Threskiornis aethiopicus,3,Taoyuan City,,
25.0861382,121.2001929,2017,2017/9/17,Sacred Ibis,Threskiornis aethiopicus,1,Taoyuan City,,
23.2358648,120.1103818,2017,2017/9/17,Sacred Ibis,Threskiornis aethiopicus,3,Tainan City,,
25.0385603,121.4911079,2017,2017/9/17,Sacred Ibis,Threskiornis aethiopicus,5,Taipei City,,
25.1182626,121.470058,2017,2017/9/17,Sacred Ibis,Threskiornis aethiopicus,X,Taipei City,,
25.1672977,121.4168127,2017,2017/9/17,Sacred Ibis,Threskiornis aethiopicus,20,New Taipei City,,
23.5924958,120.1717548,2017,2017/9/18,Sacred Ibis,Threskiornis aethiopicus,3,Yunlin County,,
23.5813114,120.3323762,2017,2017/9/18,Sacred Ibis,Threskiornis aethiopicus,6,Yunlin County,,
23.5740862,120.1704271,2017,2017/9/18,Sacred Ibis,Threskiornis aethiopicus,6,Yunlin County,,
23.243102,120.1732593,2017,2017/9/19,Sacred Ibis,Threskiornis aethiopicus,1,Tainan City,,
25.0861382,121.2001929,2017,2017/9/21,Sacred Ibis,Threskiornis aethiopicus,5,Taoyuan City,,
25.075872,121.2023762,2017,2017/9/21,Sacred Ibis,Threskiornis aethiopicus,5,Taoyuan City,,
25.075872,121.2023762,2017,2017/9/21,Sacred Ibis,Threskiornis aethiopicus,5,Taoyuan City,,
25.075872,121.2023762,2017,2017/9/21,Sacred Ibis,Threskiornis aethiopicus,5,Taoyuan City,,
