WGS84Lati,WGS84Long,year,CommonName,Date,數量(隻),記錄方式
24.2068,120.5932,2013,台中市 西屯區,2013/8/24,2,目視
24.2068,120.5932,2013,台中市 西屯區,2013/8/24,1,目視
24.2068,120.5932,2013,台中市 西屯區,2013/8/24,1,目視
24.2068,120.5932,2013,台中市 西屯區,2013/8/24,1,目視
24.2068,120.5932,2013,台中市 西屯區,2013/8/24,1,目視
24.2068,120.5932,2013,台中市 西屯區,2013/8/24,1,目視
24.2068,120.5932,2013,台中市 西屯區,2013/8/24,2,目視
24.2068,120.5932,2013,台中市 西屯區,2013/8/24,1,目視
24.2068,120.5932,2013,台中市 西屯區,2013/8/24,1,目視
24.2068,120.5932,2013,台中市 西屯區,2013/8/24,1,目視
24.2061,120.5941,2013,台中市 西屯區,2013/8/24,2,目視
24.2061,120.5941,2013,台中市 西屯區,2013/8/24,1,目視
24.2061,120.5941,2013,台中市 西屯區,2013/8/24,1,目視
24.953,121.4297,2013,新北市 土城區,2013/8/25,4,目視
23.7099,120.2834,2013,雲林縣 褒忠鄉,2013/8/26,1,目視
23.7099,120.2834,2013,雲林縣 褒忠鄉,2013/8/26,1,目視
23.7192,120.2837,2013,雲林縣 褒忠鄉,2013/8/26,1,聽音
24.9911,121.3746,2013,桃園市 龜山區,2013/8/28,1,目視
24.9939,121.3607,2013,桃園市 龜山區,2013/8/28,1,聽音
24.9939,121.3607,2013,桃園市 龜山區,2013/8/28,1,目視
24.9307,121.1834,2013,桃園市 楊梅區,2013/8/28,10~19,聽音
24.9307,121.1834,2013,桃園市 楊梅區,2013/8/28,5,目視
24.9307,121.1834,2013,桃園市 楊梅區,2013/8/28,2,目視
24.9414,121.1758,2013,桃園市 楊梅區,2013/8/28,2,目視
24.9428,121.1721,2013,桃園市 楊梅區,2013/8/28,1,目視
24.9504,121.3051,2013,桃園市 八德區,2013/8/28,5,目視
24.9444,121.3159,2013,桃園市 八德區,2013/8/28,10,目視
24.9724,121.3512,2013,新北市 鶯歌區,2013/8/30,1,目視
24.9605,121.3419,2013,新北市 鶯歌區,2013/8/30,2,目視
24.9605,121.3419,2013,新北市 鶯歌區,2013/8/30,3,目視
23.9507,120.5958,2013,彰化縣 員林鎮,2013/8/30,1,目視
23.9579,120.5954,2013,彰化縣 員林鎮,2013/8/30,1,目視
23.9675,120.5868,2013,彰化縣 員林鎮,2013/8/30,1,目視
23.961,120.5556,2013,彰化縣 員林鎮,2013/8/30,2,目視
23.9432,120.5798,2013,彰化縣 員林鎮,2013/8/30,1,目視
23.8914,120.5267,2013,彰化縣 田尾鄉,2013/8/31,1,目視
23.907,120.5283,2013,彰化縣 田尾鄉,2013/8/31,3,目視
23.907,120.5283,2013,彰化縣 田尾鄉,2013/8/31,10~19,聽音
25.0943,121.4857,2013,新北市 蘆洲區,2013/9/1,1,目視
25.0943,121.4857,2013,新北市 蘆洲區,2013/9/1,1,目視
25.0943,121.4857,2013,新北市 蘆洲區,2013/9/1,4,聽音
25.0913,121.4875,2013,新北市 三重區,2013/9/1,2,聽音
25.0943,121.4857,2013,新北市 蘆洲區,2013/9/1,4,目視
25.0943,121.4857,2013,新北市 蘆洲區,2013/9/1,1,目視
25.0943,121.4857,2013,新北市 蘆洲區,2013/9/1,3,聽音
25.0943,121.4857,2013,新北市 蘆洲區,2013/9/1,1,目視
23.9343,120.5825,2013,彰化縣 員林鎮,2013/9/1,1,目視
23.9253,120.5784,2013,彰化縣 員林鎮,2013/9/1,1,目視
23.9253,120.5784,2013,彰化縣 員林鎮,2013/9/1,1,目視
23.9328,120.5736,2013,彰化縣 永靖鄉,2013/9/1,2,目視
23.9243,120.5262,2013,彰化縣 永靖鄉,2013/9/1,3,聽音
23.9298,120.5355,2013,彰化縣 永靖鄉,2013/9/1,1,目視
24.9429,121.3011,2013,桃園市 八德區,2013/9/2,4,目視
24.9429,121.3062,2013,桃園市 八德區,2013/9/2,2,目視
24.9854,121.2753,2013,桃園市 桃園區,2013/9/2,8,目視
25.0775,121.4274,2013,新北市 五股區,2013/9/4,1,聽音
25.0024,121.3971,2013,桃園市 龜山區,2013/9/6,2,聽音
25.0024,121.3971,2013,桃園市 龜山區,2013/9/6,1,目視
25.0086,121.3439,2013,桃園市 龜山區,2013/9/7,2,目視
25.0086,121.3439,2013,桃園市 龜山區,2013/9/7,4,目視
25.0067,121.3399,2013,桃園市 龜山區,2013/9/7,3,目視
25.0067,121.3399,2013,桃園市 龜山區,2013/9/7,1,目視
25.1192,121.4705,2013,台北市 北投區,2013/9/7,11,目視
24.2618,120.7904,2013,台中市 新社區,2013/9/9,2,聽音
24.2476,120.7954,2013,台中市 新社區,2013/9/9,2,目視
24.2354,120.8185,2013,台中市 新社區,2013/9/9,1,目視
24.2414,120.7882,2013,台中市 新社區,2013/9/9,1,目視
24.2457,120.7816,2013,台中市 新社區,2013/9/9,1,目視
24.2457,120.7816,2013,台中市 新社區,2013/9/9,2,聽音
24.2569,120.7797,2013,台中市 新社區,2013/9/9,1,聽音
24.2609,120.7809,2013,台中市 石岡區,2013/9/9,1,聽音
24.2609,120.7809,2013,台中市 石岡區,2013/9/9,1,聽音
24.952,121.3541,2013,新北市 鶯歌區,2013/9/10,2,目視
24.952,121.3541,2013,新北市 鶯歌區,2013/9/10,1,目視
24.952,121.3541,2013,新北市 鶯歌區,2013/9/10,3,目視
24.952,121.3541,2013,新北市 鶯歌區,2013/9/10,1,目視
24.952,121.3541,2013,新北市 鶯歌區,2013/9/10,3,目視
24.952,121.3541,2013,新北市 鶯歌區,2013/9/10,1,目視
24.952,121.3541,2013,新北市 鶯歌區,2013/9/10,5,目視
24.952,121.3541,2013,新北市 鶯歌區,2013/9/10,1,目視
24.952,121.3541,2013,新北市 鶯歌區,2013/9/10,2,目視
24.952,121.3541,2013,新北市 鶯歌區,2013/9/10,1,目視
24.952,121.3541,2013,新北市 鶯歌區,2013/9/10,1,目視
24.2588,120.8154,2013,台中市 石岡區,2013/9/10,1,目視
24.2582,120.8177,2013,台中市 石岡區,2013/9/10,1,目視
24.2799,120.7687,2013,台中市 石岡區,2013/9/10,2,目視
24.2816,120.8147,2013,台中市 石岡區,2013/9/10,1,目視
24.2728,120.8286,2013,台中市 石岡區,2013/9/10,5,聽音
24.9645,121.4477,2013,新北市 土城區,2013/9/11,4,目視
24.9645,121.4477,2013,新北市 土城區,2013/9/11,2,目視
24.2525,120.8332,2013,台中市 石岡區,2013/9/11,1,目視
24.9645,121.4477,2013,新北市 土城區,2013/9/12,1,目視
24.9939,121.3607,2013,桃園市 龜山區,2013/9/13,1,目視
24.9939,121.3607,2013,桃園市 龜山區,2013/9/13,2,目視
24.9939,121.3607,2013,桃園市 龜山區,2013/9/13,4,目視
25.0856,121.304,2013,桃園市 龜山區,2013/9/13,1,目視
25.0856,121.304,2013,桃園市 龜山區,2013/9/13,1,聽音
25.0896,121.3111,2013,桃園市 蘆竹區,2013/9/13,1,目視
25.0939,121.3109,2013,桃園市 蘆竹區,2013/9/13,1,目視
25.0939,121.3109,2013,桃園市 蘆竹區,2013/9/13,4,聽音
25.0775,121.3054,2013,桃園市 蘆竹區,2013/9/13,1,目視
25.0873,121.2997,2013,桃園市 蘆竹區,2013/9/13,1,目視
25.0893,121.2909,2013,桃園市 蘆竹區,2013/9/13,1,目視
25.0704,121.292,2013,桃園市 蘆竹區,2013/9/13,2,聽音
25.0629,121.2959,2013,桃園市 蘆竹區,2013/9/13,2,目視
24.9982,121.3331,2013,桃園市 龜山區,2013/9/14,1,目視
25.0031,121.3207,2013,桃園市 龜山區,2013/9/14,1,目視
25.1679,121.4168,2013,新北市 八里區,2013/9/14,1,目視
25.1679,121.4168,2013,新北市 八里區,2013/9/14,1,目視
25.1679,121.4168,2013,新北市 八里區,2013/9/14,1,目視
25.1679,121.4168,2013,新北市 八里區,2013/9/14,1,目視
25.1679,121.4168,2013,新北市 八里區,2013/9/14,2,聽音
25.1679,121.4168,2013,新北市 八里區,2013/9/14,1,目視
25.1679,121.4168,2013,新北市 八里區,2013/9/14,1,目視
25.1686,121.4164,2013,新北市 八里區,2013/9/14,3,目視
25.1686,121.4164,2013,新北市 八里區,2013/9/14,3,目視
25.1686,121.4164,2013,新北市 八里區,2013/9/14,1,目視
25.1686,121.4164,2013,新北市 八里區,2013/9/14,2,目視
25.1686,121.4164,2013,新北市 八里區,2013/9/14,7,目視
25.1686,121.4164,2013,新北市 八里區,2013/9/14,2,目視
25.1686,121.4164,2013,新北市 八里區,2013/9/14,2,目視
25.1686,121.4164,2013,新北市 八里區,2013/9/14,1,目視
25.1672,121.4161,2013,新北市 八里區,2013/9/14,2,目視
25.1672,121.4161,2013,新北市 八里區,2013/9/14,3,目視
25.1672,121.4161,2013,新北市 八里區,2013/9/14,2,目視
25.1672,121.4161,2013,新北市 八里區,2013/9/14,1,目視
25.1672,121.4161,2013,新北市 八里區,2013/9/14,4,目視
25.1672,121.4161,2013,新北市 八里區,2013/9/14,3,目視
25.1672,121.4161,2013,新北市 八里區,2013/9/14,2,目視
25.1672,121.4161,2013,新北市 八里區,2013/9/14,1,聽音
25.1672,121.4161,2013,新北市 八里區,2013/9/14,1,目視
24.9832,121.3486,2013,桃園市 龜山區,2013/9/15,1,目視
24.9841,121.3537,2013,桃園市 龜山區,2013/9/15,3,目視
24.9841,121.3537,2013,桃園市 龜山區,2013/9/15,1,目視
24.985,121.3532,2013,桃園市 龜山區,2013/9/15,5,目視
24.985,121.3532,2013,桃園市 龜山區,2013/9/15,7,目視
24.985,121.3532,2013,桃園市 龜山區,2013/9/15,3,目視
24.991,121.3462,2013,桃園市 龜山區,2013/9/15,3,目視
24.991,121.3462,2013,桃園市 龜山區,2013/9/15,2,目視
24.9545,121.4668,2013,新北市 土城區,2013/9/18,1,目視
23.9193,120.5339,2013,彰化縣 永靖鄉,2013/9/18,1,聽音
23.9151,120.5341,2013,彰化縣 永靖鄉,2013/9/18,1,聽音
23.9155,120.5296,2013,彰化縣 永靖鄉,2013/9/18,1,聽音
23.9109,120.508,2013,彰化縣 永靖鄉,2013/9/18,2,目視
23.9103,120.5142,2013,彰化縣 田尾鄉,2013/9/18,1,目視
23.9067,120.519,2013,彰化縣 田尾鄉,2013/9/18,1,目視
23.9121,120.4869,2013,彰化縣 永靖鄉,2013/9/18,2,聽音
23.8927,120.5194,2013,彰化縣 田尾鄉,2013/9/19,2,目視
23.8913,120.5107,2013,彰化縣 田尾鄉,2013/9/19,1,目視
23.8889,120.5058,2013,彰化縣 田尾鄉,2013/9/19,1,目視
23.8889,120.5058,2013,彰化縣 田尾鄉,2013/9/19,1,目視
23.8905,120.5011,2013,彰化縣 田尾鄉,2013/9/19,2,目視
23.9028,120.4807,2013,彰化縣 田尾鄉,2013/9/19,1,目視
23.8998,120.515,2013,彰化縣 田尾鄉,2013/9/19,2,目視
23.8997,120.5207,2013,彰化縣 彰化市,2013/9/19,2,目視
23.8989,120.5257,2013,彰化縣 田尾鄉,2013/9/19,2,目視
23.8995,120.5328,2013,彰化縣 田尾鄉,2013/9/19,1,目視
24.9391,121.3763,2013,新北市 三峽區,2013/9/20,1,目視
24.9391,121.3763,2013,新北市 三峽區,2013/9/20,1,目視
24.9465,121.3873,2013,新北市 三峽區,2013/9/20,1,目視
24.9491,121.3871,2013,新北市 三峽區,2013/9/20,1,目視
24.9518,121.3809,2013,新北市 三峽區,2013/9/20,1,目視
24.9518,121.3809,2013,新北市 三峽區,2013/9/20,1,目視
24.9518,121.3809,2013,新北市 三峽區,2013/9/20,1,目視
24.9543,121.3764,2013,新北市 三峽區,2013/9/20,1,目視
24.9501,121.3716,2013,新北市 三峽區,2013/9/20,1,目視
24.9463,121.3656,2013,新北市 三峽區,2013/9/20,1,目視
23.8943,120.5264,2013,彰化縣 田尾鄉,2013/9/20,1,目視
23.8905,120.5469,2013,彰化縣 田尾鄉,2013/9/20,1,目視
25.0022,121.4152,2013,新北市 樹林區,2013/9/21,1,目視
24.9996,121.4004,2013,新北市 樹林區,2013/9/21,1,目視
24.9827,121.4263,2013,新北市 樹林區,2013/9/21,1,目視
24.9869,121.4246,2013,新北市 樹林區,2013/9/21,1,目視
25.0125,121.4105,2013,新北市 樹林區,2013/9/21,2,目視
25.0144,121.4365,2013,新北市 新莊區,2013/9/22,2,目視
25.0067,121.4145,2013,新北市 樹林區,2013/9/22,1,目視
25.005,121.4173,2013,新北市 樹林區,2013/9/22,1,目視
25.005,121.4173,2013,新北市 樹林區,2013/9/22,1,目視
24.9827,121.4263,2013,新北市 樹林區,2013/9/22,3,目視
24.9827,121.4263,2013,新北市 樹林區,2013/9/22,1,目視
24.9827,121.4263,2013,新北市 樹林區,2013/9/22,1,目視
24.9869,121.4246,2013,新北市 樹林區,2013/9/22,1,目視
24.9869,121.4246,2013,新北市 樹林區,2013/9/22,1,目視
25.008,121.3911,2013,新北市 樹林區,2013/9/22,1,目視
25.0125,121.4105,2013,新北市 樹林區,2013/9/22,2,目視
22.7409,120.6253,2013,屏東縣 高樹鄉,2013/9/22,1,聽音
22.7427,120.6209,2013,屏東縣 高樹鄉,2013/9/22,1,聽音
24.953,121.4297,2013,新北市 土城區,2013/9/22,1,目視
24.9612,121.3562,2013,新北市 鶯歌區,2013/9/23,2,目視
24.9612,121.3562,2013,新北市 鶯歌區,2013/9/23,1,目視
24.9612,121.3562,2013,新北市 鶯歌區,2013/9/23,1,目視
24.9612,121.3562,2013,新北市 鶯歌區,2013/9/23,2,目視
24.9464,121.3448,2013,新北市 鶯歌區,2013/9/23,9,目視
24.9464,121.3448,2013,新北市 鶯歌區,2013/9/23,6,目視
24.9464,121.3448,2013,新北市 鶯歌區,2013/9/23,8,目視
23.7099,120.2834,2013,雲林縣 褒忠鄉,2013/9/24,1,目視
23.7099,120.2834,2013,雲林縣 褒忠鄉,2013/9/24,1,目視
25.0628,121.2984,2013,桃園市 蘆竹區,2013/9/25,2,目視
25.0628,121.2984,2013,桃園市 蘆竹區,2013/9/25,5,目視
25.0628,121.2984,2013,桃園市 蘆竹區,2013/9/25,1,目視
25.054,121.305,2013,桃園市 蘆竹區,2013/9/25,1,目視
24.9626,121.3651,2013,新北市 鶯歌區,2013/9/25,1,目視
24.9626,121.3651,2013,新北市 鶯歌區,2013/9/25,1,目視
24.9626,121.3651,2013,新北市 鶯歌區,2013/9/25,1,目視
24.9626,121.3651,2013,新北市 鶯歌區,2013/9/25,1,目視
24.9626,121.3651,2013,新北市 鶯歌區,2013/9/25,1,目視
24.9626,121.3651,2013,新北市 鶯歌區,2013/9/25,1,目視
24.9626,121.3651,2013,新北市 鶯歌區,2013/9/25,2,目視
24.9829,121.3373,2013,桃園市 龜山區,2013/9/27,3,目視
24.9829,121.3373,2013,桃園市 龜山區,2013/9/27,1,目視
24.9829,121.3373,2013,桃園市 龜山區,2013/9/27,1,目視
24.9829,121.3373,2013,桃園市 龜山區,2013/9/27,2,目視
24.9829,121.3373,2013,桃園市 龜山區,2013/9/27,2,目視
23.907,120.5283,2013,彰化縣 田尾鄉,2013/9/27,1,目視
23.907,120.5283,2013,彰化縣 田尾鄉,2013/9/27,7,目視
23.907,120.5283,2013,彰化縣 田尾鄉,2013/9/27,1,目視
23.907,120.5283,2013,彰化縣 田尾鄉,2013/9/27,3,目視
23.907,120.5283,2013,彰化縣 田尾鄉,2013/9/27,1,目視
23.907,120.5283,2013,彰化縣 田尾鄉,2013/9/27,1,目視
23.907,120.5283,2013,彰化縣 田尾鄉,2013/9/27,1,目視
23.8914,120.5267,2013,彰化縣 田尾鄉,2013/9/27,1,目視
24.2077,120.5964,2013,台中市 西屯區,2013/9/28,1,目視
24.2077,120.5964,2013,台中市 西屯區,2013/9/28,1,目視
24.2077,120.5964,2013,台中市 西屯區,2013/9/28,1,目視
24.2077,120.5964,2013,台中市 西屯區,2013/9/28,6,目視
24.2077,120.5964,2013,台中市 西屯區,2013/9/28,4,目視
24.2077,120.5964,2013,台中市 西屯區,2013/9/28,4,目視
24.2077,120.5964,2013,台中市 西屯區,2013/9/28,3,目視
24.2077,120.5964,2013,台中市 西屯區,2013/9/28,4,目視
24.2077,120.5964,2013,台中市 西屯區,2013/9/28,4,目視
24.2077,120.5964,2013,台中市 西屯區,2013/9/28,2,目視
24.2077,120.5964,2013,台中市 西屯區,2013/9/28,1,目視
24.2077,120.5964,2013,台中市 西屯區,2013/9/28,1,目視
24.2077,120.5964,2013,台中市 西屯區,2013/9/28,2,目視
24.2068,120.5932,2013,台中市 西屯區,2013/9/28,4,目視
24.2068,120.5932,2013,台中市 西屯區,2013/9/28,4,目視
24.2068,120.5932,2013,台中市 西屯區,2013/9/28,4,目視
24.2068,120.5932,2013,台中市 西屯區,2013/9/28,1,目視
24.1234,120.5932,2013,台中市 沙鹿區,2013/9/28,3,目視
24.1234,120.5932,2013,台中市 沙鹿區,2013/9/28,3,目視
24.1234,120.5932,2013,台中市 沙鹿區,2013/9/28,1,目視
24.1234,120.5932,2013,台中市 沙鹿區,2013/9/28,1,目視
24.1234,120.5932,2013,台中市 沙鹿區,2013/9/28,1,目視
24.1234,120.5932,2013,台中市 沙鹿區,2013/9/28,1,目視
24.1234,120.5932,2013,台中市 沙鹿區,2013/9/28,12,目視
24.1234,120.5932,2013,台中市 沙鹿區,2013/9/28,2,目視
24.1234,120.5932,2013,台中市 沙鹿區,2013/9/28,1,目視
24.1234,120.5932,2013,台中市 沙鹿區,2013/9/28,1,目視
24.1234,120.5932,2013,台中市 沙鹿區,2013/9/28,2,目視
24.1234,120.5932,2013,台中市 沙鹿區,2013/9/28,1,目視
24.1234,120.5932,2013,台中市 沙鹿區,2013/9/28,1,目視
24.2068,120.5932,2013,台中市 西屯區,2013/9/28,1,目視
24.2068,120.5932,2013,台中市 西屯區,2013/9/28,1,目視
24.2068,120.5932,2013,台中市 西屯區,2013/9/28,1,目視
24.2068,120.5932,2013,台中市 西屯區,2013/9/28,1,目視
24.2068,120.5932,2013,台中市 西屯區,2013/9/28,1,目視
24.2068,120.5932,2013,台中市 西屯區,2013/9/28,2,目視
24.2068,120.5932,2013,台中市 西屯區,2013/9/28,2,目視
24.2068,120.5932,2013,台中市 西屯區,2013/9/28,1,目視
24.2068,120.5932,2013,台中市 西屯區,2013/9/28,1,目視
24.2068,120.5932,2013,台中市 西屯區,2013/9/28,1,目視
24.2068,120.5932,2013,台中市 西屯區,2013/9/28,1,目視
24.2061,120.5941,2013,台中市 西屯區,2013/9/28,1,目視
24.2061,120.5941,2013,台中市 西屯區,2013/9/28,1,目視
24.2061,120.5941,2013,台中市 西屯區,2013/9/28,2,目視
24.2061,120.5941,2013,台中市 西屯區,2013/9/28,1,目視
24.2061,120.5941,2013,台中市 西屯區,2013/9/28,1,目視
24.2061,120.5941,2013,台中市 西屯區,2013/9/28,1,目視
24.2061,120.5941,2013,台中市 西屯區,2013/9/28,2,目視
24.2061,120.5941,2013,台中市 西屯區,2013/9/28,1,目視
24.2061,120.5941,2013,台中市 西屯區,2013/9/28,1,目視
24.2061,120.5941,2013,台中市 西屯區,2013/9/28,1,目視
24.2061,120.5941,2013,台中市 西屯區,2013/9/28,1,目視
24.2061,120.5941,2013,台中市 西屯區,2013/9/28,2,目視
24.2068,120.5944,2013,台中市 西屯區,2013/9/28,1,目視
24.2068,120.5944,2013,台中市 西屯區,2013/9/28,7,目視
24.2068,120.5944,2013,台中市 西屯區,2013/9/28,2,目視
24.2061,120.5962,2013,台中市 西屯區,2013/9/28,2,目視
24.2061,120.5962,2013,台中市 西屯區,2013/9/28,1,目視
24.2061,120.5962,2013,台中市 西屯區,2013/9/28,1,目視
24.0125,120.4777,2013,彰化縣 埔鹽鄉,2013/9/28,1,目視
22.7555,120.6397,2013,屏東縣 三地門,2013/9/30,1,目視
22.7388,120.6274,2013,屏東縣 高樹鄉,2013/10/3,3,目視
24.952,121.3541,2013,新北市 鶯歌區,2013/10/7,1,目視
24.952,121.3541,2013,新北市 鶯歌區,2013/10/7,1,目視
24.952,121.3541,2013,新北市 鶯歌區,2013/10/7,1,目視
24.952,121.3541,2013,新北市 鶯歌區,2013/10/7,3,目視
24.952,121.3541,2013,新北市 鶯歌區,2013/10/7,4,目視
24.952,121.3541,2013,新北市 鶯歌區,2013/10/7,1,目視
25.0628,121.2984,2013,桃園市 蘆竹區,2013/10/10,1,目視
24.984,121.3657,2013,桃園市 龜山區,2013/10/11,1,目視
24.984,121.3657,2013,桃園市 龜山區,2013/10/11,1,目視
24.9939,121.3607,2013,桃園市 龜山區,2013/10/11,1,目視
25.0204,121.4059,2013,新北市 樹林區,2013/10/11,1,目視
25.0204,121.4059,2013,新北市 樹林區,2013/10/11,1,目視
25.0204,121.4059,2013,新北市 樹林區,2013/10/11,1,目視
24.0031,120.4763,2013,彰化縣 埔鹽鄉,2013/10/11,2,目視
25.0136,121.407,2013,新北市 樹林區,2013/10/11,1,目視
25.0136,121.407,2013,新北市 樹林區,2013/10/11,1,目視
25.0136,121.407,2013,新北市 樹林區,2013/10/11,1,目視
25.0172,121.4159,2013,新北市 樹林區,2013/10/11,1,目視
25.0037,121.3671,2013,桃園市 龜山區,2013/10/11,1,目視
24.9911,121.3267,2013,桃園市 龜山區,2013/10/11,1,目視
24.9748,121.3394,2013,新北市 鶯歌區,2013/10/11,1,目視
25.0136,121.407,2013,新北市 樹林區,2013/10/12,1,目視
25.0136,121.407,2013,新北市 樹林區,2013/10/12,1,目視
25.0204,121.4059,2013,新北市 樹林區,2013/10/12,1,目視
25.0204,121.4059,2013,新北市 樹林區,2013/10/12,1,目視
25.0172,121.4159,2013,新北市 樹林區,2013/10/12,1,目視
24.9869,121.4246,2013,新北市 樹林區,2013/10/12,1,目視
24.9827,121.4263,2013,新北市 樹林區,2013/10/12,1,目視
24.9827,121.4263,2013,新北市 樹林區,2013/10/12,1,目視
24.9827,121.4263,2013,新北市 樹林區,2013/10/12,4,目視
24.9827,121.4263,2013,新北市 樹林區,2013/10/12,1,目視
24.9827,121.4263,2013,新北市 樹林區,2013/10/12,1,目視
24.9873,121.4122,2013,新北市 樹林區,2013/10/12,1,目視
25.0022,121.4152,2013,新北市 樹林區,2013/10/12,1,目視
25.0022,121.4152,2013,新北市 樹林區,2013/10/12,1,目視
24.9854,121.2753,2013,桃園市 桃園區,2013/10/12,2,目視
24.264,120.8139,2013,台中市 石岡區,2013/10/12,2,目視
24.264,120.8139,2013,台中市 石岡區,2013/10/12,1,目視
24.264,120.8139,2013,台中市 石岡區,2013/10/12,2,目視
25.1686,121.4164,2013,新北市 八里區,2013/10/12,1,目視
25.1686,121.4164,2013,新北市 八里區,2013/10/12,1,目視
25.1686,121.4164,2013,新北市 八里區,2013/10/12,1,目視
25.1686,121.4164,2013,新北市 八里區,2013/10/12,2,目視
25.1686,121.4164,2013,新北市 八里區,2013/10/12,3,目視
25.1686,121.4164,2013,新北市 八里區,2013/10/12,1,目視
25.1686,121.4164,2013,新北市 八里區,2013/10/12,3,目視
25.1686,121.4164,2013,新北市 八里區,2013/10/12,1,目視
25.1686,121.4164,2013,新北市 八里區,2013/10/12,1,目視
25.1686,121.4164,2013,新北市 八里區,2013/10/12,1,目視
25.1686,121.4164,2013,新北市 八里區,2013/10/12,2,目視
25.1686,121.4164,2013,新北市 八里區,2013/10/12,1,目視
25.1686,121.4164,2013,新北市 八里區,2013/10/12,4,目視
25.1686,121.4164,2013,新北市 八里區,2013/10/12,1,目視
25.1686,121.4164,2013,新北市 八里區,2013/10/12,2,目視
25.1686,121.4164,2013,新北市 八里區,2013/10/12,2,目視
25.1686,121.4164,2013,新北市 八里區,2013/10/12,4,目視
25.1686,121.4164,2013,新北市 八里區,2013/10/12,1,目視
25.1686,121.4164,2013,新北市 八里區,2013/10/12,2,目視
25.1686,121.4164,2013,新北市 八里區,2013/10/12,2,目視
25.1686,121.4164,2013,新北市 八里區,2013/10/12,2,目視
25.1686,121.4164,2013,新北市 八里區,2013/10/12,2,目視
25.1686,121.4164,2013,新北市 八里區,2013/10/12,1,目視
25.1672,121.4161,2013,新北市 八里區,2013/10/12,1,目視
25.1672,121.4161,2013,新北市 八里區,2013/10/12,1,目視
25.1672,121.4161,2013,新北市 八里區,2013/10/12,2,目視
25.1672,121.4161,2013,新北市 八里區,2013/10/12,9,目視
25.1672,121.4161,2013,新北市 八里區,2013/10/12,1,目視
25.1672,121.4161,2013,新北市 八里區,2013/10/12,7,目視
22.7392,120.6204,2013,屏東縣 高樹鄉,2013/10/14,1,目視
24.9645,121.4477,2013,新北市 土城區,2013/10/16,1,目視
24.9645,121.4477,2013,新北市 土城區,2013/10/16,1,目視
24.9645,121.4477,2013,新北市 土城區,2013/10/16,1,目視
25.0144,121.4365,2013,新北市 新莊區,2013/10/16,1,目視
24.9919,121.4148,2013,新北市 樹林區,2013/10/17,2,目視
24.9829,121.3373,2013,桃園市 龜山區,2013/10/18,2,目視
24.9829,121.3373,2013,桃園市 龜山區,2013/10/18,1,目視
24.9829,121.3373,2013,桃園市 龜山區,2013/10/18,2,目視
24.9829,121.3373,2013,桃園市 龜山區,2013/10/18,1,目視
24.9829,121.3373,2013,桃園市 龜山區,2013/10/18,2,目視
24.9829,121.3373,2013,桃園市 龜山區,2013/10/18,1,目視
24.9829,121.3373,2013,桃園市 龜山區,2013/10/18,1,目視
24.9829,121.3373,2013,桃園市 龜山區,2013/10/18,1,目視
24.9829,121.3373,2013,桃園市 龜山區,2013/10/18,1,目視
24.248,120.7837,2013,台中市 新社區,2013/10/19,2,目視
24.248,120.7837,2013,台中市 新社區,2013/10/19,1,目視
24.248,120.7837,2013,台中市 新社區,2013/10/19,2,目視
25.0204,121.4059,2013,新北市 樹林區,2013/10/19,1,目視
25.0204,121.4059,2013,新北市 樹林區,2013/10/19,1,目視
25.0204,121.4059,2013,新北市 樹林區,2013/10/19,1,目視
25.0136,121.407,2013,新北市 樹林區,2013/10/19,1,目視
24.9945,121.2621,2013,桃園市 蘆竹區,2013/10/19,1,目視
24.9877,121.2545,2013,桃園市 中壢區,2013/10/19,1,目視
22.7515,120.6117,2013,屏東縣 高樹鄉,2013/10/21,1,聽音
24.9626,121.3651,2013,新北市 鶯歌區,2013/10/23,1,目視
24.9626,121.3651,2013,新北市 鶯歌區,2013/10/23,1,目視
24.264,120.8139,2013,台中市 石岡區,2013/10/26,1,目視
24.1234,120.5932,2013,台中市 沙鹿區,2013/10/26,1,目視
24.1234,120.5932,2013,台中市 沙鹿區,2013/10/26,1,目視
24.1234,120.5932,2013,台中市 沙鹿區,2013/10/26,1,目視
24.1234,120.5932,2013,台中市 沙鹿區,2013/10/26,5,目視
24.1234,120.5932,2013,台中市 沙鹿區,2013/10/26,5,目視
24.1234,120.5932,2013,台中市 沙鹿區,2013/10/26,11,目視
24.1234,120.5932,2013,台中市 沙鹿區,2013/10/26,1,目視
24.1234,120.5932,2013,台中市 沙鹿區,2013/10/26,1,目視
24.1234,120.5932,2013,台中市 沙鹿區,2013/10/26,2,目視
24.2068,120.5932,2013,台中市 西屯區,2013/10/26,1,目視
24.2068,120.5932,2013,台中市 西屯區,2013/10/26,1,目視
24.2061,120.5941,2013,台中市 西屯區,2013/10/26,1,目視
24.2061,120.5941,2013,台中市 西屯區,2013/10/26,1,目視
24.2061,120.5941,2013,台中市 西屯區,2013/10/26,2,目視
24.2061,120.5941,2013,台中市 西屯區,2013/10/26,2,目視
24.2061,120.5941,2013,台中市 西屯區,2013/10/26,1,目視
24.2061,120.5941,2013,台中市 西屯區,2013/10/26,1,目視
24.2061,120.5941,2013,台中市 西屯區,2013/10/26,2,目視
24.2061,120.5941,2013,台中市 西屯區,2013/10/26,2,目視
24.2068,120.5944,2013,台中市 西屯區,2013/10/26,2,目視
24.2068,120.5944,2013,台中市 西屯區,2013/10/26,4,目視
