緯度,經度,年,數量,縣市,鄉鎮,地點
25.168585,121.416438,2015,2,新北市,八里區,挖子尾土地公廟
25.168585,121.416438,2015,1,新北市,八里區,挖子尾土地公廟
25.168585,121.416438,2015,1,新北市,八里區,挖子尾土地公廟
25.168585,121.416438,2015,1,新北市,八里區,挖子尾土地公廟
24.991776,121.564095,2015,2,台北市,文山區,明興生態區
24.991776,121.564095,2015,不計數,台北市,文山區,明興生態區
25.12547781,121.4425222,2015,10~19,新北市,八里區,觀音山 田埔巷4 
25.12547781,121.4425222,2015,8,新北市,八里區,觀音山 田埔巷4 
25.12547781,121.4425222,2015,不計數,新北市,八里區,觀音山 田埔巷4 
25.12547781,121.4425222,2015,1,新北市,八里區,觀音山 田埔巷4 
25.12547781,121.4425222,2015,2,新北市,八里區,觀音山 田埔巷4 
25.12547781,121.4425222,2015,1,新北市,八里區,觀音山 田埔巷4 
25.12547781,121.4425222,2015,不計數,新北市,八里區,觀音山 田埔巷4 
25.12547781,121.4425222,2015,2,新北市,八里區,觀音山 田埔巷4 
25.119162,121.470512,2015,不計數,台北市,北投區,關渡自然公園
25.119162,121.470512,2015,不計數,台北市,北投區,關渡自然公園
25.07754696,121.4273713,2015,3,新北市,五股區,外寮路
24.962585,121.365134,2015,1,新北市,鶯歌區,碧龍宮
24.962585,121.365134,2015,不計數,新北市,鶯歌區,碧龍宮
24.962585,121.365134,2015,1,新北市,鶯歌區,碧龍宮
24.962585,121.365134,2015,1,新北市,鶯歌區,碧龍宮
24.962585,121.365134,2015,不計數,新北市,鶯歌區,碧龍宮
24.962585,121.365134,2015,1,新北市,鶯歌區,碧龍宮
24.95449166,121.4667855,2015,10~19,新北市,土城區,山中湖B
24.96449926,121.4477385,2015,1,新北市,土城區,土彈
24.96449926,121.4477385,2015,1,新北市,土城區,土彈
24.96449926,121.4477385,2015,1,新北市,土城區,土彈
24.96449926,121.4477385,2015,3,新北市,土城區,土彈
24.96449926,121.4477385,2015,7,新北市,土城區,土彈
24.96449926,121.4477385,2015,1,新北市,土城區,土彈
24.96449926,121.4477385,2015,1,新北市,土城區,土彈
24.96449926,121.4477385,2015,1,新北市,土城區,土彈
24.96449926,121.4477385,2015,不計數,新北市,土城區,土彈
24.96449926,121.4477385,2015,不計數,新北市,土城區,土彈
24.96449926,121.4477385,2015,10~19,新北市,土城區,土彈
24.99543907,121.5855177,2015,8,台北市,文山區,臺北市立動物園-酷節能屋
24.99543907,121.5855177,2015,6,台北市,文山區,臺北市立動物園-酷節能屋
24.99259085,121.5911902,2015,18,台北市,文山區,臺北市立動物園-溫帶動物區
24.99259085,121.5911902,2015,7,台北市,文山區,臺北市立動物園-溫帶動物區
24.939819,121.301189,2015,1,桃園市,八德區,桃三七
25.119162,121.470512,2015,不計數,台北市,北投區,關渡自然公園
24.991776,121.564095,2015,2,台北市,文山區,明興生態區
24.20684,120.593236,2015,1,台中市,西屯區,中都5E台中都會公園
24.20684,120.593236,2015,1,台中市,西屯區,中都5E台中都會公園
24.20684,120.593236,2015,1,台中市,西屯區,中都5E台中都會公園
24.20684,120.593236,2015,1,台中市,西屯區,中都5E台中都會公園
24.20684,120.593236,2015,1,台中市,西屯區,中都5E台中都會公園
24.20684,120.593236,2015,1,台中市,西屯區,中都5E台中都會公園
24.20684,120.593236,2015,1,台中市,西屯區,中都5E台中都會公園
24.20684,120.593236,2015,2,台中市,西屯區,中都5E台中都會公園
24.20684,120.593236,2015,1,台中市,西屯區,中都5E台中都會公園
24.20684,120.593236,2015,1,台中市,西屯區,中都5E台中都會公園
24.20684,120.593236,2015,1,台中市,西屯區,中都5E台中都會公園
24.20684,120.593236,2015,2,台中市,西屯區,中都5E台中都會公園
24.20684,120.593236,2015,1,台中市,西屯區,中都5E台中都會公園
24.20684,120.593236,2015,1,台中市,西屯區,中都5E台中都會公園
24.20684,120.593236,2015,1,台中市,西屯區,中都5E台中都會公園
24.20684,120.593236,2015,1,台中市,西屯區,中都5E台中都會公園
24.20684,120.593236,2015,3,台中市,西屯區,中都5E台中都會公園
24.20684,120.593236,2015,1,台中市,西屯區,中都5E台中都會公園
24.20684,120.593236,2015,1,台中市,西屯區,中都5E台中都會公園
24.20684,120.593236,2015,1,台中市,西屯區,中都5E台中都會公園
24.20684,120.593236,2015,1,台中市,西屯區,中都5E台中都會公園
24.20684,120.593236,2015,8,台中市,西屯區,中都5E台中都會公園
24.20684,120.593236,2015,1,台中市,西屯區,中都5E台中都會公園
24.20684,120.593236,2015,1,台中市,西屯區,中都5E台中都會公園
25.119162,121.470512,2015,不計數,台北市,北投區,關渡自然公園
25.044583,121.606972,2015,2,台北市,南港區,中央研究院(北)-生態池
25.044583,121.606972,2015,1,台北市,南港區,中央研究院(北)-生態池
24.989557,121.55558,2015,2,台北市,文山區,永建生態園區北區
25.119162,121.470512,2015,不計數,台北市,北投區,關渡自然公園
24.99543907,121.5855177,2015,21,台北市,文山區,臺北市立動物園-酷節能屋
24.99543907,121.5855177,2015,14,台北市,文山區,臺北市立動物園-酷節能屋
24.99259085,121.5911902,2015,13,台北市,文山區,臺北市立動物園-溫帶動物區
24.99259085,121.5911902,2015,7,台北市,文山區,臺北市立動物園-溫帶動物區
24.972425,121.254024,2015,1,桃園市,中壢區,家樂福內壢店(通報)
24.149484,120.847534,2015,1,台中市,新社區,沐心泉餐飲區旁的小池子(通報)
24.24058384,120.8100401,2015,3,台中市,新社區,新社國小
24.24058384,120.8100401,2015,2,台中市,新社區,新社國小
24.964499,121.447738,2015,,新北市,土城區,土城彈藥庫
24.964499,121.447738,2015,,新北市,土城區,土城彈藥庫
24.964499,121.447738,2015,1,新北市,土城區,土城彈藥庫
24.964499,121.447738,2015,8,新北市,土城區,土城彈藥庫
24.964499,121.447738,2015,3,新北市,土城區,土城彈藥庫
24.964499,121.447738,2015,1,新北市,土城區,土城彈藥庫
24.964499,121.447738,2015,1,新北市,土城區,土城彈藥庫
24.964499,121.447738,2015,1,新北市,土城區,土城彈藥庫
24.99259085,121.5911902,2015,33,台北市,文山區,臺北市立動物園-溫帶動物區
24.99259085,121.5911902,2015,19,台北市,文山區,臺北市立動物園-溫帶動物區
23.90695646,120.5282933,2015,4,彰化縣,田尾鄉,彰化縣田尾鄉民生路蕙洋園
23.90695646,120.5282933,2015,2,彰化縣,田尾鄉,彰化縣田尾鄉民生路蕙洋園
23.90695646,120.5282933,2015,3,彰化縣,田尾鄉,彰化縣田尾鄉民生路蕙洋園
23.90695646,120.5282933,2015,不計數,彰化縣,田尾鄉,彰化縣田尾鄉民生路蕙洋園
23.90695646,120.5282933,2015,不計數,彰化縣,田尾鄉,彰化縣田尾鄉民生路蕙洋園
25.119162,121.470512,2015,不計數,台北市,北投區,關渡自然公園
25.061171,121.433735,2015,1,新北市,泰山區,明志路二段的麥當勞附近(通報)
25.119162,121.470512,2015,不計數,台北市,北投區,關渡自然公園
24.23175,120.53133,2015,1,台中市,龍井區,林宅(通報)
25.119162,121.470512,2015,不計數,台北市,北投區,關渡自然公園
25.119162,121.470512,2015,不計數,台北市,北投區,關渡自然公園
24.99259085,121.5911902,2015,28,台北市,文山區,臺北市立動物園-溫帶動物區
24.99259085,121.5911902,2015,7,台北市,文山區,臺北市立動物園-溫帶動物區
25.01435945,121.4364855,2015,1,新北市,新莊區,浮洲4瓊林菜園
25.020207,121.439373,2015,1,新北市,新莊區,瓊林有機農園
24.26398659,120.8139031,2015,不計數,台中市,石岡區,德興田園
24.26398659,120.8139031,2015,不計數,台中市,石岡區,德興田園
25.119162,121.470512,2015,不計數,台北市,北投區,關渡自然公園
25.119162,121.470512,2015,1,台北市,北投區,關渡自然公園
25.119162,121.470512,2015,1,台北市,北投區,關渡自然公園
25.119162,121.470512,2015,1,台北市,北投區,關渡自然公園
23.80735,120.46128,2015,1,雲林縣,西螺鎮,西螺大橋1
23.80735,120.46128,2015,1,雲林縣,西螺鎮,西螺大橋1
23.80735,120.46128,2015,2,雲林縣,西螺鎮,西螺大橋1
23.80204,120.46716,2015,5,雲林縣,西螺鎮,西螺大橋2
23.80204,120.46716,2015,4,雲林縣,西螺鎮,西螺大橋2
25.119162,121.470512,2015,7,台北市,北投區,關渡自然公園
25.119162,121.470512,2015,1,台北市,北投區,關渡自然公園
25.119162,121.470512,2015,3,台北市,北投區,關渡自然公園
25.119162,121.470512,2015,15,台北市,北投區,關渡自然公園
25.119162,121.470512,2015,5,台北市,北投區,關渡自然公園
25.119162,121.470512,2015,1,台北市,北投區,關渡自然公園
25.119162,121.470512,2015,9,台北市,北投區,關渡自然公園
25.119162,121.470512,2015,不計數,台北市,北投區,關渡自然公園
25.119162,121.470512,2015,2,台北市,北投區,關渡自然公園
25.119162,121.470512,2015,1,台北市,北投區,關渡自然公園
25.119162,121.470512,2015,1,台北市,北投區,關渡自然公園
25.119162,121.470512,2015,1,台北市,北投區,關渡自然公園
24.867559,121.254839,2015,1,桃園市,大溪區,石園路
24.867559,121.254839,2015,2,桃園市,大溪區,石園路
25.119162,121.470512,2015,1,台北市,北投區,關渡自然公園
25.029583,121.621861,2015,1,台北市,南港區,山水綠生態公園(通報)
24.97055,121.280254,2015,2,桃園市,八德區,茄冬路
24.97055,121.280254,2015,1,桃園市,八德區,茄冬路
24.97055,121.280254,2015,1,桃園市,八德區,茄冬路
25.021614,121.234632,2015,1,桃園市,大園區,五青路2
24.987511,121.254504,2015,2,桃園市,中壢區,桃二8
24.987511,121.254504,2015,1,桃園市,中壢區,桃二8
25.10821,121.33962,2015,不計數,新北市,林口區,嘉寶國小(紅)
25.103206,121.380881,2015,不計數,新北市,林口區,後湖路
25.103206,121.380881,2015,1,新北市,林口區,後湖路
25.103206,121.380881,2015,10~19,新北市,林口區,後湖路
25.103206,121.380881,2015,1,新北市,林口區,後湖路
25.103206,121.380881,2015,1,新北市,林口區,後湖路
25.103206,121.380881,2015,1,新北市,林口區,後湖路
24.99543907,121.5855177,2015,5,台北市,文山區,臺北市立動物園-酷節能屋
24.99543907,121.5855177,2015,9,台北市,文山區,臺北市立動物園-酷節能屋
24.99259085,121.5911902,2015,6,台北市,文山區,臺北市立動物園-溫帶動物區
24.99259085,121.5911902,2015,6,台北市,文山區,臺北市立動物園-溫帶動物區
24.99543907,121.5855177,2015,12,台北市,文山區,臺北市立動物園-酷節能屋
24.99543907,121.5855177,2015,4,台北市,文山區,臺北市立動物園-酷節能屋
24.99259085,121.5911902,2015,10,台北市,文山區,臺北市立動物園-溫帶動物區
24.99259085,121.5911902,2015,2,台北市,文山區,臺北市立動物園-溫帶動物區
24.991776,121.564095,2015,1,台北市,文山區,明興生態區
24.991776,121.564095,2015,2,台北市,文山區,明興生態區
24.26091781,120.7808847,2015,2,台中市,石岡區,新社石岡16(2015)
24.26091781,120.7808847,2015,不計數,台中市,石岡區,新社石岡16(2015)
24.26091781,120.7808847,2015,不計數,台中市,石岡區,新社石岡16(2015)
24.24568658,120.7816395,2015,1,台中市,新社區,新社石岡26.2(2015)
24.24568658,120.7816395,2015,1,台中市,新社區,新社石岡26.2(2015)
24.991776,121.564095,2015,1,台北市,文山區,明興生態區
24.991776,121.564095,2015,3,台北市,文山區,明興生態區
24.991776,121.564095,2015,2,台北市,文山區,明興生態區
25.168585,121.416438,2015,3,新北市,八里區,挖子尾土地公廟
25.168585,121.416438,2015,2,新北市,八里區,挖子尾土地公廟
25.16793,121.416801,2015,1,新北市,八里區,挖子尾菜園
25.16793,121.416801,2015,1,新北市,八里區,挖子尾菜園
25.16793,121.416801,2015,1,新北市,八里區,挖子尾菜園
25.16793,121.416801,2015,2,新北市,八里區,挖子尾菜園
25.16793,121.416801,2015,不計數,新北市,八里區,挖子尾菜園
25.16793,121.416801,2015,1,新北市,八里區,挖子尾菜園
25.16793,121.416801,2015,1,新北市,八里區,挖子尾菜園
25.16793,121.416801,2015,10~19,新北市,八里區,挖子尾菜園
25.04317,121.591568,2015,1,台北市,南港區,南港公園
25.04317,121.591568,2015,1,台北市,南港區,南港公園
25.04317,121.591568,2015,不計數,台北市,南港區,南港公園
25.04317,121.591568,2015,不計數,台北市,南港區,南港公園
25.04317,121.591568,2015,不計數,台北市,南港區,南港公園
25.04317,121.591568,2015,不計數,台北市,南港區,南港公園
25.04317,121.591568,2015,1,台北市,南港區,南港公園
25.04317,121.591568,2015,2,台北市,南港區,南港公園
25.04317,121.591568,2015,7,台北市,南港區,南港公園
25.04317,121.591568,2015,1,台北市,南港區,南港公園
25.01651111,121.4850621,2015,不計數,新北市,板橋區,中和15 工廠菜園
25.01651111,121.4850621,2015,不計數,新北市,板橋區,中和15 工廠菜園
25.01651111,121.4850621,2015,不計數,新北市,板橋區,中和15 工廠菜園
24.98046505,121.4727671,2015,2,新北市,土城區,中和11 工廠上菜園
24.98046505,121.4727671,2015,不計數,新北市,土城區,中和11 工廠上菜園
24.98046505,121.4727671,2015,不計數,新北市,土城區,中和11 工廠上菜園
24.98046505,121.4727671,2015,不計數,新北市,土城區,中和11 工廠上菜園
24.98046505,121.4727671,2015,不計數,新北市,土城區,中和11 工廠上菜園
24.98046505,121.4727671,2015,不計數,新北市,土城區,中和11 工廠上菜園
24.98046505,121.4727671,2015,不計數,新北市,土城區,中和11 工廠上菜園
24.98046505,121.4727671,2015,2,新北市,土城區,中和11 工廠上菜園
24.98046505,121.4727671,2015,1,新北市,土城區,中和11 工廠上菜園
24.98046505,121.4727671,2015,1,新北市,土城區,中和11 工廠上菜園
24.989557,121.55558,2015,1,台北市,文山區,永建生態園區北區
24.99543907,121.5855177,2015,15,台北市,文山區,臺北市立動物園-酷節能屋
24.99543907,121.5855177,2015,1,台北市,文山區,臺北市立動物園-酷節能屋
24.99259085,121.5911902,2015,7,台北市,文山區,臺北市立動物園-溫帶動物區
24.99259085,121.5911902,2015,5,台北市,文山區,臺北市立動物園-溫帶動物區
25.040705,121.612065,2015,3,台北市,南港區,中央研究院(南)-學術活動中心
24.99792733,121.5818047,2015,6,台北市,文山區,臺北市立動物園--教育中心
24.99543907,121.5855177,2015,2,台北市,文山區,臺北市立動物園-酷節能屋
24.99543907,121.5855177,2015,3,台北市,文山區,臺北市立動物園-酷節能屋
24.99259085,121.5911902,2015,2,台北市,文山區,臺北市立動物園-溫帶動物區
24.99259085,121.5911902,2015,2,台北市,文山區,臺北市立動物園-溫帶動物區
24.96449926,121.4477385,2015,1,新北市,土城區,土彈
24.96449926,121.4477385,2015,2,新北市,土城區,土彈
24.96449926,121.4477385,2015,不計數,新北市,土城區,土彈
24.991776,121.564095,2015,2,台北市,文山區,明興生態區
24.991776,121.564095,2015,1,台北市,文山區,明興生態區
24.991776,121.564095,2015,1,台北市,文山區,明興生態區
23.89138,120.52672,2015,1,彰化縣,田尾鄉,田尾國小
23.90695646,120.5282933,2015,7,彰化縣,田尾鄉,彰化縣田尾鄉民生路蕙洋園
23.90695646,120.5282933,2015,1,彰化縣,田尾鄉,彰化縣田尾鄉民生路蕙洋園
23.90695646,120.5282933,2015,不計數,彰化縣,田尾鄉,彰化縣田尾鄉民生路蕙洋園
25.044583,121.606972,2015,4,台北市,南港區,中央研究院(北)-生態池
25.044583,121.606972,2015,1,台北市,南港區,中央研究院(北)-生態池
25.044583,121.606972,2015,1,台北市,南港區,中央研究院(北)-生態池
25.044583,121.606972,2015,1,台北市,南港區,中央研究院(北)-生態池
24.99543907,121.5855177,2015,8,台北市,文山區,臺北市立動物園-酷節能屋
24.99543907,121.5855177,2015,3,台北市,文山區,臺北市立動物園-酷節能屋
24.99259085,121.5911902,2015,8,台北市,文山區,臺北市立動物園-溫帶動物區
24.99259085,121.5911902,2015,2,台北市,文山區,臺北市立動物園-溫帶動物區
24.962585,121.365134,2015,1,新北市,鶯歌區,碧龍宮
24.962585,121.365134,2015,1,新北市,鶯歌區,碧龍宮
24.962585,121.365134,2015,2,新北市,鶯歌區,碧龍宮
24.962585,121.365134,2015,1,新北市,鶯歌區,碧龍宮
24.962585,121.365134,2015,1,新北市,鶯歌區,碧龍宮
24.962585,121.365134,2015,1,新北市,鶯歌區,碧龍宮
24.967599,121.368048,2015,1,新北市,鶯歌區,碧21阿四巷
24.95202133,121.3541409,2015,4,新北市,鶯歌區,碧24礫間濕地
24.95202133,121.3541409,2015,2,新北市,鶯歌區,碧24礫間濕地
24.95202133,121.3541409,2015,1,新北市,鶯歌區,碧24礫間濕地
24.96121629,121.3561975,2015,1,新北市,鶯歌區,碧20鶯歌石
24.96121629,121.3561975,2015,不計數,新北市,鶯歌區,碧20鶯歌石
24.99259085,121.5911902,2015,8,台北市,文山區,臺北市立動物園-溫帶動物區
24.99259085,121.5911902,2015,5,台北市,文山區,臺北市立動物園-溫帶動物區
24.949422,121.532385,2015,8,新北市,新店區,和美山步道
24.949422,121.532385,2015,1,新北市,新店區,和美山步道
24.949422,121.532385,2015,6,新北市,新店區,和美山步道
24.20684,120.593236,2015,1,台中市,西屯區,中都5E台中都會公園
24.20684,120.593236,2015,1,台中市,西屯區,中都5E台中都會公園
24.20684,120.593236,2015,1,台中市,西屯區,中都5E台中都會公園
24.20684,120.593236,2015,1,台中市,西屯區,中都5E台中都會公園
24.20684,120.593236,2015,1,台中市,西屯區,中都5E台中都會公園
24.20684,120.593236,2015,1,台中市,西屯區,中都5E台中都會公園
24.20684,120.593236,2015,1,台中市,西屯區,中都5E台中都會公園
24.20684,120.593236,2015,5,台中市,西屯區,中都5E台中都會公園
24.20684,120.593236,2015,1,台中市,西屯區,中都5E台中都會公園
24.20684,120.593236,2015,1,台中市,西屯區,中都5E台中都會公園
24.20684,120.593236,2015,1,台中市,西屯區,中都5E台中都會公園
24.20684,120.593236,2015,1,台中市,西屯區,中都5E台中都會公園
24.20684,120.593236,2015,2,台中市,西屯區,中都5E台中都會公園
24.20684,120.593236,2015,1,台中市,西屯區,中都5E台中都會公園
24.20684,120.593236,2015,2,台中市,西屯區,中都5E台中都會公園
24.20684,120.593236,2015,1,台中市,西屯區,中都5E台中都會公園
24.20684,120.593236,2015,1,台中市,西屯區,中都5E台中都會公園
24.20684,120.593236,2015,1,台中市,西屯區,中都5E台中都會公園
24.20684,120.593236,2015,1,台中市,西屯區,中都5E台中都會公園
24.20684,120.593236,2015,1,台中市,西屯區,中都5E台中都會公園
24.20684,120.593236,2015,1,台中市,西屯區,中都5E台中都會公園
24.20684,120.593236,2015,1,台中市,西屯區,中都5E台中都會公園
24.20684,120.593236,2015,1,台中市,西屯區,中都5E台中都會公園
24.20684,120.593236,2015,1,台中市,西屯區,中都5E台中都會公園
24.20684,120.593236,2015,1,台中市,西屯區,中都5E台中都會公園
24.20684,120.593236,2015,1,台中市,西屯區,中都5E台中都會公園
24.20684,120.593236,2015,3,台中市,西屯區,中都5E台中都會公園
24.20684,120.593236,2015,3,台中市,西屯區,中都5E台中都會公園
24.20684,120.593236,2015,1,台中市,西屯區,中都5E台中都會公園
24.20684,120.593236,2015,1,台中市,西屯區,中都5E台中都會公園
24.20684,120.593236,2015,1,台中市,西屯區,中都5E台中都會公園
25.073722,121.39025,2015,1,新北市,林口區,興林路42之1號(通報)
24.95750224,121.4711939,2015,1,新北市,土城區,山中湖
24.95750224,121.4711939,2015,1,新北市,土城區,山中湖
24.989557,121.55558,2015,2,台北市,文山區,永建生態園區北區
24.99259085,121.5911902,2015,7,台北市,文山區,臺北市立動物園-溫帶動物區
24.99259085,121.5911902,2015,5,台北市,文山區,臺北市立動物園-溫帶動物區
24.991776,121.564095,2015,1,台北市,文山區,明興生態區
25.040705,121.612065,2015,1,台北市,南港區,中央研究院(南)-學術活動中心
25.040705,121.612065,2015,1,台北市,南港區,中央研究院(南)-學術活動中心
25.040705,121.612065,2015,2,台北市,南港區,中央研究院(南)-學術活動中心
25.040705,121.612065,2015,1,台北市,南港區,中央研究院(南)-學術活動中心
25.040705,121.612065,2015,1,台北市,南港區,中央研究院(南)-學術活動中心
25.040705,121.612065,2015,1,台北市,南港區,中央研究院(南)-學術活動中心
25.119162,121.470512,2015,8,台北市,北投區,關渡自然公園
25.119162,121.470512,2015,3,台北市,北投區,關渡自然公園
25.119162,121.470512,2015,2,台北市,北投區,關渡自然公園
25.119162,121.470512,2015,2,台北市,北投區,關渡自然公園
25.119162,121.470512,2015,3,台北市,北投區,關渡自然公園
25.119162,121.470512,2015,7,台北市,北投區,關渡自然公園
25.119162,121.470512,2015,2,台北市,北投區,關渡自然公園
25.119162,121.470512,2015,2,台北市,北投區,關渡自然公園
25.119162,121.470512,2015,2,台北市,北投區,關渡自然公園
25.119162,121.470512,2015,1,台北市,北投區,關渡自然公園
25.119162,121.470512,2015,3,台北市,北投區,關渡自然公園
25.119162,121.470512,2015,1,台北市,北投區,關渡自然公園
25.119162,121.470512,2015,3,台北市,北投區,關渡自然公園
25.119162,121.470512,2015,1,台北市,北投區,關渡自然公園
25.119162,121.470512,2015,1,台北市,北投區,關渡自然公園
25.119162,121.470512,2015,2,台北市,北投區,關渡自然公園
25.119162,121.470512,2015,1,台北市,北投區,關渡自然公園
25.119162,121.470512,2015,1,台北市,北投區,關渡自然公園
25.119162,121.470512,2015,1,台北市,北投區,關渡自然公園
24.991444,121.448917,2015,1,新北市,土城區,中央路一段海霸王對面檳榔園內(通報)
25.044583,121.606972,2015,1,台北市,南港區,中央研究院(北)-生態池
25.044583,121.606972,2015,1,台北市,南港區,中央研究院(北)-生態池
25.044583,121.606972,2015,1,台北市,南港區,中央研究院(北)-生態池
25.044583,121.606972,2015,1,台北市,南港區,中央研究院(北)-生態池
25.044583,121.606972,2015,2,台北市,南港區,中央研究院(北)-生態池
24.99792733,121.5818047,2015,4,台北市,文山區,臺北市立動物園--教育中心
24.99792733,121.5818047,2015,2,台北市,文山區,臺北市立動物園--教育中心
24.99543907,121.5855177,2015,3,台北市,文山區,臺北市立動物園-酷節能屋
24.99543907,121.5855177,2015,1,台北市,文山區,臺北市立動物園-酷節能屋
24.99259085,121.5911902,2015,5,台北市,文山區,臺北市立動物園-溫帶動物區
24.99259085,121.5911902,2015,1,台北市,文山區,臺北市立動物園-溫帶動物區
25.040294,121.399177,2015,1,新北市,新莊區,新莊市水源地
25.03666,121.41003,2015,1,新北市,新莊區,壽山路竹林
24.99259085,121.5911902,2015,6,台北市,文山區,臺北市立動物園-溫帶動物區
24.99259085,121.5911902,2015,1,台北市,文山區,臺北市立動物園-溫帶動物區
24.963478,121.457261,2015,1,新北市,土城區,石門路
24.959325,121.456897,2015,1,新北市,土城區,石門路B
24.991776,121.564095,2015,1,台北市,文山區,明興生態區
25.04317,121.591568,2015,不計數,台北市,南港區,南港公園
25.04317,121.591568,2015,不計數,台北市,南港區,南港公園
25.04317,121.591568,2015,不計數,台北市,南港區,南港公園
25.04317,121.591568,2015,不計數,台北市,南港區,南港公園
25.04317,121.591568,2015,1,台北市,南港區,南港公園
25.04317,121.591568,2015,1,台北市,南港區,南港公園
25.04317,121.591568,2015,1,台北市,南港區,南港公園
25.04317,121.591568,2015,1,台北市,南港區,南港公園
25.04317,121.591568,2015,3,台北市,南港區,南港公園
25.04317,121.591568,2015,1,台北市,南港區,南港公園
25.04317,121.591568,2015,3,台北市,南港區,南港公園
25.04317,121.591568,2015,6,台北市,南港區,南港公園
25.04317,121.591568,2015,1,台北市,南港區,南港公園
24.99259085,121.5911902,2015,4,台北市,文山區,臺北市立動物園-溫帶動物區
24.99259085,121.5911902,2015,1,台北市,文山區,臺北市立動物園-溫帶動物區
24.26398659,120.8139031,2015,1,台中市,石岡區,德興田園
24.26398659,120.8139031,2015,1,台中市,石岡區,德興田園
24.26398659,120.8139031,2015,1,台中市,石岡區,德興田園
24.26398659,120.8139031,2015,1,台中市,石岡區,德興田園
24.26398659,120.8139031,2015,1,台中市,石岡區,德興田園
24.26398659,120.8139031,2015,1,台中市,石岡區,德興田園
24.26398659,120.8139031,2015,1,台中市,石岡區,德興田園
24.26398659,120.8139031,2015,1,台中市,石岡區,德興田園
24.26398659,120.8139031,2015,1,台中市,石岡區,德興田園
24.868722,121.285972,2015,1,桃園市,大溪區,大溪高中校園內(通報)
24.964499,121.447738,2015,,新北市,土城區,土城彈藥庫
24.964499,121.447738,2015,1,新北市,土城區,土城彈藥庫
24.964499,121.447738,2015,4,新北市,土城區,土城彈藥庫
24.964499,121.447738,2015,6,新北市,土城區,土城彈藥庫
24.964499,121.447738,2015,,新北市,土城區,土城彈藥庫
24.964499,121.447738,2015,6,新北市,土城區,土城彈藥庫
24.99259085,121.5911902,2015,7,台北市,文山區,臺北市立動物園-溫帶動物區
24.99259085,121.5911902,2015,3,台北市,文山區,臺北市立動物園-溫帶動物區
24.967524,121.586683,2015,1,台北市,文山區,貓空樟樹步道
24.991776,121.564095,2015,1,台北市,文山區,明興生態區
24.991776,121.564095,2015,1,台北市,文山區,明興生態區
25.168585,121.416438,2015,1,新北市,八里區,挖子尾土地公廟
25.168585,121.416438,2015,1,新北市,八里區,挖子尾土地公廟
25.168585,121.416438,2015,3,新北市,八里區,挖子尾土地公廟
25.168585,121.416438,2015,1,新北市,八里區,挖子尾土地公廟
25.168585,121.416438,2015,1,新北市,八里區,挖子尾土地公廟
25.168585,121.416438,2015,1,新北市,八里區,挖子尾土地公廟
25.168585,121.416438,2015,1,新北市,八里區,挖子尾土地公廟
25.16793,121.416801,2015,1,新北市,八里區,挖子尾菜園
25.16793,121.416801,2015,不計數,新北市,八里區,挖子尾菜園
25.16793,121.416801,2015,1,新北市,八里區,挖子尾菜園
25.16793,121.416801,2015,1,新北市,八里區,挖子尾菜園
25.16793,121.416801,2015,10~19,新北市,八里區,挖子尾菜園
25.0147317,121.5574216,2015,1,台北市,大安區,富陽自然公園
25.014733,121.557421,2015,1,台北市,大安區,富陽公園
24.967556,121.587083,2015,1,台北市,文山區,貓空樟樹步道(通報)
23.24491,120.57638,2015,1,嘉義縣,中埔鄉,跳跳農場(通報)
24.991776,121.564095,2015,1,台北市,文山區,明興生態區
25.119162,121.470512,2015,1,台北市,北投區,關渡自然公園
24.919684,121.174529,2015,1,桃園市,楊梅區,永平高級工商職業學校
24.9196,121.174533,2015,1,新北市,淡水區,埔心永平路480號(通報)
24.962585,121.365134,2015,1,新北市,鶯歌區,碧龍宮
24.00305,120.476313,2015,3,彰化縣,埔鹽鄉,稻香生態農園
24.00305,120.476313,2015,2,彰化縣,埔鹽鄉,稻香生態農園
24.96449926,121.4477385,2015,1,新北市,土城區,土彈
24.96449926,121.4477385,2015,1,新北市,土城區,土彈
24.96449926,121.4477385,2015,1,新北市,土城區,土彈
24.96449926,121.4477385,2015,4,新北市,土城區,土彈
24.96449926,121.4477385,2015,1,新北市,土城區,土彈
24.96449926,121.4477385,2015,不計數,新北市,土城區,土彈
24.96449926,121.4477385,2015,2,新北市,土城區,土彈
24.837799,121.310892,2015,1,桃園市,大溪區,白石山
23.95458,120.457012,2015,1,彰化縣,溪湖鎮,肉品市場附近
24.24799201,120.7837233,2015,1,台中市,新社區,七分荒塘
23.89138,120.52672,2015,1,彰化縣,田尾鄉,田尾國小
23.90695646,120.5282933,2015,1,彰化縣,田尾鄉,彰化縣田尾鄉民生路蕙洋園
23.90695646,120.5282933,2015,1,彰化縣,田尾鄉,彰化縣田尾鄉民生路蕙洋園
23.90695646,120.5282933,2015,1,彰化縣,田尾鄉,彰化縣田尾鄉民生路蕙洋園
23.90695646,120.5282933,2015,1,彰化縣,田尾鄉,彰化縣田尾鄉民生路蕙洋園
23.90695646,120.5282933,2015,1,彰化縣,田尾鄉,彰化縣田尾鄉民生路蕙洋園
23.90695646,120.5282933,2015,6,彰化縣,田尾鄉,彰化縣田尾鄉民生路蕙洋園
23.90695646,120.5282933,2015,5,彰化縣,田尾鄉,彰化縣田尾鄉民生路蕙洋園
23.90695646,120.5282933,2015,1,彰化縣,田尾鄉,彰化縣田尾鄉民生路蕙洋園
