fileName,fileFormat,sourceURL,downloadDate
mapdata201706280308,zip,,https://www.tgos.tw/tgos/Web/Metadata/TGOS_MetaData_View.aspx?MID=DA2C058E0BB0C85B355AE105F908B29E&SHOW_BACK_BUTTON=false&keyword=%E8%A1%8C%E6%94%BF%E5%8D%80%E5%9F%9F%E7%95%8C%E7%B7%9A,2018-04-27
mapdata201803011040,zip,https://www.tgos.tw/tgos/Web/Metadata/TGOS_MetaData_View.aspx?MID=DA2C058E0BB0C85B80938EE2671C4453&SHOW_BACK_BUTTON=false&keyword=%E8%A1%8C%E6%94%BF%E5%8D%80%E5%9F%9F%E7%95%8C%E7%B7%9A,2018-04-27
