採樣分區,測站名稱,水體分類等級,採樣日期,測站編號,採樣深度,氣溫,水溫,鹽度,酸鹼值,溶氧(滴定法),溶氧(電極法),溶氧飽和度,懸浮固體,葉綠素a,氨氮,硝酸鹽氮,正磷酸鹽,亞硝酸鹽氮,矽酸鹽,鎘,鉻,銅,鋅,鉛,汞,備註
,,,,,m,℃,℃,psu,,mg/L,mg/L,%,mg/L,μg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L
台北沿海海域(甲),核四預定地外海,甲,2003/8/14 上午 06:30:00,5128,1,--,26.5,33.4,8,5.7,--,--,4,0.1,--,0.08,<0.025,0.004,0.36,0.0005,<0.002,0.0019,0.0058,0.004,<0.0006
台北沿海海域(甲),核四預定地外海,甲,2003/5/22 上午 09:10:00,5128,1,--,23.3,33.4,8,5.7,--,--,12,0.4,--,0.05,0.031,0.006,0.64,<0.0005,<0.002,0.0013,0.008,<0.004,<0.0006
台北沿海海域(甲),核四預定地外海,甲,2003/3/12 下午 01:10:00,5128,1,--,19.9,33.9,8,5.9,--,--,6.8,0.1,--,0.24,<0.025,0.006,0.47,<0.0005,<0.002,0.002,0.003,<0.004,<0.0006
台北沿海海域(乙),濂洞溪外海,乙,2003/11/20 上午 03:00:00,5129,1,--,22.2,34.3,8,6.1,--,--,<3,0.2,--,0.31,0.031,0.006,0.39,0.0005,<0.002,0.0024,0.0082,0.0061,<0.0006
台北沿海海域(乙),濂洞溪外海,乙,2003/8/14 上午 07:44:00,5129,1,--,27.5,33.1,8,6,--,--,4.5,0.1,--,<0.05,<0.025,0.003,0.37,<0.0005,<0.002,0.003,0.0068,<0.004,0.0007
台北沿海海域(乙),濂洞溪外海,乙,2003/5/22 上午 10:10:00,5129,1,--,23.2,33.1,8.2,5.2,--,--,4.2,0.4,--,0.08,0.031,0.004,0.68,<0.0005,<0.002,0.002,0.009,<0.004,0.0009
台北沿海海域(乙),濂洞溪外海,乙,2003/3/12 下午 12:05:00,5129,1,--,19.3,34.8,7.9,5.9,--,--,4.4,<0.1,--,<0.05,<0.025,0.008,0.59,<0.0005,<0.002,0.0018,0.0018,<0.004,<0.0006
台北沿海海域(乙),八里污水廠外海一,乙,2003/12/3 下午 02:20:00,5130,1,--,20.1,32.1,8,5.7,--,--,9.8,0.3,--,0.23,0.095,0.019,0.81,<0.0005,<0.002,0.0013,0.006,<0.004,0.0013
台北沿海海域(乙),八里污水廠外海一,乙,2003/8/14 下午 02:15:00,5130,1,--,30.1,32.6,7.9,5.3,--,--,7.7,1.2,--,0.06,<0.025,0.01,0.42,<0.0005,<0.002,0.0016,0.0105,<0.004,<0.0006
台北沿海海域(乙),八里污水廠外海一,乙,2003/5/22 下午 03:40:00,5130,1,--,24.8,32.8,8.3,6.9,--,--,7.4,<0.1,--,<0.05,0.031,0.008,0.46,<0.0005,<0.002,0.0021,0.0093,<0.004,0.0009
台北沿海海域(乙),八里污水廠外海一,乙,2003/3/13 上午 09:15:00,5130,1,--,18.4,33.7,8,5.8,--,--,<3,<0.1,--,0.07,0.025,0.017,0.26,<0.0005,<0.002,0.0012,0.0046,0.0047,<0.0006
台北沿海海域(乙),八里污水廠外海二,乙,2003/12/3 下午 02:50:00,5131,1,--,19.3,32.8,8,5.8,--,--,9,0.1,--,0.27,0.095,0.019,0.64,<0.0005,<0.002,0.0019,0.009,<0.004,0.0007
台北沿海海域(乙),八里污水廠外海二,乙,2003/8/14 下午 01:00:00,5131,1,--,29.1,33,8,5.4,--,--,8.3,0.3,--,0.06,<0.025,0.004,0.2,<0.0005,<0.002,0.0009,0.0037,<0.004,0.0007
台北沿海海域(乙),八里污水廠外海二,乙,2003/5/22 下午 03:00:00,5131,1,--,27.1,32.7,8.1,7.5,--,--,9.4,0.5,--,0.05,0.046,0.01,0.2,0.0007,<0.002,0.0049,0.012,<0.004,<0.0006
台北沿海海域(乙),八里污水廠外海二,乙,2003/3/13 上午 08:40:00,5131,1,--,18.3,33.7,8,5.6,--,--,<3,0.3,--,0.02,<0.025,0.018,0.28,<0.0005,<0.002,0.0049,0.0113,<0.004,<0.0006
台北沿海海域(乙),林口發電廠外海,乙,2003/12/3 下午 01:07:00,5132,1,--,21.8,33.9,8,5.6,--,--,5.4,0.2,--,0.22,0.104,0.019,0.92,<0.0005,<0.002,0.0034,0.0087,<0.004,0.0006
台北沿海海域(乙),林口發電廠外海,乙,2003/8/15 上午 11:50:00,5132,1,--,29.9,31.7,8,6,--,--,3.1,0.4,--,<0.05,0.025,0.007,0.28,<0.0005,<0.002,0.0014,0.003,<0.004,<0.0006
台北沿海海域(乙),林口發電廠外海,乙,2003/5/23 下午 03:15:00,5132,1,--,26.3,32.8,8.2,6.4,--,--,6.2,0.3,--,<0.05,0.031,0.016,0.12,<0.0005,<0.002,0.0039,0.0093,<0.004,<0.0006
台北沿海海域(乙),林口發電廠外海,乙,2003/3/13 上午 10:55:00,5132,1,--,17.5,34.1,8,6.1,--,--,<3,<0.1,--,0.02,0.025,0.017,0.1,<0.0005,<0.002,0.0025,0.0101,<0.004,0.001
台北沿海海域(乙),深澳發電廠外海,乙,2003/11/20 上午 02:42:00,5133,1,--,22.7,34.4,8.1,6.3,--,--,<3,0.2,--,0.18,0.031,0.013,0.27,0.0005,<0.002,0.0016,0.0069,0.0045,<0.0006
台北沿海海域(乙),深澳發電廠外海,乙,2003/8/14 上午 08:08:00,5133,1,--,27.5,33.1,8.1,5.8,--,--,4,0.2,--,<0.05,<0.025,0.003,0.12,<0.0005,<0.002,0.0009,0.0064,<0.004,<0.0006
台北沿海海域(乙),深澳發電廠外海,乙,2003/5/22 上午 10:30:00,5133,1,--,24.2,33.3,8.1,5.6,--,--,3.4,0.4,--,0.05,0.037,0.005,0.86,<0.0005,<0.002,0.0031,0.0217,0.0071,<0.0006
台北沿海海域(乙),深澳發電廠外海,乙,2003/3/12 上午 11:45:00,5133,1,--,20.4,34.3,7.9,5.9,--,--,3,0.1,--,0.18,<0.025,0.008,0.59,<0.0005,<0.002,0.0019,0.0057,<0.004,<0.0006
台北沿海海域(乙),淡水河口外4海浬處,乙,2003/12/3 下午 03:30:00,5134,1,--,18.4,34,8.1,5.7,--,--,9,0.2,--,0.08,<0.025,0.01,0.45,<0.0005,<0.002,0.001,0.0061,<0.004,0.0009
台北沿海海域(乙),淡水河口外4海浬處,乙,2003/8/14 下午 01:40:00,5134,1,--,29.2,33,8,5.4,--,--,4.3,0.8,--,<0.05,<0.025,0.003,<0.05,<0.0005,<0.002,0.0011,0.0061,<0.004,<0.0006
台北沿海海域(乙),淡水河口外4海浬處,乙,2003/5/22 下午 03:30:00,5134,1,--,25.5,32.7,8.3,6.7,--,--,5.1,0.2,--,0.06,0.04,0.007,0.31,<0.0005,<0.002,0.0026,0.006,<0.004,0.0008
台北沿海海域(乙),淡水河口外4海浬處,乙,2003/3/13 上午 09:40:00,5134,1,--,18.3,33.6,7.9,5.6,--,--,<3,0.2,--,0.02,0.107,0.016,0.85,<0.0005,<0.002,0.0009,0.0034,<0.004,<0.0006
台北沿海海域(乙),林口發電廠,乙,2003/12/3 下午 01:21:00,5135,1,--,21.7,33.7,8,5.4,--,--,9.7,0.2,--,0.39,0.098,0.019,0.63,0.0005,<0.002,0.0021,0.0133,<0.004,0.0008
台北沿海海域(乙),林口發電廠,乙,2003/8/15 下午 12:00:00,5135,1,--,30.1,31.6,8.1,5.9,--,--,6.7,1.4,--,<0.05,0.028,0.007,0.18,<0.0005,<0.002,0.0015,0.0044,<0.004,<0.0006
台北沿海海域(乙),林口發電廠,乙,2003/5/23 下午 03:25:00,5135,1,--,26.4,32.8,8.2,7.6,--,--,7.5,0.5,--,<0.05,<0.025,0.017,0.2,<0.0005,<0.002,0.0041,0.0187,<0.004,0.0007
台北沿海海域(乙),林口發電廠,乙,2003/3/13 上午 10:20:00,5135,1,--,17.6,33.8,8,6.1,--,--,5.6,0.1,--,0.1,0.037,0.025,0.41,<0.0005,<0.002,0.0045,0.0152,<0.004,<0.0006
台北沿海海域(乙),深澳發電廠,乙,2003/11/20 上午 02:30:00,5136,1,--,22.6,34.1,8.1,6,--,--,<3,0.2,--,0.19,0.037,0.008,0.49,0.0007,<0.002,0.0032,0.0124,0.0048,<0.0006
台北沿海海域(乙),深澳發電廠,乙,2003/8/14 上午 08:26:00,5136,1,--,29.4,33.2,8,5.9,--,--,<3,0.3,--,0.1,<0.025,0.004,0.14,<0.0005,<0.002,0.001,0.0091,<0.004,0.0009
台北沿海海域(乙),深澳發電廠,乙,2003/5/22 上午 10:45:00,5136,1,--,25.3,33.2,8.1,5.4,--,--,4.6,0.2,--,0.09,0.046,0.007,0.71,<0.0005,<0.002,0.0023,0.0109,<0.004,0.0008
台北沿海海域(乙),深澳發電廠,乙,2003/3/12 上午 11:32:00,5136,1,--,20.6,34.1,8,6,--,--,3.9,<0.1,--,0.01,<0.025,0.007,0.21,<0.0005,<0.002,0.0011,0.0022,<0.004,<0.0006
桃園沿海海域,海湖電廠,乙,2003/12/3 上午 11:30:00,5137,1,--,22.1,34,7.9,5.4,--,--,9,0.4,--,0.23,0.095,0.02,0.62,<0.0005,<0.002,0.0051,0.012,0.0042,0.001
桃園沿海海域,海湖電廠,乙,2003/8/15 上午 11:35:00,5137,1,--,30.3,31.5,7.9,6.1,--,--,5.5,1.4,--,<0.05,0.071,0.009,0.33,<0.0005,<0.002,0.0049,0.0042,<0.004,0.0012
桃園沿海海域,海湖電廠,乙,2003/5/23 下午 03:00:00,5137,1,--,26.4,33.1,8.2,6.7,--,--,10,0.3,--,0.07,<0.025,0.021,0.29,<0.0005,<0.002,0.0098,0.0136,<0.004,<0.0006
桃園沿海海域,海湖電廠,乙,2003/3/13 上午 11:30:00,5137,1,--,17.9,33.6,8,6,--,--,5.5,0.1,--,0.19,0.061,0.032,0.5,0.0005,<0.002,0.0096,0.0194,<0.004,<0.0006
桃園沿海海域,新南崁溪口,乙,2003/12/3 上午 11:10:00,5138,1,--,21.3,33.1,7.9,6.2,--,--,10.2,0.2,--,0.78,0.095,0.024,0.85,<0.0005,<0.002,0.0189,0.0129,<0.004,0.0016
桃園沿海海域,新南崁溪口,乙,2003/8/15 上午 11:25:00,5138,1,--,30.7,30.2,7.7,5.9,--,--,16.7,1.1,--,0.06,0.172,0.059,0.99,<0.0005,<0.002,0.0259,0.011,<0.004,<0.0006
桃園沿海海域,新南崁溪口,乙,2003/5/23 下午 02:45:00,5138,1,--,26.7,33.1,8.2,6.5,--,--,11.3,0.4,--,0.06,<0.025,0.023,0.32,<0.0005,<0.002,0.0136,0.0133,<0.004,<0.0006
桃園沿海海域,新南崁溪口,乙,2003/3/13 下午 12:05:00,5138,1,--,18,32.8,7.9,5.3,--,--,7.9,0.2,--,0.06,0.101,0.062,0.11,<0.0005,<0.002,0.0211,0.0315,<0.004,0.0008
桃園沿海海域,沙崙中油卸油設施一,乙,2003/12/3 上午 10:17:00,5139,1,--,20.4,34.1,8.1,5.9,--,--,5.6,0.4,--,0.31,0.098,0.019,0.94,<0.0005,<0.002,0.0014,0.0044,<0.004,0.001
桃園沿海海域,沙崙中油卸油設施一,乙,2003/8/15 上午 10:55:00,5139,1,--,29.8,32,7.9,6.4,--,--,5.2,0.8,--,0.07,0.025,0.007,0.24,0.0005,<0.002,0.0034,0.0045,<0.004,<0.0006
桃園沿海海域,沙崙中油卸油設施一,乙,2003/5/23 下午 02:10:00,5139,1,--,26.4,33.4,7.9,6.5,--,--,5.7,0.3,--,0.08,<0.025,0.013,0.62,<0.0005,<0.002,0.0067,0.0172,<0.004,0.0006
桃園沿海海域,沙崙中油卸油設施一,乙,2003/3/13 下午 12:50:00,5139,1,--,17.5,34.9,8,6,--,--,<3,0.2,--,0.13,<0.025,0.017,0.16,<0.0005,<0.002,0.0012,0.0028,<0.004,<0.0006
桃園沿海海域,沙崙中油卸油設施二,乙,2003/12/3 上午 10:28:00,5140,1,--,20.7,33.9,8.1,6.3,--,--,8.1,0.3,--,0.38,0.107,0.019,0.88,<0.0005,<0.002,0.0012,0.0117,<0.004,<0.0006
桃園沿海海域,沙崙中油卸油設施二,乙,2003/8/15 上午 11:05:00,5140,1,--,29.8,32,7.9,5.7,--,--,4.5,0.6,--,0.08,0.034,0.007,0.3,<0.0005,<0.002,0.0026,0.0042,<0.004,<0.0006
桃園沿海海域,沙崙中油卸油設施二,乙,2003/5/23 下午 02:25:00,5140,1,--,26.3,33.5,7.8,6.7,--,--,6.1,0.3,--,<0.05,0.031,0.012,0.4,<0.0005,<0.002,0.0077,0.0122,<0.004,<0.0006
桃園沿海海域,沙崙中油卸油設施二,乙,2003/3/13 下午 01:20:00,5140,1,--,17.3,34.5,8,6,--,--,<3,<0.1,--,0.03,<0.025,0.019,0.06,<0.0005,<0.002,0.0023,0.0106,<0.004,<0.0006
桃園沿海海域,觀音溪口,乙,2003/12/3 上午 09:21:00,5141,1,--,20.1,33.6,8,5.9,--,--,17.1,0.3,--,0.47,0.08,0.017,0.88,<0.0005,<0.002,0.0018,0.0035,<0.004,<0.0006
桃園沿海海域,觀音溪口,乙,2003/8/15 上午 09:45:00,5141,1,--,29.9,32.2,8,6.1,--,--,5.8,0.7,--,0.05,<0.025,0.002,0.13,<0.0005,<0.002,0.0018,0.0042,<0.004,<0.0006
桃園沿海海域,觀音溪口,乙,2003/5/23 下午 12:45:00,5141,1,--,26.8,33.4,8.2,5.5,--,--,5.7,0.1,--,<0.05,<0.025,0.016,0.29,<0.0005,<0.002,0.0159,0.0168,<0.004,<0.0006
桃園沿海海域,觀音溪口,乙,2003/3/13 下午 02:20:00,5141,1,--,17.6,33,7.9,5.5,--,--,<3,<0.1,--,0.06,0.037,0.02,0.14,<0.0005,<0.002,0.0026,0.0083,<0.004,<0.0006
新竹香山沿海海域,頭前溪口南側,乙,2003/12/3 上午 07:43:00,5142,1,--,19.3,33.7,7.9,5.9,--,--,29.5,0.2,--,0.21,0.043,0.015,0.92,<0.0005,<0.002,0.0022,0.0131,<0.004,<0.0006
新竹香山沿海海域,頭前溪口南側,乙,2003/8/15 上午 07:45:00,5142,1,--,29.1,28.5,7.9,5.9,--,--,6.2,3.1,--,<0.05,0.052,0.012,1.61,<0.0005,<0.002,0.0012,0.0044,<0.004,<0.0006
新竹香山沿海海域,頭前溪口南側,乙,2003/5/23 上午 10:50:00,5142,1,--,27.1,28.4,7.9,5.9,--,--,13.4,0.4,--,0.05,0.037,0.051,0.42,<0.0005,<0.002,0.006,0.0159,<0.004,0.0007
新竹香山沿海海域,頭前溪口南側,乙,2003/3/13 下午 02:50:00,5142,1,--,18.1,33.6,7.9,5.7,--,--,4.9,<0.1,--,0.04,0.107,0.018,0.17,<0.0005,<0.002,0.0029,0.006,<0.004,<0.0006
新竹香山沿海海域,鳳山溪北側,乙,2003/12/3 上午 08:04:00,5143,1,--,19.6,33.6,7.9,6,--,--,35.7,0.4,--,0.3,0.071,0.015,0.9,<0.0005,<0.002,0.0023,0.0098,<0.004,0.0006
新竹香山沿海海域,鳳山溪北側,乙,2003/8/15 上午 07:55:00,5143,1,--,29.5,31.9,8,6.6,--,--,3.4,1.6,--,<0.05,<0.025,<0.001,0.1,<0.0005,<0.002,0.0011,0.0034,<0.004,<0.0006
新竹香山沿海海域,鳳山溪北側,乙,2003/5/23 上午 11:05:00,5143,1,--,27,33.5,8.1,5.8,--,--,10,0.2,--,<0.05,0.031,0.004,0.52,<0.0005,<0.002,0.0022,0.0092,<0.004,<0.0006
新竹香山沿海海域,鳳山溪北側,乙,2003/3/13 下午 03:20:00,5143,1,--,17.9,33.1,7.9,5.7,--,--,3.6,0.2,--,<0.05,0.021,0.019,0.14,<0.0005,<0.002,0.0043,0.009,<0.004,0.0016
新竹香山沿海海域,客雅溪河口外4海浬處,乙,2003/12/3 上午 07:15:00,5144,1,--,18.7,33.4,8,5.8,--,--,7.7,0.1,--,0.08,<0.025,0.01,0.45,<0.0005,<0.002,0.0014,0.009,<0.004,0.0013
新竹香山沿海海域,客雅溪河口外4海浬處,乙,2003/8/15 上午 07:20:00,5144,1,--,28.9,31.9,8,6.1,--,--,<3,0.8,--,<0.05,<0.025,0.003,0.15,<0.0005,<0.002,0.0005,0.0029,<0.004,0.0013
新竹香山沿海海域,客雅溪河口外4海浬處,乙,2003/5/23 上午 10:20:00,5144,1,--,27,33.8,8,5.7,--,--,5,0.3,--,<0.05,<0.025,0.001,0.1,<0.0005,<0.002,0.0014,0.0081,<0.004,<0.0006
新竹香山沿海海域,客雅溪河口外4海浬處,乙,2003/3/13 下午 04:30:00,5144,1,--,17.8,33.7,7.9,6,--,--,3,<0.1,--,0.1,0.055,0.023,0.19,<0.0005,<0.002,0.0052,0.0077,<0.004,0.0019
新竹香山沿海海域,紅毛港外,乙,2003/12/3 上午 08:43:00,5145,1,--,19.9,33.9,7.9,5.7,--,--,29.9,0.2,--,0.25,0.089,0.015,1,<0.0005,<0.002,0.0027,0.0043,<0.004,0.0007
新竹香山沿海海域,紅毛港外,乙,2003/8/15 上午 08:30:00,5145,1,--,29.6,31.6,8,6.9,--,--,4.4,2.7,--,<0.05,<0.025,0.004,0.1,<0.0005,<0.002,0.0011,0.0033,<0.004,<0.0006
新竹香山沿海海域,紅毛港外,乙,2003/5/23 上午 11:35:00,5145,1,--,27,33.3,8,6.7,--,--,12,0.4,--,<0.05,0.031,0.006,0.33,<0.0005,<0.002,0.007,0.0094,<0.004,<0.0006
新竹香山沿海海域,紅毛港外,乙,2003/3/13 下午 03:55:00,5145,1,--,17.9,33.4,7.9,5.8,--,--,<3,0.2,--,0.08,0.046,0.018,0.17,<0.0005,<0.002,0.0029,0.0071,<0.004,0.0015
宜蘭蘇澳沿海海域    ,龜山島,甲,2003/11/20 上午 06:30:00,5146,1,--,24.3,34.3,8.2,5.9,--,--,<3,0.2,--,<0.05,<0.025,0.002,0.22,0.0005,<0.002,0.0016,0.0059,0.0072,<0.0006
宜蘭蘇澳沿海海域    ,龜山島,甲,2003/8/13 上午 09:45:00,5146,1,--,29.2,32.8,8.1,6.6,--,--,<3,0.7,--,<0.05,0.113,0.004,0.44,<0.0005,<0.002,0.025,0.0197,<0.004,0.0009
宜蘭蘇澳沿海海域    ,龜山島,甲,2003/5/21 上午 10:45:00,5146,1,--,25.4,34,8.2,6.8,--,--,5,0.4,--,<0.05,<0.025,<0.001,0.69,<0.0005,<0.002,0.0016,0.0209,<0.004,<0.0006
宜蘭蘇澳沿海海域    ,龜山島,甲,2003/2/20 下午 12:36:00,5146,1,--,14.5,34.5,7.9,7.2,--,--,<3,0.4,--,<0.05,0.031,0.001,0.18,<0.0005,<0.002,0.0008,0.0067,<0.004,0.0007
宜蘭蘇澳沿海海域    ,得子口溪口,甲,2003/11/20 上午 07:00:00,5147,1,--,24.4,34.2,7.9,5.8,--,--,<3,0.3,--,0.16,<0.025,0.001,0.3,0.0006,<0.002,0.0011,0.0072,0.0052,<0.0006
宜蘭蘇澳沿海海域    ,得子口溪口,甲,2003/8/13 上午 09:20:00,5147,1,--,29,33.8,8.2,6.5,--,--,<3,0.7,--,<0.05,0.04,0.001,0.2,<0.0005,<0.002,0.0022,0.0131,0.004,0.0011
宜蘭蘇澳沿海海域    ,得子口溪口,甲,2003/5/21 上午 10:25:00,5147,1,--,25.9,33.4,8.1,6.9,--,--,<3,0.1,--,<0.05,<0.025,0.003,0.29,<0.0005,<0.002,0.0011,0.0085,<0.004,0.0008
宜蘭蘇澳沿海海域    ,得子口溪口,甲,2003/2/20 上午 11:47:00,5147,1,--,14.1,34.1,8.1,7.1,--,--,<3,0.5,--,<0.05,0.083,0.004,0.28,<0.0005,<0.002,0.0006,0.0103,<0.004,0.0008
宜蘭蘇澳沿海海域    ,蘭陽溪口,甲,2003/11/20 上午 07:40:00,5148,1,--,24.1,33.8,8,5.9,--,--,<3,0.3,--,0.32,0.025,0.005,0.43,0.0005,<0.002,0.0043,0.0073,<0.004,<0.0006
宜蘭蘇澳沿海海域    ,蘭陽溪口,甲,2003/8/13 上午 08:30:00,5148,1,--,27.7,33.6,8.1,6.6,--,--,<3,0.6,--,<0.05,0.209,0.002,0.1,0.0008,<0.002,0.0017,0.0084,<0.004,0.0011
宜蘭蘇澳沿海海域    ,蘭陽溪口,甲,2003/5/21 上午 09:35:00,5148,1,--,25.4,33.4,8,6.8,--,--,4.8,0.3,--,<0.05,<0.025,0.003,0.37,<0.0005,<0.002,0.0062,0.0097,0.0042,<0.0006
宜蘭蘇澳沿海海域    ,蘭陽溪口,甲,2003/2/20 上午 10:58:00,5148,1,--,13.9,30.6,8.1,7.1,--,--,9.9,1.2,--,<0.05,0.113,0.029,0.56,<0.0005,<0.002,0.0012,0.0048,<0.004,0.0008
宜蘭蘇澳沿海海域    ,新城溪口,甲,2003/11/20 上午 08:17:00,5149,1,--,23.8,33.8,8,5.9,--,--,7.4,0.5,--,0.08,0.025,0.004,0.35,<0.0005,<0.002,0.0086,0.0063,0.0046,<0.0006
宜蘭蘇澳沿海海域    ,新城溪口,甲,2003/8/13 上午 08:00:00,5149,1,--,28.6,33.8,8.2,6.3,--,--,<3,1.4,--,<0.05,<0.025,<0.001,0.1,<0.0005,<0.002,0.0011,0.0067,<0.004,<0.0006
宜蘭蘇澳沿海海域    ,新城溪口,甲,2003/5/21 上午 09:00:00,5149,1,--,25.4,33.5,8.1,6.9,--,--,9.3,0.4,--,<0.05,<0.025,<0.001,0.4,<0.0005,<0.002,0.0072,0.0132,<0.004,<0.0006
宜蘭蘇澳沿海海域    ,新城溪口,甲,2003/2/20 上午 10:07:00,5149,1,--,13.4,34,7.9,7.2,--,--,<3,0.3,--,<0.05,0.031,0.004,0.24,<0.0005,<0.002,0.0008,0.0043,<0.004,<0.0006
宜蘭蘇澳沿海海域    ,蘇澳港,甲,2003/11/20 上午 09:00:00,5150,1,--,24.9,33.7,8.1,5.7,--,--,<3,0.4,--,0.08,0.034,0.006,0.5,0.0005,<0.002,0.0011,0.0066,0.0076,<0.0006
宜蘭蘇澳沿海海域    ,蘇澳港,甲,2003/8/13 上午 07:30:00,5150,1,--,27.8,33.5,8.1,6.1,--,--,3.1,0.4,--,<0.05,<0.025,0.003,0.19,<0.0005,<0.002,0.0029,0.01,<0.004,<0.0006
