採樣分區,測站名稱,水體分類等級,採樣日期,測站編號,水溫,酸鹼值,濁度,氣溫,溶氧(電極法),氨氮,硝酸鹽氮,亞硝酸鹽氮,鹽度,矽酸鹽,溶氧(滴定法),溶氧飽和度,正磷酸鹽,大腸桿菌群,腸球菌群,備註
,,,,,℃,,NTU,℃,mg/L,mg/L,mg/L,mg/L,psu,mg/L,mg/L,%,mg/L,CFU/100mL,MPN/100mL
杉原海水浴場,杉原海水浴場左,甲,2003/7/27 下午 05:15:00,6101,29.9,8.2,16,--,--,--,<0.05,0.002,34.3,0.2,--,--,<0.025,5,20
崎頂海水浴場,崎頂海水浴場右,乙,2003/7/14 上午 11:56:00,6033,31.4,8.2,21,--,--,--,<0.05,0.004,33.4,0.93,--,--,<0.025,210,64
崎頂海水浴場,崎頂海水浴場中,乙,2003/7/14 上午 11:46:00,6032,31.4,8.2,20,--,--,--,<0.05,0.003,33.3,1.72,--,--,<0.025,220,87
新金山海水浴場,新金山海水浴場右,乙,2003/7/14 上午 11:40:00,6023,31.5,8.1,2.7,--,--,--,0.07,0.002,31.9,1.34,--,--,0.025,5,<10
崎頂海水浴場,崎頂海水浴場左,乙,2003/7/14 上午 11:35:00,6031,31.2,8.2,20,--,--,--,<0.05,0.006,33.3,1.34,--,--,<0.025,270,99
新金山海水浴場,新金山海水浴場中,乙,2003/7/14 上午 11:25:00,6022,31.3,8.1,1.2,--,--,--,0.07,<0.001,31.8,1.02,--,--,0.025,5,42
新金山海水浴場,新金山海水浴場左,乙,2003/7/14 上午 11:10:00,6021,31.4,8,1.7,--,--,--,<0.05,0.001,31.5,1.34,--,--,<0.025,<10,20
通霄海水浴場,通霄海水浴場右,乙,2003/7/14 上午 10:19:00,6043,30.6,8.2,16,--,--,--,<0.05,0.004,33.6,1.28,--,--,<0.025,490,53
通霄海水浴場,通霄海水浴場中,乙,2003/7/14 上午 10:10:00,6042,30.6,8.2,16,--,--,--,<0.05,0.001,33.6,1.15,--,--,<0.025,490,20
通霄海水浴場,通霄海水浴場左,乙,2003/7/14 上午 10:00:00,6041,30.6,8.2,15,--,--,--,<0.05,0.001,33.6,1.31,--,--,<0.025,210,10
旗津海水浴場,旗津海水浴場左,乙,2003/7/14 上午 09:38:00,6081,32,8.3,11,--,--,--,<0.05,<0.001,33.2,0.42,--,--,<0.025,<10,20
旗津海水浴場,旗津海水浴場中,乙,2003/7/14 上午 09:31:00,6082,32,8.3,12,--,--,--,<0.05,0.001,33.2,0.39,--,--,<0.025,5,<10
福隆海水浴場,福隆海水浴場右,乙,2003/7/14 上午 09:30:00,6013,29.6,8,3.2,--,--,--,<0.05,0.001,31.3,0.87,--,--,<0.025,1200,31
旗津海水浴場,旗津海水浴場右,乙,2003/7/14 上午 09:26:00,6083,32,8.3,12,--,--,--,<0.05,0.002,33.2,0.44,--,--,0.0275,50,20
福隆海水浴場,福隆海水浴場中,乙,2003/7/14 上午 09:15:00,6012,29.5,8,4.3,--,--,--,<0.05,0.001,31.7,0.83,--,--,<0.025,2400,160
福隆海水浴場,福隆海水浴場左,乙,2003/7/14 上午 09:00:00,6011,29.3,8,5.1,--,--,--,0.05,<0.001,32.6,0.73,--,--,<0.025,1700,99
大安海水浴場,大安海水浴場右,乙,2003/7/14 上午 08:54:00,6053,30.4,8.2,11,--,--,--,0.15,0.011,33.3,1.72,--,--,0.045,6900,110
大安海水浴場,大安海水浴場中,乙,2003/7/14 上午 08:43:00,6052,30.4,8.2,17,--,--,--,0.15,0.015,33.2,2.14,--,--,0.051,24000,190
大安海水浴場,大安海水浴場左,乙,2003/7/14 上午 08:34:00,6051,30.4,8.2,19,--,--,--,0.2,0.016,33.3,2,--,--,0.056,18000,360
黃金海岸休憩海域,黃金海岸休憩海域右,乙,2003/7/14 上午 07:30:00,6073,30.4,8.3,12,--,--,--,<0.05,0.002,33.1,0.35,--,--,0.0459,450,210
黃金海岸休憩海域,黃金海岸休憩海域中,乙,2003/7/14 上午 07:20:00,6072,30.5,8.3,11,--,--,--,0.14,0.001,33.1,0.29,--,--,0.0306,250,87
黃金海岸休憩海域,黃金海岸休憩海域左,乙,2003/7/14 上午 07:10:00,6071,30.1,8.3,12,--,--,--,<0.05,0.002,33.1,0.33,--,--,0.052,250,120
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域右,甲,2003/7/14 上午 06:29:00,6093,28.5,8.2,4,--,--,--,<0.05,0.002,33.9,0.18,--,--,<0.025,450,360
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域中,甲,2003/7/14 上午 06:21:00,6092,28.5,8.2,3.4,--,--,--,<0.05,0.001,34.1,0.19,--,--,<0.025,370,64
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域左,甲,2003/7/14 上午 06:15:00,6091,28.5,8.2,5.9,--,--,--,<0.05,0.018,34.1,0.35,--,--,<0.025,120000,2000
馬沙溝海水浴場,馬沙溝海水浴場右,甲,2003/7/14 上午 05:50:00,6063,29.5,8.1,3.6,--,--,--,<0.05,0.004,33.4,0.37,--,--,0.052,<10,10
馬沙溝海水浴場,馬沙溝海水浴場中,甲,2003/7/14 上午 05:40:00,6062,29.3,8.1,2.8,--,--,--,<0.05,0.003,33.3,0.33,--,--,0.052,10,20
馬沙溝海水浴場,馬沙溝海水浴場左,甲,2003/7/14 上午 05:30:00,6061,29.4,8.1,3.1,--,--,--,<0.05,0.004,33.4,0.31,--,--,0.0459,<10,<10
杉原海水浴場,杉原海水浴場右,甲,2003/7/13 下午 07:05:00,6103,29,8.1,5,--,--,--,<0.05,0.002,34.2,0.27,--,--,<0.025,20,10
杉原海水浴場,杉原海水浴場中,甲,2003/7/13 下午 06:55:00,6102,29,8.1,6.8,--,--,--,0.06,0.002,34.2,0.26,--,--,<0.025,25,10
杉原海水浴場,杉原海水浴場左,甲,2003/7/13 下午 06:47:00,6101,29,8.1,5.3,--,--,--,<0.05,0.002,34.2,0.24,--,--,<0.025,55,20
新金山海水浴場,新金山海水浴場右,乙,2003/6/30 下午 12:05:00,6023,30,8.1,1.9,--,--,--,<0.05,<0.001,31.6,0.88,--,--,<0.025,<10,10
崎頂海水浴場,崎頂海水浴場右,乙,2003/6/30 上午 11:58:00,6033,30.4,8.3,9.2,--,--,--,<0.05,0.001,33.4,0.627,--,--,0.058,20,42
新金山海水浴場,新金山海水浴場中,乙,2003/6/30 上午 11:57:00,6022,30,8,2.7,--,--,--,<0.05,<0.001,29.7,0.95,--,--,<0.025,<10,<10
新金山海水浴場,新金山海水浴場左,乙,2003/6/30 上午 11:50:00,6021,30.2,7.9,3.5,--,--,--,<0.05,<0.001,29.2,1.02,--,--,<0.025,<10,<10
崎頂海水浴場,崎頂海水浴場中,乙,2003/6/30 上午 11:48:00,6032,30.5,8.3,9.6,--,--,--,<0.05,0.002,33.4,0.485,--,--,0.05,10,31
崎頂海水浴場,崎頂海水浴場左,乙,2003/6/30 上午 11:38:00,6031,30.4,8.3,9.7,--,--,--,<0.05,0.002,33.3,0.838,--,--,0.058,10,20
通霄海水浴場,通霄海水浴場右,乙,2003/6/30 上午 10:19:00,6043,30.4,8.3,9.8,--,--,--,<0.05,0.002,33.4,0.731,--,--,0.049,25,<10
通霄海水浴場,通霄海水浴場中,乙,2003/6/30 上午 10:09:00,6042,30.2,8.3,8,--,--,--,<0.05,0.001,33.5,0.508,--,--,0.04,<10,20
通霄海水浴場,通霄海水浴場左,乙,2003/6/30 上午 10:01:00,6041,30.4,8.3,8.6,--,--,--,<0.05,0.002,33.4,0.645,--,--,0.067,5,<10
旗津海水浴場,旗津海水浴場右,乙,2003/6/30 上午 09:50:00,6083,29.2,8.2,8.1,--,--,--,<0.05,<0.001,31.1,<0.05,--,--,<0.025,<10,20
旗津海水浴場,旗津海水浴場中,乙,2003/6/30 上午 09:41:00,6082,29.2,8.2,7.3,--,--,--,<0.05,<0.001,31.1,0.12,--,--,<0.025,<10,42
旗津海水浴場,旗津海水浴場左,乙,2003/6/30 上午 09:33:00,6081,29.2,8.2,7,--,--,--,<0.05,0.001,31.1,<0.05,--,--,<0.025,<10,10
福隆海水浴場,福隆海水浴場右,乙,2003/6/30 上午 09:28:00,6013,28.6,8.2,3.4,--,--,--,<0.05,0.01,22.5,2.82,--,--,<0.025,95,<10
福隆海水浴場,福隆海水浴場中,乙,2003/6/30 上午 09:17:00,6012,28.5,8.1,3,--,--,--,<0.05,0.01,18.2,4.28,--,--,<0.025,140,10
福隆海水浴場,福隆海水浴場左,乙,2003/6/30 上午 09:09:00,6011,28.5,8,3.1,--,--,--,<0.05,0.01,14.3,5.61,--,--,<0.025,220,<10
大安海水浴場,大安海水浴場右,乙,2003/6/30 上午 08:57:00,6053,27.5,8.2,8.8,--,--,--,<0.05,0.005,32.6,0.818,--,--,0.056,150,64
大安海水浴場,大安海水浴場中,乙,2003/6/30 上午 08:45:00,6052,27.4,8.2,10,--,--,--,<0.05,0.004,32.6,1.242,--,--,0.049,200,75
大安海水浴場,大安海水浴場左,乙,2003/6/30 上午 08:32:00,6051,27.4,8.2,9.8,--,--,--,<0.05,0.005,32.5,1.046,--,--,0.074,210,75
黃金海岸休憩海域,黃金海岸休憩海域右,乙,2003/6/30 上午 06:47:00,6073,26.7,8.2,31,--,--,--,<0.05,0.009,31,0.44,--,--,0.0797,5700,270
黃金海岸休憩海域,黃金海岸休憩海域中,乙,2003/6/30 上午 06:40:00,6072,26.8,8.2,5,--,--,--,<0.05,0.008,31.1,0.4,--,--,0.0735,4400,270
黃金海岸休憩海域,黃金海岸休憩海域左,乙,2003/6/30 上午 06:33:00,6071,26.7,8.2,33,--,--,--,<0.05,0.008,31,0.12,--,--,0.0705,5100,290
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域左,甲,2003/6/30 上午 05:42:00,6091,28.2,8.2,2,--,--,--,<0.05,<0.001,34,0.08,--,--,0.0306,280,180
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域中,甲,2003/6/30 上午 05:30:00,6092,28.2,8.2,5.8,--,--,--,<0.05,<0.001,34.2,0.19,--,--,0.0337,120,410
馬沙溝海水浴場,馬沙溝海水浴場右,甲,2003/6/30 上午 05:16:00,6063,25.5,8.1,7.8,--,--,--,0.06,0.005,32.1,0.12,--,--,0.0552,<10,20
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域右,甲,2003/6/30 上午 05:15:00,6093,28.2,8.2,2.4,--,--,--,0.07,<0.001,34.2,0.08,--,--,0.0245,10,<10
馬沙溝海水浴場,馬沙溝海水浴場中,甲,2003/6/30 上午 05:09:00,6062,25.6,8.1,7.6,--,--,--,<0.05,0.004,32.1,0.15,--,--,0.0552,<10,31
馬沙溝海水浴場,馬沙溝海水浴場左,甲,2003/6/30 上午 05:03:00,6061,25.6,8.1,7.7,--,--,--,<0.05,0.004,32.2,0.08,--,--,0.049,<10,31
杉原海水浴場,杉原海水浴場右,甲,2003/6/29 下午 06:33:00,6103,29,8.2,5.4,--,--,--,<0.05,<0.001,34.7,0.15,--,--,0.0245,10,<10
杉原海水浴場,杉原海水浴場中,甲,2003/6/29 下午 06:21:00,6102,29,8.2,6.8,--,--,--,<0.05,<0.001,34.7,<0.05,--,--,<0.025,10,<10
杉原海水浴場,杉原海水浴場左,甲,2003/6/29 下午 06:10:00,6101,29,8.2,9,--,--,--,<0.05,<0.001,34.7,<0.05,--,--,0.0245,35,20
新金山海水浴場,新金山海水浴場右,乙,2003/6/16 下午 12:40:00,6023,25.2,7.8,3.6,--,--,--,0.09,0.005,25.4,1.54,--,--,0.025,600,42
新金山海水浴場,新金山海水浴場中,乙,2003/6/16 下午 12:25:00,6022,25.2,7.8,4,--,--,--,0.1,0.006,24.9,1.49,--,--,0.025,550,20
新金山海水浴場,新金山海水浴場左,乙,2003/6/16 下午 12:10:00,6021,25.2,7.8,4.4,--,--,--,0.08,0.005,25,1.54,--,--,<0.025,590,31
崎頂海水浴場,崎頂海水浴場右,乙,2003/6/16 上午 11:51:00,6033,29,8.1,26,--,--,--,0.22,0.018,32.6,0.93,--,--,0.2,2700,340
崎頂海水浴場,崎頂海水浴場中,乙,2003/6/16 上午 11:33:00,6032,29,8,28,--,--,--,0.12,0.016,32.6,1.08,--,--,0.261,3100,250
崎頂海水浴場,崎頂海水浴場左,乙,2003/6/16 上午 11:26:00,6031,29,8.1,32,--,--,--,0.14,0.016,32.6,1.39,--,--,0.223,2400,288
通霄海水浴場,通霄海水浴場右,乙,2003/6/16 上午 10:23:00,6043,28.8,8,20,--,--,--,<0.05,0.006,33.4,0.66,--,--,0.068,40,<10
通霄海水浴場,通霄海水浴場中,乙,2003/6/16 上午 10:12:00,6042,28.8,8.1,19,--,--,--,<0.05,0.007,33.3,0.78,--,--,0.035,20,20
旗津海水浴場,旗津海水浴場右,乙,2003/6/16 上午 10:05:00,6083,25.1,8.2,5.1,--,--,--,0.14,0.004,33.5,0.32,--,--,<0.025,20,20
福隆海水浴場,福隆海水浴場右,乙,2003/6/16 上午 10:00:00,6013,24.5,7.4,16.6,--,--,--,0.6,0.003,3.4,7.85,--,--,0.037,51000,<2000
通霄海水浴場,通霄海水浴場左,乙,2003/6/16 上午 10:00:00,6041,28.6,8.1,20,--,--,--,<0.05,0.006,33.3,0.72,--,--,0.049,10,42
旗津海水浴場,旗津海水浴場中,乙,2003/6/16 上午 09:53:00,6082,28.1,8.2,6.9,--,--,--,0.05,0.004,33.5,0.46,--,--,0.0306,5,10
福隆海水浴場,福隆海水浴場中,乙,2003/6/16 上午 09:43:00,6012,24.5,7.5,12.3,--,--,--,0.39,0.003,4.3,7.04,--,--,0.025,50000,<2000
旗津海水浴場,旗津海水浴場左,乙,2003/6/16 上午 09:41:00,6081,28,8.2,6,--,--,--,0.07,<0.001,33.4,0.14,--,--,0.0429,25,31
福隆海水浴場,福隆海水浴場左,乙,2003/6/16 上午 09:25:00,6011,24.5,7.5,19.7,--,--,--,0.49,0.003,4.2,6.97,--,--,0.031,82000,<2000
大安海水浴場,大安海水浴場右,乙,2003/6/16 上午 08:58:00,6053,28.4,8,150,--,--,--,<0.05,0.008,33.2,0.55,--,--,0.045,650,560
大安海水浴場,大安海水浴場中,乙,2003/6/16 上午 08:48:00,6052,28,8,160,--,--,--,0.05,0.006,33.3,0.71,--,--,0.062,550,480
大安海水浴場,大安海水浴場左,乙,2003/6/16 上午 08:35:00,6051,27.8,8,150,--,--,--,0.05,0.008,33.2,0.72,--,--,0.056,900,660
黃金海岸休憩海域,黃金海岸休憩海域右,乙,2003/6/16 上午 07:28:00,6073,27.4,8.2,90,--,--,--,0.16,0.003,32.6,0.19,--,--,0.2452,24000,1700
黃金海岸休憩海域,黃金海岸休憩海域中,乙,2003/6/16 上午 07:19:00,6072,27.4,8.2,95,--,--,--,0.07,0.004,32.6,0.28,--,--,0.1471,17000,1300
黃金海岸休憩海域,黃金海岸休憩海域左,乙,2003/6/16 上午 07:10:00,6071,27.5,8.2,85,--,--,--,<0.05,0.002,32.7,0.41,--,--,0.1134,15000,1500
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域左,甲,2003/6/16 上午 05:54:00,6091,27.3,8.2,1.3,--,--,--,0.1,0.014,33.4,0.14,--,--,<0.025,620,87
馬沙溝海水浴場,馬沙溝海水浴場右,甲,2003/6/16 上午 05:46:00,6063,27.3,8.2,9.9,--,--,--,<0.05,0.005,31.9,0.32,--,--,0.0797,110,160
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域中,甲,2003/6/16 上午 05:41:00,6092,27.3,8.2,3.4,--,--,--,0.1,0.016,33.5,0.1,--,--,<0.025,240,10
馬沙溝海水浴場,馬沙溝海水浴場中,甲,2003/6/16 上午 05:38:00,6062,27.3,8.2,8.9,--,--,--,<0.05,0.008,31.8,0.68,--,--,0.0827,150,220
馬沙溝海水浴場,馬沙溝海水浴場左,甲,2003/6/16 上午 05:30:00,6061,27.4,8.2,6.1,--,--,--,<0.05,0.007,31.9,0.55,--,--,0.0797,150,220
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域右,甲,2003/6/16 上午 05:30:00,6093,27.5,8.2,2.8,--,--,--,0.14,0.016,33.5,0.14,--,--,<0.025,15,<10
杉原海水浴場,杉原海水浴場右,甲,2003/6/15 下午 05:40:00,6103,27.8,8.2,3.2,--,--,--,0.16,0.013,33.7,0.19,--,--,<0.025,<10,<10
杉原海水浴場,杉原海水浴場中,甲,2003/6/15 下午 05:31:00,6102,27.8,8.2,3.1,--,--,--,0.07,0.013,33.6,0.23,--,--,<0.025,<10,<10
杉原海水浴場,杉原海水浴場左,甲,2003/6/15 下午 05:22:00,6101,27.9,8.2,4.1,--,--,--,0.09,0.012,33.7,0.14,--,--,<0.025,<10,<10
新金山海水浴場,新金山海水浴場右,乙,2003/6/2 下午 12:10:00,6023,30.1,8.1,1.6,--,--,--,<0.05,0.005,32.7,0.75,--,--,0.025,<10,<10
崎頂海水浴場,崎頂海水浴場右,乙,2003/6/2 下午 12:05:00,6033,26.8,8,25,--,--,--,0.18,0.006,34.3,1.62,--,--,0.14,200,20
新金山海水浴場,新金山海水浴場左,乙,2003/6/2 下午 12:00:00,6021,30.2,8.1,1.7,--,--,--,0.051,0.005,32.7,0.81,--,--,0.031,<10,<10
崎頂海水浴場,崎頂海水浴場中,乙,2003/6/2 上午 11:55:00,6032,26.8,8,26,--,--,--,0.08,0.02,34.3,1.55,--,--,0.137,260,53
新金山海水浴場,新金山海水浴場中,乙,2003/6/2 上午 11:50:00,6022,30.2,8,1.8,--,--,--,<0.05,0.004,32.7,0.82,--,--,0.031,<10,<10
崎頂海水浴場,崎頂海水浴場左,乙,2003/6/2 上午 11:45:00,6031,26.8,8,26,--,--,--,0.05,0.02,34.3,1.68,--,--,0.131,300,20
通霄海水浴場,通霄海水浴場右,乙,2003/6/2 上午 10:31:00,6043,26.2,8,22,--,--,--,<0.05,0.006,34.8,1.4,--,--,0.046,5,<10
通霄海水浴場,通霄海水浴場中,乙,2003/6/2 上午 10:22:00,6042,26.1,8,20,--,--,--,<0.05,0.006,34.8,1.49,--,--,0.033,10,10
通霄海水浴場,通霄海水浴場左,乙,2003/6/2 上午 10:10:00,6041,26.1,8,19,--,--,--,0.06,0.006,34.7,0.624,--,--,0.036,10,20
福隆海水浴場,福隆海水浴場右,乙,2003/6/2 上午 09:45:00,6013,27.5,8.2,3.6,--,--,--,<0.05,0.003,34.1,0.32,--,--,<0.025,25,<10
福隆海水浴場,福隆海水浴場中,乙,2003/6/2 上午 09:35:00,6012,27.5,8,2.1,--,--,--,<0.05,0.003,34.2,0.31,--,--,<0.025,15,<10
福隆海水浴場,福隆海水浴場左,乙,2003/6/2 上午 09:20:00,6011,27.5,8.1,4.3,--,--,--,<0.05,0.004,33.9,0.38,--,--,<0.025,160,<10
旗津海水浴場,旗津海水浴場右,乙,2003/6/2 上午 09:08:00,6083,27.9,8.2,2.1,--,--,--,<0.05,0.002,32.9,0.28,--,--,<0.025,240,<10
旗津海水浴場,旗津海水浴場中,乙,2003/6/2 上午 09:02:00,6082,27.8,8.2,5.9,--,--,--,<0.05,0.003,33,0.78,--,--,<0.025,220,42
大安海水浴場,大安海水浴場右,乙,2003/6/2 上午 08:57:00,6053,26.3,8,24,--,--,--,<0.05,0.002,34.5,1.82,--,--,0.05,60,10
旗津海水浴場,旗津海水浴場左,乙,2003/6/2 上午 08:55:00,6081,28,8.2,5.4,--,--,--,<0.05,0.002,33,0.42,--,--,<0.025,170,10
大安海水浴場,大安海水浴場中,乙,2003/6/2 上午 08:45:00,6052,26.3,8,24,--,--,--,<0.05,0.005,34.5,1.08,--,--,0.051,90,31
大安海水浴場,大安海水浴場左,乙,2003/6/2 上午 08:33:00,6051,26.2,8,24,--,--,--,<0.05,0.005,34.6,1.54,--,--,0.049,140,<10
黃金海岸休憩海域,黃金海岸休憩海域右,乙,2003/6/2 上午 07:41:00,6073,27.8,8.2,6.9,--,--,--,<0.05,0.007,34.2,0.6,--,--,0.046,59,137
黃金海岸休憩海域,黃金海岸休憩海域中,乙,2003/6/2 上午 07:30:00,6072,27.6,8.2,6.5,--,--,--,<0.05,0.009,34.2,0.65,--,--,0.0368,50,150
黃金海岸休憩海域,黃金海岸休憩海域左,乙,2003/6/2 上午 07:17:00,6071,27.9,8.2,2.2,--,--,--,<0.05,0.008,34.1,0.88,--,--,0.0306,64,99
馬沙溝海水浴場,馬沙溝海水浴場右,甲,2003/6/2 上午 06:01:00,6063,27.3,8.3,2.7,--,--,--,<0.05,0.005,34.5,0.69,--,--,0.0521,<10,20
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域右,甲,2003/6/2 上午 05:50:00,6093,24.9,8.2,2.1,--,--,--,<0.05,0.001,33,0.6,--,--,<0.025,250,<10
馬沙溝海水浴場,馬沙溝海水浴場中,甲,2003/6/2 上午 05:49:00,6062,27.2,8.3,3.2,--,--,--,<0.05,0.006,34.3,0.56,--,--,0.0674,<10,20
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域中,甲,2003/6/2 上午 05:45:00,6092,24.9,8.2,2.6,--,--,--,<0.05,<0.001,33.2,0.74,--,--,<0.025,150,10
馬沙溝海水浴場,馬沙溝海水浴場左,甲,2003/6/2 上午 05:40:00,6061,27.1,8.3,7,--,--,--,<0.05,0.004,34.4,0.65,--,--,0.0858,<10,10
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域左,甲,2003/6/2 上午 05:40:00,6091,25,8.2,1,--,--,--,<0.05,0.003,33.2,0.92,--,--,<0.025,200,42
杉原海水浴場,杉原海水浴場右,甲,2003/6/1 下午 05:30:00,6103,27.2,8.2,3.7,--,--,--,<0.05,0.002,33.2,0.33,--,--,<0.025,<10,<10
杉原海水浴場,杉原海水浴場中,甲,2003/6/1 下午 05:25:00,6102,27.2,8.3,3.4,--,--,--,<0.05,0.002,33.2,0.51,--,--,<0.025,<10,<10
杉原海水浴場,杉原海水浴場左,甲,2003/6/1 下午 05:20:00,6101,27.2,8.3,2.5,--,--,--,<0.05,<0.001,33.1,0.33,--,--,0.0276,<10,<10
