採樣分區,測站名稱,水體分類等級,採樣日期,測站編號,採樣深度,氣溫,水溫,鹽度,酸鹼值,溶氧(滴定法),溶氧(電極法),溶氧飽和度,懸浮固體,葉綠素a,氨氮,硝酸鹽氮,正磷酸鹽,亞硝酸鹽氮,矽酸鹽,鎘,鉻,銅,鋅,鉛,汞,備註
,,,,,m,℃,℃,psu,,mg/L,mg/L,%,mg/L,μg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L
台北沿海海域(乙),八里污水廠外海二,乙,2013/8/7 下午 02:16:00,5131,1.0,31.7,30.1,33.3,8.1,--,5.9,92.6,13.0,--,--,--,--,--,--,<0.00001,--,0.0005,0.0089,<0.0001,<0.0003
台北沿海海域(乙),八里污水廠外海二,乙,2013/5/13 下午 01:39:00,5131,1.0,26.9,25.5,33.6,8.1,--,7.0,102.2,2.8,--,--,--,--,--,--,0.00001,--,0.0004,0.0075,0.0001,<0.0003
台北沿海海域(乙),八里污水廠外海二,乙,2013/2/4 下午 12:49:00,5131,1.0,27.2,17.8,32.7,8.1,--,7.9,100.4,5.6,0.8,0.06,0.19,0.069,0.014,0.779,0.00001,<0.001,0.0004,0.0034,<0.0001,<0.0003
台北沿海海域(乙),林口發電廠外海,乙,2013/11/7 上午 07:45:00,5132,1.0,23.8,23.4,32.8,8.0,--,6.2,92.9,18.1,--,--,--,--,--,--,0.00001,--,0.0008,0.0053,0.0001,<0.0003
台北沿海海域(乙),林口發電廠外海,乙,2013/8/8 上午 07:52:00,5132,1.0,30.5,29.8,33.5,8.1,--,6.0,93.7,6.4,--,--,--,--,--,--,<0.00001,--,0.0103,0.0031,<0.0001,<0.0003
台北沿海海域(乙),林口發電廠外海,乙,2013/5/14 上午 07:52:00,5132,1.0,25.6,24.3,32.9,8.0,--,6.4,93.1,4.8,--,--,--,--,--,--,<0.00001,--,0.0009,0.0067,<0.0001,<0.0003
台北沿海海域(乙),林口發電廠外海,乙,2013/2/26 上午 07:42:00,5132,1.0,16.1,17.2,33.1,8.1,--,7.7,96.1,9.8,0.9,0.04,0.15,0.067,0.012,0.757,<0.00001,<0.001,0.0007,0.0038,<0.0001,<0.0003
台北沿海海域(乙),深澳發電廠外海,乙,2013/11/6 上午 08:55:00,5133,1.0,26.0,22.3,31.8,8.2,--,6.8,93.5,5.0,--,--,--,--,--,--,0.00002,--,0.0005,0.0090,0.0001,<0.0003
台北沿海海域(乙),深澳發電廠外海,乙,2013/8/7 上午 09:11:00,5133,1.0,36.7,29.1,33.5,8.1,--,6.3,97.4,2.6,--,--,--,--,--,--,<0.00001,--,0.0003,0.0062,0.0004,<0.0003
台北沿海海域(乙),深澳發電廠外海,乙,2013/5/13 上午 08:59:00,5133,1.0,27.7,24.0,33.4,8.1,--,6.2,89.4,<2.0,--,--,--,--,--,--,0.00002,--,0.0009,0.0066,0.0001,<0.0003
台北沿海海域(乙),深澳發電廠外海,乙,2013/2/4 上午 08:45:00,5133,1.0,24.7,17.6,33.2,8.1,--,7.6,95.9,4.2,0.5,<0.01,0.13,0.044,0.002,0.712,<0.00001,<0.001,0.0006,0.0056,<0.0001,<0.0003
台北沿海海域(乙),淡水河口外4海浬處,乙,2013/11/6 下午 12:22:00,5134,1.0,26.1,23.4,33.6,8.0,--,6.8,95.4,15.9,--,--,--,--,--,--,0.00001,--,0.0003,0.0024,<0.0001,<0.0003
台北沿海海域(乙),淡水河口外4海浬處,乙,2013/8/7 下午 02:57:00,5134,1.0,31.3,30.1,33.6,8.1,--,6.5,102.3,3.6,--,--,--,--,--,--,<0.00001,--,0.0003,0.0022,<0.0001,<0.0003
台北沿海海域(乙),淡水河口外4海浬處,乙,2013/5/13 下午 02:07:00,5134,1.0,26.7,25.5,31.1,8.1,--,7.5,108.6,2.5,--,--,--,--,--,--,<0.00001,--,0.0004,0.0043,<0.0001,<0.0003
台北沿海海域(乙),淡水河口外4海浬處,乙,2013/2/4 下午 01:16:00,5134,1.0,27.2,17.7,32.7,8.1,--,7.8,98.1,4.9,0.8,0.11,0.19,0.071,0.017,0.923,0.00001,<0.001,0.0008,0.0046,<0.0001,<0.0003
台北沿海海域(乙),林口發電廠,乙,2013/11/7 上午 07:32:00,5135,1.0,23.8,23.3,32.9,8.0,--,6.7,94.1,17.3,--,--,--,--,--,--,0.00002,--,0.0004,0.0035,<0.0001,<0.0003
台北沿海海域(乙),林口發電廠,乙,2013/8/8 上午 07:30:00,5135,1.0,30.2,29.9,33.3,8.1,--,5.8,91.7,14.0,--,--,--,--,--,--,0.00003,--,0.0006,0.0068,<0.0001,<0.0003
台北沿海海域(乙),林口發電廠,乙,2013/5/14 上午 07:40:00,5135,1.0,25.3,24.5,32.9,8.1,--,6.3,92.8,3.4,--,--,--,--,--,--,<0.00001,--,0.0006,0.0088,<0.0001,<0.0003
台北沿海海域(乙),林口發電廠,乙,2013/2/26 上午 07:16:00,5135,1.0,16.9,17.2,33.1,8.1,--,7.6,95.1,8.4,0.7,0.05,0.16,0.069,0.011,0.779,<0.00001,<0.001,0.0005,0.0080,<0.0001,<0.0003
台北沿海海域(乙),深澳發電廠,乙,2013/11/6 上午 09:25:00,5136,1.0,26.3,22.3,23.5,8.1,--,7.3,85.6,4.2,--,--,--,--,--,--,0.00002,--,0.0004,0.0130,<0.0001,<0.0003
台北沿海海域(乙),深澳發電廠,乙,2013/8/7 上午 09:26:00,5136,1.0,35.2,29.0,33.5,8.1,--,6.1,94.1,2.8,--,--,--,--,--,--,<0.00001,--,0.0003,0.0054,0.0001,<0.0003
台北沿海海域(乙),深澳發電廠,乙,2013/5/13 上午 09:15:00,5136,1.0,27.6,24.0,33.5,8.1,--,6.4,92.1,<2.0,--,--,--,--,--,--,0.00001,--,0.0005,0.0059,0.0002,<0.0003
台北沿海海域(乙),深澳發電廠,乙,2013/2/4 上午 09:01:00,5136,1.0,24.7,17.7,33.1,8.1,--,7.7,97.7,4.4,0.5,<0.01,0.13,0.040,0.002,0.655,<0.00001,<0.001,0.0006,0.0025,<0.0001,<0.0003
桃園沿海海域,海湖電廠,乙,2013/11/7 上午 08:14:00,5137,1.0,23.6,23.5,32.9,8.0,--,6.7,93.4,25.8,--,--,--,--,--,--,0.00002,--,0.0005,0.0044,<0.0001,<0.0003
桃園沿海海域,海湖電廠,乙,2013/8/8 上午 08:23:00,5137,1.0,30.4,29.8,33.5,8.1,--,5.9,93.3,15.3,--,--,--,--,--,--,<0.00001,--,0.0005,0.0026,<0.0001,<0.0003
桃園沿海海域,海湖電廠,乙,2013/5/14 上午 08:20:00,5137,1.0,25.8,25.0,32.8,8.1,--,6.5,95.5,3.8,--,--,--,--,--,--,0.00001,--,0.0011,0.0057,<0.0001,<0.0003
桃園沿海海域,海湖電廠,乙,2013/2/28 下午 04:11:00,5137,1.0,18.0,17.5,31.3,8.0,--,7.8,98.1,37.3,0.9,0.46,0.34,0.147,0.039,1.41,<0.00001,<0.001,0.0039,0.0354,<0.0001,<0.0003
桃園沿海海域,新南崁溪口,乙,2013/11/7 上午 08:26:00,5138,1.0,23.6,23.5,32.9,8.1,--,6.7,93.6,39.8,--,--,--,--,--,--,0.00001,--,0.0008,0.0031,<0.0001,<0.0003
桃園沿海海域,新南崁溪口,乙,2013/8/8 上午 08:40:00,5138,1.0,30.6,29.9,33.4,8.0,--,5.8,91.2,16.1,--,--,--,--,--,--,<0.00001,--,0.0004,0.0027,<0.0001,<0.0003
桃園沿海海域,新南崁溪口,乙,2013/5/14 上午 08:37:00,5138,1.0,26.0,25.1,32.7,8.1,--,6.5,94.3,19.8,--,--,--,--,--,--,0.00001,--,0.0011,0.0061,<0.0001,<0.0003
桃園沿海海域,新南崁溪口,乙,2013/2/28 下午 03:50:00,5138,1.0,17.8,18.0,22.1,8.0,--,7.9,82.4,54.0,1.5,1.26,0.66,0.182,0.080,2.73,<0.00001,<0.001,0.0105,0.2590,<0.0001,<0.0003
桃園沿海海域,沙崙中油卸油設施一,乙,2013/11/7 上午 08:50:00,5139,1.0,23.5,23.2,33.1,8.0,--,6.7,92.7,38.2,--,--,--,--,--,--,0.00001,--,0.0006,0.0031,<0.0001,<0.0003
桃園沿海海域,沙崙中油卸油設施一,乙,2013/8/8 上午 08:59:00,5139,1.0,31.0,29.8,33.6,7.9,--,6.0,94.1,12.7,--,--,--,--,--,--,<0.00001,--,0.0004,0.0024,<0.0001,<0.0003
桃園沿海海域,沙崙中油卸油設施一,乙,2013/5/14 上午 08:52:00,5139,1.0,26.5,26.0,31.7,7.9,--,6.5,95.1,3.8,--,--,--,--,--,--,0.00001,--,0.0007,0.0306,<0.0001,<0.0003
桃園沿海海域,沙崙中油卸油設施一,乙,2013/2/28 下午 03:22:00,5139,1.0,17.6,17.2,33.2,8.2,--,7.9,101.4,9.7,0.8,<0.01,0.15,0.058,0.013,0.699,<0.00001,<0.001,0.0007,0.0042,0.0002,<0.0003
桃園沿海海域,沙崙中油卸油設施二,乙,2013/11/7 上午 09:07:00,5140,1.0,23.6,23.2,33.3,8.1,--,6.6,92.2,36.6,--,--,--,--,--,--,0.00001,--,0.0007,0.0032,<0.0001,<0.0003
桃園沿海海域,沙崙中油卸油設施二,乙,2013/8/8 上午 09:15:00,5140,1.0,31.2,29.8,33.6,7.9,--,6.0,94.2,11.6,--,--,--,--,--,--,<0.00001,--,0.0004,0.0026,<0.0001,<0.0003
桃園沿海海域,沙崙中油卸油設施二,乙,2013/5/14 上午 09:05:00,5140,1.0,26.7,25.9,31.7,8.0,--,6.4,93.4,3.3,--,--,--,--,--,--,0.00002,--,0.0006,0.0482,<0.0001,<0.0003
桃園沿海海域,沙崙中油卸油設施二,乙,2013/2/28 下午 03:02:00,5140,1.0,18.1,17.2,33.4,8.1,--,7.9,100.3,8.8,0.8,<0.01,0.17,0.059,0.013,0.693,<0.00001,<0.001,0.0004,0.0024,<0.0001,<0.0003
桃園沿海海域,觀音溪口,乙,2013/11/7 上午 09:29:00,5141,1.0,23.6,23.1,32.4,8.1,--,6.8,93.9,38.9,--,--,--,--,--,--,0.00002,--,0.0015,0.0041,<0.0001,<0.0003
桃園沿海海域,觀音溪口,乙,2013/8/8 上午 10:05:00,5141,1.0,31.4,30.2,33.5,8.0,--,6.2,97.6,5.0,--,--,--,--,--,--,0.00001,--,0.0005,0.0029,0.0001,<0.0003
桃園沿海海域,觀音溪口,乙,2013/5/14 上午 10:02:00,5141,1.0,26.8,26.4,33.6,8.0,--,6.3,93.0,3.0,--,--,--,--,--,--,<0.00001,--,0.0006,0.0050,<0.0001,<0.0003
桃園沿海海域,觀音溪口,乙,2013/2/28 下午 01:59:00,5141,1.0,18.5,17.4,33.1,8.1,--,7.7,97.2,28.7,0.6,0.05,0.20,0.064,0.016,0.728,<0.00001,<0.001,0.0009,0.0039,<0.0001,<0.0003
新竹香山沿海海域,頭前溪口南側,乙,2013/10/29 下午 02:13:00,5142,1,29.4,23.5,34.0,8.1,--,7.1,100.3,12.4,--,--,--,--,--,--,0.00004,--,0.0004,0.0021,0.0004,<0.0003
新竹香山沿海海域,頭前溪口南側,乙,2013/8/13 下午 12:26:00,5142,1,30.2,30.6,34.0,8.2,--,6.5,105.1,5.3,--,--,--,--,--,--,0.00002,--,0.0003,0.0012,0.0001,<0.0003
新竹香山沿海海域,頭前溪口南側,乙,2013/5/16 上午 11:30:00,5142,1,26.4,26.5,33.1,8.2,--,7.1,101.4,8.8,--,--,--,--,--,--,0.00002,--,0.0002,0.0006,0.0001,<0.0003
新竹香山沿海海域,頭前溪口南側,乙,2013/2/26 上午 09:43:00,5142,1,17.0,16.9,33.4,8.1,--,8.2,101.8,4.8,0.2,0.01,0.16,0.058,0.013,0.654,0.00004,<0.001,0.0005,0.0008,<0.0001,<0.0003
新竹香山沿海海域,鳳山溪北側,乙,2013/10/29 下午 02:28:00,5143,1,29.6,23.5,34.3,8.1,--,7.1,100.9,10.5,--,--,--,--,--,--,0.00003,--,0.0004,0.0003,0.0001,<0.0003
新竹香山沿海海域,鳳山溪北側,乙,2013/8/13 下午 12:33:00,5143,1,30.4,30.4,34.1,8.2,--,6.4,103.6,4.6,--,--,--,--,--,--,0.00001,--,0.0003,0.0010,0.0002,<0.0003
新竹香山沿海海域,鳳山溪北側,乙,2013/5/16 上午 11:38:00,5143,1,26.3,26.4,33.2,8.2,--,7.0,99.2,5.7,--,--,--,--,--,--,0.00002,--,0.0002,0.0007,0.0001,<0.0003
新竹香山沿海海域,鳳山溪北側,乙,2013/2/26 上午 09:55:00,5143,1,17.1,16.9,33.4,8.1,--,8.2,103.0,4.0,0.2,0.01,0.15,0.058,0.013,0.640,0.00004,<0.001,0.0004,0.0006,<0.0001,<0.0003
新竹香山沿海海域,客雅溪河口外4海浬處,乙,2013/10/29 下午 01:38:00,5144,1,29.8,24.1,34.7,8.1,--,7.0,100.2,2.8,--,--,--,--,--,--,0.00003,--,0.0004,0.0005,0.0002,<0.0003
新竹香山沿海海域,客雅溪河口外4海浬處,乙,2013/8/13 下午 12:00:00,5144,1,30.6,30.8,33.9,8.2,--,6.4,102.9,4.0,--,--,--,--,--,--,0.00002,--,0.0003,0.0015,0.0002,<0.0003
新竹香山沿海海域,客雅溪河口外4海浬處,乙,2013/5/16 上午 11:05:00,5144,1,26.6,26.5,32.9,8.3,--,7.4,111.5,5.4,--,--,--,--,--,--,0.00006,--,0.0001,0.0003,<0.0001,<0.0003
新竹香山沿海海域,客雅溪河口外4海浬處,乙,2013/2/26 上午 09:10:00,5144,1,17.2,17.0,33.7,8.1,--,7.6,97.0,4.2,0.5,0.01,0.14,0.049,0.010,0.654,0.00003,<0.001,0.0003,0.0008,<0.0001,<0.0003
新竹香山沿海海域,紅毛港外,乙,2013/10/29 下午 03:00:00,5145,1,29.2,23.0,34.2,8.1,--,7.1,99.4,43.7,--,--,--,--,--,--,0.00003,--,0.0009,0.0023,0.0004,<0.0003
新竹香山沿海海域,紅毛港外,乙,2013/8/13 下午 12:49:00,5145,1,30.3,30.4,34.2,8.2,--,6.4,103.0,4.8,--,--,--,--,--,--,0.00002,--,0.0003,0.0020,0.0002,<0.0003
新竹香山沿海海域,紅毛港外,乙,2013/5/16 上午 11:56:00,5145,1,26.5,26.4,32.3,8.2,--,6.9,98.3,6.4,--,--,--,--,--,--,0.00002,--,0.0002,0.0005,<0.0001,<0.0003
新竹香山沿海海域,紅毛港外,乙,2013/2/26 上午 10:15:00,5145,1,17.4,17.6,33.5,8.1,--,7.7,98.3,6.5,0.3,0.02,0.18,0.068,0.020,0.692,0.00004,<0.001,0.0007,0.0013,<0.0001,<0.0003
宜蘭蘇澳沿海海域    ,龜山島,甲,2013/10/31 上午 09:40:00,5146,1.0,25.6,24.2,33.7,8.2,--,7.2,102.2,2.2,--,--,--,--,--,--,<0.00001,--,0.0002,0.0046,0.0002,<0.0003
宜蘭蘇澳沿海海域    ,龜山島,甲,2013/8/23 上午 11:50:00,5146,1.0,28.0,27.6,34.7,8.1,--,7.0,108.6,7.5,--,--,--,--,--,--,0.00001,--,0.0009,0.0141,0.0004,<0.0003
宜蘭蘇澳沿海海域    ,龜山島,甲,2013/5/9 上午 09:55:00,5146,1.0,27.2,22.4,33.8,8.1,--,7.0,97.4,6.4,--,--,--,--,--,--,0.00001,--,0.0005,0.0097,<0.0001,<0.0003
宜蘭蘇澳沿海海域    ,龜山島,甲,2013/2/6 上午 10:10:00,5146,1.0,17.0,22.1,34.1,8.1,--,6.8,94.2,4.2,0.9,<0.01,0.08,0.040,<0.001,0.295,<0.00001,<0.001,0.0002,0.0040,0.0002,<0.0003
宜蘭蘇澳沿海海域    ,得子口溪口,甲,2013/10/31 上午 10:22:00,5147,1.0,25.8,24.0,31.9,8.2,--,7.0,98.1,2.8,--,--,--,--,--,--,<0.00001,--,0.0003,0.0075,0.0001,<0.0003
宜蘭蘇澳沿海海域    ,得子口溪口,甲,2013/8/23 下午 12:10:00,5147,1.0,28.4,27.6,31.3,8.1,--,7.2,110.1,12.4,--,--,--,--,--,--,0.00002,--,0.0011,0.0151,0.0002,<0.0003
宜蘭蘇澳沿海海域    ,得子口溪口,甲,2013/5/9 上午 10:35:00,5147,1.0,27.0,22.0,24.7,8.0,--,7.3,96.5,8.4,--,--,--,--,--,--,<0.00001,--,0.0004,0.0067,<0.0001,<0.0003
宜蘭蘇澳沿海海域    ,得子口溪口,甲,2013/2/6 上午 10:50:00,5147,1.0,16.5,21.0,33.7,8.1,--,6.9,93.2,4.1,1.1,<0.01,0.06,0.044,0.002,0.482,<0.00001,<0.001,0.0003,0.0038,0.0001,<0.0003
宜蘭蘇澳沿海海域    ,蘭陽溪口,甲,2013/10/31 上午 08:45:00,5148,1.0,21.2,24.6,33.5,8.2,--,7.0,99.6,7.2,--,--,--,--,--,--,<0.00001,--,<0.0001,0.0023,<0.0001,<0.0003
宜蘭蘇澳沿海海域    ,蘭陽溪口,甲,2013/8/23 上午 10:50:00,5148,1.0,27.5,27.0,33.1,8.1,--,6.2,93.6,57.2,--,--,--,--,--,--,0.00002,--,0.0009,0.0125,0.0002,<0.0003
宜蘭蘇澳沿海海域    ,蘭陽溪口,甲,2013/5/9 上午 09:00:00,5148,1.0,26.5,21.9,33.7,8.1,--,6.6,91.5,12.0,--,--,--,--,--,--,0.00001,--,0.0005,0.0075,<0.0001,<0.0003
宜蘭蘇澳沿海海域    ,蘭陽溪口,甲,2013/2/6 上午 09:10:00,5148,1.0,18.0,20.6,33.1,8.1,--,7.0,93.4,9.2,0.8,0.01,0.10,0.047,0.003,0.569,0.00001,<0.001,0.0002,0.0030,0.0001,<0.0003
宜蘭蘇澳沿海海域    ,新城溪口,甲,2013/10/31 上午 08:05:00,5149,1.0,22.0,24.2,33.4,8.0,--,6.9,97.7,8.6,--,--,--,--,--,--,0.00001,--,0.0002,0.0038,0.0002,<0.0003
宜蘭蘇澳沿海海域    ,新城溪口,甲,2013/8/23 上午 10:20:00,5149,1.0,27.2,26.7,34.1,7.6,--,6.0,91.3,7.2,--,--,--,--,--,--,0.00001,--,0.0010,0.0118,0.0002,<0.0003
宜蘭蘇澳沿海海域    ,新城溪口,甲,2013/5/9 上午 08:20:00,5149,1.0,26.2,21.9,33.9,8.0,--,6.5,90.2,5.6,--,--,--,--,--,--,0.00001,--,0.0005,0.0074,0.0001,<0.0003
宜蘭蘇澳沿海海域    ,新城溪口,甲,2013/2/6 上午 08:23:00,5149,1.0,18.0,20.4,32.5,8.0,--,7.2,95.5,5.8,1.0,0.04,0.16,0.055,0.011,0.653,0.00001,<0.001,0.0003,0.0059,<0.0001,<0.0003
宜蘭蘇澳沿海海域    ,蘇澳港,甲,2013/10/31 上午 07:40:00,5150,1.0,21.8,24.5,32.9,8.2,--,6.8,97.6,6.8,--,--,--,--,--,--,0.00001,--,0.0004,0.0100,0.0007,<0.0003
宜蘭蘇澳沿海海域    ,蘇澳港,甲,2013/8/23 上午 09:40:00,5150,1.0,26.5,26.9,33.3,7.5,--,5.8,87.9,6.2,--,--,--,--,--,--,0.00002,--,0.0019,0.0796,0.0004,<0.0003
宜蘭蘇澳沿海海域    ,蘇澳港,甲,2013/5/9 上午 07:50:00,5150,1.0,26.0,22.8,33.5,8.1,--,6.7,94.2,<2.0,--,--,--,--,--,--,0.00001,--,0.0006,0.0075,<0.0001,<0.0003
