採樣分區,測站名稱,水體分類等級,採樣日期,測站編號,水溫,酸鹼值,濁度,氣溫,溶氧(電極法),氨氮,硝酸鹽氮,亞硝酸鹽氮,鹽度,矽酸鹽,溶氧(滴定法),溶氧飽和度,正磷酸鹽,大腸桿菌群,腸球菌群,備註
,,,,,℃,,NTU,℃,mg/L,mg/L,mg/L,mg/L,psu,mg/L,mg/L,%,mg/L,CFU/100mL,MPN/100mL
福隆海水浴場,福隆海水浴場右,乙,2008/9/1 上午 09:35:00,6013,26.5,8.2,4.8,27.7,6.8,0.03,0.04,<0.001,31.4,0.344,6.5,102.8,0.048,40,<10
旗津海水浴場,旗津海水浴場中,乙,2008/9/1 上午 09:27:00,6082,29.5,8.2,18.0,29.4,6.1,<0.01,0.02,0.001,34.7,0.439,6.1,97.1,0.021,15,10
福隆海水浴場,福隆海水浴場中,乙,2008/9/1 上午 09:17:00,6012,26.4,8.2,5.5,27.7,6.8,0.03,0.10,<0.001,31.2,0.376,6.4,102.6,0.041,45,<10
旗津海水浴場,旗津海水浴場左,乙,2008/9/1 上午 09:17:00,6081,29.0,8.2,18.0,29.4,6.1,<0.01,0.02,0.001,34.7,0.478,6.1,96.3,0.018,20,20
福隆海水浴場,福隆海水浴場左,乙,2008/9/1 上午 08:55:00,6011,26.3,8.2,2.3,27.6,6.7,0.03,0.02,<0.001,31.3,0.303,6.4,102.1,0.021,15,<10
大安海水浴場,大安海水浴場右,乙,2008/9/1 上午 08:55:00,6053,28.9,8.1,50,31.5,7.0,0.03,0.36,0.022,26.0,2.89,6.7,104.5,<0.003,3700,110
大安海水浴場,大安海水浴場中,乙,2008/9/1 上午 08:50:00,6052,28.9,8.1,65,31.5,6.9,0.02,0.30,0.019,27.0,2.60,6.8,104.8,0.006,2900,780
大安海水浴場,大安海水浴場左,乙,2008/9/1 上午 08:40:00,6051,28.7,8.1,50,31.5,7.1,0.03,0.31,0.021,26.2,2.66,6.8,106.8,0.006,2700,250
馬沙溝海水浴場,馬沙溝海水浴場右,甲,2008/9/1 上午 06:55:00,6063,28.2,8.2,3.3,30.1,6.6,<0.01,0.01,<0.001,33.2,0.246,6.5,102.3,0.037,<10,<10
馬沙溝海水浴場,馬沙溝海水浴場中,甲,2008/9/1 上午 06:43:00,6062,28.3,8.2,3.7,30.1,6.6,<0.01,0.03,0.001,33.2,0.268,6.5,102.2,0.043,<10,<10
馬沙溝海水浴場,馬沙溝海水浴場左,甲,2008/9/1 上午 06:30:00,6061,28.4,8.2,3.3,30.1,6.6,<0.01,0.01,0.001,33.2,0.256,6.6,102.4,0.035,10,<10
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域右,甲,2008/9/1 上午 06:20:00,6093,27.4,8.2,1.1,25.6,6.1,<0.01,0.02,0.001,34.8,0.252,6.1,94.1,0.015,<10,<10
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域中,甲,2008/9/1 上午 06:10:00,6092,27.3,8.2,1.1,25.6,6.1,<0.01,0.02,<0.001,34.8,0.203,6.1,94.0,0.014,<10,<10
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域左,甲,2008/9/1 上午 06:00:00,6091,27.3,8.2,1.3,25.6,6.1,<0.01,0.03,<0.001,34.8,0.166,6.1,93.4,0.018,<10,<10
杉原海水浴場,杉原海水浴場右,甲,2008/8/31 下午 04:55:00,6103,31.6,8.1,5.3,32.5,6.7,0.01,0.03,0.001,34.9,0.566,6.7,90.5,0.025,<10,<10
西子灣海水浴場,西子灣海水浴場右,乙,2008/8/31 下午 04:54:00,6113,30.6,8.2,14.0,30.4,6.5,0.06,0.04,0.006,32.6,0.445,6.2,103.6,0.028,190,20
杉原海水浴場,杉原海水浴場中,甲,2008/8/31 下午 04:45:00,6102,31.3,8.1,5.6,32.5,6.6,<0.01,0.04,<0.001,34.9,0.586,6.6,90.3,0.015,<10,10
西子灣海水浴場,西子灣海水浴場中,乙,2008/8/31 下午 04:42:00,6112,30.8,8.2,15.0,30.4,6.5,0.06,0.05,0.006,32.6,0.467,6.3,104.2,0.036,150,31
杉原海水浴場,杉原海水浴場左,甲,2008/8/31 下午 04:35:00,6101,31.4,8.2,6.1,32.5,6.6,0.02,0.04,0.001,34.9,0.559,6.6,90.1,0.029,<10,<10
西子灣海水浴場,西子灣海水浴場左,乙,2008/8/31 下午 04:30:00,6111,30.6,8.2,14.0,30.4,6.5,0.06,0.05,0.006,32.6,0.463,6.3,104.1,0.036,210,42
新金山海水浴場,新金山海水浴場右,乙,2008/8/18 下午 12:01:00,6023,29.7,8.0,2.1,32.7,6.1,0.03,0.03,0.001,30.7,0.921,6.0,95.7,0.015,<10,<10
崎頂海水浴場,崎頂海水浴場右,乙,2008/8/18 上午 11:50:00,6033,31.0,8.3,15,34.1,6.4,0.03,0.05,0.012,31.3,0.084,6.5,102.6,0.159,10,<10
崎頂海水浴場,崎頂海水浴場中,乙,2008/8/18 上午 11:45:00,6032,31.0,8.3,16,34.1,6.3,0.02,0.03,0.010,31.3,0.053,6.5,101.2,0.141,25,10
新金山海水浴場,新金山海水浴場中,乙,2008/8/18 上午 11:43:00,6022,30.2,8.0,4.8,32.5,6.1,<0.01,0.03,0.001,30.8,1.14,6.1,97.1,0.019,10,10
崎頂海水浴場,崎頂海水浴場左,乙,2008/8/18 上午 11:40:00,6031,31.0,8.2,13,34.1,6.5,0.02,0.03,0.010,31.1,0.074,6.6,103.8,0.136,<10,<10
新金山海水浴場,新金山海水浴場左,乙,2008/8/18 上午 11:25:00,6021,29.6,8.0,7.7,31.9,6.7,0.01,0.02,0.001,31.1,1.10,6.5,103.1,0.021,15,<10
通霄海水浴場,通霄海水浴場右,乙,2008/8/18 上午 10:10:00,6043,29.4,8.3,2.7,33.3,7.1,0.03,<0.01,0.001,31.5,0.173,7.2,111.5,0.007,<10,20
通霄海水浴場,通霄海水浴場中,乙,2008/8/18 上午 10:05:00,6042,29.9,8.3,2.4,33.3,7.1,0.03,<0.01,0.001,31.5,0.123,7.1,110.3,0.010,850,<10
通霄海水浴場,通霄海水浴場左,乙,2008/8/18 上午 10:00:00,6041,29.7,8.2,2.4,33.3,7.2,0.02,<0.01,0.001,31.5,0.123,7.2,112.8,0.008,<10,31
福隆海水浴場,福隆海水浴場右,乙,2008/8/18 上午 09:34:00,6013,28.7,8.1,4.9,31.1,6.4,<0.01,<0.01,<0.001,30.9,0.570,6.4,98.0,0.017,190,<10
旗津海水浴場,旗津海水浴場右,乙,2008/8/18 上午 09:25:00,6083,29.5,7.7,10.0,31.6,6.4,<0.01,0.06,0.006,30.8,0.820,6.4,99.2,0.052,35,10
福隆海水浴場,福隆海水浴場中,乙,2008/8/18 上午 09:19:00,6012,28.8,8.1,8.3,31.3,6.5,<0.01,<0.01,<0.001,31.3,0.430,6.5,98.1,0.023,95,<10
旗津海水浴場,旗津海水浴場中,乙,2008/8/18 上午 09:15:00,6082,29.5,7.7,15.0,31.6,6.4,<0.01,0.06,0.006,30.8,0.786,6.4,99.5,0.054,20,20
旗津海水浴場,旗津海水浴場左,乙,2008/8/18 上午 09:05:00,6081,29.5,7.8,14.0,31.6,6.5,<0.01,0.06,0.006,30.7,0.756,6.4,99.4,0.047,35,<10
福隆海水浴場,福隆海水浴場左,乙,2008/8/18 上午 08:55:00,6011,28.6,8.1,11.0,31.0,6.5,0.02,0.02,<0.001,31.2,0.347,6.5,99.6,0.023,15,10
大安海水浴場,大安海水浴場右,乙,2008/8/18 上午 08:50:00,6053,29.4,8.3,24,32.6,7.2,0.43,0.52,0.047,22.7,4.74,7.3,107.2,0.116,11000,180
大安海水浴場,大安海水浴場中,乙,2008/8/18 上午 08:45:00,6052,29.5,8.2,45,32.6,6.9,0.40,0.53,0.052,21.8,5.32,6.9,102.4,0.098,16000,320
大安海水浴場,大安海水浴場左,乙,2008/8/18 上午 08:40:00,6051,29.6,8.2,40,32.6,6.8,0.43,0.55,0.056,20.8,5.87,7.0,101.3,0.113,17000,270
馬沙溝海水浴場,馬沙溝海水浴場右,甲,2008/8/18 上午 06:53:00,6063,29.0,8.2,1.9,28.5,6.4,<0.01,<0.01,0.002,33.1,0.227,6.3,99.5,0.025,10,<10
馬沙溝海水浴場,馬沙溝海水浴場中,甲,2008/8/18 上午 06:35:00,6062,28.8,8.2,4.5,28.5,6.3,<0.01,<0.01,0.002,33.1,0.168,6.2,97.8,0.023,<10,<10
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域右,甲,2008/8/18 上午 06:25:00,6093,28.4,8.1,9.4,28.9,6.4,0.02,0.02,0.004,32.7,0.342,6.3,98.5,0.039,70,<10
馬沙溝海水浴場,馬沙溝海水浴場左,甲,2008/8/18 上午 06:20:00,6061,28.8,8.2,4.0,28.5,6.3,<0.01,0.02,0.002,33.2,0.235,6.2,97.3,0.028,<10,<10
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域中,甲,2008/8/18 上午 06:15:00,6092,28.4,8.0,7.7,28.9,6.4,0.02,0.03,0.004,32.7,0.395,6.4,98.7,0.036,70,20
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域左,甲,2008/8/18 上午 06:05:00,6091,28.3,8.0,9.5,28.9,6.4,0.03,0.03,0.003,32.7,0.377,6.3,98.9,0.032,50,10
杉原海水浴場,杉原海水浴場右,甲,2008/8/17 下午 04:50:00,6103,29.4,7.4,2.8,31.9,6.6,0.02,0.03,0.001,32.5,0.385,6.5,102.3,0.018,<10,<10
西子灣海水浴場,西子灣海水浴場右,乙,2008/8/17 下午 04:50:00,6113,31.2,8.3,5.9,31.3,6.6,<0.01,0.01,0.002,32.6,0.169,6.5,106.4,0.025,120,31
杉原海水浴場,杉原海水浴場中,甲,2008/8/17 下午 04:40:00,6102,29.5,7.4,3.0,31.9,6.6,0.01,0.04,0.002,32.5,0.343,6.6,102.2,0.022,10,<10
西子灣海水浴場,西子灣海水浴場中,乙,2008/8/17 下午 04:37:00,6112,31.4,8.3,5.3,31.3,7.1,<0.01,0.03,0.002,32.7,0.172,7.0,114.4,0.017,25,<10
杉原海水浴場,杉原海水浴場左,甲,2008/8/17 下午 04:30:00,6101,29.5,7.4,2.0,31.9,6.6,<0.01,0.03,0.002,32.6,0.395,6.5,102.5,0.025,<10,<10
西子灣海水浴場,西子灣海水浴場左,乙,2008/8/17 下午 04:25:00,6111,31.5,8.3,4.7,31.3,6.9,<0.01,0.02,0.002,32.7,0.161,6.8,112.0,0.020,15,20
崎頂海水浴場,崎頂海水浴場右,乙,2008/8/4 下午 12:20:00,6033,31.1,8.2,8.6,31.2,6.3,0.01,0.06,0.007,31.0,0.568,6.3,102.2,0.076,20,20
新金山海水浴場,新金山海水浴場右,乙,2008/8/4 下午 12:10:00,6023,28.4,8.1,1.9,35.2,6.4,0.03,0.06,0.003,32.4,0.966,6.4,98.1,0.005,<10,<10
崎頂海水浴場,崎頂海水浴場中,乙,2008/8/4 下午 12:10:00,6032,31.0,8.2,9.9,31.2,6.3,0.01,0.06,0.007,31.0,0.601,6.2,101.2,0.079,30,<10
崎頂海水浴場,崎頂海水浴場左,乙,2008/8/4 下午 12:00:00,6031,31.0,8.1,8.6,31.2,6.3,0.01,0.06,0.007,30.9,0.600,6.2,100.5,0.070,20,20
新金山海水浴場,新金山海水浴場中,乙,2008/8/4 上午 11:55:00,6022,28.4,8.0,2.1,35.1,6.3,0.02,0.20,0.006,32.6,0.947,6.3,97.8,<0.003,<10,<10
新金山海水浴場,新金山海水浴場左,乙,2008/8/4 上午 11:40:00,6021,28.6,8.0,4.7,35.1,6.3,0.03,0.07,0.013,33.0,1.12,6.3,97.9,0.008,<10,20
通霄海水浴場,通霄海水浴場右,乙,2008/8/4 上午 10:30:00,6043,30.0,8.2,13,30.8,7.1,<0.01,0.02,0.004,31.6,0.480,7.1,111.6,0.016,35,64
通霄海水浴場,通霄海水浴場中,乙,2008/8/4 上午 10:15:00,6042,28.8,8.2,1.4,30.8,7.2,<0.01,0.03,0.004,31.8,0.389,7.1,112.7,0.015,<10,<10
通霄海水浴場,通霄海水浴場左,乙,2008/8/4 上午 10:00:00,6041,28.9,8.1,1.5,30.8,6.7,0.01,0.04,0.004,31.7,0.404,6.8,105.5,0.015,25,42
福隆海水浴場,福隆海水浴場右,乙,2008/8/4 上午 09:32:00,6013,27.1,8.1,8.8,33.1,7.0,0.04,0.15,0.019,29.8,1.32,6.8,104.8,0.052,3600,31
旗津海水浴場,旗津海水浴場右,乙,2008/8/4 上午 09:24:00,6083,27.5,8.2,22.0,31.1,6.6,0.03,0.07,0.004,32.5,0.762,6.6,99.4,0.026,40,110
福隆海水浴場,福隆海水浴場中,乙,2008/8/4 上午 09:15:00,6012,26.9,8.1,12.0,33.2,7.0,0.04,0.34,0.034,30.4,1.15,6.7,102.5,0.031,3800,140
旗津海水浴場,旗津海水浴場中,乙,2008/8/4 上午 09:11:00,6082,27.4,8.2,23.0,31.1,6.5,0.03,0.07,0.008,32.4,0.693,6.5,98.7,0.027,40,64
大安海水浴場,大安海水浴場右,乙,2008/8/4 上午 09:10:00,6053,31.1,8.4,95,30.7,6.2,0.05,0.03,0.006,26.9,2.64,6.2,96.8,0.036,1200,75
旗津海水浴場,旗津海水浴場左,乙,2008/8/4 上午 09:00:00,6081,27.4,8.2,22.0,31.1,6.5,0.03,0.07,0.005,32.4,0.805,6.6,99.0,0.028,15,75
福隆海水浴場,福隆海水浴場左,乙,2008/8/4 上午 08:55:00,6011,28.6,8.1,15.0,33.2,7.4,0.08,0.14,0.010,30.8,1.08,7.4,108.6,0.020,4500,87
大安海水浴場,大安海水浴場中,乙,2008/8/4 上午 08:55:00,6052,31.1,8.3,60,30.7,6.1,0.06,0.04,0.006,27.0,2.66,6.1,95.2,0.026,1400,210
大安海水浴場,大安海水浴場左,乙,2008/8/4 上午 08:40:00,6051,30.6,8.2,34,30.7,5.9,0.02,0.04,0.006,27.5,2.50,6.0,92.0,0.030,1500,75
馬沙溝海水浴場,馬沙溝海水浴場右,甲,2008/8/4 上午 07:05:00,6063,27.4,8.1,13.0,28.2,6.4,0.03,0.05,0.004,32.2,0.494,6.0,97.3,0.119,<10,10
馬沙溝海水浴場,馬沙溝海水浴場中,甲,2008/8/4 上午 06:52:00,6062,27.6,8.1,12.0,28.2,6.4,0.03,0.05,0.005,32.1,0.534,6.1,98.1,0.095,<10,<10
馬沙溝海水浴場,馬沙溝海水浴場左,甲,2008/8/4 上午 06:40:00,6061,27.6,8.1,14.0,28.2,6.5,0.03,0.05,0.005,32.1,0.523,6.2,98.5,0.119,95,10
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域右,甲,2008/8/4 上午 06:26:00,6093,26.4,8.2,1.4,27.3,6.6,0.01,0.03,0.003,33.8,0.309,6.6,98.5,0.014,20,<10
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域中,甲,2008/8/4 上午 06:12:00,6092,26.3,8.2,2.4,27.3,6.6,0.02,0.04,<0.001,33.7,0.274,6.6,98.7,0.028,55,10
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域左,甲,2008/8/4 上午 06:00:00,6091,26.3,8.2,1.7,27.3,6.5,0.01,0.03,<0.001,33.8,0.267,6.5,98.4,0.011,10,<10
西子灣海水浴場,西子灣海水浴場左,乙,2008/8/3 下午 05:06:00,6111,28.7,8.1,31.0,31.5,6.7,0.08,0.18,0.009,28.7,1.10,6.5,102.5,0.094,550,75
杉原海水浴場,杉原海水浴場右,甲,2008/8/3 下午 04:58:00,6103,29.9,8.2,2.8,31.7,6.2,<0.01,0.06,0.002,33.6,0.444,6.3,99.2,0.026,65,210
西子灣海水浴場,西子灣海水浴場中,乙,2008/8/3 下午 04:58:00,6112,29.0,8.1,31.0,31.5,6.7,0.09,0.19,0.010,29.0,1.47,6.5,102.1,0.101,360,20
西子灣海水浴場,西子灣海水浴場右,乙,2008/8/3 下午 04:45:00,6113,28.8,8.1,9.5,31.5,6.7,0.07,0.16,0.008,28.7,1.43,6.4,102.3,0.050,130,20
杉原海水浴場,杉原海水浴場中,甲,2008/8/3 下午 04:43:00,6102,30.0,8.2,2.7,31.7,6.2,<0.01,0.04,0.001,33.7,0.472,6.3,99.8,0.015,65,140
杉原海水浴場,杉原海水浴場左,甲,2008/8/3 下午 04:30:00,6101,29.9,8.2,2.7,31.7,6.2,0.01,0.04,<0.001,33.7,0.475,6.2,99.0,0.014,35,220
新金山海水浴場,新金山海水浴場右,乙,2008/7/14 下午 12:05:00,6023,30.7,8.1,2.5,33.1,7.1,0.03,0.11,0.008,26.6,5.64,7.1,117.9,<0.003,10,10
崎頂海水浴場,崎頂海水浴場右,乙,2008/7/14 下午 12:00:00,6033,31.1,8.4,3.2,32.3,6.6,0.01,0.01,0.003,32.2,0.118,6.7,106.9,0.038,<10,<10
崎頂海水浴場,崎頂海水浴場中,乙,2008/7/14 上午 11:55:00,6032,31.1,8.3,4.5,32.3,6.7,0.03,<0.01,0.002,32.2,0.104,6.7,108.2,0.050,<10,<10
崎頂海水浴場,崎頂海水浴場左,乙,2008/7/14 上午 11:50:00,6031,31.0,8.3,3.9,32.3,6.9,0.01,0.01,0.003,32.1,0.094,6.8,110.9,0.061,<10,<10
新金山海水浴場,新金山海水浴場中,乙,2008/7/14 上午 11:48:00,6022,30.1,8.1,2.6,32.5,7.2,0.07,0.06,0.005,26.8,5.94,7.2,115.1,<0.003,<10,<10
新金山海水浴場,新金山海水浴場左,乙,2008/7/14 上午 11:28:00,6021,29.9,8.1,1.5,31.8,6.9,0.02,0.02,0.001,29.0,3.07,7.0,109.2,0.005,<10,<10
通霄海水浴場,通霄海水浴場右,乙,2008/7/14 上午 09:55:00,6043,30.6,8.4,5.1,31.5,6.6,0.01,<0.01,<0.001,31.5,0.259,6.6,104.9,0.015,<10,<10
通霄海水浴場,通霄海水浴場中,乙,2008/7/14 上午 09:50:00,6042,30.7,8.4,2.9,31.5,6.5,0.02,<0.01,<0.001,31.5,0.257,6.6,103.4,0.015,<10,<10
通霄海水浴場,通霄海水浴場左,乙,2008/7/14 上午 09:45:00,6041,30.1,8.4,2.7,31.5,6.6,0.02,<0.01,<0.001,31.7,0.199,6.7,105.3,0.022,<10,<10
福隆海水浴場,福隆海水浴場右,乙,2008/7/14 上午 09:40:00,6013,29.7,8.2,5.4,30.1,6.3,0.02,<0.01,<0.001,28.9,0.730,6.5,97.6,0.064,50,<10
旗津海水浴場,旗津海水浴場右,乙,2008/7/14 上午 09:36:00,6083,30.2,8.1,10.0,32.1,6.3,<0.01,0.01,<0.001,33.0,0.156,6.1,98.9,0.024,10,<10
福隆海水浴場,福隆海水浴場中,乙,2008/7/14 上午 09:18:00,6012,29.1,8.2,4.5,29.4,6.5,0.03,0.09,0.002,30.1,0.537,6.6,100.5,0.036,55,<10
旗津海水浴場,旗津海水浴場中,乙,2008/7/14 上午 09:15:00,6082,30.2,8.1,10.0,32.1,6.2,<0.01,0.01,<0.001,33.1,0.112,6.1,98.9,0.022,30,<10
旗津海水浴場,旗津海水浴場左,乙,2008/7/14 上午 09:00:00,6081,30.2,8.1,10.0,32.1,6.2,<0.01,0.01,<0.001,33.0,0.194,6.1,98.9,0.013,35,<10
福隆海水浴場,福隆海水浴場左,乙,2008/7/14 上午 08:55:00,6011,29.1,8.2,6.6,28.5,6.6,0.03,0.06,0.003,29.6,0.943,6.5,100.9,0.011,40,42
大安海水浴場,大安海水浴場右,乙,2008/7/14 上午 08:50:00,6053,29.8,8.3,10,30.7,6.7,0.02,<0.01,<0.001,32.1,0.082,6.7,105.6,0.010,1600,<10
大安海水浴場,大安海水浴場中,乙,2008/7/14 上午 08:45:00,6052,29.9,8.3,15,30.7,6.8,0.02,<0.01,<0.001,32.0,0.084,6.8,108.1,0.014,3100,10
大安海水浴場,大安海水浴場左,乙,2008/7/14 上午 08:40:00,6051,30.0,8.2,16,30.7,7.0,0.01,<0.01,<0.001,31.7,0.051,6.9,110.8,0.021,4700,42
馬沙溝海水浴場,馬沙溝海水浴場右,甲,2008/7/14 上午 06:56:00,6063,29.0,8.3,3.1,28.3,6.5,<0.01,0.01,0.001,33.3,0.092,6.4,101.5,0.023,<10,<10
馬沙溝海水浴場,馬沙溝海水浴場中,甲,2008/7/14 上午 06:42:00,6062,28.9,8.2,4.0,28.3,6.3,<0.01,0.01,<0.001,33.3,0.099,6.3,98.9,0.013,<10,<10
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域右,甲,2008/7/14 上午 06:39:00,6093,28.4,8.2,7.0,28.9,6.4,<0.01,0.01,<0.001,33.3,0.112,6.2,98.7,0.021,10,20
馬沙溝海水浴場,馬沙溝海水浴場左,甲,2008/7/14 上午 06:25:00,6061,28.8,8.2,4.2,28.3,6.2,<0.01,0.01,<0.001,33.4,0.136,6.3,97.5,0.025,<10,10
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域中,甲,2008/7/14 上午 06:18:00,6092,28.5,8.1,3.6,28.9,6.4,<0.01,0.01,<0.001,33.3,0.142,6.3,99.0,0.012,10,<10
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域左,甲,2008/7/14 上午 06:03:00,6091,28.5,8.1,5.4,28.9,6.4,<0.01,0.02,<0.001,33.3,0.153,6.2,99.1,0.014,20,20
西子灣海水浴場,西子灣海水浴場右,乙,2008/7/13 下午 05:07:00,6113,30.9,8.3,7.0,31.5,6.2,0.04,0.03,0.004,32.8,0.133,6.3,99.2,0.021,25,<10
西子灣海水浴場,西子灣海水浴場中,乙,2008/7/13 下午 04:53:00,6112,30.8,8.3,6.4,31.5,6.2,0.05,0.04,0.005,32.8,0.156,6.3,99.3,0.021,10,<10
杉原海水浴場,杉原海水浴場右,甲,2008/7/13 下午 04:52:00,6103,31.3,8.1,9.8,30.5,6.2,<0.01,0.04,<0.001,33.2,0.555,6.1,100.7,0.010,10,10
杉原海水浴場,杉原海水浴場中,甲,2008/7/13 下午 04:36:00,6102,31.4,8.1,6.6,30.5,6.1,<0.01,0.04,<0.001,33.3,0.532,6.0,99.7,0.016,<10,<10
西子灣海水浴場,西子灣海水浴場左,乙,2008/7/13 下午 04:35:00,6111,31.7,8.2,7.4,31.5,6.2,0.05,0.05,0.003,33.3,0.162,6.2,101.0,0.019,<10,<10
杉原海水浴場,杉原海水浴場左,甲,2008/7/13 下午 04:20:00,6101,31.1,8.1,6.9,30.5,6.1,<0.01,0.05,<0.001,33.2,0.547,6.0,100.2,0.018,10,<10
新金山海水浴場,新金山海水浴場右,乙,2008/6/30 下午 12:10:00,6023,29.6,8.1,0.80,31.4,6.9,0.01,0.04,0.002,31.8,0.967,7.0,107.4,0.021,<10,<10
崎頂海水浴場,崎頂海水浴場右,乙,2008/6/30 下午 12:00:00,6033,31.4,8.3,16,34.9,6.5,0.03,<0.01,0.003,32.3,0.128,6.4,105.4,0.056,30,<10
崎頂海水浴場,崎頂海水浴場中,乙,2008/6/30 上午 11:55:00,6032,31.2,8.3,19,34.9,6.5,<0.01,0.01,0.003,32.3,0.140,6.4,105.1,0.059,50,10
新金山海水浴場,新金山海水浴場中,乙,2008/6/30 上午 11:50:00,6022,29.6,8.1,0.85,31.4,6.8,0.03,0.04,0.001,31.5,1.10,6.7,104.8,0.013,<10,10
崎頂海水浴場,崎頂海水浴場左,乙,2008/6/30 上午 11:50:00,6031,31.3,8.3,17,34.9,6.6,0.03,0.02,0.003,32.2,0.147,6.4,105.8,0.059,25,<10
新金山海水浴場,新金山海水浴場左,乙,2008/6/30 上午 11:28:00,6021,30.4,8.0,0.85,31.5,6.6,0.02,0.06,0.002,31.4,1.49,6.5,104.4,0.008,<10,<10
福隆海水浴場,福隆海水浴場右,乙,2008/6/30 上午 09:54:00,6013,28.6,8.2,1.9,34.6,6.7,0.01,0.03,<0.001,32.2,0.531,6.5,102.0,0.055,75,<10
通霄海水浴場,通霄海水浴場右,乙,2008/6/30 上午 09:50:00,6043,29.3,8.5,2.3,32.6,7.0,0.01,<0.01,<0.001,32.3,0.103,6.9,109.1,0.005,140,20
通霄海水浴場,通霄海水浴場中,乙,2008/6/30 上午 09:45:00,6042,29.4,8.4,2.8,32.6,7.1,0.02,<0.01,<0.001,32.2,0.099,6.9,111.2,0.006,110,53
通霄海水浴場,通霄海水浴場左,乙,2008/6/30 上午 09:40:00,6041,29.5,8.4,1.7,32.6,7.1,<0.01,<0.01,<0.001,32.2,0.099,6.9,110.7,0.004,150,<10
福隆海水浴場,福隆海水浴場中,乙,2008/6/30 上午 09:28:00,6012,28.5,8.2,1.8,34.6,6.3,0.02,0.07,<0.001,31.2,0.859,6.5,100.5,0.042,50,10
旗津海水浴場,旗津海水浴場右,乙,2008/6/30 上午 09:27:00,6083,29.9,8.2,18.0,32.5,6.4,0.06,0.06,0.008,33.1,0.543,6.4,101.2,0.051,35,10
旗津海水浴場,旗津海水浴場中,乙,2008/6/30 上午 09:12:00,6082,29.9,8.2,20.0,32.5,6.4,0.04,0.08,0.007,33.1,0.543,6.4,100.8,0.100,55,10
旗津海水浴場,旗津海水浴場左,乙,2008/6/30 上午 09:00:00,6081,29.8,8.2,19.0,32.5,6.4,0.04,0.06,0.006,33.0,0.526,6.5,101.0,0.054,30,<10
