採樣分區,測站名稱,水體分類等級,採樣日期,測站編號,水溫,酸鹼值,濁度,氣溫,溶氧(電極法),氨氮,硝酸鹽氮,亞硝酸鹽氮,鹽度,矽酸鹽,溶氧(滴定法),溶氧飽和度,正磷酸鹽,大腸桿菌群,腸球菌群,備註
,,,,,℃,,NTU,℃,mg/L,mg/L,mg/L,mg/L,psu,mg/L,mg/L,%,mg/L,CFU/100mL,MPN/100mL
崎頂海水浴場,崎頂海水浴場左,乙,2005/8/29 下午 12:35:00,6031,32.5,8.4,36,32,5.9,0.07,0.01,0.002,30.3,0.15,6.2,--,0.025,<10,110
通霄海水浴場,通霄海水浴場右,乙,2005/8/29 上午 10:45:00,6043,30.6,8.2,14,33,6,0.07,0.02,0.002,32.3,0.75,6.3,--,0.015,<10,<10
通霄海水浴場,通霄海水浴場中,乙,2005/8/29 上午 10:30:00,6042,30.7,8.2,14,33,6.1,0.06,0.02,0.002,32.5,0.29,6.2,--,0.009,<10,20
通霄海水浴場,通霄海水浴場左,乙,2005/8/29 上午 10:16:00,6041,30.7,8.2,14,33,6.1,0.07,0.01,0.002,32.5,0.29,6.2,--,0.012,<10,<10
福隆海水浴場,福隆海水浴場右,乙,2005/8/29 上午 10:02:00,6013,29.4,8,1.85,30.1,7,0.04,<0.01,0.003,29.9,0.98,6.9,--,0.006,250,31
福隆海水浴場,福隆海水浴場中,乙,2005/8/29 上午 09:46:00,6012,29.4,8,2,30,7,0.04,<0.01,0.003,29.9,0.98,7,--,0.009,<10,20
福隆海水浴場,福隆海水浴場左,乙,2005/8/29 上午 09:30:00,6011,29.5,8,2.4,29.9,7,0.04,<0.01,0.003,29.8,0.97,6.8,--,0.006,<10,31
大安海水浴場,大安海水浴場右,乙,2005/8/29 上午 09:25:00,6053,29.2,8.2,24,31.5,6.5,0.2,0.76,0.036,18.6,3.18,6.8,--,0.175,2700,360
大安海水浴場,大安海水浴場中,乙,2005/8/29 上午 09:15:00,6052,29,8.2,22,31.5,6.6,0.2,0.75,0.038,18.6,3.94,6.9,--,0.055,10000,360
旗津海水浴場,旗津海水浴場右,乙,2005/8/29 上午 09:13:00,6083,30.4,8.2,4.4,30.9,6.4,<0.02,0.01,0.004,33.8,0.33,6.3,--,0.006,45,<10
旗津海水浴場,旗津海水浴場中,乙,2005/8/29 上午 09:06:00,6082,30.4,8.2,4.1,30.9,6.4,<0.02,0.01,0.004,33.8,0.33,6.3,--,0.006,50,10
大安海水浴場,大安海水浴場左,乙,2005/8/29 上午 09:00:00,6051,28.9,8.2,27,31.5,6.6,0.19,0.75,0.038,18.5,4.24,6.8,--,0.074,3200,430
旗津海水浴場,旗津海水浴場左,乙,2005/8/29 上午 09:00:00,6081,30.4,8.2,4.2,30.9,6.4,<0.02,0.01,0.004,33.8,0.34,6.3,--,0.012,50,10
馬沙溝海水浴場,馬沙溝海水浴場右,甲,2005/8/29 上午 06:52:00,6063,28.5,8.3,3,28.1,6.3,<0.02,<0.01,0.001,33.4,0.1,6.4,--,0.021,10,10
馬沙溝海水浴場,馬沙溝海水浴場中,甲,2005/8/29 上午 06:42:00,6062,28.3,8.3,3.7,28.1,6.2,<0.02,<0.01,<0.001,33.4,0.09,6.4,--,0.025,<10,10
馬沙溝海水浴場,馬沙溝海水浴場左,甲,2005/8/29 上午 06:30:00,6061,28.2,8.2,2.2,28.1,6.2,<0.02,<0.01,<0.001,33.4,0.13,6.4,--,0.037,<10,10
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域右,甲,2005/8/29 上午 06:14:00,6093,28,8.2,4.5,28,6.2,0.02,0.01,0.002,35.3,0.26,6.2,--,0.015,8900,500
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域中,甲,2005/8/29 上午 06:07:00,6092,28,8.2,5.1,28,6.1,<0.02,0.01,0.001,35.3,0.27,6,--,0.018,10000,620
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域左,甲,2005/8/29 上午 06:00:00,6091,28,8.2,5.6,28,6.1,<0.02,0.01,0.002,35.3,0.26,6.1,--,0.015,10000,590
西子灣海水浴場,西子灣海水浴場右,乙,2005/8/28 下午 05:03:00,6113,29.6,8.4,5.9,29.6,7.6,0.07,0.07,0.015,30.5,0.64,7.6,--,0.028,11000,830
西子灣海水浴場,西子灣海水浴場中,乙,2005/8/28 下午 04:56:00,6112,29.6,8.4,6.4,29.6,7.4,0.08,0.1,0.023,30.5,0.68,7.4,--,0.037,9500,1200
西子灣海水浴場,西子灣海水浴場左,乙,2005/8/28 下午 04:50:00,6111,29.8,8.4,10.1,29.6,6.7,0.14,0.12,0.017,30.1,0.83,6.6,--,0.034,21000,<2000
杉原海水浴場,杉原海水浴場右,甲,2005/8/28 下午 04:34:00,6103,31.3,8.2,4.7,31.8,6.2,<0.02,<0.01,<0.001,35,0.42,6.1,--,0.009,<10,<10
杉原海水浴場,杉原海水浴場中,甲,2005/8/28 下午 04:27:00,6102,31.3,8.2,4.2,31.8,6.2,<0.02,<0.01,<0.001,35,0.41,6.1,--,0.009,20,10
杉原海水浴場,杉原海水浴場左,甲,2005/8/28 下午 04:20:00,6101,31.3,8.2,5.5,31.8,6.2,<0.02,<0.01,<0.001,35,0.41,6,--,0.012,20,<10
崎頂海水浴場,崎頂海水浴場右,乙,2005/8/15 下午 12:55:00,6033,30.4,8.3,36,31,6,0.06,0.05,0.009,31.1,0.53,6.4,--,0.095,120,20
崎頂海水浴場,崎頂海水浴場中,乙,2005/8/15 下午 12:40:00,6032,30.3,8.3,32,31,6,0.06,0.04,0.008,31.1,0.69,6.4,--,0.074,140,20
崎頂海水浴場,崎頂海水浴場左,乙,2005/8/15 下午 12:30:00,6031,30.3,8.3,36,31,6,0.07,0.06,0.009,31,0.59,6.4,--,0.077,90,110
新金山海水浴場,新金山海水浴場右,乙,2005/8/15 下午 12:29:00,6023,30,8,3.5,30.7,7.6,0.12,0.06,0.01,30.4,2.95,7.2,--,0.046,<10,10
新金山海水浴場,新金山海水浴場中,乙,2005/8/15 下午 12:14:00,6022,30,8,2.8,30.6,7.6,0.11,0.07,0.01,30.2,3.76,7.2,--,0.018,<10,10
新金山海水浴場,新金山海水浴場左,乙,2005/8/15 下午 12:00:00,6021,29.8,8,2.9,30.5,7.6,0.14,0.06,0.012,30.4,3.01,7.2,--,0.037,<10,64
通霄海水浴場,通霄海水浴場右,乙,2005/8/15 上午 10:45:00,6043,31.6,8.2,130,31.5,5.9,0.17,0.1,0.012,29.8,1.45,6.2,--,0.086,390,380
通霄海水浴場,通霄海水浴場中,乙,2005/8/15 上午 10:35:00,6042,31.6,8.2,140,31.5,5.9,0.18,0.1,0.011,29.8,1.36,6.3,--,0.052,390,450
通霄海水浴場,通霄海水浴場左,乙,2005/8/15 上午 10:20:00,6041,31.6,8.3,120,31.5,5.9,0.16,0.1,0.012,29.8,1.41,6.3,--,0.04,380,220
大安海水浴場,大安海水浴場右,乙,2005/8/15 上午 09:35:00,6053,30.6,8.3,70,30,6.2,0.07,0.07,0.008,30.8,0.94,6.1,--,0.046,1800,360
福隆海水浴場,福隆海水浴場右,乙,2005/8/15 上午 09:30:00,6013,29.2,8,1.9,29.9,7.7,0.08,0.05,0.006,29.8,1.16,7.3,--,0.012,20,<10
福隆海水浴場,福隆海水浴場中,乙,2005/8/15 上午 09:15:00,6012,29,8,3.2,29.8,7.8,0.11,0.06,0.006,30.3,1.14,7.5,--,0.009,10,<10
大安海水浴場,大安海水浴場中,乙,2005/8/15 上午 09:15:00,6052,30.7,8.3,65,30,6,0.09,0.09,0.009,30.5,1.07,6,--,0.126,1800,430
旗津海水浴場,旗津海水浴場右,乙,2005/8/15 上午 09:13:00,6083,28.9,8.1,17,30.2,6.6,0.05,0.08,0.008,29.5,1.12,6.5,--,0.04,15,53
旗津海水浴場,旗津海水浴場中,乙,2005/8/15 上午 09:05:00,6082,28.9,8.1,21,30.2,6.6,0.02,0.08,0.008,29.5,1.02,6.6,--,0.058,15,75
福隆海水浴場,福隆海水浴場左,乙,2005/8/15 上午 09:00:00,6011,29.1,8,2.5,29.7,7.8,0.14,0.05,0.006,30,1.22,7.5,--,0.009,15,<10
大安海水浴場,大安海水浴場左,乙,2005/8/15 上午 09:00:00,6051,30.6,8.2,65,30,6.2,0.09,0.08,0.009,30.4,1.04,6,--,0.037,1500,590
旗津海水浴場,旗津海水浴場左,乙,2005/8/15 上午 08:58:00,6081,28.9,8.1,20,30.2,6.6,0.05,0.08,0.008,29.5,1.06,6.5,--,0.034,15,53
馬沙溝海水浴場,馬沙溝海水浴場右,甲,2005/8/15 上午 07:03:00,6063,28.3,8.2,27,27.9,6.3,0.08,0.08,0.005,32.7,0.41,6.1,--,0.043,290,75
馬沙溝海水浴場,馬沙溝海水浴場中,甲,2005/8/15 上午 06:56:00,6062,28.3,8.2,26,27.9,6.3,0.07,0.03,0.006,32.7,0.39,6.2,--,0.04,330,53
馬沙溝海水浴場,馬沙溝海水浴場左,甲,2005/8/15 上午 06:50:00,6061,28.3,8.2,28,27.9,6.3,0.05,0.1,0.006,32.7,0.39,6.2,--,0.043,320,99
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域右,甲,2005/8/15 上午 06:15:00,6093,28,8.1,10,28.1,6.3,0.09,0.03,0.004,34.5,0.21,6.3,--,0.021,430,99
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域中,甲,2005/8/15 上午 06:07:00,6092,28,8.1,11,28.1,6.3,0.03,0.03,0.003,34.5,0.2,6.2,--,0.018,400,160
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域左,甲,2005/8/15 上午 06:00:00,6091,28,8.1,10,28.1,6.3,0.03,0.03,0.004,34.5,0.23,6.2,--,0.018,470,160
西子灣海水浴場,西子灣海水浴場右,乙,2005/8/14 下午 05:03:00,6113,28.4,8.2,38,27,6.4,0.16,0.09,0.012,31.3,0.7,6.4,--,0.055,2600,207
西子灣海水浴場,西子灣海水浴場中,乙,2005/8/14 下午 04:56:00,6112,28.4,8.2,38,27,6.4,0.17,0.07,0.012,31.2,0.67,6.4,--,0.052,2400,250
西子灣海水浴場,西子灣海水浴場左,乙,2005/8/14 下午 04:50:00,6111,28.4,8.2,39,27,6.4,0.15,0.07,0.012,31.2,0.59,6.4,--,0.055,3000,340
杉原海水浴場,杉原海水浴場右,甲,2005/8/14 下午 04:33:00,6103,28.8,8.1,33,31.4,6.6,0.03,0.09,0.004,32.1,0.8,6.4,--,0.034,380,290
杉原海水浴場,杉原海水浴場中,甲,2005/8/14 下午 04:27:00,6102,28.8,8.1,30,31.4,6.7,0.02,0.09,0.006,32.1,0.8,6.5,--,0.043,250,220
杉原海水浴場,杉原海水浴場左,甲,2005/8/14 下午 04:20:00,6101,28.8,8.1,34,31.4,6.7,0.04,0.08,0.005,32.1,0.7,6.5,--,0.018,350,270
崎頂海水浴場,崎頂海水浴場右,乙,2005/8/1 下午 12:45:00,6033,30.7,8.4,3.4,32.5,6.1,0.05,<0.01,<0.001,31.7,<0.05,6,--,0.025,<10,<10
崎頂海水浴場,崎頂海水浴場中,乙,2005/8/1 下午 12:25:00,6032,30.8,8.3,4.1,32.5,6.1,0.07,0.01,<0.001,31.7,<0.05,6,--,0.015,15,10
崎頂海水浴場,崎頂海水浴場左,乙,2005/8/1 下午 12:10:00,6031,30.7,8.4,3.8,32.5,6.1,0.09,0.01,<0.001,31.5,0.06,6,--,0.025,15,<10
新金山海水浴場,新金山海水浴場右,乙,2005/8/1 上午 11:52:00,6023,31,8,3.4,35.4,6.4,0.08,0.01,0.003,31.5,1.72,6.4,--,<0.004,10,42
新金山海水浴場,新金山海水浴場中,乙,2005/8/1 上午 11:41:00,6022,31.4,8.1,3.9,35.2,6.4,0.1,0.02,0.002,30.8,1.75,6.3,--,0.006,10,20
新金山海水浴場,新金山海水浴場左,乙,2005/8/1 上午 11:30:00,6021,31.1,8,3.6,35.7,6.5,0.13,0.02,0.002,31.2,1.9,6.4,--,<0.004,40,42
通霄海水浴場,通霄海水浴場右,乙,2005/8/1 上午 10:40:00,6043,31.4,8.3,5.7,32,5.9,0.07,0.01,<0.001,31.6,0.21,5.8,--,<0.004,<10,31
通霄海水浴場,通霄海水浴場中,乙,2005/8/1 上午 10:25:00,6042,31.5,8.3,9.9,32,5.9,0.06,0.01,<0.001,31.5,0.24,5.8,--,<0.004,<10,<10
通霄海水浴場,通霄海水浴場左,乙,2005/8/1 上午 10:00:00,6041,31.6,8.3,12,32,5.9,0.05,0.02,<0.001,31.5,0.23,5.8,--,<0.004,<10,<10
福隆海水浴場,福隆海水浴場右,乙,2005/8/1 上午 09:38:00,6013,30.2,8.1,4.3,31.2,6.4,0.18,0.02,0.004,32.4,0.4,6.3,--,0.015,95,20
福隆海水浴場,福隆海水浴場中,乙,2005/8/1 上午 09:27:00,6012,29.8,8.1,4.2,31.3,6.4,0.12,0.01,0.004,32.2,0.44,6.5,--,0.034,140,42
大安海水浴場,大安海水浴場右,乙,2005/8/1 上午 09:25:00,6053,29.6,8.3,60,30.5,6.6,0.07,0.08,0.006,30.5,0.8,6.6,--,<0.004,3700,320
福隆海水浴場,福隆海水浴場左,乙,2005/8/1 上午 09:15:00,6011,29.9,8.1,6.1,31.2,6.4,0.12,0.01,0.002,32.8,0.35,6.3,--,0.028,<10,10
大安海水浴場,大安海水浴場中,乙,2005/8/1 上午 09:15:00,6052,29.6,8.3,60,30.5,6.5,0.08,0.07,0.005,30.6,0.79,6.5,--,<0.004,3800,250
旗津海水浴場,旗津海水浴場右,乙,2005/8/1 上午 09:05:00,6083,29.9,8.2,29,30.9,6.5,<0.02,0.06,0.006,32.2,0.39,6.4,--,0.025,20,20
大安海水浴場,大安海水浴場左,乙,2005/8/1 上午 09:00:00,6051,29.5,8.3,55,30.5,6.6,0.07,0.09,0.006,30.4,0.77,6.5,--,<0.004,2400,210
旗津海水浴場,旗津海水浴場中,乙,2005/8/1 上午 08:58:00,6082,29.9,8.2,27,30.9,6.5,<0.02,0.12,0.004,32.2,0.42,6.4,--,0.028,20,42
旗津海水浴場,旗津海水浴場左,乙,2005/8/1 上午 08:51:00,6081,29.8,8.2,25,30.9,6.5,<0.02,0.08,0.006,32.2,0.4,6.4,--,0.028,15,64
馬沙溝海水浴場,馬沙溝海水浴場右,甲,2005/8/1 上午 06:50:00,6063,28.9,8.2,50,28.5,6.4,<0.02,2.87,0.006,32.6,0.15,6.4,--,0.092,30,42
馬沙溝海水浴場,馬沙溝海水浴場中,甲,2005/8/1 上午 06:37:00,6062,28.9,8.2,55,28.5,6.3,<0.02,0.09,0.003,32.6,0.15,6.4,--,0.031,20,<10
馬沙溝海水浴場,馬沙溝海水浴場左,甲,2005/8/1 上午 06:25:00,6061,29,8.1,70,28.5,6.4,<0.02,0.79,0.007,32.6,0.17,6.4,--,0.049,25,99
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域右,甲,2005/8/1 上午 06:03:00,6093,28,8.1,8.6,27.3,6.4,<0.02,0.02,0.002,33.2,0.17,6.2,--,0.012,20,31
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域中,甲,2005/8/1 上午 05:55:00,6092,28,8.1,8.5,27.3,6.4,<0.02,0.03,0.002,33.1,0.16,6.3,--,0.015,50,53
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域左,甲,2005/8/1 上午 05:50:00,6091,28,8.1,8.2,27.3,6.4,<0.02,0.06,<0.001,33.1,0.15,6.2,--,0.018,55,75
西子灣海水浴場,西子灣海水浴場右,乙,2005/7/31 下午 05:20:00,6113,30,8.2,15,29.8,6.4,0.06,0.07,0.011,30.7,0.33,6.4,--,0.025,90,10
西子灣海水浴場,西子灣海水浴場中,乙,2005/7/31 下午 05:05:00,6112,30,8.2,14,29.8,6.4,0.06,0.08,0.011,30.8,0.33,6.4,--,0.021,60,31
