採樣分區,測站名稱,水體分類等級,採樣日期,測站編號,採樣深度,氣溫,水溫,鹽度,酸鹼值,溶氧(滴定法),溶氧(電極法),溶氧飽和度,懸浮固體,葉綠素a,氨氮,硝酸鹽氮,正磷酸鹽,亞硝酸鹽氮,矽酸鹽,鎘,鉻,銅,鋅,鉛,汞,備註
,,,,,m,℃,℃,psu,,mg/L,mg/L,%,mg/L,μg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L
台北沿海海域(乙),八里污水廠外海一,乙,2002/3/13 下午 02:40:00,5130,1,--,21.1,34.4,7.9,6.1,--,--,<3,0.5,--,0.17,0.058,0.01,0.18,0.0011,0.007,0.0045,0.0153,0.0048,0.0006
台北沿海海域(乙),八里污水廠外海二,乙,2002/11/14 下午 05:21:00,5131,1,--,23.6,31.2,7.6,5.4,--,--,8.4,0.3,--,0.09,<0.025,0.02,0.54,<0.0005,<0.002,0.0035,0.0392,0.0305,<0.0006
台北沿海海域(乙),八里污水廠外海二,乙,2002/9/25 下午 05:11:00,5131,1,--,25.2,33.3,7.7,5.5,--,--,8.7,1,--,0.08,0.031,0.034,0.59,<0.0005,<0.002,0.0013,0.0108,<0.004,<0.0006
台北沿海海域(乙),八里污水廠外海二,乙,2002/6/18 下午 03:10:00,5131,1,--,28,31.2,7.5,5,--,--,4.4,0.2,--,0.25,0.399,0.008,0.27,0.0006,<0.002,0.0562,0.0084,0.0081,<0.0006
台北沿海海域(乙),八里污水廠外海二,乙,2002/3/13 下午 02:55:00,5131,1,--,21.3,32.7,7.8,5.7,--,--,<3,0.4,--,0.37,0.058,0.015,0.41,0.0007,<0.002,0.0021,0.0023,0.0048,0.0008
台北沿海海域(乙),林口發電廠外海,乙,2002/11/28 上午 10:05:00,5132,1,--,21,32.6,7.8,7.1,--,--,10.8,<0.1,--,0.07,0.089,0.033,0.51,0.0006,<0.002,0.0045,0.0105,0.0112,<0.0006
台北沿海海域(乙),林口發電廠外海,乙,2002/9/19 下午 04:28:00,5132,1,--,25.1,33.4,7.4,6.2,--,--,8.4,1.6,--,0.24,0.052,0.023,0.52,0.0005,0.0031,0.0898,0.0242,0.0092,<0.0006
台北沿海海域(乙),林口發電廠外海,乙,2002/6/19 下午 03:20:00,5132,1,--,26.9,31.5,8,4.9,--,--,5.1,<0.1,--,0.12,0.215,0.012,0.13,0.0016,<0.002,0.0148,0.0069,0.0157,<0.0006
台北沿海海域(乙),林口發電廠外海,乙,2002/3/13 下午 03:20:00,5132,1,--,21.7,33.2,7.7,5.8,--,--,<3,0.1,--,0.1,0.092,0.014,0.13,0.001,<0.002,0.002,0.0074,0.0042,<0.0006
台北沿海海域(乙),深澳發電廠外海,乙,2002/11/14 下午 01:57:00,5133,1,--,23.9,31.5,7.7,5.9,--,--,7.9,0.2,--,<0.05,<0.025,0.002,0.48,<0.0005,<0.002,0.0031,0.0228,0.0256,<0.0006
台北沿海海域(乙),深澳發電廠外海,乙,2002/9/25 下午 02:15:00,5133,1,--,24.5,34.5,7.6,6.8,--,--,6.8,0.7,--,0.28,<0.025,0.008,0.34,<0.0005,<0.002,<0.0005,0.0063,<0.004,<0.0006
台北沿海海域(乙),深澳發電廠外海,乙,2002/6/18 上午 11:45:00,5133,1,--,27,31.6,8,5.5,--,--,<3,0.2,--,0.28,0.156,0.008,0.31,0.0014,<0.002,0.0024,0.0134,0.0097,<0.0006
台北沿海海域(乙),深澳發電廠外海,乙,2002/3/13 上午 10:40:00,5133,1,--,21.4,31.3,7.9,6.5,--,--,11.9,0.4,--,0.1,0.049,0.01,0.11,0.0008,<0.002,0.0012,0.0013,0.0045,0.0006
台北沿海海域(乙),淡水河口外4海浬處,乙,2002/11/14 下午 05:34:00,5134,1,--,23.6,31.2,7.6,5.3,--,--,7.1,0.2,--,0.09,<0.025,0.017,0.59,<0.0005,<0.002,0.0029,0.0176,0.0234,<0.0006
台北沿海海域(乙),淡水河口外4海浬處,乙,2002/9/25 下午 05:55:00,5134,1,--,25.8,33.4,7.5,6.4,--,--,13.9,0.7,--,0.25,<0.025,0.032,0.36,<0.0005,<0.002,0.0239,0.0085,<0.004,<0.0006
台北沿海海域(乙),淡水河口外4海浬處,乙,2002/6/18 下午 03:50:00,5134,1,--,27.7,31.2,7.5,5,--,--,3.8,0.2,--,0.25,0.113,0.007,0.31,0.0011,<0.002,0.02,0.0393,0.0089,<0.0006
台北沿海海域(乙),淡水河口外4海浬處,乙,2002/3/13 下午 02:20:00,5134,1,--,21,33.6,7.9,5.3,--,--,<3,0.2,--,0.14,0.058,0.011,0.16,0.0007,<0.002,0.0026,0.0033,0.0043,0.0006
台北沿海海域(乙),林口發電廠,乙,2002/11/28 上午 09:17:00,5135,1,--,21,32.7,7.8,5.4,--,--,9.8,0.3,--,0.16,0.08,0.035,0.58,0.0006,<0.002,0.0123,0.0266,0.0242,0.0007
台北沿海海域(乙),林口發電廠,乙,2002/9/19 下午 04:49:00,5135,1,--,24.9,33.5,7.3,6.2,--,--,15.8,2.3,--,0.09,0.049,0.027,0.33,<0.0005,<0.002,0.0068,0.037,0.0046,<0.0006
台北沿海海域(乙),林口發電廠,乙,2002/6/19 下午 03:40:00,5135,1,--,28.3,31.2,7.6,4.8,--,--,5.5,<0.1,--,0.07,0.156,0.009,0.09,0.0007,<0.002,0.0158,0.0145,0.0097,0.0011
台北沿海海域(乙),林口發電廠,乙,2002/3/12 下午 02:20:00,5135,1,--,23.3,34.8,8.2,7.1,--,--,4.5,0.1,--,0.28,0.454,0.024,0.3,0.0009,<0.002,0.0122,0.0097,0.0063,<0.0006
台北沿海海域(乙),深澳發電廠,乙,2002/11/14 下午 02:15:00,5136,1,--,23.5,31.6,7.7,5.8,--,--,7.9,0.2,--,<0.05,<0.025,0.005,0.6,0.0005,<0.002,0.0085,0.0139,0.0162,<0.0006
台北沿海海域(乙),深澳發電廠,乙,2002/9/25 下午 01:55:00,5136,1,--,25.9,34.5,7.7,6.6,--,--,7.5,0.8,--,0.06,<0.025,0.006,0.46,0.0014,<0.002,0.0013,0.0236,<0.004,<0.0006
台北沿海海域(乙),深澳發電廠,乙,2002/6/18 下午 12:05:00,5136,1,--,28.3,31.2,7.7,5.4,--,--,<3,0.2,--,0.43,0.089,0.004,0.47,0.0014,<0.002,0.0027,0.0171,0.0075,0.0008
台北沿海海域(乙),深澳發電廠,乙,2002/3/12 下午 04:20:00,5136,1,--,23.1,35.2,8.2,6.7,--,--,5.6,0.2,--,0.21,0.512,0.024,0.22,0.0009,<0.002,0.0114,0.0075,0.0047,<0.0006
桃園沿海海域,海湖電廠,乙,2002/11/28 上午 10:36:00,5137,1,--,21.2,32.1,7.7,7.1,--,--,9.5,0.6,--,0.07,0.08,0.03,0.49,0.001,<0.002,0.0057,0.0228,0.0101,<0.0006
桃園沿海海域,海湖電廠,乙,2002/9/19 下午 03:50:00,5137,1,--,25,33.3,7.6,6.1,--,--,23.4,2.3,--,0.19,0.077,0.031,0.46,<0.0005,0.002,0.0187,0.0286,0.0076,<0.0006
桃園沿海海域,海湖電廠,乙,2002/6/19 下午 02:50:00,5137,1,--,28.2,31.1,7.6,4.6,--,--,14.3,<0.1,--,0.13,0.331,0.015,0.14,0.0012,<0.002,0.0628,0.0114,0.0086,<0.0006
桃園沿海海域,海湖電廠,乙,2002/3/12 下午 02:00:00,5137,1,--,23.3,32.4,8,6.5,--,--,10.2,0.9,--,0.6,0.025,0.061,0.63,0.001,<0.002,0.0803,0.0351,0.0058,<0.0006
桃園沿海海域,新南崁溪口,乙,2002/11/28 上午 11:01:00,5138,1,--,21.4,30.6,7.7,6.8,--,--,18.3,1.1,--,0.36,0.156,0.062,0.96,0.0007,<0.002,0.0581,0.0171,0.0133,<0.0006
桃園沿海海域,新南崁溪口,乙,2002/9/19 下午 03:20:00,5138,1,--,25.1,33.3,7.6,5.9,--,--,40.9,2.1,--,0.24,0.083,0.035,0.46,<0.0005,<0.002,0.0149,0.0039,0.0069,<0.0006
桃園沿海海域,新南崁溪口,乙,2002/6/19 下午 02:30:00,5138,1,--,28.3,30.9,7.7,5.1,--,--,24.8,<0.1,--,0.25,0.181,0.018,0.27,0.0014,<0.002,0.0034,0.0524,0.0077,0.0017
桃園沿海海域,新南崁溪口,乙,2002/3/12 下午 01:50:00,5138,1,--,23.3,35.4,8.2,6.9,--,--,4.1,0.2,--,0.21,0.11,0.017,0.27,0.0006,<0.002,0.0081,0.0045,0.0042,<0.0006
桃園沿海海域,沙崙中油卸油設施一,乙,2002/11/28 上午 11:40:00,5139,1,--,20.9,32.2,7.7,4.9,--,--,7.7,0.4,--,0.08,0.11,0.036,0.32,0.0015,<0.002,0.0049,0.0304,0.006,<0.0006
桃園沿海海域,沙崙中油卸油設施一,乙,2002/9/19 下午 02:20:00,5139,1,--,24.7,33,7.5,5.7,--,--,18.8,1,--,0.11,0.034,0.008,0.46,0.0005,<0.002,0.0153,0.0161,0.0096,<0.0006
桃園沿海海域,沙崙中油卸油設施一,乙,2002/6/19 下午 01:50:00,5139,1,--,27.8,31.4,7.7,5,--,--,4,<0.1,--,<0.05,0.031,0.006,0.07,0.0008,<0.002,0.0043,0.0197,0.0071,0.0009
桃園沿海海域,沙崙中油卸油設施一,乙,2002/3/12 下午 01:20:00,5139,1,--,23.2,34.1,8.3,6.8,--,--,4.1,0.1,--,<0.05,<0.025,0.005,<0.05,0.0008,<0.002,0.004,0.0129,<0.004,0.0007
桃園沿海海域,沙崙中油卸油設施二,乙,2002/11/28 上午 11:26:00,5140,1,--,20.9,32.2,7.7,4.8,--,--,9.7,0.1,--,0.09,0.101,0.039,0.27,0.0006,<0.002,0.0042,0.0095,0.017,<0.0006
桃園沿海海域,沙崙中油卸油設施二,乙,2002/9/19 下午 02:55:00,5140,1,--,24.7,33.9,7.5,6,--,--,4.4,0.5,--,0.08,<0.025,0.003,0.48,<0.0005,<0.002,0.0056,0.0135,0.0042,<0.0006
桃園沿海海域,沙崙中油卸油設施二,乙,2002/6/19 下午 02:10:00,5140,1,--,27.7,31.6,7.9,5.1,--,--,3.3,<0.1,--,<0.05,0.104,0.007,0.07,0.001,<0.002,0.0041,0.0084,0.0106,<0.0006
桃園沿海海域,沙崙中油卸油設施二,乙,2002/3/12 下午 01:40:00,5140,1,--,23.2,34.3,8.1,7.1,--,--,3.7,0.2,--,<0.05,0.025,0.005,<0.05,0.0006,<0.002,0.0029,0.009,<0.004,<0.0006
桃園沿海海域,觀音溪口,乙,2002/11/28 下午 12:28:00,5141,1,--,20.8,31.9,7.5,7,--,--,20.8,1,--,0.36,0.12,0.035,0.46,0.0006,<0.002,0.0168,0.0121,0.0088,<0.0006
桃園沿海海域,觀音溪口,乙,2002/9/19 下午 01:30:00,5141,1,--,24.7,33.6,7.5,5.8,--,--,31.8,1.3,--,0.11,<0.025,0.021,0.58,<0.0005,<0.002,0.015,0.0223,0.0126,<0.0006
桃園沿海海域,觀音溪口,乙,2002/6/19 下午 01:00:00,5141,1,--,28,31.4,7.7,5.1,--,--,5.8,<0.1,--,<0.05,0.365,0.007,0.07,0.0007,<0.002,0.0061,0.0094,0.0114,<0.0006
桃園沿海海域,觀音溪口,乙,2002/3/12 下午 12:40:00,5141,1,--,23.2,34.2,8.3,6.8,--,--,3.5,0.1,--,<0.05,<0.025,0.003,0.06,0.0009,<0.002,0.0384,0.0077,<0.004,<0.0006
新竹香山沿海海域,頭前溪口南側,乙,2002/11/28 下午 01:57:00,5142,1,--,20.8,31.7,7.8,5.4,--,--,8,0.4,--,0.37,0.147,0.043,0.9,0.0016,<0.002,0.02,0.0197,0.0066,<0.0006
新竹香山沿海海域,頭前溪口南側,乙,2002/9/19 下午 12:15:00,5142,1,--,24.4,33.9,7.2,6.2,--,--,21.9,1.2,--,0.55,0.049,0.013,0.41,<0.0005,0.0023,0.033,0.0394,0.0094,<0.0006
新竹香山沿海海域,頭前溪口南側,乙,2002/6/19 上午 11:50:00,5142,1,--,28,31.6,7.7,5.9,--,--,3.2,<0.1,--,<0.05,0.04,0.001,0.08,0.001,<0.002,0.0017,0.0139,0.0118,0.0007
新竹香山沿海海域,頭前溪口南側,乙,2002/3/12 上午 11:40:00,5142,1,--,22.4,30.8,7.7,7,--,--,4.9,0.1,--,<0.05,0.083,0.001,<0.05,0.0008,<0.002,0.0025,0.0118,<0.004,<0.0006
新竹香山沿海海域,鳳山溪北側,乙,2002/11/28 下午 02:25:00,5143,1,--,20.3,31.4,7.8,6.8,--,--,6.8,0.3,--,0.1,0.08,0.044,0.66,0.0008,<0.002,0.0156,0.0272,0.0165,<0.0006
新竹香山沿海海域,鳳山溪北側,乙,2002/9/19 上午 11:40:00,5143,1,--,24.3,34,7.4,6.3,--,--,12,0.9,--,0.14,0.043,0.007,0.36,<0.0005,<0.002,0.026,0.0416,0.0119,<0.0006
新竹香山沿海海域,鳳山溪北側,乙,2002/6/19 上午 11:20:00,5143,1,--,28,31.6,7.8,6,--,--,5.3,0.2,--,<0.05,0.138,<0.001,0.08,0.0012,<0.002,0.0019,0.008,0.0094,0.0012
新竹香山沿海海域,鳳山溪北側,乙,2002/3/12 上午 11:20:00,5143,1,--,22.6,33.9,7.6,7,--,--,5.5,0.1,--,<0.05,0.049,0.001,0.05,0.0011,<0.002,0.0015,0.0112,0.0055,<0.0006
新竹香山沿海海域,客雅溪河口外4海浬處,乙,2002/11/28 下午 03:27:00,5144,1,--,20.3,31.7,7.6,6.9,--,--,4.2,0.1,--,0.31,0.08,0.02,0.12,0.0007,<0.002,0.0046,0.0112,0.0143,<0.0006
新竹香山沿海海域,客雅溪河口外4海浬處,乙,2002/9/19 上午 10:20:00,5144,1,--,24.2,34.1,7.5,6.8,--,--,9.5,0.6,--,0.21,<0.025,0.006,0.52,<0.0005,0.0039,0.0041,0.008,0.0092,<0.0006
新竹香山沿海海域,客雅溪河口外4海浬處,乙,2002/6/19 上午 10:10:00,5144,1,--,27.7,31.7,7.5,6,--,--,<3,<0.1,--,<0.05,0.055,0.004,0.07,0.001,<0.002,0.0016,0.0231,0.0094,<0.0006
新竹香山沿海海域,客雅溪河口外4海浬處,乙,2002/3/12 上午 10:30:00,5144,1,--,21.4,27.1,7.7,6.4,--,--,5.2,0.1,--,<0.05,0.058,0.008,<0.05,0.0011,<0.002,0.003,0.0104,0.0051,<0.0006
新竹香山沿海海域,紅毛港外,乙,2002/11/28 下午 02:55:00,5145,1,--,19.8,31.8,7.9,7.2,--,--,21.2,0.4,--,0.26,0.12,0.036,0.41,0.0011,<0.002,0.0109,0.0135,0.0091,<0.0006
新竹香山沿海海域,紅毛港外,乙,2002/9/19 上午 11:05:00,5145,1,--,24.5,33.9,7.6,6.4,--,--,10.4,1.2,--,0.05,<0.025,0.017,0.39,<0.0005,<0.002,0.0034,0.004,0.0051,<0.0006
新竹香山沿海海域,紅毛港外,乙,2002/6/19 上午 10:50:00,5145,1,--,28,31.6,7.8,6,--,--,4.3,<0.1,--,<0.05,0.04,0.002,0.08,0.0009,<0.002,0.0029,0.0134,0.0078,<0.0006
新竹香山沿海海域,紅毛港外,乙,2002/3/12 上午 11:00:00,5145,1,--,21.3,30.8,7.7,6.6,--,--,4.9,0.2,--,<0.05,0.049,0.002,0.05,0.0007,<0.002,0.0018,0.0053,<0.004,<0.0006
宜蘭蘇澳沿海海域    ,龜山島,甲,2002/11/13 下午 12:35:00,5146,1,--,23.7,34,7.5,7.4,--,--,4.6,0.3,--,<0.05,<0.025,0.001,0.17,<0.0005,<0.002,0.0029,0.0165,0.0144,<0.0006
宜蘭蘇澳沿海海域    ,龜山島,甲,2002/9/16 上午 10:52:00,5146,1,--,26.6,30.1,7.5,6.1,--,--,4.7,0.4,--,0.18,0.034,0.002,0.64,<0.0005,0.0022,0.0017,0.0158,0.0141,<0.0006
宜蘭蘇澳沿海海域    ,龜山島,甲,2002/6/12 上午 09:00:00,5146,1,--,24.6,30.3,7.1,6.1,--,--,3,<0.1,--,<0.05,0.049,0.094,<0.05,0.0012,<0.002,0.0018,0.0076,0.0089,<0.0006
宜蘭蘇澳沿海海域    ,龜山島,甲,2002/3/14 上午 07:00:00,5146,1,--,17.9,33.8,6.8,6.7,--,--,<3,0.4,--,0.18,0.034,0.002,0.19,0.0009,<0.002,0.0067,0.0133,0.0042,0.0016
宜蘭蘇澳沿海海域    ,得子口溪口,甲,2002/11/13 上午 11:49:00,5147,1,--,24.4,33.2,7.7,7.3,--,--,3.3,1,--,<0.05,<0.025,0.009,0.33,<0.0005,<0.002,0.0023,0.0115,0.0077,<0.0006
宜蘭蘇澳沿海海域    ,得子口溪口,甲,2002/9/16 上午 09:41:00,5147,1,--,26.9,33.6,7.5,6.1,--,--,3.4,1,--,0.25,<0.025,0.003,0.95,0.0007,<0.002,0.0014,0.0111,0.0076,<0.0006
宜蘭蘇澳沿海海域    ,得子口溪口,甲,2002/6/12 上午 09:50:00,5147,1,--,24.5,29.5,7.3,6.1,--,--,5.6,0.5,--,<0.05,0.074,0.002,<0.05,0.0008,<0.002,0.0089,0.0176,0.0085,0.0012
宜蘭蘇澳沿海海域    ,得子口溪口,甲,2002/3/14 上午 07:30:00,5147,1,--,19.4,32.4,7.4,7.2,--,--,<3,0.2,--,0.28,0.034,0.003,0.52,0.0012,<0.002,0.0017,0.0063,0.0055,0.0016
宜蘭蘇澳沿海海域    ,蘭陽溪口,甲,2002/11/13 上午 11:04:00,5148,1,--,23.4,31.8,7.6,7.3,--,--,5.5,0.2,--,<0.05,<0.025,0.014,0.59,<0.0005,<0.002,0.0025,0.0067,0.0128,<0.0006
宜蘭蘇澳沿海海域    ,蘭陽溪口,甲,2002/9/16 上午 08:48:00,5148,1,--,27.3,29.5,7.4,6.2,--,--,6.7,1.4,--,0.18,0.064,0.011,2.2,0.0007,<0.002,0.0017,0.0255,0.0082,<0.0006
宜蘭蘇澳沿海海域    ,蘭陽溪口,甲,2002/6/12 上午 10:30:00,5148,1,--,25.3,31.1,6.8,6.2,--,--,8,0.9,--,0.12,0.132,0.013,0.15,0.001,<0.002,0.0022,0.0075,0.0077,<0.0006
宜蘭蘇澳沿海海域    ,蘭陽溪口,甲,2002/3/14 上午 08:25:00,5148,1,--,19.8,29.7,7.2,6.6,--,--,<3,0.4,--,0.24,0.15,0.003,0.28,0.0014,<0.002,0.0027,0.0152,0.0067,<0.0006
宜蘭蘇澳沿海海域    ,新城溪口,甲,2002/11/13 上午 10:11:00,5149,1,--,23.5,33.5,7.4,7.2,--,--,15.9,<0.1,--,<0.05,<0.025,0.051,0.27,<0.0005,<0.002,0.0027,0.0059,0.0083,<0.0006
宜蘭蘇澳沿海海域    ,新城溪口,甲,2002/9/16 上午 07:55:00,5149,1,--,27.1,32.1,7.3,5.9,--,--,4.3,1.3,--,0.33,<0.025,0.003,1.21,0.0006,<0.002,0.0011,0.0177,0.0126,<0.0006
宜蘭蘇澳沿海海域    ,新城溪口,甲,2002/6/12 上午 11:20:00,5149,1,--,25.1,29.2,7.2,5.8,--,--,5.1,0.2,--,<0.05,0.141,0.008,<0.05,0.0012,<0.002,0.0053,0.0113,0.0099,<0.0006
宜蘭蘇澳沿海海域    ,新城溪口,甲,2002/3/14 上午 09:15:00,5149,1,--,21.2,32.1,7.7,7,--,--,<3,0.4,--,0.28,0.083,0.003,0.3,0.0012,<0.002,0.0015,0.0081,0.0055,<0.0006
宜蘭蘇澳沿海海域    ,蘇澳港,甲,2002/11/13 上午 09:05:00,5150,1,--,23.6,33.6,7.5,7.4,--,--,5.4,0.2,--,<0.05,<0.025,0.006,0.26,<0.0005,<0.002,0.0017,0.0037,0.0059,<0.0006
