採樣分區,測站名稱,水體分類等級,採樣日期,測站編號,採樣深度,氣溫,水溫,鹽度,酸鹼值,溶氧(滴定法),溶氧(電極法),溶氧飽和度,懸浮固體,葉綠素a,氨氮,硝酸鹽氮,正磷酸鹽,亞硝酸鹽氮,矽酸鹽,鎘,鉻,銅,鋅,鉛,汞,備註
,,,,,m,℃,℃,psu,,mg/L,mg/L,%,mg/L,μg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L
台北沿海海域(甲),核四預定地外海,甲,2014/11/5 上午 07:35:00,5128,1.0,22.1,22.4,33.9,8.1,--,6.4,89.7,5.0,--,--,--,--,--,--,0.00002,--,0.0004,0.0038,0.0001,<0.0003
台北沿海海域(甲),核四預定地外海,甲,2014/8/18 上午 06:48:00,5128,1.0,30.8,27.6,34.2,8.1,--,6.0,92.1,3.8,--,--,--,--,--,--,0.00002,--,0.0003,0.0053,0.0007,<0.0003
台北沿海海域(甲),核四預定地外海,甲,2014/5/19 上午 06:50:00,5128,1.0,25.3,22.9,35.1,8.1,--,6.4,91.4,2.7,--,--,--,--,--,--,0.00001,--,0.0003,0.0027,<0.0001,<0.0003
台北沿海海域(甲),核四預定地外海,甲,2014/2/6 上午 07:11:00,5128,1.0,19.0,17.3,31.8,8.0,--,7.8,97.3,4.4,0.4,0.01,0.17,0.047,0.005,0.869,0.00002,<0.001,0.0004,0.0023,0.0001,<0.0003
台北沿海海域(乙),濂洞溪外海,乙,2014/11/5 上午 08:46:00,5129,1.0,21.9,22.0,33.6,8.0,--,6.5,88.4,3.8,--,--,--,--,--,--,0.00002,--,0.0029,0.0046,<0.0001,<0.0003
台北沿海海域(乙),濂洞溪外海,乙,2014/8/18 上午 07:56:00,5129,1.0,30.4,27.9,34.0,8.0,--,6.1,93.5,22.6,--,--,--,--,--,--,0.00003,--,0.0055,0.0050,0.0001,<0.0003
台北沿海海域(乙),濂洞溪外海,乙,2014/5/19 上午 07:49:00,5129,1.0,25.9,24.2,35.0,8.1,--,6.7,96.4,2.7,--,--,--,--,--,--,0.00001,--,0.0006,0.0038,0.0002,<0.0003
台北沿海海域(乙),濂洞溪外海,乙,2014/2/6 上午 08:19:00,5129,1.0,18.4,17.1,33.4,8.0,--,7.7,96.9,7.0,0.3,0.01,0.15,0.037,0.004,0.986,0.00002,<0.001,0.0004,0.0031,<0.0001,<0.0003
台北沿海海域(乙),八里污水廠外海一,乙,2014/11/5 下午 02:33:00,5130,1.0,25.7,24.2,31.4,8.1,--,6.3,89.2,19.2,--,--,--,--,--,--,0.00002,--,0.0006,0.0047,<0.0001,<0.0003
台北沿海海域(乙),八里污水廠外海一,乙,2014/8/18 下午 01:29:00,5130,1.0,35.7,31.0,22.6,7.8,--,6.6,89.5,15.9,--,--,--,--,--,--,<0.00001,--,0.0007,0.0028,<0.0001,<0.0003
台北沿海海域(乙),八里污水廠外海一,乙,2014/5/19 下午 12:19:00,5130,1.0,25.2,25.7,33.6,8.1,--,6.1,90.2,4.8,--,--,--,--,--,--,0.00001,--,0.0007,0.0049,<0.0001,<0.0003
台北沿海海域(乙),八里污水廠外海一,乙,2014/2/6 下午 01:29:00,5130,1.0,19.1,18.6,31.2,8.0,--,7.5,96.8,14.7,1.0,0.49,0.22,0.109,0.035,1.43,0.00002,<0.001,0.0011,0.0025,<0.0001,<0.0003
台北沿海海域(乙),八里污水廠外海二,乙,2014/11/5 下午 01:42:00,5131,1.0,25.2,24.2,32.3,8.1,--,6.3,88.6,11.0,--,--,--,--,--,--,0.00002,--,0.0007,0.0037,0.0002,<0.0003
台北沿海海域(乙),八里污水廠外海二,乙,2014/8/18 下午 12:35:00,5131,1.0,36.0,30.0,33.2,8.0,--,5.8,91.3,9.8,--,--,--,--,--,--,<0.00001,--,0.0005,0.0031,0.0002,<0.0003
台北沿海海域(乙),八里污水廠外海二,乙,2014/5/19 上午 11:27:00,5131,1.0,25.6,25.5,33.9,8.1,--,6.1,90.1,4.3,--,--,--,--,--,--,0.00002,--,0.0007,0.0081,0.0001,<0.0003
台北沿海海域(乙),八里污水廠外海二,乙,2014/2/6 下午 12:28:00,5131,1.0,19.0,18.1,33.6,8.0,--,7.4,96.4,5.4,0.3,0.04,0.14,0.064,0.015,0.525,0.00002,<0.001,0.0007,0.0026,<0.0001,<0.0003
台北沿海海域(乙),林口發電廠外海,乙,2014/11/6 上午 06:49:00,5132,1.0,22.4,23.5,32.2,8.0,--,6.4,89.7,9.2,--,--,--,--,--,--,0.00002,--,0.0005,0.0036,<0.0001,<0.0003
台北沿海海域(乙),林口發電廠外海,乙,2014/8/19 上午 07:40:00,5132,1.0,30.4,29.9,33.3,8.1,--,5.6,87.9,7.2,--,--,--,--,--,--,<0.00001,--,0.0005,0.0032,0.0001,<0.0003
台北沿海海域(乙),林口發電廠外海,乙,2014/5/20 上午 06:50:00,5132,1.0,24.0,25.7,33.4,8.2,--,6.4,94.7,6.0,--,--,--,--,--,--,<0.00001,--,0.0004,0.0028,<0.0001,<0.0003
台北沿海海域(乙),林口發電廠外海,乙,2014/2/7 上午 07:21:00,5132,1.0,16.9,18.3,33.7,8.1,--,7.2,94.3,7.2,0.6,0.14,0.15,0.061,0.024,0.630,0.00001,<0.001,0.0003,0.0015,<0.0001,<0.0003
台北沿海海域(乙),深澳發電廠外海,乙,2014/11/5 上午 09:10:00,5133,1.0,22.0,22.0,33.9,8.1,--,6.3,87.4,4.2,--,--,--,--,--,--,0.00002,--,0.0004,0.0041,0.0001,<0.0003
台北沿海海域(乙),深澳發電廠外海,乙,2014/8/18 上午 08:31:00,5133,1.0,31.9,28.2,33.7,8.0,--,6.1,95.6,5.7,--,--,--,--,--,--,0.00003,--,0.0005,0.0038,0.0002,<0.0003
台北沿海海域(乙),深澳發電廠外海,乙,2014/5/19 上午 08:14:00,5133,1.0,26.0,24.2,35.1,8.1,--,6.6,95.1,3.2,--,--,--,--,--,--,0.00001,--,0.0003,0.0033,0.0001,<0.0003
台北沿海海域(乙),深澳發電廠外海,乙,2014/2/6 上午 08:48:00,5133,1.0,18.6,17.0,33.5,8.0,--,7.3,91.9,4.7,0.4,0.08,0.15,0.062,0.005,0.609,0.00002,<0.001,0.0003,0.0027,0.0001,<0.0003
台北沿海海域(乙),淡水河口外4海浬處,乙,2014/11/5 下午 02:07:00,5134,1.0,25.3,24.4,32.2,8.1,--,6.2,88.6,7.6,--,--,--,--,--,--,0.00002,--,0.0004,0.0029,0.0001,<0.0003
台北沿海海域(乙),淡水河口外4海浬處,乙,2014/8/18 下午 12:54:00,5134,1.0,35.3,30.7,33.1,8.0,--,7.3,116.9,12.5,--,--,--,--,--,--,<0.00001,--,0.0005,0.0036,0.0001,<0.0003
台北沿海海域(乙),淡水河口外4海浬處,乙,2014/5/19 上午 11:50:00,5134,1.0,25.4,25.5,34.4,8.1,--,6.3,92.7,7.2,--,--,--,--,--,--,<0.00001,--,0.0003,0.0028,<0.0001,<0.0003
台北沿海海域(乙),淡水河口外4海浬處,乙,2014/2/6 下午 12:50:00,5134,1.0,19.1,18.5,33.5,8.0,--,7.4,95.7,6.8,0.9,0.08,0.11,0.054,0.014,0.475,0.00002,<0.001,0.0006,0.0034,<0.0001,<0.0003
台北沿海海域(乙),林口發電廠,乙,2014/11/6 上午 06:33:00,5135,1.0,22.4,23.6,32.1,7.8,--,6.1,85.4,10.5,--,--,--,--,--,--,0.00002,--,0.0006,0.0030,<0.0001,<0.0003
台北沿海海域(乙),林口發電廠,乙,2014/8/19 上午 07:16:00,5135,1.0,27.9,29.9,33.4,8.1,--,5.6,88.5,7.5,--,--,--,--,--,--,0.00001,--,0.0006,0.0098,0.0001,<0.0003
台北沿海海域(乙),林口發電廠,乙,2014/5/20 上午 06:32:00,5135,1.0,24.1,25.7,33.5,8.2,--,6.4,94.0,9.2,--,--,--,--,--,--,0.00002,--,0.0006,0.0041,<0.0001,<0.0003
台北沿海海域(乙),林口發電廠,乙,2014/2/7 上午 07:05:00,5135,1.0,16.9,18.3,33.8,8.1,--,7.2,94.0,7.2,0.8,0.11,0.13,0.052,0.021,0.562,0.00002,<0.001,0.0016,0.0030,<0.0001,<0.0003
台北沿海海域(乙),深澳發電廠,乙,2014/11/5 上午 09:20:00,5136,1.0,23.0,22.7,32.9,8.1,--,7.0,97.6,6.4,--,--,--,--,--,--,0.00002,--,0.0003,0.0029,<0.0001,<0.0003
台北沿海海域(乙),深澳發電廠,乙,2014/8/18 上午 08:46:00,5136,1.0,30.9,28.2,33.5,8.1,--,6.1,93.2,5.2,--,--,--,--,--,--,0.00003,--,0.0003,0.0048,0.0001,<0.0003
台北沿海海域(乙),深澳發電廠,乙,2014/5/19 上午 08:24:00,5136,1.0,26.0,23.4,33.9,8.1,--,6.3,88.8,3.8,--,--,--,--,--,--,0.00002,--,0.0004,0.0035,<0.0001,<0.0003
台北沿海海域(乙),深澳發電廠,乙,2014/2/6 上午 09:10:00,5136,1.0,18.8,17.0,33.8,8.0,--,7.6,95.5,4.4,0.3,0.02,0.14,0.053,0.005,0.599,0.00001,<0.001,0.0002,0.0018,<0.0001,<0.0003
桃園沿海海域,海湖電廠,乙,2014/11/6 上午 07:14:00,5137,1.0,22.7,23.7,32.1,8.0,--,6.4,91.1,9.4,--,--,--,--,--,--,0.00002,--,0.0005,0.0046,<0.0001,<0.0003
桃園沿海海域,海湖電廠,乙,2014/8/19 上午 08:07:00,5137,1.0,31.0,30.1,32.6,8.1,--,5.2,82.0,36.6,--,--,--,--,--,--,0.00002,--,0.0009,0.0032,<0.0001,<0.0003
桃園沿海海域,海湖電廠,乙,2014/5/20 上午 07:14:00,5137,1.0,23.7,25.7,32.8,8.1,--,6.1,89.1,35.0,--,--,--,--,--,--,0.00003,--,0.0010,0.0041,<0.0001,<0.0003
桃園沿海海域,海湖電廠,乙,2014/2/7 上午 07:45:00,5137,1.0,16.7,18.3,33.3,8.0,--,7.2,93.6,27.0,0.8,0.22,0.22,0.101,0.031,0.794,0.00001,<0.001,0.0005,0.0021,<0.0001,<0.0003
桃園沿海海域,新南崁溪口,乙,2014/11/6 上午 07:40:00,5138,1.0,22.9,23.9,32.1,8.0,--,6.4,90.8,20.3,--,--,--,--,--,--,0.00002,--,0.0006,0.0036,<0.0001,<0.0003
桃園沿海海域,新南崁溪口,乙,2014/8/19 上午 08:25:00,5138,1.0,31.2,30.0,30.0,8.0,--,5.1,80.0,27.5,--,--,--,--,--,--,0.00002,--,0.0016,0.0043,<0.0001,<0.0003
桃園沿海海域,新南崁溪口,乙,2014/5/20 上午 07:33:00,5138,1.0,23.6,25.7,32.1,8.1,--,6.1,87.6,22.5,--,--,--,--,--,--,0.00002,--,0.0015,0.0043,<0.0001,<0.0003
桃園沿海海域,新南崁溪口,乙,2014/2/7 上午 08:07:00,5138,1.0,16.7,18.2,32.5,8.0,--,7.2,91.9,27.6,0.9,0.38,0.32,0.173,0.049,1.17,0.00002,<0.001,0.0008,0.0030,<0.0001,<0.0003
桃園沿海海域,沙崙中油卸油設施一,乙,2014/11/6 上午 08:00:00,5139,1.0,22.8,23.9,32.1,8.0,--,6.2,87.5,22.4,--,--,--,--,--,--,0.00002,--,0.0008,0.0053,<0.0001,<0.0003
桃園沿海海域,沙崙中油卸油設施一,乙,2014/8/19 上午 08:48:00,5139,1.0,30.8,29.4,33.5,8.1,--,5.9,92.5,9.9,--,--,--,--,--,--,0.00001,--,0.0007,0.0044,0.0001,<0.0003
桃園沿海海域,沙崙中油卸油設施一,乙,2014/5/20 上午 08:01:00,5139,1.0,26.0,26.3,33.8,8.1,--,6.5,96.7,10.8,--,--,--,--,--,--,0.00001,--,0.0004,0.0023,0.0001,<0.0003
桃園沿海海域,沙崙中油卸油設施一,乙,2014/2/7 上午 08:45:00,5139,1.0,16.6,20.3,34.7,8.0,--,7.0,95.5,8.9,0.3,0.03,0.07,0.046,0.017,0.310,0.00003,<0.001,0.0006,0.0106,<0.0001,<0.0003
桃園沿海海域,沙崙中油卸油設施二,乙,2014/11/6 上午 08:18:00,5140,1.0,22.9,23.9,32.3,8.0,--,6.1,84.7,16.3,--,--,--,--,--,--,0.00002,--,0.0005,0.0035,<0.0001,<0.0003
桃園沿海海域,沙崙中油卸油設施二,乙,2014/8/19 上午 09:07:00,5140,1.0,31.0,29.5,33.2,8.1,--,6.0,94.3,8.4,--,--,--,--,--,--,<0.00001,--,0.0011,0.0020,0.0001,<0.0003
桃園沿海海域,沙崙中油卸油設施二,乙,2014/5/20 上午 08:14:00,5140,1.0,26.0,26.3,33.8,8.2,--,6.5,97.0,6.4,--,--,--,--,--,--,<0.00001,--,0.0013,0.0015,<0.0001,<0.0003
桃園沿海海域,沙崙中油卸油設施二,乙,2014/2/7 上午 09:08:00,5140,1.0,16.7,20.2,34.7,8.1,--,7.0,95.5,8.8,0.6,0.02,0.08,0.044,0.016,0.297,0.00003,<0.001,0.0006,0.0101,<0.0001,<0.0003
桃園沿海海域,觀音溪口,乙,2014/11/6 上午 09:08:00,5141,1.0,23.0,23.9,32.0,8.1,--,6.4,90.7,9.6,--,--,--,--,--,--,0.00003,--,0.0007,0.0042,<0.0001,<0.0003
桃園沿海海域,觀音溪口,乙,2014/8/19 上午 10:25:00,5141,1.0,32.4,29.8,33.1,8.1,--,5.6,88.7,11.3,--,--,--,--,--,--,<0.00001,--,0.0012,0.0024,<0.0001,<0.0003
桃園沿海海域,觀音溪口,乙,2014/5/20 上午 08:41:00,5141,1.0,26.2,26.7,33.0,8.1,--,6.4,95.7,11.7,--,--,--,--,--,--,0.00001,--,0.0006,0.0037,<0.0001,<0.0003
桃園沿海海域,觀音溪口,乙,2014/2/7 上午 10:11:00,5141,1.0,16.6,19.1,34.1,8.1,--,7.2,95.5,12.3,0.7,0.04,0.19,0.067,0.020,0.495,0.00003,<0.001,0.0006,0.0056,<0.0001,<0.0003
新竹香山沿海海域,頭前溪口南側,乙,2014/10/30 上午 11:23:00,5142,1.0,28.0,27.4,32.9,8.1,--,6.9,104.0,3.6,--,--,--,--,--,--,0.00002,--,0.0004,0.0025,0.0001,<0.0003
新竹香山沿海海域,頭前溪口南側,乙,2014/8/26 上午 09:33:00,5142,1,29.8,30.0,33.3,8.2,--,7.0,109.6,3.4,--,--,--,--,--,--,0.00002,--,0.0002,0.0011,<0.0001,<0.0003
新竹香山沿海海域,頭前溪口南側,乙,2014/5/16 上午 09:59:00,5142,1,27.6,26.3,32.7,8.1,--,6.4,95.6,2.5,--,--,--,--,--,--,0.00001,--,0.0003,0.0019,0.0001,<0.0003
新竹香山沿海海域,頭前溪口南側,乙,2014/1/17 上午 10:14:00,5142,1,21.1,17.9,33.7,8.1,--,7.3,93.1,19.3,0.6,0.01,0.14,0.052,0.030,0.356,0.00003,<0.001,0.0007,0.0019,0.0001,<0.0003
新竹香山沿海海域,鳳山溪北側,乙,2014/10/30 上午 11:32:00,5143,1.0,27.8,26.8,32.8,8.1,--,6.9,102.9,2.2,--,--,--,--,--,--,0.00002,--,0.0004,0.0017,0.0001,<0.0003
新竹香山沿海海域,鳳山溪北側,乙,2014/8/26 上午 09:43:00,5143,1,29.9,29.6,33.1,8.2,--,6.8,106.0,<2.0,--,--,--,--,--,--,0.00002,--,0.0002,0.0009,<0.0001,<0.0003
新竹香山沿海海域,鳳山溪北側,乙,2014/5/16 上午 10:09:00,5143,1,27.7,26.3,33.4,8.1,--,6.4,95.9,<2.0,--,--,--,--,--,--,0.00002,--,0.0002,0.0011,0.0001,<0.0003
新竹香山沿海海域,鳳山溪北側,乙,2014/1/17 上午 10:24:00,5143,1,21.3,17.8,33.7,8.2,--,7.6,97.2,13.8,0.7,0.05,0.14,0.048,0.034,0.380,0.00002,<0.001,0.0006,0.0022,0.0001,<0.0003
新竹香山沿海海域,客雅溪河口外4海浬處,乙,2014/10/30 上午 10:57:00,5144,1.0,27.5,26.9,33.1,8.2,--,7.2,107.5,<2.0,--,--,--,--,--,--,0.00002,--,0.0004,0.0015,0.0001,<0.0003
新竹香山沿海海域,客雅溪河口外4海浬處,乙,2014/8/26 上午 09:04:00,5144,1,29.2,29.8,32.9,8.2,--,7.0,109.2,<2.0,--,--,--,--,--,--,0.00001,--,0.0002,0.0010,<0.0001,<0.0003
新竹香山沿海海域,客雅溪河口外4海浬處,乙,2014/5/16 上午 09:30:00,5144,1,27.2,26.0,31.2,8.1,--,6.6,96.6,5.3,--,--,--,--,--,--,0.00002,--,0.0002,0.0013,0.0001,<0.0003
新竹香山沿海海域,客雅溪河口外4海浬處,乙,2014/1/17 上午 09:48:00,5144,1,20.7,18.0,33.9,8.2,--,7.4,94.8,7.6,0.5,0.06,0.11,0.038,0.027,0.332,0.00006,<0.001,0.0006,0.0022,0.0002,<0.0003
新竹香山沿海海域,紅毛港外,乙,2014/10/30 上午 11:52:00,5145,1.0,27.9,27.1,32.7,8.1,--,6.6,99.0,6.1,--,--,--,--,--,--,0.00001,--,0.0005,0.0019,0.0001,<0.0003
新竹香山沿海海域,紅毛港外,乙,2014/8/26 上午 10:01:00,5145,1,30.1,29.9,33.2,8.2,--,6.8,106.4,<2.0,--,--,--,--,--,--,0.00002,--,0.0002,0.0010,0.0001,<0.0003
新竹香山沿海海域,紅毛港外,乙,2014/5/16 上午 10:30:00,5145,1,27.9,26.5,33.5,8.1,--,6.3,94.8,5.0,--,--,--,--,--,--,0.00004,--,0.0005,0.0013,<0.0001,<0.0003
新竹香山沿海海域,紅毛港外,乙,2014/1/17 上午 10:40:00,5145,1,21.6,16.9,33.5,8.2,--,7.6,94.9,25.6,0.8,0.01,0.19,0.057,0.050,0.460,0.00003,<0.001,0.0007,0.0017,0.0001,<0.0003
宜蘭蘇澳沿海海域    ,龜山島,甲,2014/11/14 上午 10:25:00,5146,1.0,14.5,22.5,34.0,8.2,--,6.5,90.5,<2.0,--,--,--,--,--,--,0.00001,--,0.0002,0.0083,0.0001,<0.0003
宜蘭蘇澳沿海海域    ,龜山島,甲,2014/8/20 上午 10:00:00,5146,1.0,28.6,28.1,32.9,8.2,--,6.6,100.9,4.6,--,--,--,--,--,--,<0.00001,--,0.0002,0.0044,<0.0001,<0.0003
宜蘭蘇澳沿海海域    ,龜山島,甲,2014/5/23 上午 09:09:00,5146,1.0,25.8,23.8,34.0,8.2,--,7.1,101.1,4.0,--,--,--,--,--,--,<0.00001,--,0.0004,0.0043,0.0004,<0.0003
宜蘭蘇澳沿海海域    ,龜山島,甲,2014/2/25 上午 09:56:00,5146,1.0,20.1,21.0,33.9,8.2,--,7.3,97.4,<2.0,0.7,0.03,0.05,0.011,0.002,0.385,0.00002,<0.001,0.0007,0.0117,0.0008,<0.0003
宜蘭蘇澳沿海海域    ,得子口溪口,甲,2014/11/14 上午 11:01:00,5147,1.0,14.6,22.1,33.4,8.2,--,6.9,94.7,5.5,--,--,--,--,--,--,0.00001,--,0.0003,0.0060,<0.0001,<0.0003
宜蘭蘇澳沿海海域    ,得子口溪口,甲,2014/8/20 上午 10:43:00,5147,1.0,29.1,28.2,32.2,8.2,--,6.7,101.9,12.0,--,--,--,--,--,--,<0.00001,--,0.0002,0.0039,<0.0001,<0.0003
宜蘭蘇澳沿海海域    ,得子口溪口,甲,2014/5/23 上午 09:55:00,5147,1.0,25.7,23.8,34.2,8.2,--,6.7,95.9,2.8,--,--,--,--,--,--,0.00001,--,0.0004,0.0045,0.0003,<0.0003
宜蘭蘇澳沿海海域    ,得子口溪口,甲,2014/2/25 上午 10:35:00,5147,1.0,20.9,21.0,34.3,8.2,--,7.2,100.9,2.4,0.7,<0.01,0.05,0.028,0.003,0.587,0.00002,<0.001,0.0003,0.0091,0.0004,<0.0003
宜蘭蘇澳沿海海域    ,蘭陽溪口,甲,2014/11/14 上午 09:25:00,5148,1.0,14.7,22.2,33.4,8.2,--,6.5,89.4,5.6,--,--,--,--,--,--,0.00002,--,0.0002,0.0116,0.0002,<0.0003
宜蘭蘇澳沿海海域    ,蘭陽溪口,甲,2014/8/20 上午 09:19:00,5148,1.0,29.1,27.5,32.4,8.1,--,6.5,97.4,16.9,--,--,--,--,--,--,0.00001,--,0.0003,0.0054,<0.0001,<0.0003
宜蘭蘇澳沿海海域    ,蘭陽溪口,甲,2014/5/23 上午 08:15:00,5148,1.0,25.8,23.5,32.9,8.2,--,8.3,118.3,15.6,--,--,--,--,--,--,0.00002,--,0.0006,0.0093,0.0002,<0.0003
宜蘭蘇澳沿海海域    ,蘭陽溪口,甲,2014/2/25 上午 09:01:00,5148,1.0,19.5,20.4,33.7,8.2,--,7.1,95.1,5.2,0.4,0.02,0.05,0.022,0.003,0.508,0.00002,<0.001,0.0005,0.0033,<0.0001,<0.0003
宜蘭蘇澳沿海海域    ,新城溪口,甲,2014/11/14 上午 08:35:00,5149,1.0,14.9,22.1,32.5,8.1,--,7.0,95.8,9.2,--,--,--,--,--,--,0.00002,--,0.0003,0.0172,<0.0001,0.0005
宜蘭蘇澳沿海海域    ,新城溪口,甲,2014/8/20 上午 08:39:00,5149,1.0,28.4,27.4,32.7,8.1,--,6.6,99.6,4.6,--,--,--,--,--,--,0.00001,--,0.0004,0.0063,0.0002,<0.0003
宜蘭蘇澳沿海海域    ,新城溪口,甲,2014/5/23 上午 07:28:00,5149,1.0,26.2,23.4,33.8,8.2,--,6.8,97.4,10.6,--,--,--,--,--,--,0.00001,--,0.0004,0.0079,0.0002,0.0005
宜蘭蘇澳沿海海域    ,新城溪口,甲,2014/2/25 上午 08:17:00,5149,1.0,19.0,19.8,33.6,8.1,--,8.3,110.6,6.2,0.6,0.02,0.06,0.015,0.005,0.608,0.00001,<0.001,0.0005,0.0066,0.0002,<0.0003
宜蘭蘇澳沿海海域    ,蘇澳港,甲,2014/11/14 上午 08:03:00,5150,1.0,15.5,23.1,33.8,8.2,--,6.4,91.3,2.8,--,--,--,--,--,--,0.00002,--,0.0004,0.0414,<0.0001,<0.0003
宜蘭蘇澳沿海海域    ,蘇澳港,甲,2014/8/20 上午 08:08:00,5150,1.0,28.0,27.6,33.0,8.1,--,6.4,97.0,5.8,--,--,--,--,--,--,0.00001,--,0.0006,0.0107,0.0001,<0.0003
宜蘭蘇澳沿海海域    ,蘇澳港,甲,2014/5/23 上午 07:00:00,5150,1.0,26.0,23.6,33.9,8.1,--,7.0,100.4,5.6,--,--,--,--,--,--,0.00001,--,0.0005,0.0075,0.0006,<0.0003
宜蘭蘇澳沿海海域    ,蘇澳港,甲,2014/2/25 上午 07:40:00,5150,1.0,18.8,21.1,33.6,8.1,--,8.1,110.5,3.1,0.7,0.08,0.05,0.003,0.004,0.423,0.00002,<0.001,0.0010,0.0180,0.0008,<0.0003
