採樣分區,測站名稱,水體分類等級,採樣日期,測站編號,水溫,酸鹼值,濁度,氣溫,溶氧(電極法),氨氮,硝酸鹽氮,亞硝酸鹽氮,鹽度,矽酸鹽,溶氧(滴定法),溶氧飽和度,正磷酸鹽,大腸桿菌群,腸球菌群,備註
,,,,,℃,,NTU,℃,mg/L,mg/L,mg/L,mg/L,psu,mg/L,mg/L,%,mg/L,CFU/100mL,MPN/100mL
旗津海水浴場,旗津海水浴場右,乙,2004/7/12 上午 09:03:00,6083,30.6,8.1,5.8,--,--,--,<0.05,0.002,34.3,<0.05,--,--,<0.025,<10,<10
馬沙溝海水浴場,馬沙溝海水浴場右,甲,2004/7/12 上午 07:00:00,6063,28.7,8.2,2.9,--,--,--,0.08,0.002,33.9,<0.05,--,--,0.025,<10,10
馬沙溝海水浴場,馬沙溝海水浴場中,甲,2004/7/12 上午 06:49:00,6062,28.8,8.2,2.3,--,--,--,<0.05,0.002,34,<0.05,--,--,<0.025,<10,10
馬沙溝海水浴場,馬沙溝海水浴場左,甲,2004/7/12 上午 06:40:00,6061,28.7,8.2,2.7,--,--,--,<0.05,0.002,34,<0.05,--,--,0.031,<10,31
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域左,甲,2004/7/12 上午 06:19:00,6091,26.5,8.1,3.1,--,--,--,<0.05,<0.001,34.7,<0.05,--,--,<0.025,260,10
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域中,甲,2004/7/12 上午 06:13:00,6092,26.4,8,2.9,--,--,--,<0.05,0.001,34.7,<0.05,--,--,<0.025,2400,99
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域右,甲,2004/7/12 上午 06:07:00,6093,26.4,8.1,4.2,--,--,--,<0.05,0.001,34.7,<0.05,--,--,<0.025,420,10
西子灣海水浴場,西子灣海水浴場右,乙,2004/7/11 下午 05:58:00,6113,31.7,8.3,3.2,--,--,--,0.07,0.006,33.6,<0.05,--,--,<0.025,10,10
西子灣海水浴場,西子灣海水浴場中,乙,2004/7/11 下午 05:47:00,6112,31.6,8.3,3.3,--,--,--,<0.05,0.004,33.6,0.08,--,--,0.031,<10,10
西子灣海水浴場,西子灣海水浴場左,乙,2004/7/11 下午 05:40:00,6111,31.9,8.3,3,--,--,--,0.06,0.005,33.5,<0.05,--,--,<0.025,<10,10
杉原海水浴場,杉原海水浴場右,甲,2004/7/11 下午 05:15:00,6103,32,8.2,5.9,--,--,--,<0.05,0.001,34.5,<0.05,--,--,<0.025,85,10
杉原海水浴場,杉原海水浴場中,甲,2004/7/11 下午 05:10:00,6102,32,8.2,6,--,--,--,<0.05,0.001,34.5,<0.05,--,--,<0.025,550,20
杉原海水浴場,杉原海水浴場左,甲,2004/7/11 下午 05:05:00,6101,32.1,8.1,7.4,--,--,--,<0.05,0.001,34.5,<0.05,--,--,<0.025,<10,<10
崎頂海水浴場,崎頂海水浴場右,乙,2004/6/28 下午 02:27:00,6033,32.4,8,14,--,--,--,<0.05,0.008,33.6,0.18,--,--,<0.025,<10,697
崎頂海水浴場,崎頂海水浴場中,乙,2004/6/28 下午 02:16:00,6032,32.4,8,27,--,--,--,<0.05,0.007,33.6,0.17,--,--,<0.025,<10,738
崎頂海水浴場,崎頂海水浴場左,乙,2004/6/28 下午 02:02:00,6031,32.3,8,28,--,--,--,<0.05,0.007,33.5,0.12,--,--,<0.025,<10,1445
新金山海水浴場,新金山海水浴場右,乙,2004/6/28 下午 12:25:00,6023,33.2,8,1.6,--,--,--,0.13,0.004,30.8,2.6,--,--,<0.025,<10,31
新金山海水浴場,新金山海水浴場中,乙,2004/6/28 下午 12:07:00,6022,33.5,8,1.7,--,--,--,0.25,<0.001,30.6,3.47,--,--,<0.025,130,<10
新金山海水浴場,新金山海水浴場左,乙,2004/6/28 上午 11:45:00,6021,33.3,8,1.5,--,--,--,<0.05,0.004,30.8,3.06,--,--,0.028,<10,31
通霄海水浴場,通霄海水浴場右,乙,2004/6/28 上午 11:00:00,6043,31.5,8.2,14,--,--,--,<0.05,0.004,33.3,0.45,--,--,<0.025,<10,64
通霄海水浴場,通霄海水浴場中,乙,2004/6/28 上午 10:50:00,6042,31.5,8.2,5.6,--,--,--,<0.05,0.004,33.6,0.22,--,--,<0.025,<10,42
通霄海水浴場,通霄海水浴場左,乙,2004/6/28 上午 10:40:00,6041,31.4,8.2,5.4,--,--,--,<0.05,0.004,33.4,0.14,--,--,<0.025,<10,<10
福隆海水浴場,福隆海水浴場右,乙,2004/6/28 上午 10:10:00,6013,31.5,8,2.1,--,--,--,<0.05,0.003,30.8,0.48,--,--,<0.025,<10,20
福隆海水浴場,福隆海水浴場中,乙,2004/6/28 上午 09:50:00,6012,31.3,8,1.6,--,--,--,<0.05,0.002,30.5,0.29,--,--,<0.025,<10,<10
大安海水浴場,大安海水浴場右,乙,2004/6/28 上午 09:44:00,6053,31.2,8.1,4,--,--,--,<0.05,0.006,33,0.24,--,--,<0.025,20,324
大安海水浴場,大安海水浴場中,乙,2004/6/28 上午 09:36:00,6052,31.3,8,5.6,--,--,--,<0.05,0.005,32.9,0.23,--,--,<0.025,<10,150
福隆海水浴場,福隆海水浴場左,乙,2004/6/28 上午 09:30:00,6011,31.2,8,1.8,--,--,--,<0.05,<0.001,30.2,0.39,--,--,<0.025,<10,<10
大安海水浴場,大安海水浴場左,乙,2004/6/28 上午 09:23:00,6051,31.4,8,6.5,--,--,--,<0.05,0.006,32.8,0.23,--,--,<0.025,<10,53
旗津海水浴場,旗津海水浴場右,乙,2004/6/28 上午 09:17:00,6083,29.3,7.9,4.8,--,--,--,0.08,0.002,35.4,0.14,--,--,<0.025,<10,42
旗津海水浴場,旗津海水浴場中,乙,2004/6/28 上午 09:12:00,6082,29.3,7.9,5.3,--,--,--,0.07,0.002,35.4,0.16,--,--,<0.025,<10,<10
旗津海水浴場,旗津海水浴場左,乙,2004/6/28 上午 09:08:00,6081,29.3,7.9,0.4,--,--,--,0.06,0.003,35.4,0.21,--,--,<0.025,<10,<10
馬沙溝海水浴場,馬沙溝海水浴場右,甲,2004/6/28 上午 07:15:00,6063,29.6,8.1,4.1,--,--,--,<0.05,0.002,35.2,0.1,--,--,0.037,<10,10
馬沙溝海水浴場,馬沙溝海水浴場中,甲,2004/6/28 上午 07:09:00,6062,29.7,8,4.3,--,--,--,<0.05,0.001,35.3,0.07,--,--,0.049,<10,<10
馬沙溝海水浴場,馬沙溝海水浴場左,甲,2004/6/28 上午 07:03:00,6061,29.8,8.1,4.6,--,--,--,0.08,0.003,35.1,0.1,--,--,0.095,<10,20
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域右,甲,2004/6/28 上午 06:11:00,6093,28.3,8.1,1.1,--,--,--,0.06,0.002,35.2,0.07,--,--,<0.025,<10,<10
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域中,甲,2004/6/28 上午 06:05:00,6092,28.2,8.1,1.5,--,--,--,<0.05,0.002,35.2,0.08,--,--,<0.025,<10,<10
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域左,甲,2004/6/28 上午 06:00:00,6091,28.2,8.1,1.2,--,--,--,0.05,0.002,35.2,0.07,--,--,0.034,<10,<10
西子灣海水浴場,西子灣海水浴場右,乙,2004/6/27 下午 05:16:00,6113,30.2,8.1,6.5,--,--,--,0.06,0.001,34.8,0.14,--,--,<0.025,<10,<10
杉原海水浴場,杉原海水浴場右,甲,2004/6/27 下午 05:13:00,6103,30.6,7.6,2.6,--,--,--,0.05,0.002,35.4,0.13,--,--,<0.025,<10,<10
西子灣海水浴場,西子灣海水浴場中,乙,2004/6/27 下午 05:11:00,6112,30.1,8,11,--,--,--,<0.05,0.003,35,0.1,--,--,0.028,<10,<10
杉原海水浴場,杉原海水浴場中,甲,2004/6/27 下午 05:07:00,6102,30.5,7.6,2.3,--,--,--,0.05,0.001,35.4,0.13,--,--,<0.025,<10,20
西子灣海水浴場,西子灣海水浴場左,乙,2004/6/27 下午 05:04:00,6111,30.3,8.1,8.6,--,--,--,<0.05,0.003,34.8,0.12,--,--,<0.025,<10,<10
杉原海水浴場,杉原海水浴場左,甲,2004/6/27 下午 05:01:00,6101,30.5,7.6,2.8,--,--,--,0.06,0.001,35.4,0.09,--,--,<0.025,<10,31
新金山海水浴場,新金山海水浴場右,乙,2004/6/14 下午 01:00:00,6023,27.6,8.1,1.2,--,--,--,<0.05,0.005,32.1,2.18,--,--,<0.025,<10,<10
崎頂海水浴場,崎頂海水浴場右,乙,2004/6/14 下午 12:46:00,6033,29.2,8.1,13,--,--,--,0.12,0.02,32.7,0.19,--,--,0.067,<10,10
新金山海水浴場,新金山海水浴場中,乙,2004/6/14 下午 12:35:00,6022,27.5,8.1,1.5,--,--,--,0.06,0.004,31.6,1.54,--,--,<0.025,<10,<10
崎頂海水浴場,崎頂海水浴場中,乙,2004/6/14 下午 12:35:00,6032,29.2,8.1,12,--,--,--,0.12,0.02,32.8,0.2,--,--,<0.025,<10,<10
崎頂海水浴場,崎頂海水浴場左,乙,2004/6/14 下午 12:25:00,6031,29.1,8.1,13,--,--,--,0.1,0.02,32.7,0.27,--,--,<0.025,<10,10
新金山海水浴場,新金山海水浴場左,乙,2004/6/14 下午 12:10:00,6021,27.5,8.1,1.2,--,--,--,0.06,0.005,31.4,1.06,--,--,<0.025,<10,<10
通霄海水浴場,通霄海水浴場右,乙,2004/6/14 上午 11:10:00,6043,27.8,8.2,5.7,--,--,--,0.1,0.001,33.2,0.19,--,--,<0.025,<10,<10
通霄海水浴場,通霄海水浴場中,乙,2004/6/14 上午 11:02:00,6042,27.7,8.2,6.9,--,--,--,0.05,0.001,33.1,0.15,--,--,<0.025,<10,<10
通霄海水浴場,通霄海水浴場左,乙,2004/6/14 上午 10:50:00,6041,27.8,8.2,8,--,--,--,0.05,0.001,33.2,0.16,--,--,<0.025,<10,<10
福隆海水浴場,福隆海水浴場右,乙,2004/6/14 上午 10:15:00,6013,25.5,8.2,1.6,--,--,--,0.08,0.002,32.7,0.3,--,--,<0.025,<10,10
福隆海水浴場,福隆海水浴場中,乙,2004/6/14 上午 09:52:00,6012,25.2,8.1,1,--,--,--,0.06,0.003,32.7,0.38,--,--,<0.025,<10,<10
大安海水浴場,大安海水浴場右,乙,2004/6/14 上午 09:48:00,6053,26.8,8.1,6.4,--,--,--,0.05,0.002,34,0.29,--,--,<0.025,350,20
大安海水浴場,大安海水浴場中,乙,2004/6/14 上午 09:40:00,6052,26.8,8.1,7.1,--,--,--,0.05,0.01,33.4,0.44,--,--,<0.025,310,20
福隆海水浴場,福隆海水浴場左,乙,2004/6/14 上午 09:30:00,6011,25.1,8.1,1.3,--,--,--,0.08,0.002,32.6,0.41,--,--,<0.025,10,<10
大安海水浴場,大安海水浴場左,乙,2004/6/14 上午 09:25:00,6051,26.8,8.1,7.4,--,--,--,0.05,0.01,33.4,0.44,--,--,<0.025,420,10
旗津海水浴場,旗津海水浴場右,乙,2004/6/14 上午 09:10:00,6083,28.2,8.2,4.4,--,--,--,<0.05,<0.001,34.4,0.15,--,--,<0.025,<10,<10
旗津海水浴場,旗津海水浴場中,乙,2004/6/14 上午 09:02:00,6082,28.2,8.2,5.3,--,--,--,<0.05,<0.001,34.4,0.16,--,--,<0.025,<10,<10
旗津海水浴場,旗津海水浴場左,乙,2004/6/14 上午 08:55:00,6081,28.1,8.2,6.3,--,--,--,<0.05,<0.001,34.4,0.15,--,--,<0.025,110,<10
馬沙溝海水浴場,馬沙溝海水浴場右,甲,2004/6/14 上午 07:15:00,6063,28.3,8.2,5,--,--,--,<0.05,<0.001,34.5,0.13,--,--,0.028,<10,<10
馬沙溝海水浴場,馬沙溝海水浴場中,甲,2004/6/14 上午 07:07:00,6062,28.5,8.2,5.1,--,--,--,<0.05,<0.001,34.5,0.12,--,--,0.052,<10,<10
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域右,甲,2004/6/14 上午 06:18:00,6093,25.1,8.2,2.8,--,--,--,<0.05,<0.001,34.9,0.07,--,--,<0.025,240,10
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域中,甲,2004/6/14 上午 06:10:00,6092,25.2,8.2,2.3,--,--,--,<0.05,<0.001,34.9,0.09,--,--,<0.025,220,10
馬沙溝海水浴場,馬沙溝海水浴場左,甲,2004/6/14 上午 06:08:00,6061,28.4,8.2,4.9,--,--,--,<0.05,<0.001,34.5,0.31,--,--,<0.025,10,<10
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域左,甲,2004/6/14 上午 06:02:00,6091,25.1,8.2,4,--,--,--,<0.05,<0.001,34.9,0.15,--,--,<0.025,280,<10
西子灣海水浴場,西子灣海水浴場右,乙,2004/6/13 下午 05:40:00,6113,29.5,8.3,3.3,--,--,--,<0.05,0.003,33.8,0.13,--,--,<0.025,<10,<10
西子灣海水浴場,西子灣海水浴場中,乙,2004/6/13 下午 05:32:00,6112,29.7,8.2,2.7,--,--,--,<0.05,0.003,33.8,0.08,--,--,<0.025,<10,<10
西子灣海水浴場,西子灣海水浴場左,乙,2004/6/13 下午 05:20:00,6111,29.4,8.2,2.7,--,--,--,<0.05,0.002,33.8,0.1,--,--,<0.025,10,<10
杉原海水浴場,杉原海水浴場右,甲,2004/6/13 下午 05:18:00,6103,28,8.2,1.3,--,--,--,<0.05,0.001,34.8,0.17,--,--,<0.025,<10,10
杉原海水浴場,杉原海水浴場中,甲,2004/6/13 下午 05:09:00,6102,27.9,8.2,1.1,--,--,--,<0.05,0.002,34.8,0.12,--,--,<0.025,<10,10
杉原海水浴場,杉原海水浴場左,甲,2004/6/13 下午 05:02:00,6101,27.8,8.2,2,--,--,--,<0.05,<0.001,34.8,0.12,--,--,<0.025,<10,<10
新金山海水浴場,新金山海水浴場右,乙,2004/5/31 下午 12:45:00,6023,28.9,8.1,1.2,--,--,--,0.09,0.005,29.1,6.54,--,--,0.049,<10,<10
崎頂海水浴場,崎頂海水浴場右,乙,2004/5/31 下午 12:22:00,6033,31.2,8.2,3.8,--,--,--,0.21,<0.001,32.8,<0.05,--,--,<0.025,<10,31
新金山海水浴場,新金山海水浴場中,乙,2004/5/31 下午 12:20:00,6022,28.9,8.1,3.3,--,--,--,0.18,0.004,29.1,6.77,--,--,0.052,<10,<10
崎頂海水浴場,崎頂海水浴場中,乙,2004/5/31 下午 12:16:00,6032,31.2,8.2,4.2,--,--,--,0.08,0.001,32.9,<0.05,--,--,<0.025,<10,53
崎頂海水浴場,崎頂海水浴場左,乙,2004/5/31 下午 12:05:00,6031,31.1,8.2,5.8,--,--,--,0.12,0.002,32.8,<0.05,--,--,<0.025,<10,20
新金山海水浴場,新金山海水浴場左,乙,2004/5/31 上午 11:50:00,6021,28.9,8.1,2,--,--,--,0.23,0.005,28.9,4.97,--,--,0.052,<10,<10
通霄海水浴場,通霄海水浴場右,乙,2004/5/31 上午 10:51:00,6043,30.4,8.2,11,--,--,--,0.14,<0.001,32.9,<0.05,--,--,<0.025,55,75
通霄海水浴場,通霄海水浴場中,乙,2004/5/31 上午 10:42:00,6042,30.5,8.1,7.3,--,--,--,0.24,<0.001,32.8,<0.05,--,--,<0.025,40,64
通霄海水浴場,通霄海水浴場左,乙,2004/5/31 上午 10:33:00,6041,30.4,8.1,4.5,--,--,--,0.14,<0.001,32.9,<0.05,--,--,<0.025,90,53
福隆海水浴場,福隆海水浴場右,乙,2004/5/31 上午 10:15:00,6013,28.2,8.1,1.6,--,--,--,<0.05,0.004,29.4,0.96,--,--,0.058,<10,10
福隆海水浴場,福隆海水浴場中,乙,2004/5/31 上午 09:56:00,6012,27.1,8.2,1.7,--,--,--,0.08,0.002,29.8,1.04,--,--,0.052,<10,<10
大安海水浴場,大安海水浴場右,乙,2004/5/31 上午 09:32:00,6053,29.4,8,12,--,--,--,0.17,<0.001,30.8,<0.05,--,--,<0.025,1600,210
福隆海水浴場,福隆海水浴場左,乙,2004/5/31 上午 09:30:00,6011,27.7,8.1,1.7,--,--,--,0.07,0.005,30.6,1.14,--,--,0.058,<10,<10
大安海水浴場,大安海水浴場中,乙,2004/5/31 上午 09:23:00,6052,29.4,8,12,--,--,--,0.27,<0.001,30.3,<0.05,--,--,<0.025,2500,253
旗津海水浴場,旗津海水浴場右,乙,2004/5/31 上午 09:18:00,6083,27.4,8.2,3.2,--,--,--,0.07,0.002,33.5,<0.05,--,--,0.028,30,31
大安海水浴場,大安海水浴場左,乙,2004/5/31 上午 09:12:00,6051,29.4,8,9.2,--,--,--,0.27,0.001,29.3,<0.05,--,--,<0.025,2500,237
旗津海水浴場,旗津海水浴場中,乙,2004/5/31 上午 09:12:00,6082,27.5,8.2,3.1,--,--,--,<0.05,0.001,33.2,0.08,--,--,<0.025,<10,<10
旗津海水浴場,旗津海水浴場左,乙,2004/5/31 上午 09:08:00,6081,27.4,8.2,3.2,--,--,--,0.11,<0.001,33.7,0.06,--,--,0.031,<10,<10
馬沙溝海水浴場,馬沙溝海水浴場右,甲,2004/5/31 上午 07:10:00,6063,28.8,8.2,2.1,--,--,--,<0.05,<0.001,33.7,0.08,--,--,0.055,<10,<10
馬沙溝海水浴場,馬沙溝海水浴場中,甲,2004/5/31 上午 07:02:00,6062,28.9,8.2,2,--,--,--,<0.05,0.002,33.6,<0.05,--,--,0.04,<10,<10
馬沙溝海水浴場,馬沙溝海水浴場左,甲,2004/5/31 上午 06:56:00,6061,28.8,8.2,2,--,--,--,0.11,<0.001,33.7,<0.05,--,--,0.04,<10,<10
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域右,甲,2004/5/31 上午 06:10:00,6093,26.8,8.1,0.8,--,--,--,0.09,0.002,33.9,0.06,--,--,0.028,<10,10
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域中,甲,2004/5/31 上午 06:06:00,6092,26.8,8.1,0.8,--,--,--,<0.05,0.001,34.2,0.05,--,--,<0.025,15,20
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域左,甲,2004/5/31 上午 06:02:00,6091,26.7,8.2,1.3,--,--,--,<0.05,0.004,34.4,0.17,--,--,<0.025,<10,10
西子灣海水浴場,西子灣海水浴場右,乙,2004/5/30 下午 05:29:00,6113,29.8,8.4,2.4,--,--,--,0.06,0.005,32.9,0.06,--,--,0.031,<10,<10
西子灣海水浴場,西子灣海水浴場中,乙,2004/5/30 下午 05:22:00,6112,29.9,8.4,2.6,--,--,--,0.07,0.006,32.9,<0.05,--,--,0.031,<10,<10
西子灣海水浴場,西子灣海水浴場左,乙,2004/5/30 下午 05:15:00,6111,29.9,8.4,1.9,--,--,--,0.09,0.005,32.8,<0.05,--,--,0.037,<10,<10
杉原海水浴場,杉原海水浴場右,甲,2004/5/30 下午 05:10:00,6103,27.6,8.1,1.8,--,--,--,0.21,<0.001,34.2,<0.05,--,--,<0.025,<10,<10
杉原海水浴場,杉原海水浴場中,甲,2004/5/30 下午 05:07:00,6102,27.5,8.1,2.3,--,--,--,0.12,<0.001,33.9,<0.05,--,--,0.028,<10,<10
杉原海水浴場,杉原海水浴場左,甲,2004/5/30 下午 05:03:00,6101,27.5,8.1,3,--,--,--,<0.05,<0.001,34.5,0.06,--,--,0.028,<10,10
