採樣分區,測站名稱,水體分類等級,採樣日期,測站編號,水溫,酸鹼值,濁度,氣溫,溶氧(電極法),氨氮,硝酸鹽氮,亞硝酸鹽氮,鹽度,矽酸鹽,溶氧(滴定法),溶氧飽和度,正磷酸鹽,大腸桿菌群,腸球菌群,備註
,,,,,℃,,NTU,℃,mg/L,mg/L,mg/L,mg/L,psu,mg/L,mg/L,%,mg/L,CFU/100mL,MPN/100mL
馬沙溝海水浴場,馬沙溝海水浴場右,甲,2010/8/8 上午 10:05:00,6063,31.9,8.2,11,31.6,6.0,<0.01,<0.01,0.001,33.4,0.192,5.9,98.5,0.018,<10,<10
中澳沙灘,中澳沙灘右,甲,2010/8/8 上午 10:05:00,6223,31.1,8.2,1.1,32.4,6.5,<0.01,0.03,0.003,33.8,0.180,6.5,106.1,0.015,15,<10
林投公園,林投公園中,甲,2010/8/8 上午 10:03:00,6272,30.1,8.0,3.0,33.2,5.7,<0.01,0.01,0.001,33.1,0.160,5.5,90.4,0.006,<10,<10
林投公園,林投公園左,甲,2010/8/8 上午 10:00:00,6271,30.1,8.0,3.4,33.2,5.4,<0.01,0.01,0.002,33.1,0.177,5.2,85.9,0.009,<10,20
福隆海水浴場,福隆海水浴場右,乙,2010/8/2 下午 02:42:00,6013,29.9,8.1,4.1,33.5,6.6,<0.01,0.02,0.002,32.4,0.553,6.8,105.0,0.005,15,<10
福隆海水浴場,福隆海水浴場中,乙,2010/8/2 下午 02:34:00,6012,29.7,8.2,3.3,33.5,7.2,<0.01,<0.01,0.002,32.4,0.376,7.2,114.1,0.010,30,<10
福隆海水浴場,福隆海水浴場左,乙,2010/8/2 下午 02:25:00,6011,30.1,8.1,6.7,33.3,7.0,<0.01,0.02,0.003,32.2,0.462,7.0,111.7,0.011,25,31
外澳濱海遊憩區,外澳濱海遊憩區右,甲,2010/8/2 下午 01:12:00,6173,29.6,8.1,2.0,33.3,6.4,<0.01,<0.01,0.002,33.4,0.286,6.4,101.3,0.005,<10,<10
外澳濱海遊憩區,外澳濱海遊憩區中,甲,2010/8/2 下午 01:05:00,6172,29.4,8.1,3.3,33.4,6.4,<0.01,0.02,0.002,33.1,0.306,6.4,99.8,0.006,<10,<10
外澳濱海遊憩區,外澳濱海遊憩區左,甲,2010/8/2 下午 12:55:00,6171,29.4,8.1,2.4,33.4,6.3,0.02,0.02,0.002,33.2,0.296,6.3,99.5,0.008,<10,<10
大武崙沙灘,大武崙沙灘右,甲,2010/8/2 下午 12:22:00,6183,31.2,8.4,12,32.2,13.2,<0.01,<0.01,0.001,32.7,0.352,13.0,213.0,0.010,<10,<10
大武崙沙灘,大武崙沙灘中,甲,2010/8/2 下午 12:08:00,6182,31.0,8.4,13,32.2,12.5,<0.01,<0.01,<0.001,33.0,0.379,12.2,199.8,0.010,<10,<10
大武崙沙灘,大武崙沙灘左,甲,2010/8/2 上午 11:55:00,6181,30.7,8.4,3.6,32.1,10.5,0.01,<0.01,0.001,32.5,0.439,10.2,167.5,0.007,10,10
塘后,塘后右,甲,2010/8/2 上午 11:32:00,6283,27.4,8.1,6.7,30.4,6.5,0.02,0.02,0.003,33.4,0.659,6.8,97.4,0.017,<10,<10
塘后,塘后中,甲,2010/8/2 上午 11:16:00,6282,27.4,8.1,7.2,30.4,6.6,<0.01,<0.01,0.003,33.3,0.643,6.9,97.8,0.019,<10,<10
新金山海水浴場,新金山海水浴場左,乙,2010/8/2 上午 11:12:00,6021,30.4,8.1,2.5,31.8,6.7,0.03,0.03,0.002,32.1,1.83,6.7,106.8,<0.003,<10,<10
塘后,塘后左,甲,2010/8/2 上午 11:00:00,6281,27.8,8.1,6.4,30.3,6.7,0.01,0.03,0.004,33.2,0.690,6.9,101.7,0.012,<10,10
新金山海水浴場,新金山海水浴場中,乙,2010/8/2 上午 10:59:00,6022,30.4,8.1,4.0,31.8,7.0,0.03,0.01,0.002,32.0,1.60,7.0,110.9,<0.003,<10,<10
新金山海水浴場,新金山海水浴場右,乙,2010/8/2 上午 10:45:00,6023,30.3,8.1,5.4,31.9,7.0,0.02,0.02,0.003,31.8,1.49,7.1,111.5,0.005,<10,<10
后湖海濱公園,后湖海濱公園右,乙,2010/8/2 上午 10:39:00,6143,29.1,8.1,7.1,31.8,6.8,<0.01,<0.01,0.001,33.4,0.082,6.5,106.9,0.016,<10,<10
后湖海濱公園,后湖海濱公園中,乙,2010/8/2 上午 10:19:00,6142,29.2,8.1,6.8,31.7,6.7,0.01,0.02,0.001,33.4,0.092,6.5,104.2,0.018,<10,<10
沙珠灣,沙珠灣左,甲,2010/8/2 上午 10:14:00,6191,30.0,8.1,3.0,31.3,6.3,0.01,0.08,0.003,32.9,0.516,6.3,98.6,0.005,<10,<10
后湖海濱公園,后湖海濱公園左,乙,2010/8/2 上午 10:02:00,6141,29.0,8.1,7.3,31.8,6.7,<0.01,<0.01,0.001,33.6,0.115,6.5,104.7,0.010,<10,<10
沙珠灣,沙珠灣中,甲,2010/8/2 上午 09:58:00,6192,29.9,8.1,3.7,31.2,6.2,0.05,0.05,0.005,33.1,0.576,6.2,97.3,<0.003,<10,30
沙珠灣,沙珠灣右,甲,2010/8/2 上午 09:45:00,6193,29.8,8.1,4.9,31.2,6.2,<0.01,0.07,0.003,32.8,0.663,6.2,96.6,0.011,<10,10
通霄海水浴場,通霄海水浴場右,乙,2010/8/2 上午 09:30:00,6043,29.6,8.3,3.6,31.3,6.5,0.02,0.07,0.007,30.3,0.869,6.5,101.9,0.005,6000,10
通霄海水浴場,通霄海水浴場中,乙,2010/8/2 上午 09:15:00,6042,29.5,8.2,3.7,31.3,6.6,0.02,0.07,0.008,30.3,0.863,6.5,102.2,0.009,5100,20
通霄海水浴場,通霄海水浴場左,乙,2010/8/2 上午 08:55:00,6041,29.4,8.2,3.6,31.2,6.6,0.02,0.07,0.007,30.4,0.867,6.6,104.0,0.019,5900,64
白沙灣海水浴場,白沙灣海水浴場左,乙,2010/8/2 上午 08:55:00,6121,29.0,8.1,1.6,32.5,6.0,0.03,0.07,0.005,33.6,0.269,6.0,93.2,0.011,10,<10
白沙灣海水浴場,白沙灣海水浴場中,乙,2010/8/2 上午 08:39:00,6122,29.3,8.1,3.4,32.3,6.2,0.03,0.24,0.004,32.9,0.396,6.0,96.2,0.008,<10,<10
白沙灣海水浴場,白沙灣海水浴場右,乙,2010/8/2 上午 08:25:00,6123,29.0,8.1,3.2,32.4,6.1,0.03,0.07,0.004,33.3,0.339,6.0,94.2,0.016,<10,<10
磯崎海水浴場,磯崎海水浴場右,甲,2010/8/2 上午 08:15:00,6213,26.5,8.1,3.5,33.2,6.4,0.02,0.01,0.001,33.3,0.359,6.6,96.2,<0.003,880,310
磯崎海水浴場,磯崎海水浴場中,甲,2010/8/2 上午 08:06:00,6212,26.4,8.1,2.5,33.2,6.5,<0.01,<0.01,0.002,33.4,0.352,6.6,97.0,0.004,940,550
磯崎海水浴場,磯崎海水浴場左,甲,2010/8/2 上午 07:55:00,6211,26.4,8.1,2.3,32.9,6.4,<0.01,0.03,0.002,33.3,0.352,6.6,96.1,<0.003,20,<10
淺水灣,淺水灣右,甲,2010/8/2 上午 07:46:00,6203,29.5,8.1,8.2,28.8,5.5,<0.01,0.09,0.004,32.5,0.523,5.5,86.2,0.022,240,86
淺水灣,淺水灣中,甲,2010/8/2 上午 07:34:00,6202,29.5,8.1,8.6,28.7,5.6,0.02,0.10,0.006,32.5,0.663,5.6,86.8,0.032,200,86
淺水灣,淺水灣左,甲,2010/8/2 上午 07:20:00,6201,29.3,8.1,9.5,28.4,5.6,0.02,0.08,0.008,32.5,0.452,5.6,87.1,0.070,290,150
杉原海水浴場,杉原海水浴場右,甲,2010/8/1 下午 04:53:00,6103,31.4,8.1,4.1,32.0,6.5,<0.01,0.05,<0.001,34.2,0.328,6.4,106.2,0.009,<10,20
杉原海水浴場,杉原海水浴場中,甲,2010/8/1 下午 04:45:00,6102,30.1,8.1,4.7,32.0,6.7,<0.01,0.04,0.002,34.2,0.348,6.5,106.1,0.020,<10,<10
杉原海水浴場,杉原海水浴場左,甲,2010/8/1 下午 04:40:00,6101,30.1,8.1,4.2,32.0,6.7,<0.01,0.04,0.002,34.2,0.353,6.6,106.3,0.012,<10,10
西子灣海水浴場,西子灣海水浴場右,乙,2010/8/1 下午 02:28:00,6113,31.6,8.2,2.2,36.8,6.9,0.02,0.09,0.010,31.4,0.628,6.6,110.6,0.035,<10,<10
西子灣海水浴場,西子灣海水浴場中,乙,2010/8/1 下午 02:18:00,6112,31.8,8.1,2.0,36.8,6.5,0.06,0.10,0.010,31.4,0.645,6.3,104.5,0.039,<10,10
西子灣海水浴場,西子灣海水浴場左,乙,2010/8/1 下午 02:10:00,6111,32.1,8.0,2.2,36.8,6.3,0.03,0.09,0.011,31.6,0.628,6.2,101.9,0.041,<10,<10
白砂沙灘,白砂沙灘右,甲,2010/8/1 下午 02:04:00,6243,32.1,8.1,3.5,33.6,6.4,<0.01,0.06,0.002,33.1,0.368,6.4,101.4,0.013,<10,<10
旗津海水浴場,旗津海水浴場右,乙,2010/8/1 下午 02:00:00,6083,32.0,8.1,4.8,34.4,6.3,<0.01,0.17,0.009,27.7,1.72,6.3,99.5,0.028,<10,52
白砂沙灘,白砂沙灘中,甲,2010/8/1 下午 01:56:00,6242,32.2,8.1,2.5,33.6,6.4,0.02,0.05,0.001,33.2,0.350,6.4,101.8,0.009,<10,10
白砂沙灘,白砂沙灘左,甲,2010/8/1 下午 01:50:00,6241,32.0,8.0,2.3,33.6,6.4,<0.01,0.05,0.003,33.0,0.327,6.3,101.2,0.007,<10,<10
旗津海水浴場,旗津海水浴場中,乙,2010/8/1 下午 01:45:00,6082,31.8,8.1,7.6,34.4,6.3,<0.01,0.19,0.008,27.7,1.79,6.2,99.6,0.031,10,95
旗津海水浴場,旗津海水浴場左,乙,2010/8/1 下午 01:30:00,6081,32.5,8.1,5.7,34.4,6.3,<0.01,0.17,0.008,27.9,1.71,6.3,100.8,0.030,10,10
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域右,甲,2010/8/1 下午 12:35:00,6093,30.8,8.1,2.6,33.0,6.6,<0.01,0.03,<0.001,33.4,0.307,6.6,103.8,0.014,70,160
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域中,甲,2010/8/1 下午 12:28:00,6092,30.8,8.1,2.6,33.0,6.6,<0.01,0.02,0.002,33.4,0.312,6.6,104.5,0.014,210,10
觀音亭,觀音亭右,甲,2010/8/1 下午 12:28:00,6263,31.8,8.0,6.1,34.8,6.7,<0.01,0.06,0.002,32.7,0.362,6.3,104.8,0.008,<10,20
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域左,甲,2010/8/1 下午 12:20:00,6091,30.7,8.1,2.2,33.0,6.6,<0.01,0.02,0.002,33.5,0.269,6.6,104.1,0.012,60,20
觀音亭,觀音亭中,甲,2010/8/1 下午 12:17:00,6262,31.9,8.0,3.2,34.8,6.7,<0.01,0.05,0.002,32.7,0.331,6.4,104.8,0.009,<10,<10
觀音亭,觀音亭左,甲,2010/8/1 下午 12:05:00,6261,31.9,8.0,2.7,34.8,6.7,<0.01,0.06,0.002,32.7,0.375,6.3,105.1,0.003,<10,41
山水沙灘,山水沙灘右,甲,2010/8/1 上午 11:21:00,6163,30.4,8.0,1.2,34.3,6.8,<0.01,0.14,0.002,33.0,0.478,6.3,106.6,0.016,<10,10
船帆石,船帆石右,甲,2010/8/1 上午 11:18:00,6233,31.2,8.1,11,33.5,6.6,0.03,0.04,0.002,33.0,0.292,6.5,103.2,0.012,<10,20
船帆石,船帆石中,甲,2010/8/1 上午 11:12:00,6232,31.0,8.1,3.9,33.5,6.6,<0.01,0.02,0.002,33.1,0.236,6.6,103.5,0.011,<10,20
山水沙灘,山水沙灘中,甲,2010/8/1 上午 11:10:00,6162,30.4,8.0,1.3,34.3,6.8,<0.01,0.12,0.003,33.0,0.427,6.4,107.1,0.012,<10,41
船帆石,船帆石左,甲,2010/8/1 上午 11:05:00,6231,31.1,8.1,4.7,33.5,6.5,0.06,0.03,0.002,33.0,0.261,6.4,102.6,0.010,<10,52
馬沙溝海水浴場,馬沙溝海水浴場右,甲,2010/8/1 上午 11:00:00,6063,32.6,8.1,14,36.4,6.2,<0.01,0.05,0.007,32.5,0.415,6.2,102.5,0.056,<10,<10
山水沙灘,山水沙灘左,甲,2010/8/1 上午 11:00:00,6161,30.2,8.0,1.3,34.3,6.8,<0.01,0.12,0.002,33.0,0.444,6.3,106.8,0.014,<10,75
馬沙溝海水浴場,馬沙溝海水浴場中,甲,2010/8/1 上午 10:45:00,6062,31.8,8.0,13,36.4,6.3,<0.01,0.04,0.007,32.5,0.397,6.3,102.3,0.035,<10,10
馬沙溝海水浴場,馬沙溝海水浴場左,甲,2010/8/1 上午 10:25:00,6061,31.5,8.0,15,36.4,6.3,<0.01,0.05,0.006,32.5,0.409,6.2,101.0,0.041,<10,20
林投公園,林投公園右,甲,2010/8/1 上午 10:23:00,6273,30.2,8.0,5.4,33.9,6.6,<0.01,0.05,0.003,32.7,0.302,6.3,105.2,0.007,<10,73
中澳沙灘,中澳沙灘左,甲,2010/8/1 上午 10:20:00,6221,31.2,8.2,1.8,34.3,6.7,<0.01,0.05,0.002,33.5,0.203,6.7,108.7,0.012,<10,<10
港口海灘,港口海灘右,甲,2010/8/1 上午 10:18:00,6253,28.4,8.1,33,30.2,6.8,<0.01,0.31,0.002,26.1,5.45,6.8,101.2,0.064,1900,520
林投公園,林投公園中,甲,2010/8/1 上午 10:11:00,6272,30.2,8.0,5.6,33.9,6.6,<0.01,0.05,0.003,32.7,0.313,6.3,104.9,0.011,<10,130
中澳沙灘,中澳沙灘中,甲,2010/8/1 上午 10:10:00,6222,31.3,8.2,1.8,34.3,6.7,<0.01,0.04,0.003,33.6,0.215,6.7,107.8,0.010,<10,<10
港口海灘,港口海灘中,甲,2010/8/1 上午 10:10:00,6252,28.5,8.0,30,30.2,6.8,<0.01,0.19,0.002,25.9,3.37,6.8,101.4,0.025,1200,550
港口海灘,港口海灘左,甲,2010/8/1 上午 10:03:00,6251,28.4,8.0,30,30.2,6.8,<0.01,0.20,0.002,26.0,3.62,6.9,100.7,0.023,1900,570
中澳沙灘,中澳沙灘右,甲,2010/8/1 上午 10:00:00,6223,31.4,8.2,1.5,34.3,6.6,<0.01,0.04,0.003,33.6,0.209,6.7,107.3,0.012,<10,41
林投公園,林投公園左,甲,2010/8/1 上午 10:00:00,6271,30.2,8.0,4.6,33.9,6.6,<0.01,0.05,0.003,32.7,0.258,6.3,104.6,0.010,<10,220
塘后,塘后右,甲,2010/7/26 上午 11:31:00,6283,26.4,8.1,2.7,30.3,6.5,0.03,0.03,0.007,33.3,0.282,6.4,97.6,0.053,100,<10
塘后,塘后中,甲,2010/7/26 上午 11:16:00,6282,26.3,8.1,2.5,30.3,6.5,0.02,0.02,0.004,33.5,0.273,6.4,97.2,0.090,100,10
塘后,塘后左,甲,2010/7/26 上午 11:00:00,6281,26.2,8.1,2.5,30.2,6.5,0.03,0.02,0.005,33.4,0.288,6.6,97.5,0.095,100,10
后湖海濱公園,后湖海濱公園右,乙,2010/7/26 上午 10:16:00,6143,28.6,8.1,2.3,29.6,6.5,<0.01,<0.01,0.003,33.5,0.218,6.4,101.6,0.006,<10,<10
后湖海濱公園,后湖海濱公園中,乙,2010/7/26 上午 09:50:00,6142,28.8,8.1,2.3,29.8,6.5,<0.01,<0.01,0.002,33.6,0.215,6.5,101.5,0.004,<10,<10
通霄海水浴場,通霄海水浴場右,乙,2010/7/26 上午 09:49:00,6043,30.7,8.2,7.9,31.8,7.2,0.01,0.01,<0.001,32.4,0.090,7.0,115.1,0.006,90,<10
后湖海濱公園,后湖海濱公園左,乙,2010/7/26 上午 09:30:00,6141,28.9,8.1,2.4,29.8,6.5,0.02,<0.01,0.002,33.5,0.218,6.4,101.4,0.005,<10,<10
通霄海水浴場,通霄海水浴場中,乙,2010/7/26 上午 09:26:00,6042,30.7,8.2,7.5,31.8,7.0,0.01,0.01,<0.001,32.4,0.105,7.1,112.2,0.005,120,<10
通霄海水浴場,通霄海水浴場左,乙,2010/7/26 上午 09:15:00,6041,30.7,8.2,8.8,31.8,6.9,0.01,0.01,<0.001,32.1,0.114,7.1,110.7,0.006,65,<10
福隆海水浴場,福隆海水浴場右,乙,2010/7/25 下午 03:35:00,6013,28.1,8.1,12,31.2,6.5,0.08,0.10,0.003,26.2,1.88,6.5,95.4,0.020,2000,270
福隆海水浴場,福隆海水浴場中,乙,2010/7/25 下午 03:21:00,6012,28.2,8.1,14,31.2,6.4,0.06,0.11,0.005,26.7,1.61,6.5,95.2,0.029,2700,410
福隆海水浴場,福隆海水浴場左,乙,2010/7/25 下午 03:05:00,6011,28.2,8.1,18,31.3,6.5,0.10,0.09,0.004,26.5,1.70,6.5,95.7,<0.003,2100,390
西子灣海水浴場,西子灣海水浴場右,乙,2010/7/25 下午 02:20:00,6113,31.9,8.1,3.5,34.5,6.5,<0.01,0.02,0.007,34.0,0.257,6.4,107.3,0.016,10,<10
西子灣海水浴場,西子灣海水浴場中,乙,2010/7/25 下午 02:08:00,6112,31.7,8.1,2.5,34.5,6.6,<0.01,0.02,0.006,34.1,0.250,6.6,109.3,0.015,10,10
西子灣海水浴場,西子灣海水浴場左,乙,2010/7/25 下午 01:56:00,6111,31.8,8.1,3.4,34.5,6.5,<0.01,0.02,0.005,34.2,0.261,6.4,106.9,0.012,<10,10
旗津海水浴場,旗津海水浴場右,乙,2010/7/25 下午 01:50:00,6083,31.8,8.2,12,32.0,5.9,<0.01,0.01,0.004,33.8,0.557,6.0,97.3,0.009,15,150
杉原海水浴場,杉原海水浴場左,甲,2010/7/25 下午 01:45:00,6101,31.3,8.1,11,33.6,6.4,0.01,0.15,0.003,32.4,0.494,6.3,103.0,0.016,95,270
外澳濱海遊憩區,外澳濱海遊憩區中,甲,2010/7/25 下午 01:43:00,6172,29.0,8.2,5.4,30.8,6.4,0.02,0.03,0.002,33.4,0.157,6.4,100.1,0.003,15,52
旗津海水浴場,旗津海水浴場中,乙,2010/7/25 下午 01:40:00,6082,32.0,8.2,16,32.0,5.9,<0.01,0.01,0.005,33.7,0.653,6.0,97.2,0.016,60,98
杉原海水浴場,杉原海水浴場中,甲,2010/7/25 下午 01:35:00,6102,31.2,8.1,11,33.6,6.4,<0.01,0.18,0.002,32.3,0.503,6.3,102.9,0.012,50,210
白砂沙灘,白砂沙灘右,甲,2010/7/25 下午 01:35:00,6243,30.1,8.1,3.4,33.2,6.4,<0.01,0.03,0.002,33.7,0.382,6.3,103.4,0.012,50,<10
旗津海水浴場,旗津海水浴場左,乙,2010/7/25 下午 01:30:00,6081,31.8,8.2,15,32.0,6.0,<0.01,0.02,0.004,33.8,0.639,6.0,97.7,0.016,35,52
杉原海水浴場,杉原海水浴場右,甲,2010/7/25 下午 01:25:00,6103,31.3,8.1,11,33.6,6.5,<0.01,0.21,0.003,32.4,0.528,6.3,103.8,0.014,45,310
白砂沙灘,白砂沙灘中,甲,2010/7/25 下午 01:25:00,6242,30.2,8.1,3.0,33.2,6.4,<0.01,0.03,0.002,33.7,0.365,6.3,102.0,0.022,<10,<10
外澳濱海遊憩區,外澳濱海遊憩區右,甲,2010/7/25 下午 01:24:00,6173,29.4,8.2,8.7,30.8,6.3,0.01,<0.01,0.002,33.4,0.148,6.3,99.1,0.005,<10,10
白砂沙灘,白砂沙灘左,甲,2010/7/25 下午 01:15:00,6241,30.2,8.0,3.5,33.2,6.2,<0.01,0.03,0.001,33.8,0.379,6.2,99.6,0.016,<10,<10
外澳濱海遊憩區,外澳濱海遊憩區左,甲,2010/7/25 下午 01:11:00,6171,29.3,8.1,3.8,30.8,6.3,0.01,<0.01,0.002,33.3,0.151,6.3,98.9,<0.003,10,<10
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域右,甲,2010/7/25 下午 12:25:00,6093,28.6,8.1,4.1,30.2,6.4,<0.01,0.01,0.003,33.7,0.320,6.4,98.7,0.013,300,63
觀音亭,觀音亭右,甲,2010/7/25 下午 12:22:00,6263,30.7,8.0,2.4,34.2,6.9,0.02,0.04,0.002,33.0,0.601,6.6,110.3,<0.003,<10,<10
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域中,甲,2010/7/25 下午 12:15:00,6092,28.8,8.1,4.0,30.2,6.4,0.02,<0.01,0.002,33.6,0.331,6.4,99.1,0.012,350,140
觀音亭,觀音亭左,甲,2010/7/25 下午 12:12:00,6261,30.7,8.1,2.5,34.2,6.9,0.02,0.05,0.001,33.0,0.610,6.7,110.4,<0.003,<10,<10
大武崙沙灘,大武崙沙灘右,甲,2010/7/25 下午 12:08:00,6183,29.0,8.3,9.5,30.3,8.6,0.01,<0.01,0.001,32.5,0.252,8.3,131.8,0.003,15,10
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域左,甲,2010/7/25 下午 12:05:00,6091,28.9,8.2,4.7,30.2,6.4,<0.01,<0.01,0.002,33.7,0.319,6.4,99.7,0.013,250,85
大武崙沙灘,大武崙沙灘中,甲,2010/7/25 下午 12:02:00,6182,29.0,8.3,11,30.3,8.8,<0.01,<0.01,0.001,32.9,0.224,8.5,137.9,0.008,15,<10
觀音亭,觀音亭中,甲,2010/7/25 下午 12:00:00,6262,30.7,8.1,2.7,34.2,7.0,0.02,0.04,0.002,33.0,0.601,6.7,110.6,<0.003,<10,<10
大武崙沙灘,大武崙沙灘左,甲,2010/7/25 上午 11:55:00,6181,28.9,8.1,3.6,30.2,6.7,0.01,0.02,0.002,33.1,0.242,6.7,105.5,0.004,<10,30
山水沙灘,山水沙灘左,甲,2010/7/25 上午 11:21:00,6161,28.9,8.1,2.4,33.3,6.5,<0.01,0.02,0.001,32.7,0.305,6.3,100.0,<0.003,<10,<10
船帆石,船帆石右,甲,2010/7/25 上午 11:20:00,6233,28.8,8.2,4.5,28.5,6.3,<0.01,0.01,0.003,33.6,0.253,6.4,98.8,0.009,65,110
山水沙灘,山水沙灘右,甲,2010/7/25 上午 11:11:00,6163,29.0,8.1,2.4,33.3,6.5,<0.01,0.03,0.002,32.7,0.313,6.3,100.2,<0.003,<10,<10
船帆石,船帆石中,甲,2010/7/25 上午 11:10:00,6232,28.6,8.2,5.3,28.5,6.2,0.01,0.01,0.002,33.5,0.229,6.3,96.8,0.008,50,85
山水沙灘,山水沙灘中,甲,2010/7/25 上午 11:02:00,6162,29.1,8.1,2.6,33.3,6.5,<0.01,0.02,0.002,32.6,0.289,6.3,100.4,<0.003,<10,<10
船帆石,船帆石左,甲,2010/7/25 上午 11:00:00,6231,28.8,8.2,5.3,28.5,6.3,<0.01,0.01,0.002,33.7,0.262,6.3,97.8,0.006,95,170
馬沙溝海水浴場,馬沙溝海水浴場右,甲,2010/7/25 上午 10:55:00,6063,31.7,8.1,5.8,34.2,6.6,<0.01,<0.01,0.002,33.8,0.135,6.5,109.0,0.018,<10,<10
新金山海水浴場,新金山海水浴場右,乙,2010/7/25 上午 10:52:00,6023,28.5,8.1,2.4,29.0,6.5,0.01,0.02,0.004,33.0,0.683,6.5,100.8,0.003,<10,<10
新金山海水浴場,新金山海水浴場中,乙,2010/7/25 上午 10:46:00,6022,28.5,8.1,2.3,29.0,6.5,0.02,0.04,0.002,33.1,0.677,6.5,100.4,0.003,<10,<10
馬沙溝海水浴場,馬沙溝海水浴場中,甲,2010/7/25 上午 10:45:00,6062,31.7,8.1,6.0,34.2,6.6,<0.01,<0.01,0.002,33.8,0.203,6.5,107.3,0.021,20,<10
新金山海水浴場,新金山海水浴場左,乙,2010/7/25 上午 10:40:00,6021,28.4,8.1,2.4,29.0,6.5,0.05,0.02,0.004,33.0,0.658,6.5,100.1,0.005,<10,<10
中澳沙灘,中澳沙灘右,甲,2010/7/25 上午 10:40:00,6223,30.6,8.2,3.4,31.8,6.4,<0.01,0.01,0.002,33.5,0.166,6.4,102.6,0.013,15,52
馬沙溝海水浴場,馬沙溝海水浴場左,甲,2010/7/25 上午 10:25:00,6061,31.8,8.1,5.5,34.2,6.6,0.01,<0.01,0.002,33.7,0.144,6.4,107.5,0.018,<10,<10
中澳沙灘,中澳沙灘中,甲,2010/7/25 上午 10:25:00,6222,31.0,8.2,5.5,31.8,6.4,0.01,0.01,0.002,33.5,0.153,6.4,101.7,0.016,15,20
林投公園,林投公園右,甲,2010/7/25 上午 10:20:00,6273,29.4,8.1,21,32.8,6.4,<0.01,<0.01,0.002,32.5,0.272,6.3,100.3,<0.003,<10,<10
中澳沙灘,中澳沙灘左,甲,2010/7/25 上午 10:10:00,6221,30.8,8.2,3.4,31.8,6.4,<0.01,0.01,0.002,33.5,0.150,6.4,103.0,0.009,<10,20
港口海灘,港口海灘右,甲,2010/7/25 上午 10:10:00,6253,27.2,8.2,450,27.8,7.2,0.03,0.30,0.007,16.9,4.54,7.1,100.5,0.062,20000,2400
林投公園,林投公園左,甲,2010/7/25 上午 10:10:00,6271,29.4,8.2,14,32.8,6.5,<0.01,<0.01,0.003,32.5,0.264,6.3,100.8,<0.003,<10,10
港口海灘,港口海灘中,甲,2010/7/25 上午 10:00:00,6252,27.3,8.2,600,27.8,7.1,0.04,0.32,0.006,16.3,4.38,7.0,98.2,0.059,20000,2400
林投公園,林投公園中,甲,2010/7/25 上午 10:00:00,6272,29.5,8.1,23,32.8,6.4,<0.01,<0.01,0.002,32.5,0.281,6.3,100.5,0.010,<10,<10
沙珠灣,沙珠灣右,甲,2010/7/25 上午 09:53:00,6193,28.2,8.1,10,28.9,6.5,<0.01,0.03,0.003,32.7,0.707,6.4,98.7,0.020,<10,10
港口海灘,港口海灘左,甲,2010/7/25 上午 09:50:00,6251,27.7,8.2,450,27.8,7.0,0.03,0.30,0.006,17.0,4.44,6.9,98.6,0.050,20000,2400
沙珠灣,沙珠灣中,甲,2010/7/25 上午 09:47:00,6192,28.1,8.1,9.8,28.9,6.5,0.01,0.05,0.004,32.3,0.689,6.4,98.7,0.013,10,<10
沙珠灣,沙珠灣左,甲,2010/7/25 上午 09:40:00,6191,28.1,8.0,9.7,28.9,6.5,0.02,0.03,0.002,33.1,0.668,6.4,99.5,0.039,10,20
白沙灣海水浴場,白沙灣海水浴場右,乙,2010/7/25 上午 08:38:00,6123,28.6,8.1,3.8,28.9,6.2,0.02,0.08,0.005,33.1,0.212,6.3,95.9,0.027,<10,<10
白沙灣海水浴場,白沙灣海水浴場中,乙,2010/7/25 上午 08:32:00,6122,28.5,8.1,2.5,28.9,6.2,0.02,0.06,0.004,33.3,0.215,6.3,96.6,0.012,35,<10
磯崎海水浴場,磯崎海水浴場右,甲,2010/7/25 上午 08:32:00,6213,26.5,8.1,2.7,26.1,6.6,0.02,<0.01,0.002,33.5,0.307,6.7,99.9,0.003,470,180
白沙灣海水浴場,白沙灣海水浴場左,乙,2010/7/25 上午 08:25:00,6121,28.5,8.1,2.3,28.9,6.2,0.03,0.04,0.005,33.3,0.224,6.3,96.1,0.008,<10,10
磯崎海水浴場,磯崎海水浴場中,甲,2010/7/25 上午 08:19:00,6212,26.5,8.1,2.9,26.1,6.7,0.03,<0.01,0.003,33.2,0.340,6.8,100.8,<0.003,270,130
磯崎海水浴場,磯崎海水浴場左,甲,2010/7/25 上午 08:05:00,6211,26.6,8.1,2.9,26.2,6.6,0.03,<0.01,0.003,33.4,0.414,6.7,100.3,0.007,480,84
淺水灣,淺水灣右,甲,2010/7/25 上午 07:29:00,6203,29.1,8.0,5.9,28.9,4.7,0.05,0.10,0.005,31.8,0.619,4.7,73.0,0.044,35,<10
