採樣分區,測站名稱,水體分類等級,採樣日期,測站編號,水溫,酸鹼值,濁度,氣溫,溶氧(電極法),氨氮,硝酸鹽氮,亞硝酸鹽氮,鹽度,矽酸鹽,溶氧(滴定法),溶氧飽和度,正磷酸鹽,大腸桿菌群,腸球菌群,備註
,,,,,℃,,NTU,℃,mg/L,mg/L,mg/L,mg/L,psu,mg/L,mg/L,%,mg/L,CFU/100mL,MPN/100mL
林投公園,林投公園中,甲,2010/8/22 上午 10:16:00,6272,31.2,8.1,4.3,33.4,6.2,0.02,0.01,0.002,33.5,0.256,6.0,99.7,0.008,<10,120
中澳沙灘,中澳沙灘中,甲,2010/8/22 上午 10:10:00,6222,29.0,8.1,0.90,29.2,5.1,0.02,0.02,0.003,32.9,0.184,5.1,79.6,0.023,200,<10
林投公園,林投公園左,甲,2010/8/22 上午 10:10:00,6271,31.3,8.1,12,33.4,6.2,0.04,0.01,0.002,33.4,0.215,6.0,100.1,0.005,<10,190
港口海灘,港口海灘中,甲,2010/8/22 上午 10:09:00,6252,27.9,8.2,55,26.9,6.5,0.01,0.06,0.005,24.5,2.44,6.5,95.7,0.023,4800,12000
中澳沙灘,中澳沙灘左,甲,2010/8/22 上午 10:00:00,6221,28.9,8.1,0.65,29.2,5.2,0.02,0.03,0.004,32.8,0.228,5.1,80.4,0.018,100,20
港口海灘,港口海灘左,甲,2010/8/22 上午 09:58:00,6251,27.9,8.2,45,26.9,6.7,0.01,0.05,0.004,26.0,2.02,6.8,99.1,0.027,4700,6900
福隆海水浴場,福隆海水浴場右,乙,2010/8/16 下午 02:49:00,6013,32.5,8.1,2.5,33.1,6.4,<0.01,<0.01,0.004,30.1,0.767,6.5,104.1,0.103,<10,<10
福隆海水浴場,福隆海水浴場中,乙,2010/8/16 下午 02:40:00,6012,32.2,8.2,7.0,33.1,6.3,<0.01,<0.01,<0.001,30.2,0.681,6.5,102.2,0.032,<10,<10
福隆海水浴場,福隆海水浴場左,乙,2010/8/16 下午 02:31:00,6011,32.0,8.0,8.2,33.1,6.4,<0.01,<0.01,0.001,30.0,0.532,6.5,103.0,0.037,<10,<10
外澳濱海遊憩區,外澳濱海遊憩區右,甲,2010/8/16 下午 01:23:00,6173,30.5,8.2,1.9,29.9,6.3,0.03,0.02,0.001,32.3,0.323,6.3,101.2,0.010,<10,<10
外澳濱海遊憩區,外澳濱海遊憩區中,甲,2010/8/16 下午 01:14:00,6172,30.6,8.2,2.3,29.8,6.3,<0.01,<0.01,0.003,32.5,0.308,6.3,99.9,0.013,<10,<10
外澳濱海遊憩區,外澳濱海遊憩區左,甲,2010/8/16 下午 01:05:00,6171,30.6,8.2,2.6,29.6,6.3,<0.01,<0.01,0.002,32.4,0.342,6.3,100.2,0.025,<10,<10
大武崙沙灘,大武崙沙灘右,甲,2010/8/16 下午 12:16:00,6183,30.1,8.5,5.7,33.6,11.7,<0.01,<0.01,<0.001,33.8,0.405,11.7,187.2,0.020,<10,10
大武崙沙灘,大武崙沙灘中,甲,2010/8/16 下午 12:05:00,6182,29.7,8.6,30,33.7,13.4,<0.01,<0.01,0.003,33.8,0.547,13.0,214.0,0.041,310,10
大武崙沙灘,大武崙沙灘左,甲,2010/8/16 上午 11:55:00,6181,29.3,8.3,3.3,33.7,9.1,<0.01,<0.01,0.002,33.7,0.360,9.2,143.4,0.015,<10,<10
塘后,塘后右,甲,2010/8/16 上午 11:35:00,6283,28.7,8.1,5.1,31.2,6.4,0.03,0.22,0.007,32.4,0.943,6.4,100.3,0.048,<10,10
塘后,塘后中,甲,2010/8/16 上午 11:17:00,6282,28.8,8.1,4.8,31.3,6.5,0.02,0.10,0.008,32.5,0.950,6.4,101.0,0.032,<10,30
新金山海水浴場,新金山海水浴場左,乙,2010/8/16 上午 11:02:00,6021,28.5,8.1,1.8,32.1,6.2,0.02,0.02,0.003,33.7,0.480,6.2,96.9,0.028,<10,41
塘后,塘后左,甲,2010/8/16 上午 11:00:00,6281,28.7,8.1,4.7,31.3,6.6,0.03,0.21,0.006,32.4,0.958,6.6,102.1,0.042,<10,<10
新金山海水浴場,新金山海水浴場中,乙,2010/8/16 上午 10:52:00,6022,28.5,8.1,1.9,32.5,6.3,<0.01,<0.01,0.002,33.8,0.446,6.2,98.9,0.018,<10,<10
新金山海水浴場,新金山海水浴場右,乙,2010/8/16 上午 10:40:00,6023,28.6,8.1,1.7,32.6,6.2,0.01,0.03,0.002,33.9,0.472,6.1,97.2,0.033,<10,<10
后湖海濱公園,后湖海濱公園右,乙,2010/8/16 上午 10:34:00,6143,30.1,8.2,11,32.9,6.6,0.01,<0.01,0.002,32.9,0.204,6.6,107.5,0.036,<10,<10
后湖海濱公園,后湖海濱公園中,乙,2010/8/16 上午 10:19:00,6142,30.2,8.2,12,32.9,6.7,0.04,<0.01,0.003,32.8,0.256,6.6,107.9,0.023,<10,<10
沙珠灣,沙珠灣左,甲,2010/8/16 上午 10:02:00,6191,28.6,8.1,1.8,32.6,6.4,<0.01,0.02,0.003,33.5,0.431,6.4,100.5,0.028,<10,<10
后湖海濱公園,后湖海濱公園左,乙,2010/8/16 上午 10:01:00,6141,30.0,8.1,11,32.8,6.8,<0.01,<0.01,0.002,32.7,0.204,6.6,108.2,0.015,<10,<10
沙珠灣,沙珠灣中,甲,2010/8/16 上午 09:51:00,6192,28.4,8.2,1.5,32.4,6.4,0.01,0.03,0.008,33.7,0.405,6.4,100.9,0.021,<10,<10
沙珠灣,沙珠灣右,甲,2010/8/16 上午 09:40:00,6193,28.2,8.1,1.7,32.4,6.3,0.01,0.03,0.007,33.4,0.405,6.3,99.6,0.019,<10,<10
通霄海水浴場,通霄海水浴場右,乙,2010/8/16 上午 09:35:00,6043,29.8,8.2,8.0,31.8,6.4,0.01,0.01,0.001,33.0,0.200,6.4,101.3,<0.003,95,<10
通霄海水浴場,通霄海水浴場中,乙,2010/8/16 上午 09:25:00,6042,29.6,8.2,6.7,31.8,6.4,0.01,0.01,0.001,33.0,0.199,6.2,101.1,<0.003,150,<10
通霄海水浴場,通霄海水浴場左,乙,2010/8/16 上午 09:10:00,6041,29.5,8.2,8.0,31.8,6.4,0.01,0.02,<0.001,32.9,0.198,6.3,100.8,<0.003,110,10
白沙灣海水浴場,白沙灣海水浴場左,乙,2010/8/16 上午 08:45:00,6121,28.2,8.1,1.2,31.2,6.5,0.01,0.05,0.006,33.7,0.398,6.4,100.3,0.027,15,<10
白沙灣海水浴場,白沙灣海水浴場中,乙,2010/8/16 上午 08:35:00,6122,28.1,8.1,5.8,31.4,6.4,0.02,<0.01,0.006,33.8,0.379,6.3,99.9,0.048,<10,<10
白沙灣海水浴場,白沙灣海水浴場右,乙,2010/8/16 上午 08:25:00,6123,28.0,8.1,4.9,31.1,6.3,0.02,0.11,0.006,34.0,0.965,6.2,96.8,0.025,950,230
磯崎海水浴場,磯崎海水浴場右,甲,2010/8/16 上午 08:19:00,6213,28.5,8.2,1.7,29.1,6.5,<0.01,<0.01,0.002,32.7,0.364,6.4,100.3,0.015,<10,<10
磯崎海水浴場,磯崎海水浴場中,甲,2010/8/16 上午 08:09:00,6212,28.5,8.2,1.9,29.0,6.4,<0.01,<0.01,0.001,32.9,0.364,6.4,98.3,0.014,<10,<10
磯崎海水浴場,磯崎海水浴場左,甲,2010/8/16 上午 08:00:00,6211,28.8,8.1,2.9,28.9,6.5,0.02,<0.01,0.003,32.6,0.592,6.5,98.8,0.009,<10,10
淺水灣,淺水灣左,甲,2010/8/16 上午 07:35:00,6201,28.5,8.1,3.6,28.3,4.8,0.02,0.06,0.008,32.7,0.566,5.0,71.3,0.050,190,10
淺水灣,淺水灣中,甲,2010/8/16 上午 07:25:00,6202,28.7,8.1,3.3,28.3,4.8,0.02,0.05,0.008,32.5,0.405,5.0,70.3,0.041,240,<10
淺水灣,淺水灣右,甲,2010/8/16 上午 07:15:00,6203,28.7,8.0,2.4,28.2,4.8,0.05,0.09,0.008,32.8,0.651,5.0,69.7,0.028,190,<10
西子灣海水浴場,西子灣海水浴場左,乙,2010/8/15 下午 02:15:00,6111,32.4,8.3,4.4,34.2,8.5,0.03,0.07,0.010,32.0,0.104,8.5,137.8,0.013,<10,<10
白砂沙灘,白砂沙灘右,甲,2010/8/15 下午 02:10:00,6243,32.0,8.1,4.8,35.7,6.7,0.03,0.14,0.002,32.7,0.411,6.7,108.9,0.015,<10,10
西子灣海水浴場,西子灣海水浴場中,乙,2010/8/15 下午 02:05:00,6112,32.1,8.3,4.4,34.2,8.6,0.03,0.07,0.010,32.1,0.105,8.6,139.8,0.010,<10,<10
白砂沙灘,白砂沙灘中,甲,2010/8/15 下午 02:04:00,6242,31.9,8.1,5.0,35.7,6.7,0.03,0.14,<0.001,32.8,0.407,6.7,109.1,0.019,<10,<10
白砂沙灘,白砂沙灘左,甲,2010/8/15 下午 01:57:00,6241,32.1,8.1,4.5,35.7,6.6,0.02,0.09,0.001,33.0,0.327,6.6,107.7,0.018,15,<10
旗津海水浴場,旗津海水浴場右,乙,2010/8/15 下午 01:55:00,6083,32.9,8.3,7.8,32.7,6.6,<0.01,0.02,<0.001,30.5,0.719,6.5,106.4,0.023,10,<10
西子灣海水浴場,西子灣海水浴場右,乙,2010/8/15 下午 01:53:00,6113,32.5,8.3,3.3,34.2,9.8,0.04,0.07,0.010,32.4,0.105,10.0,160.9,0.017,<10,<10
旗津海水浴場,旗津海水浴場中,乙,2010/8/15 下午 01:45:00,6082,32.8,8.3,5.9,32.7,6.6,0.04,0.01,0.001,30.6,0.615,6.6,107.8,0.015,<10,<10
杉原海水浴場,杉原海水浴場右,甲,2010/8/15 下午 01:44:00,6103,31.7,8.1,2.0,35.6,6.9,0.03,<0.01,<0.001,35.4,0.250,6.8,114.0,0.012,<10,<10
杉原海水浴場,杉原海水浴場中,甲,2010/8/15 下午 01:36:00,6102,31.8,8.1,1.9,35.6,6.9,0.03,<0.01,0.001,35.4,0.249,6.7,113.9,0.007,<10,<10
旗津海水浴場,旗津海水浴場左,乙,2010/8/15 下午 01:35:00,6081,32.7,8.3,3.5,32.7,6.6,0.06,0.01,0.001,30.5,0.589,6.5,106.8,0.023,15,<10
杉原海水浴場,杉原海水浴場左,甲,2010/8/15 下午 01:30:00,6101,31.8,8.1,1.5,35.6,6.9,0.02,<0.01,<0.001,35.4,0.257,6.6,113.3,0.021,<10,<10
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域右,甲,2010/8/15 下午 12:44:00,6093,31.2,8.1,0.40,34.4,6.8,<0.01,<0.01,0.001,33.7,0.192,6.8,109.2,0.014,<10,<10
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域中,甲,2010/8/15 下午 12:38:00,6092,31.5,8.1,0.70,34.4,6.7,0.03,0.02,<0.001,33.6,0.217,6.7,108.7,0.018,<10,<10
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域左,甲,2010/8/15 下午 12:30:00,6091,31.6,8.1,0.85,34.4,6.7,0.02,0.02,0.002,33.6,0.221,6.8,108.6,0.054,<10,10
觀音亭,觀音亭右,甲,2010/8/15 下午 12:15:00,6263,31.6,8.1,2.7,35.6,6.6,0.02,0.06,0.002,33.6,0.618,6.2,106.7,0.009,<10,10
觀音亭,觀音亭中,甲,2010/8/15 下午 12:08:00,6262,31.6,8.1,2.3,35.6,6.6,0.02,0.05,0.002,33.6,0.590,6.3,106.9,0.006,<10,<10
觀音亭,觀音亭左,甲,2010/8/15 下午 12:00:00,6261,31.4,8.1,2.7,35.6,6.6,0.04,0.03,0.003,33.7,0.477,6.3,106.0,0.012,<10,20
船帆石,船帆石右,甲,2010/8/15 上午 11:31:00,6233,32.1,8.1,8.8,33.4,6.2,0.06,0.07,0.004,32.9,0.534,6.3,102.2,0.031,120,31
船帆石,船帆石中,甲,2010/8/15 上午 11:22:00,6232,32.1,8.1,7.9,33.4,6.2,0.02,0.03,0.002,33.4,0.297,6.2,101.9,0.024,210,<10
船帆石,船帆石左,甲,2010/8/15 上午 11:15:00,6231,32.1,8.0,7.0,33.4,6.2,0.04,0.07,0.001,33.1,0.316,6.2,101.1,0.019,15,<10
山水沙灘,山水沙灘右,甲,2010/8/15 上午 11:13:00,6163,29.7,8.0,0.70,35.2,6.4,<0.01,0.09,0.002,33.4,0.339,6.0,99.2,0.021,<10,<10
山水沙灘,山水沙灘中,甲,2010/8/15 上午 11:06:00,6162,29.9,8.0,0.85,35.2,6.3,0.01,0.13,<0.001,33.4,0.447,6.0,98.8,0.022,<10,<10
山水沙灘,山水沙灘左,甲,2010/8/15 上午 11:00:00,6161,29.9,8.0,0.65,35.2,6.3,<0.01,0.11,0.001,33.4,0.392,6.1,98.7,0.014,<10,<10
馬沙溝海水浴場,馬沙溝海水浴場左,甲,2010/8/15 上午 10:40:00,6061,31.7,8.1,10,33.3,6.5,0.02,0.01,0.003,33.8,0.295,6.5,103.5,0.029,<10,<10
中澳沙灘,中澳沙灘左,甲,2010/8/15 上午 10:35:00,6221,30.6,8.2,0.80,31.6,6.5,0.03,0.02,0.002,33.2,0.158,6.5,104.2,0.011,15,<10
馬沙溝海水浴場,馬沙溝海水浴場中,甲,2010/8/15 上午 10:30:00,6062,31.8,8.1,8.8,33.3,6.4,0.02,0.02,0.001,33.9,0.276,6.6,103.1,0.027,<10,<10
中澳沙灘,中澳沙灘中,甲,2010/8/15 上午 10:25:00,6222,30.6,8.2,1.0,31.6,6.6,0.01,0.01,0.002,33.2,0.154,6.5,104.8,0.024,25,20
港口海灘,港口海灘右,甲,2010/8/15 上午 10:16:00,6253,28.6,8.1,7.0,31.9,6.6,0.02,0.01,<0.001,33.2,0.487,6.6,101.9,0.036,<10,<10
馬沙溝海水浴場,馬沙溝海水浴場右,甲,2010/8/15 上午 10:15:00,6063,31.9,8.1,8.4,33.3,6.7,0.02,0.01,0.002,34.1,0.301,6.8,108.9,0.023,<10,<10
中澳沙灘,中澳沙灘右,甲,2010/8/15 上午 10:15:00,6223,30.7,8.2,0.65,31.6,6.4,0.05,0.03,0.002,33.3,0.150,6.4,102.7,0.019,<10,<10
林投公園,林投公園右,甲,2010/8/15 上午 10:14:00,6273,29.5,8.0,8.0,32.4,6.4,0.01,0.04,0.002,33.5,0.407,6.1,99.2,0.004,10,<10
港口海灘,港口海灘中,甲,2010/8/15 上午 10:08:00,6252,29.4,8.1,5.7,31.9,6.4,0.01,0.03,0.001,33.5,0.468,6.5,100.9,0.027,<10,10
林投公園,林投公園中,甲,2010/8/15 上午 10:07:00,6272,29.6,8.1,7.5,32.4,6.4,0.02,0.05,0.002,33.5,0.426,6.1,99.9,0.004,10,<10
港口海灘,港口海灘左,甲,2010/8/15 上午 10:00:00,6251,29.2,8.1,5.2,31.9,6.5,0.04,0.02,0.001,32.7,0.837,6.6,101.6,0.015,<10,<10
林投公園,林投公園左,甲,2010/8/15 上午 10:00:00,6271,29.6,8.1,12,32.4,6.4,0.02,0.08,0.002,33.6,0.410,6.1,100.6,0.009,<10,<10
福隆海水浴場,福隆海水浴場右,乙,2010/8/9 下午 02:47:00,6013,28.8,8.2,6.5,33.0,6.5,0.02,0.11,0.008,28.6,1.72,6.7,100.1,0.027,920,20
福隆海水浴場,福隆海水浴場中,乙,2010/8/9 下午 02:34:00,6012,28.8,8.2,8.9,33.0,6.5,0.04,0.14,0.003,28.6,2.72,6.5,99.8,0.023,420,<10
福隆海水浴場,福隆海水浴場左,乙,2010/8/9 下午 02:25:00,6011,28.8,8.2,3.1,33.0,6.6,0.06,0.04,0.002,28.4,0.962,6.6,100.2,0.009,75,<10
外澳濱海遊憩區,外澳濱海遊憩區右,甲,2010/8/9 下午 01:09:00,6173,29.8,8.2,2.6,31.4,6.2,0.02,0.02,0.002,32.7,0.361,6.2,99.3,0.009,<10,<10
外澳濱海遊憩區,外澳濱海遊憩區中,甲,2010/8/9 下午 01:03:00,6172,29.3,8.2,1.9,31.4,6.3,<0.01,<0.01,0.001,32.9,0.294,6.3,100.4,0.005,<10,<10
外澳濱海遊憩區,外澳濱海遊憩區左,甲,2010/8/9 下午 12:55:00,6171,29.5,8.1,2.2,31.2,6.4,<0.01,<0.01,0.003,32.9,0.322,6.2,100.7,<0.003,15,<10
大武崙沙灘,大武崙沙灘右,甲,2010/8/9 下午 12:17:00,6183,29.6,8.2,13,32.0,6.1,0.02,0.02,0.003,33.1,0.686,6.3,97.1,0.006,<10,10
大武崙沙灘,大武崙沙灘中,甲,2010/8/9 下午 12:07:00,6182,29.6,8.2,19,31.9,5.8,0.01,0.09,0.003,32.8,0.665,6.0,90.7,0.019,45,75
大武崙沙灘,大武崙沙灘左,甲,2010/8/9 上午 11:55:00,6181,29.5,8.1,11,31.9,6.5,<0.01,0.05,0.015,33.3,0.690,6.7,105.2,0.006,<10,<10
塘后,塘后右,甲,2010/8/9 上午 11:26:00,6283,28.1,8.1,7.4,32.8,6.6,0.02,<0.01,0.012,34.1,0.290,6.6,103.1,0.012,<10,10
塘后,塘后中,甲,2010/8/9 上午 11:18:00,6282,28.0,8.1,6.9,32.8,6.3,0.02,0.03,0.008,34.4,0.318,6.3,99.2,0.048,<10,<10
新金山海水浴場,新金山海水浴場中,乙,2010/8/9 上午 11:01:00,6022,28.3,8.1,3.0,30.2,6.5,<0.01,0.02,0.004,32.8,0.801,6.5,100.1,0.017,10,<10
塘后,塘后左,甲,2010/8/9 上午 11:00:00,6281,27.9,8.1,6.7,32.7,6.6,0.03,0.04,0.008,34.3,0.315,6.4,102.9,0.024,<10,<10
新金山海水浴場,新金山海水浴場右,乙,2010/8/9 上午 10:51:00,6023,28.2,8.1,3.7,30.1,6.4,<0.01,0.02,0.002,32.8,0.751,6.4,97.8,0.018,<10,20
后湖海濱公園,后湖海濱公園右,乙,2010/8/9 上午 10:43:00,6143,28.8,8.1,6.9,30.3,6.3,0.02,0.02,0.005,33.1,0.358,6.3,98.0,0.018,<10,10
新金山海水浴場,新金山海水浴場左,乙,2010/8/9 上午 10:40:00,6021,28.2,8.1,3.5,30.2,6.4,0.01,0.03,0.002,33.0,0.815,6.4,99.5,0.019,25,10
后湖海濱公園,后湖海濱公園中,乙,2010/8/9 上午 10:28:00,6142,28.7,8.1,7.1,30.2,6.3,0.01,0.02,0.002,33.0,0.376,6.3,98.6,0.006,<10,10
后湖海濱公園,后湖海濱公園左,乙,2010/8/9 上午 10:10:00,6141,28.5,8.2,6.1,29.9,6.3,0.01,0.02,0.002,33.1,0.372,6.3,99.1,0.020,<10,20
沙珠灣,沙珠灣左,甲,2010/8/9 上午 10:02:00,6191,28.4,8.2,5.4,29.2,6.3,<0.01,0.02,0.007,33.3,0.436,6.4,97.6,<0.003,65,20
沙珠灣,沙珠灣中,甲,2010/8/9 上午 09:51:00,6192,28.2,8.2,4.2,29.1,6.3,<0.01,0.03,0.009,33.4,0.376,6.4,97.3,0.024,90,10
沙珠灣,沙珠灣右,甲,2010/8/9 上午 09:40:00,6193,28.1,8.1,4.3,29.0,6.4,0.02,0.03,0.008,33.1,0.433,6.4,99.0,0.019,140,31
通霄海水浴場,通霄海水浴場右,乙,2010/8/9 上午 09:25:00,6043,29.4,8.2,7.8,32.0,6.2,0.02,0.02,0.001,32.9,0.264,6.1,99.1,0.007,15,<10
通霄海水浴場,通霄海水浴場中,乙,2010/8/9 上午 09:10:00,6042,29.4,8.2,8.0,32.0,6.2,0.02,0.02,0.001,32.9,0.279,6.2,99.0,0.009,<10,<10
通霄海水浴場,通霄海水浴場左,乙,2010/8/9 上午 08:55:00,6041,29.4,8.2,7.2,32.0,6.2,0.02,0.02,0.001,32.8,0.261,6.1,99.1,0.008,<10,<10
白沙灣海水浴場,白沙灣海水浴場左,乙,2010/8/9 上午 08:47:00,6121,27.4,8.2,9.4,28.6,6.8,0.01,0.04,0.006,32.4,0.315,6.6,102.2,0.033,260,41
白沙灣海水浴場,白沙灣海水浴場中,乙,2010/8/9 上午 08:38:00,6122,27.4,8.2,7.0,28.6,6.7,<0.01,0.04,0.005,32.5,0.344,6.6,98.6,0.025,230,52
白沙灣海水浴場,白沙灣海水浴場右,乙,2010/8/9 上午 08:25:00,6123,27.5,8.1,6.4,28.5,6.7,0.01,0.04,0.005,32.6,0.344,6.7,99.4,0.026,230,31
磯崎海水浴場,磯崎海水浴場右,甲,2010/8/9 上午 08:11:00,6213,29.3,8.1,5.0,28.9,6.4,<0.01,0.02,0.002,32.9,0.415,6.3,100.8,0.004,15,<10
磯崎海水浴場,磯崎海水浴場中,甲,2010/8/9 上午 08:03:00,6212,29.3,8.1,5.3,28.9,6.4,<0.01,<0.01,0.002,33.0,0.365,6.4,100.6,0.017,<10,<10
磯崎海水浴場,磯崎海水浴場左,甲,2010/8/9 上午 07:55:00,6211,29.2,8.1,4.9,28.7,6.3,0.01,0.02,0.010,32.9,0.440,6.3,100.5,0.010,<10,<10
淺水灣,淺水灣右,甲,2010/8/9 上午 07:40:00,6203,28.3,8.0,65,28.6,6.4,0.03,0.15,0.006,32.3,1.24,6.4,98.6,0.042,400,120
淺水灣,淺水灣中,甲,2010/8/9 上午 07:28:00,6202,28.2,8.0,55,28.7,6.3,0.04,0.17,0.010,32.1,1.08,6.3,97.9,0.035,15,130
淺水灣,淺水灣左,甲,2010/8/9 上午 07:15:00,6201,28.2,8.0,50,28.7,6.3,0.05,0.15,0.005,32.1,1.07,6.1,97.3,0.045,840,130
西子灣海水浴場,西子灣海水浴場左,乙,2010/8/8 下午 02:24:00,6111,31.6,8.1,4.0,32.6,6.1,0.02,0.03,0.005,33.3,0.147,5.9,99.8,0.017,85,<10
白砂沙灘,白砂沙灘右,甲,2010/8/8 下午 02:17:00,6243,30.5,8.2,3.9,32.5,6.3,<0.01,0.07,0.003,33.0,0.361,6.3,102.0,0.011,50,<10
西子灣海水浴場,西子灣海水浴場中,乙,2010/8/8 下午 02:13:00,6112,31.6,8.1,5.2,32.6,6.1,0.02,0.03,0.005,33.4,0.172,5.9,100.3,0.005,160,41
白砂沙灘,白砂沙灘中,甲,2010/8/8 下午 02:07:00,6242,30.5,8.1,6.8,32.5,6.3,<0.01,0.18,0.002,32.6,0.561,6.4,101.1,0.016,<10,20
西子灣海水浴場,西子灣海水浴場右,乙,2010/8/8 下午 02:02:00,6113,31.8,8.1,4.9,32.6,6.0,0.03,0.04,0.005,33.3,0.180,5.8,98.7,0.007,120,52
白砂沙灘,白砂沙灘左,甲,2010/8/8 下午 02:00:00,6241,30.6,8.1,6.0,32.5,6.3,<0.01,0.16,0.003,32.8,0.530,6.3,102.0,0.017,<10,<10
旗津海水浴場,旗津海水浴場右,乙,2010/8/8 下午 01:55:00,6083,31.8,8.2,10,32.3,6.0,<0.01,0.01,0.002,32.7,0.268,6.0,98.8,<0.003,<10,<10
旗津海水浴場,旗津海水浴場中,乙,2010/8/8 下午 01:45:00,6082,31.7,8.2,8.2,32.3,6.1,<0.01,<0.01,0.002,32.7,0.279,6.0,99.0,0.010,<10,10
杉原海水浴場,杉原海水浴場右,甲,2010/8/8 下午 01:40:00,6103,31.6,8.0,13,33.5,6.1,<0.01,0.03,0.003,34.0,0.301,6.1,98.7,0.014,<10,<10
旗津海水浴場,旗津海水浴場左,乙,2010/8/8 下午 01:35:00,6081,31.9,8.2,11,32.3,5.9,<0.01,<0.01,<0.001,32.7,0.303,5.9,96.8,<0.003,<10,<10
杉原海水浴場,杉原海水浴場中,甲,2010/8/8 下午 01:30:00,6102,31.6,8.0,11,33.5,6.1,<0.01,0.04,0.003,34.1,0.317,6.2,98.9,0.012,<10,10
杉原海水浴場,杉原海水浴場左,甲,2010/8/8 下午 01:20:00,6101,31.5,8.0,11,33.5,6.2,<0.01,0.03,0.002,34.2,0.285,6.2,99.5,0.014,<10,52
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域右,甲,2010/8/8 下午 12:50:00,6093,30.5,8.2,1.8,32.7,6.4,<0.01,0.02,<0.001,33.9,0.151,6.4,103.2,0.009,<10,<10
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域中,甲,2010/8/8 下午 12:43:00,6092,31.0,8.2,2.1,32.7,6.3,<0.01,0.02,0.002,33.9,0.164,6.2,102.1,0.013,<10,<10
觀音亭,觀音亭右,甲,2010/8/8 下午 12:35:00,6263,30.4,8.2,2.7,34.2,6.7,<0.01,0.01,0.002,33.7,0.263,6.5,108.2,0.007,40,<10
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域左,甲,2010/8/8 下午 12:34:00,6091,31.0,8.2,3.0,32.7,6.2,<0.01,0.03,0.002,33.7,0.226,6.1,100.1,0.009,55,<10
觀音亭,觀音亭中,甲,2010/8/8 下午 12:25:00,6262,30.4,8.2,2.6,34.2,6.7,0.01,0.01,0.001,33.7,0.270,6.5,108.0,<0.003,<10,<10
觀音亭,觀音亭左,甲,2010/8/8 下午 12:15:00,6261,30.4,8.2,1.5,34.2,6.7,0.01,0.02,0.001,33.7,0.276,6.5,107.9,<0.003,<10,10
船帆石,船帆石右,甲,2010/8/8 上午 11:42:00,6233,30.6,8.2,9.3,33.0,6.4,<0.01,0.03,0.003,33.4,0.238,6.3,102.8,0.028,35,10
船帆石,船帆石中,甲,2010/8/8 上午 11:30:00,6232,30.6,8.1,12,33.0,6.1,<0.01,0.10,0.003,32.9,0.352,6.1,98.0,0.019,<10,10
山水沙灘,山水沙灘右,甲,2010/8/8 上午 11:25:00,6163,30.0,8.1,0.80,33.7,6.4,<0.01,0.02,<0.001,33.5,0.188,6.2,102.2,<0.003,<10,<10
船帆石,船帆石左,甲,2010/8/8 上午 11:20:00,6231,30.4,8.1,4.6,33.0,6.1,<0.01,0.07,0.003,33.3,0.270,6.1,98.5,0.011,<10,10
山水沙灘,山水沙灘中,甲,2010/8/8 上午 11:19:00,6162,29.9,8.1,0.40,33.7,6.4,<0.01,0.02,<0.001,33.5,0.185,6.2,102.1,0.007,<10,<10
山水沙灘,山水沙灘左,甲,2010/8/8 上午 11:12:00,6161,30.0,8.1,0.50,33.7,6.4,<0.01,0.02,0.001,33.5,0.184,6.2,102.7,0.007,<10,<10
馬沙溝海水浴場,馬沙溝海水浴場左,甲,2010/8/8 上午 10:42:00,6061,32.4,8.1,13,31.6,6.0,<0.01,0.01,<0.001,33.3,0.205,5.7,98.3,0.018,<10,10
馬沙溝海水浴場,馬沙溝海水浴場中,甲,2010/8/8 上午 10:30:00,6062,32.3,8.1,13,31.6,6.1,<0.01,<0.01,<0.001,33.3,0.208,6.0,100.6,0.015,<10,<10
中澳沙灘,中澳沙灘左,甲,2010/8/8 上午 10:25:00,6221,30.9,8.2,2.0,32.4,6.4,<0.01,0.04,0.002,33.7,0.180,6.4,104.3,0.012,65,10
港口海灘,港口海灘右,甲,2010/8/8 上午 10:25:00,6253,30.2,8.1,21,32.5,6.6,0.03,0.04,0.002,27.8,1.58,6.7,103.2,0.012,210,31
中澳沙灘,中澳沙灘中,甲,2010/8/8 上午 10:15:00,6222,31.0,8.2,1.6,32.4,6.6,<0.01,0.03,0.002,33.7,0.165,6.5,106.7,0.016,25,<10
港口海灘,港口海灘中,甲,2010/8/8 上午 10:15:00,6252,30.4,8.1,25,32.5,6.6,0.02,0.03,0.003,25.4,1.73,6.7,102.6,0.007,140,41
林投公園,林投公園右,甲,2010/8/8 上午 10:08:00,6273,30.0,8.0,3.0,33.2,5.7,<0.01,0.01,0.002,33.1,0.155,5.5,90.6,0.006,<10,<10
港口海灘,港口海灘左,甲,2010/8/8 上午 10:07:00,6251,30.3,8.1,36,32.5,6.4,0.03,0.02,0.002,29.7,1.23,6.4,101.0,<0.003,120,10
