採樣分區,測站名稱,水體分類等級,採樣日期,測站編號,採樣深度,氣溫,水溫,鹽度,酸鹼值,溶氧(滴定法),溶氧(電極法),溶氧飽和度,懸浮固體,葉綠素a,氨氮,硝酸鹽氮,正磷酸鹽,亞硝酸鹽氮,矽酸鹽,鎘,鉻,銅,鋅,鉛,汞,備註
,,,,,m,℃,℃,psu,,mg/L,mg/L,%,mg/L,μg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L
基隆沿海海域,基隆拋泥區一,乙,2004/5/13 下午 01:30:00,5125,1,--,27,33.8,8.3,5.6,5.2,66.4,<3,1.1,--,0.07,<0.025,0.001,0.34,<0.0005,<0.002,0.0015,<0.0005,<0.004,0.0008
基隆沿海海域,基隆拋泥區一,乙,2004/2/13 上午 10:32:00,5125,1,--,19.2,33.2,8,6.9,6,66.3,4,0.2,--,0.1,0.08,<0.001,0.86,<0.0005,<0.002,0.0008,0.0069,<0.004,0.001
基隆沿海海域,八斗子垃圾場,乙,2004/11/9 上午 10:20:00,5126,1,--,23.3,32.2,8.2,7,6.9,82.4,4.3,0.8,--,0.06,<0.025,0.006,0.25,<0.0005,<0.002,0.0009,0.0025,<0.004,<0.0006
基隆沿海海域,八斗子垃圾場,乙,2004/9/2 上午 11:46:00,5126,1,--,26.3,34,8.2,6.3,6,75.7,6.1,0.2,--,0.05,0.028,0.015,0.5,<0.0005,<0.002,0.0005,0.0019,<0.004,<0.0006
基隆沿海海域,八斗子垃圾場,乙,2004/5/13 上午 11:40:00,5126,1,--,26.6,33.6,8.3,5.2,5.3,67.3,<3,0.7,--,<0.05,<0.025,<0.001,0.34,<0.0005,<0.002,0.002,0.003,<0.004,<0.0006
基隆沿海海域,八斗子垃圾場,乙,2004/2/13 上午 09:40:00,5126,1,--,19.7,33.6,8,6.4,6,66.9,6.1,0.2,--,0.1,0.074,0.002,0.74,<0.0005,<0.002,0.0005,0.006,0.0075,0.001
基隆沿海海域,和平島,乙,2004/11/9 上午 10:55:00,5127,1,--,23.1,32,8.2,7,7,83.3,4.2,1,--,0.07,0.037,0.006,0.35,<0.0005,<0.002,0.0008,0.0028,<0.004,0.0006
基隆沿海海域,和平島,乙,2004/9/2 下午 12:42:00,5127,1,--,26,33,8.2,6.5,6.3,79.1,5,0.8,--,<0.05,0.031,0.008,0.55,<0.0005,<0.002,<0.0005,0.0034,<0.004,<0.0006
基隆沿海海域,和平島,乙,2004/5/13 下午 12:30:00,5127,1,--,27.2,33.7,8.3,5.4,5.1,65.4,<3,0.4,--,0.09,<0.025,<0.001,0.32,<0.0005,<0.002,0.0011,<0.0005,<0.004,0.0006
基隆沿海海域,和平島,乙,2004/2/13 上午 10:13:00,5127,1,--,19.8,33.9,8.1,6.9,6.1,68.2,4.6,0.4,--,0.12,0.08,<0.001,0.76,<0.0005,<0.002,0.0013,0.007,0.0054,<0.0006
台北沿海海域(甲),核四預定地外海,甲,2004/11/9 上午 07:20:00,5128,1,--,22.6,31.6,8.2,7,6.9,81.4,5.3,1.2,--,0.1,0.058,0.004,0.42,<0.0005,<0.002,0.0019,0.004,<0.004,0.0007
台北沿海海域(甲),核四預定地外海,甲,2004/9/2 上午 07:43:00,5128,1,--,25.7,34.5,8.1,6.3,6.2,77.4,5.3,1.2,--,<0.05,<0.025,0.004,0.47,<0.0005,<0.002,0.0014,0.0089,<0.004,<0.0006
台北沿海海域(甲),核四預定地外海,甲,2004/5/13 上午 07:35:00,5128,1,--,25.5,33.7,8.2,6.6,6.3,78.4,<3,1.3,--,0.09,<0.025,<0.001,0.32,<0.0005,<0.002,0.0041,<0.0005,<0.004,0.0011
台北沿海海域(甲),核四預定地外海,甲,2004/2/13 上午 06:52:00,5128,1,--,19.1,33.7,8.1,5.4,6,66.1,3.4,0.3,--,0.1,0.064,0.003,0.78,<0.0005,<0.002,0.0034,0.0033,<0.004,0.0011
台北沿海海域(乙),濂洞溪外海,乙,2004/11/9 上午 08:39:00,5129,1,--,23.4,32.2,8.2,7,6.9,82.6,7.8,1.3,--,<0.05,0.046,0.004,0.3,<0.0005,<0.002,0.0021,0.0046,<0.004,<0.0006
台北沿海海域(乙),濂洞溪外海,乙,2004/9/2 上午 08:42:00,5129,1,--,25.6,29.6,8.1,6.3,6.1,76,7.9,2,--,0.16,<0.025,0.008,1.48,<0.0005,<0.002,0.0014,0.0082,<0.004,<0.0006
台北沿海海域(乙),濂洞溪外海,乙,2004/5/13 上午 08:35:00,5129,1,--,26.1,32.3,8.1,5.3,5.5,69.2,<3,0.8,--,0.1,<0.025,<0.001,0.52,<0.0005,<0.002,0.0037,0.0031,<0.004,0.0006
台北沿海海域(乙),濂洞溪外海,乙,2004/2/13 上午 07:47:00,5129,1,--,18.4,33.4,7.9,6,5.9,64.1,4.5,0.3,--,0.13,0.074,0.004,0.74,0.0005,<0.002,0.001,0.0075,0.0088,0.0013
台北沿海海域(乙),八里污水廠外海一,乙,2004/11/9 下午 04:27:00,5130,1,--,24.4,31.6,8.1,7.3,7.2,87.8,8.9,1,--,<0.05,<0.025,0.007,0.16,<0.0005,<0.002,0.0011,0.0033,<0.004,<0.0006
台北沿海海域(乙),八里污水廠外海一,乙,2004/9/2 下午 05:52:00,5130,1,--,29.3,32.2,8.2,6.6,6.4,85.1,4.9,0.7,--,<0.05,0.046,0.004,0.92,<0.0005,<0.002,0.0014,0.0055,<0.004,<0.0006
台北沿海海域(乙),八里污水廠外海一,乙,2004/5/13 下午 05:40:00,5130,1,--,27.4,22.9,8.3,6.1,6.4,82.4,7.5,2.5,--,0.13,0.212,0.014,1.78,<0.0005,<0.002,0.0017,0.0018,<0.004,0.0008
台北沿海海域(乙),八里污水廠外海一,乙,2004/2/13 下午 02:52:00,5130,1,--,19,32.1,7.9,6.6,6.1,67.1,5.2,0.6,--,0.14,0.074,0.002,0.79,<0.0005,<0.002,0.0013,0.0078,0.0043,<0.0006
台北沿海海域(乙),八里污水廠外海二,乙,2004/11/9 下午 03:05:00,5131,1,--,23.3,32.2,8.3,7.4,7.3,87.2,5.9,1.2,--,<0.05,<0.025,0.008,0.16,<0.0005,<0.002,0.0009,0.0027,<0.004,<0.0006
台北沿海海域(乙),八里污水廠外海二,乙,2004/9/2 下午 04:42:00,5131,1,--,29.2,32.4,8.1,6.6,6.5,86.3,6.3,0.9,--,0.11,0.04,0.008,0.94,<0.0005,<0.002,0.0012,0.0027,<0.004,<0.0006
台北沿海海域(乙),八里污水廠外海二,乙,2004/5/13 下午 04:30:00,5131,1,--,26.9,33,8.3,5.3,5,63.8,3.8,1.4,--,0.14,0.025,0.007,0.4,<0.0005,<0.002,0.0021,0.0036,<0.004,<0.0006
台北沿海海域(乙),八里污水廠外海二,乙,2004/2/13 下午 02:31:00,5131,1,--,18.7,32.3,7.9,6.1,6.3,68.9,3.7,0.3,--,0.11,0.08,<0.001,0.73,<0.0005,<0.002,0.0009,0.0061,<0.004,<0.0006
台北沿海海域(乙),林口發電廠外海,乙,2004/11/10 上午 08:31:00,5132,1,--,23.3,28.4,8.3,7,7,83.6,7.6,1.2,--,<0.05,<0.025,0.008,0.45,<0.0005,<0.002,0.0008,0.0048,<0.004,<0.0006
台北沿海海域(乙),林口發電廠外海,乙,2004/9/3 上午 08:31:00,5132,1,--,28.8,32.2,8,6.1,5.9,77.8,5.3,0.4,--,0.07,0.046,0.008,1.13,<0.0005,<0.002,0.0009,0.0024,<0.004,<0.0006
台北沿海海域(乙),林口發電廠外海,乙,2004/5/14 下午 01:02:00,5132,1,--,26.1,33.8,8.2,5.5,5.2,65.4,4.3,2.2,--,0.1,0.052,0.013,0.11,<0.0005,<0.002,0.0024,0.0007,<0.004,0.0007
台北沿海海域(乙),林口發電廠外海,乙,2004/2/14 下午 01:07:00,5132,1,--,24.4,33.9,8.1,6,5.4,65.8,4.2,0.4,--,0.1,0.043,0.001,0.66,<0.0005,<0.002,0.001,0.0053,0.0083,0.0007
台北沿海海域(乙),深澳發電廠外海,乙,2004/11/9 上午 09:20:00,5133,1,--,23.2,31.9,8.3,6.7,6.7,80,7.6,1.3,--,<0.05,<0.025,0.004,0.25,<0.0005,<0.002,0.001,0.0047,<0.004,<0.0006
台北沿海海域(乙),深澳發電廠外海,乙,2004/9/2 上午 09:48:00,5133,1,--,25.9,33.9,8.1,6.3,6.1,76.5,5.6,0.3,--,<0.05,0.031,0.014,0.68,<0.0005,<0.002,0.0014,0.0024,<0.004,0.0006
台北沿海海域(乙),深澳發電廠外海,乙,2004/5/13 上午 09:40:00,5133,1,--,26.4,33.7,8.2,6.3,6,75.9,<3,1.2,--,0.13,<0.025,<0.001,0.39,<0.0005,<0.002,0.0043,0.0025,<0.004,<0.0006
台北沿海海域(乙),深澳發電廠外海,乙,2004/2/13 上午 08:49:00,5133,1,--,18.9,33.3,8.1,5.8,5.7,62.6,3.9,0.4,--,0.18,0.083,0.004,0.84,<0.0005,<0.002,0.0012,0.0065,0.0048,<0.0006
台北沿海海域(乙),淡水河口外4海浬處,乙,2004/11/9 下午 03:45:00,5134,1,--,24.2,30.7,8.1,7.3,7.3,88.7,7,1.2,--,<0.05,<0.025,0.008,0.48,<0.0005,<0.002,0.0012,0.0033,<0.004,<0.0006
台北沿海海域(乙),淡水河口外4海浬處,乙,2004/9/2 下午 05:13:00,5134,1,--,29.8,32.2,8.2,6.7,6.6,88.6,4.5,0.2,--,<0.05,<0.025,<0.001,0.89,<0.0005,<0.002,0.0011,0.0034,<0.004,<0.0006
台北沿海海域(乙),淡水河口外4海浬處,乙,2004/5/13 下午 05:00:00,5134,1,--,27.3,33.8,8.3,5.4,5.1,65.5,<3,1.9,--,0.14,<0.025,<0.001,0.35,<0.0005,<0.002,0.0022,0.002,<0.004,<0.0006
台北沿海海域(乙),淡水河口外4海浬處,乙,2004/2/13 下午 01:42:00,5134,1,--,18.3,33.4,8.1,5.9,5.7,61.8,<3,0.2,--,0.12,0.074,0.002,0.72,0.0005,<0.002,0.0015,0.0065,0.0053,0.0006
台北沿海海域(乙),林口發電廠,乙,2004/11/10 上午 08:01:00,5135,1,--,23.4,28.3,8.4,6.8,7,83.8,7.5,1.6,--,<0.05,0.025,0.009,0.19,<0.0005,<0.002,0.0024,0.0054,<0.004,<0.0006
台北沿海海域(乙),林口發電廠,乙,2004/9/3 上午 08:00:00,5135,1,--,28.6,32.2,8,6,5.8,76.2,8.9,0.7,--,0.08,0.052,0.016,1.02,<0.0005,<0.002,0.0015,0.0058,<0.004,0.0008
台北沿海海域(乙),林口發電廠,乙,2004/5/14 下午 01:31:00,5135,1,--,26.4,33.9,8.2,6,5.8,73.3,12.4,2.3,--,0.1,0.049,0.01,0.45,<0.0005,<0.002,0.0015,<0.0005,<0.004,<0.0006
台北沿海海域(乙),林口發電廠,乙,2004/2/14 下午 01:24:00,5135,1,--,24.3,34.1,8.1,6.1,5.9,71.8,<3,0.2,--,0.14,0.046,0.004,0.92,<0.0005,<0.002,0.002,0.0103,0.0078,<0.0006
台北沿海海域(乙),深澳發電廠,乙,2004/11/9 上午 09:45:00,5136,1,--,24.6,32.2,8.3,6.7,6.6,80.8,7.5,1,--,<0.05,0.034,0.005,0.6,<0.0005,<0.002,0.001,0.0054,<0.004,<0.0006
台北沿海海域(乙),深澳發電廠,乙,2004/9/2 上午 10:27:00,5136,1,--,26.3,33.7,8.1,6.2,6.1,77,11.2,0.3,--,<0.05,<0.025,0.007,0.54,<0.0005,<0.002,0.0009,0.0021,<0.004,<0.0006
台北沿海海域(乙),深澳發電廠,乙,2004/5/13 上午 10:20:00,5136,1,--,26.8,33,8.2,5.4,5.1,65,<3,0.8,--,0.12,<0.025,<0.001,0.34,<0.0005,<0.002,0.0013,0.0012,<0.004,0.0008
台北沿海海域(乙),深澳發電廠,乙,2004/2/13 上午 08:23:00,5136,1,--,19.1,33.4,8.1,5.4,5.9,65,4.2,0.3,--,0.14,0.074,0.003,0.98,<0.0005,<0.002,0.0013,0.0094,0.004,<0.0006
桃園沿海海域,海湖電廠,乙,2004/11/10 上午 09:04:00,5137,1,--,23.9,27.2,8.3,6.8,7,84.6,25.5,1.1,--,0.43,0.049,0.021,1.34,<0.0005,<0.002,0.0015,0.004,<0.004,<0.0006
桃園沿海海域,海湖電廠,乙,2004/9/3 上午 09:02:00,5137,1,--,28.8,32.4,8,6,5.7,75.2,19.3,1.6,--,0.08,0.049,0.024,1,<0.0005,<0.002,0.0013,0.0034,<0.004,0.0007
桃園沿海海域,海湖電廠,乙,2004/5/14 下午 12:30:00,5137,1,--,26.3,32.7,8.1,5.2,5.5,69.4,16.8,3.3,--,0.2,0.055,0.017,0.26,<0.0005,<0.002,0.0011,<0.0005,<0.004,<0.0006
桃園沿海海域,海湖電廠,乙,2004/2/14 下午 12:29:00,5137,1,--,23.6,33.4,8,6.4,5.7,68.5,3.8,0.2,--,0.14,0.077,0.004,1.43,<0.0005,<0.002,0.0012,0.0102,<0.004,<0.0006
桃園沿海海域,新南崁溪口,乙,2004/11/10 上午 09:33:00,5138,1,--,23.6,27.4,8.4,7.1,7.1,85.3,22.6,2.5,--,0.14,0.074,0.02,0.71,<0.0005,<0.002,0.0016,0.0041,<0.004,<0.0006
桃園沿海海域,新南崁溪口,乙,2004/9/3 上午 09:30:00,5138,1,--,28.9,32,8,5.9,5.7,75.3,23.3,0.9,--,0.1,0.055,0.018,1.12,<0.0005,<0.002,0.0012,0.0036,<0.004,<0.0006
桃園沿海海域,新南崁溪口,乙,2004/5/14 上午 11:59:00,5138,1,--,26.4,33.6,7.9,5.4,5.8,73.3,25.4,5.4,--,0.28,0.212,0.071,1.36,<0.0005,<0.002,0.0022,<0.0005,<0.004,0.0007
桃園沿海海域,新南崁溪口,乙,2004/2/14 下午 12:02:00,5138,1,--,23,32.9,7.9,6.6,5.9,70.1,5.6,0.2,--,0.17,0.077,0.004,1.44,<0.0005,<0.002,0.0021,0.0107,0.0072,<0.0006
桃園沿海海域,沙崙中油卸油設施一,乙,2004/11/10 上午 10:02:00,5139,1,--,23.3,28.7,8.3,7.1,7.2,86,5.2,0.8,--,0.05,<0.025,0.01,0.36,<0.0005,<0.002,0.0011,0.0026,<0.004,<0.0006
桃園沿海海域,沙崙中油卸油設施一,乙,2004/9/3 上午 10:00:00,5139,1,--,28.7,33.2,8.1,6.5,6.2,81.6,3.6,0.5,--,<0.05,<0.025,0.011,0.79,<0.0005,<0.002,0.0011,0.0037,0.0072,<0.0006
桃園沿海海域,沙崙中油卸油設施一,乙,2004/5/14 上午 11:31:00,5139,1,--,26.3,33.6,8,5.8,5.6,70.7,3.4,0.8,--,<0.05,<0.025,<0.001,0.23,<0.0005,<0.002,0.0028,0.0024,<0.004,0.0008
桃園沿海海域,沙崙中油卸油設施一,乙,2004/2/14 上午 11:14:00,5139,1,--,24.3,33.8,8.1,5.9,5.6,68.2,3.9,0.2,--,0.1,0.043,0.004,0.64,<0.0005,<0.002,0.0017,0.0061,0.0072,<0.0006
桃園沿海海域,沙崙中油卸油設施二,乙,2004/11/10 上午 10:31:00,5140,1,--,23.4,28.7,8.3,6.9,7,83.8,6.1,0.8,--,<0.05,<0.025,0.011,0.44,<0.0005,<0.002,0.0013,0.0033,<0.004,<0.0006
桃園沿海海域,沙崙中油卸油設施二,乙,2004/9/3 上午 10:30:00,5140,1,--,28.6,33.4,8.1,6.5,6.2,81.5,<3,0.2,--,<0.05,<0.025,0.01,0.61,<0.0005,<0.002,0.0017,0.0058,0.0074,0.0007
桃園沿海海域,沙崙中油卸油設施二,乙,2004/5/14 上午 11:00:00,5140,1,--,26.3,33.6,8,5.7,5.6,70.7,4.3,0.7,--,<0.05,<0.025,<0.001,0.2,<0.0005,<0.002,0.0014,0.0018,<0.004,<0.0006
桃園沿海海域,沙崙中油卸油設施二,乙,2004/2/14 上午 11:31:00,5140,1,--,24,33.8,8,5.7,5.7,69,5.1,0.3,--,0.14,0.043,0.002,0.62,<0.0005,<0.002,0.0029,0.0059,<0.004,0.0012
桃園沿海海域,觀音溪口,乙,2004/11/10 上午 11:12:00,5141,1,--,23.4,28.3,8.4,6.7,6.8,81.4,4.2,2,--,<0.05,0.055,<0.001,0.26,<0.0005,<0.002,0.0009,0.0057,<0.004,<0.0006
桃園沿海海域,觀音溪口,乙,2004/9/3 上午 11:13:00,5141,1,--,28.6,33.1,8.1,6.4,6,78.8,7.7,0.8,--,<0.05,<0.025,0.01,1.23,<0.0005,<0.002,0.0021,0.0038,<0.004,<0.0006
桃園沿海海域,觀音溪口,乙,2004/5/14 上午 10:25:00,5141,1,--,26.4,32.6,7.9,5.5,5.7,72.1,17.4,3.2,--,0.16,0.083,0.011,0.35,<0.0005,<0.002,0.0009,<0.0005,<0.004,<0.0006
桃園沿海海域,觀音溪口,乙,2004/2/14 上午 10:03:00,5141,1,--,23.6,32.9,7.9,5.9,6.1,73.3,4.2,0.3,--,0.15,0.067,0.004,0.99,<0.0005,<0.002,0.0021,0.0108,<0.004,<0.0006
新竹香山沿海海域,頭前溪口南側,乙,2004/11/10 下午 01:02:00,5142,1,--,24.5,28.6,8.3,6.9,6.9,84.3,7.2,1.6,--,0.22,0.055,0.033,1.23,<0.0005,<0.002,0.0016,0.0032,<0.004,<0.0006
新竹香山沿海海域,頭前溪口南側,乙,2004/9/3 下午 01:02:00,5142,1,--,29.9,32.1,8.1,6.4,6.3,84.7,3.8,0.5,--,0.05,0.037,0.01,0.62,<0.0005,<0.002,0.0007,0.0036,<0.004,<0.0006
新竹香山沿海海域,頭前溪口南側,乙,2004/5/14 上午 08:35:00,5142,1,--,26.3,31.3,8.2,5.8,5.7,71.9,6.6,1.9,--,<0.05,0.046,<0.001,0.22,<0.0005,<0.002,0.0011,<0.0005,<0.004,0.0006
新竹香山沿海海域,頭前溪口南側,乙,2004/2/14 上午 07:59:00,5142,1,--,20.2,32.4,7.7,5.9,6,67.6,3.6,0.3,--,0.3,0.077,0.006,1.1,<0.0005,<0.002,0.0009,0.0106,0.0045,0.0006
新竹香山沿海海域,鳳山溪北側,乙,2004/11/10 下午 12:32:00,5143,1,--,24.2,28.3,8.4,6.9,6.9,83.8,8.1,1.6,--,0.19,<0.025,0.03,1.03,<0.0005,<0.002,0.0013,0.0023,<0.004,<0.0006
新竹香山沿海海域,鳳山溪北側,乙,2004/9/3 下午 12:30:00,5143,1,--,29.2,31.8,8.1,6.5,6.2,82.3,<3,0.9,--,0.06,0.037,0.023,1.14,<0.0005,<0.002,0.0007,0.0017,<0.004,0.0008
新竹香山沿海海域,鳳山溪北側,乙,2004/5/14 上午 09:08:00,5143,1,--,26.3,32.1,7.9,5.8,5.7,71.9,5.2,1.9,--,<0.05,<0.025,<0.001,0.23,<0.0005,<0.002,0.0016,<0.0005,<0.004,0.001
新竹香山沿海海域,鳳山溪北側,乙,2004/2/14 上午 08:27:00,5143,1,--,20.4,32.3,7.7,6.5,5.8,65.6,3.8,0.2,--,0.12,0.043,0.033,1.32,<0.0005,<0.002,0.0029,0.0133,<0.004,0.0008
新竹香山沿海海域,客雅溪河口外4海浬處,乙,2004/11/10 下午 01:43:00,5144,1,--,25.7,30.3,8.3,6.7,6.8,84.9,4.1,1.2,--,<0.05,<0.025,<0.001,0.38,<0.0005,<0.002,0.0014,0.0031,0.0068,<0.0006
新竹香山沿海海域,客雅溪河口外4海浬處,乙,2004/9/3 下午 01:42:00,5144,1,--,30.1,33.4,8.2,6.5,6.3,84.9,5,2.9,--,<0.05,0.037,0.012,0.56,<0.0005,<0.002,0.0014,0.002,<0.004,<0.0006
新竹香山沿海海域,客雅溪河口外4海浬處,乙,2004/5/14 上午 07:57:00,5144,1,--,26,31.2,8.2,5.8,5.5,69,<3,0.6,--,<0.05,<0.025,<0.001,0.24,<0.0005,<0.002,0.0017,<0.0005,<0.004,0.0007
新竹香山沿海海域,客雅溪河口外4海浬處,乙,2004/2/14 上午 07:03:00,5144,1,--,19.7,33.9,8.1,6.1,5.5,61.4,3.9,0.2,--,0.14,0.043,0.005,0.68,<0.0005,<0.002,0.0015,0.0059,<0.004,0.0007
新竹香山沿海海域,紅毛港外,乙,2004/11/10 下午 12:02:00,5145,1,--,24.1,29.1,8.4,6.8,6.9,83.7,6.7,1.8,--,<0.05,<0.025,0.002,0.25,<0.0005,<0.002,0.0011,0.0036,<0.004,<0.0006
新竹香山沿海海域,紅毛港外,乙,2004/9/3 下午 12:00:00,5145,1,--,29.3,32.7,8.2,6.6,6.1,81.1,9.8,0.5,--,0.07,0.055,0.015,0.96,<0.0005,<0.002,0.0012,0.0022,<0.004,<0.0006
新竹香山沿海海域,紅毛港外,乙,2004/5/14 上午 09:35:00,5145,1,--,26.3,33.3,8,6.1,5.8,73.2,10.1,1.2,--,<0.05,0.037,<0.001,0.81,<0.0005,<0.002,0.0009,<0.0005,<0.004,<0.0006
新竹香山沿海海域,紅毛港外,乙,2004/2/14 上午 09:14:00,5145,1,--,19.9,33.7,8,5.7,5.9,66.1,3.7,0.2,--,0.14,0.037,0.004,0.72,<0.0005,<0.002,0.0015,0.0094,0.007,<0.0006
宜蘭蘇澳沿海海域    ,龜山島,甲,2004/11/16 上午 10:00:00,5146,1,--,22.1,32.4,8.2,7,7,81.8,5.5,0.9,--,<0.05,<0.025,0.006,0.4,<0.0005,<0.002,<0.0005,0.0062,<0.004,0.0006
宜蘭蘇澳沿海海域    ,龜山島,甲,2004/9/15 下午 02:35:00,5146,1,--,27.7,32.7,8.1,6.8,6.5,84.1,3.5,1.2,--,<0.05,<0.025,0.01,0.47,<0.0005,<0.002,0.0011,0.0007,<0.004,<0.0006
宜蘭蘇澳沿海海域    ,龜山島,甲,2004/5/12 下午 12:35:00,5146,1,--,27.5,33.2,8.2,5.6,5.5,70.9,<3,0.5,--,<0.05,<0.025,<0.001,0.22,<0.0005,<0.002,0.0013,<0.0005,<0.004,<0.0006
宜蘭蘇澳沿海海域    ,龜山島,甲,2004/2/12 上午 10:54:00,5146,1,--,24.3,35.1,8.2,7,5.3,64.5,<3,0.4,--,<0.05,0.083,<0.001,0.42,<0.0005,<0.002,0.0014,0.0076,<0.004,<0.0006
宜蘭蘇澳沿海海域    ,得子口溪口,甲,2004/11/16 上午 10:38:00,5147,1,--,22.4,32.1,8.2,7.1,7,82.2,7.6,0.9,--,<0.05,<0.025,0.007,0.39,<0.0005,<0.002,<0.0005,0.0043,<0.004,<0.0006
宜蘭蘇澳沿海海域    ,得子口溪口,甲,2004/9/15 下午 02:05:00,5147,1,--,27.8,32.9,8.1,6.8,6.6,85.6,8.8,1,--,<0.05,<0.025,0.006,0.32,<0.0005,<0.002,0.0014,0.0046,<0.004,<0.0006
宜蘭蘇澳沿海海域    ,得子口溪口,甲,2004/5/12 上午 11:58:00,5147,1,--,25.6,33.5,8.2,6,5.6,69.8,<3,0.4,--,<0.05,<0.025,<0.001,0.32,<0.0005,<0.002,0.0009,<0.0005,<0.004,0.001
宜蘭蘇澳沿海海域    ,得子口溪口,甲,2004/2/12 上午 10:06:00,5147,1,--,23.4,34.6,8,6.8,5.7,68.2,<3,0.2,--,<0.05,0.074,0.003,0.35,0.0005,<0.002,<0.0005,0.0032,<0.004,<0.0006
宜蘭蘇澳沿海海域    ,蘭陽溪口,甲,2004/11/16 上午 11:40:00,5148,1,--,22,29.2,8.2,7,6.9,80.4,6.5,0.9,--,<0.05,<0.025,0.006,0.48,<0.0005,<0.002,0.0005,0.0042,<0.004,<0.0006
宜蘭蘇澳沿海海域    ,蘭陽溪口,甲,2004/9/15 下午 12:55:00,5148,1,--,26.7,16.1,7.9,6.4,6.2,78.8,30.9,0.6,--,0.53,0.049,0.019,5.3,<0.0005,<0.002,0.0006,0.0019,<0.004,<0.0006
宜蘭蘇澳沿海海域    ,蘭陽溪口,甲,2004/5/12 上午 10:53:00,5148,1,--,25.6,32.6,8.2,5.7,5.6,69.8,<3,0.6,--,0.18,<0.025,0.002,0.48,0.0009,<0.002,0.001,0.0017,<0.004,<0.0006
宜蘭蘇澳沿海海域    ,蘭陽溪口,甲,2004/2/12 上午 09:36:00,5148,1,--,23.1,34.1,8,6.6,5.9,70.2,5.2,0.3,--,<0.05,0.089,0.008,0.43,<0.0005,<0.002,0.0018,0.0049,<0.004,<0.0006
宜蘭蘇澳沿海海域    ,新城溪口,甲,2004/11/16 下午 12:40:00,5149,1,--,21.9,30.4,8.1,7.1,7.1,82.7,12.3,0.8,--,<0.05,0.025,0.006,0.64,<0.0005,<0.002,0.0005,0.0072,<0.004,<0.0006
宜蘭蘇澳沿海海域    ,新城溪口,甲,2004/9/15 下午 12:00:00,5149,1,--,27.4,30.3,8,6.7,6.5,83.6,11.2,0.5,--,0.06,<0.025,0.006,1.11,<0.0005,<0.002,0.0008,0.0014,<0.004,<0.0006
