採樣分區,測站名稱,水體分類等級,採樣日期,測站編號,採樣深度,氣溫,水溫,鹽度,酸鹼值,溶氧(滴定法),溶氧(電極法),溶氧飽和度,懸浮固體,葉綠素a,氨氮,硝酸鹽氮,正磷酸鹽,亞硝酸鹽氮,矽酸鹽,鎘,鉻,銅,鋅,鉛,汞,備註
,,,,,m,℃,℃,psu,,mg/L,mg/L,%,mg/L,μg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L
基隆沿海海域,基隆拋泥區一,乙,2011/5/2 上午 09:48:00,5125,1.0,24.6,23.8,35.9,8.1,--,6.5,94.7,5.1,0.4,0.02,0.03,0.017,0.003,0.199,0.00001,0.0024,0.0017,0.0051,0.0003,<0.0003
基隆沿海海域,基隆拋泥區一,乙,2011/2/22 上午 09:35:00,5125,1.0,17.1,18.6,36.0,8.1,--,6.2,81.7,3.6,0.1,<0.01,0.12,0.054,0.005,0.700,0.00002,<0.001,0.0004,0.0017,0.0003,<0.0003
基隆沿海海域,八斗子垃圾場,乙,2011/10/28 上午 09:24:00,5126,1.0,25.1,23.0,33.7,8.1,--,7.0,97.8,4.0,1.8,0.02,0.06,0.024,0.005,0.261,0.00002,0.0044,0.0002,0.0025,0.0013,<0.0003
基隆沿海海域,八斗子垃圾場,乙,2011/8/1 上午 09:32:00,5126,1.0,29.0,27.9,34.2,8.2,--,6.6,100.9,2.3,0.5,0.01,<0.01,0.006,<0.001,0.132,0.00002,0.0027,0.0019,0.0036,0.0002,<0.0003
基隆沿海海域,八斗子垃圾場,乙,2011/5/2 上午 09:14:00,5126,1.0,24.0,23.0,36.0,8.1,--,6.6,93.4,<2.0,0.3,<0.01,0.03,0.014,0.003,0.209,0.00002,0.0023,0.0012,0.0090,0.0003,<0.0003
基隆沿海海域,八斗子垃圾場,乙,2011/2/22 上午 09:01:00,5126,1.0,17.4,18.4,36.0,8.0,--,6.3,85.5,3.4,0.2,<0.01,0.11,0.056,0.006,0.697,0.00001,<0.001,0.0003,0.0022,0.0004,<0.0003
基隆沿海海域,和平島,乙,2011/10/28 上午 09:38:00,5127,1.0,24.8,23.2,33.7,8.2,--,6.9,96.9,3.7,2.5,<0.01,0.06,0.021,0.005,0.304,0.00002,0.0042,0.0005,0.0041,0.0006,<0.0003
基隆沿海海域,和平島,乙,2011/8/1 上午 09:51:00,5127,1.0,29.4,27.4,34.3,8.3,--,6.4,97.0,2.3,0.8,<0.01,0.01,0.012,0.001,0.174,0.00002,0.0029,0.0022,0.0045,0.0002,<0.0003
基隆沿海海域,和平島,乙,2011/5/2 上午 09:32:00,5127,1.0,24.5,23.0,35.9,8.1,--,6.6,95.2,2.1,0.3,0.02,0.02,0.016,0.003,0.193,0.00001,0.0023,0.0022,0.0049,0.0002,<0.0003
基隆沿海海域,和平島,乙,2011/2/22 上午 09:19:00,5127,1.0,17.3,18.6,36.0,8.1,--,6.2,80.9,5.0,0.1,<0.01,0.12,0.065,0.004,0.712,0.00002,<0.001,0.0003,0.0017,0.0003,<0.0003
台北沿海海域(甲),核四預定地外海,甲,2011/10/28 上午 07:21:00,5128,1.0,25.3,23.6,33.8,8.2,--,6.9,98.8,3.4,3.4,0.02,0.04,0.018,0.003,0.209,0.00002,0.0033,0.0005,0.0048,0.0019,<0.0003
台北沿海海域(甲),核四預定地外海,甲,2011/8/1 上午 07:17:00,5128,1.0,27.9,27.7,34.3,8.2,--,6.4,98.4,<2.0,0.3,0.06,0.01,0.016,0.001,0.174,0.00001,0.0021,0.0013,0.0050,0.0004,<0.0003
台北沿海海域(甲),核四預定地外海,甲,2011/5/2 上午 07:21:00,5128,1.0,23.8,22.2,36.0,8.1,--,6.6,92.9,2.3,0.2,0.03,0.04,0.020,0.003,0.273,0.00005,0.0020,0.0019,0.0223,0.0004,<0.0003
台北沿海海域(甲),核四預定地外海,甲,2011/2/22 上午 07:10:00,5128,1.0,16.4,19.3,32.9,8.0,--,6.6,84.1,4.3,0.1,<0.01,0.13,0.051,0.003,1.18,0.00004,<0.001,0.0072,0.0059,0.0003,<0.0003
台北沿海海域(乙),濂洞溪外海,乙,2011/10/28 上午 08:16:00,5129,1.0,25.7,23.1,33.7,8.1,--,7.0,97.8,4.2,2.5,<0.01,0.08,0.032,0.004,0.320,0.00003,0.0039,0.0010,0.0060,0.0009,<0.0003
台北沿海海域(乙),濂洞溪外海,乙,2011/8/1 上午 08:20:00,5129,1.0,28.3,28.1,34.5,8.1,--,6.4,99.7,<2.0,0.9,0.02,<0.01,0.015,0.001,0.156,0.00001,0.0024,0.0017,0.0033,0.0001,<0.0003
台北沿海海域(乙),濂洞溪外海,乙,2011/5/2 上午 08:19:00,5129,1.0,24.6,23.0,36.0,8.1,--,6.6,94.8,<2.0,0.2,0.01,0.03,0.018,0.003,0.224,0.00003,0.0025,0.0026,0.0221,0.0003,<0.0003
台北沿海海域(乙),濂洞溪外海,乙,2011/2/22 上午 08:00:00,5129,1.0,17.0,18.3,35.9,8.1,--,6.5,83.4,4.8,0.1,<0.01,0.12,0.059,0.003,1.01,0.00001,<0.001,0.0003,0.0018,0.0002,<0.0003
台北沿海海域(乙),八里污水廠外海一,乙,2011/10/28 下午 01:14:00,5130,1.0,26.4,24.9,32.9,8.1,--,6.9,99.7,11.6,3.0,0.02,0.10,0.049,0.019,0.536,0.00002,0.0038,0.0006,0.0038,0.0007,<0.0003
台北沿海海域(乙),八里污水廠外海一,乙,2011/8/1 下午 01:22:00,5130,1.0,30.3,29.5,33.8,8.2,--,7.9,124.4,3.2,1.9,<0.01,0.01,0.011,0.002,0.087,0.00002,0.0024,0.0017,0.0026,0.0001,<0.0003
台北沿海海域(乙),八里污水廠外海一,乙,2011/5/2 下午 01:49:00,5130,1.0,24.6,23.8,35.6,8.1,--,6.4,93.0,10.2,0.7,0.13,0.08,0.042,0.010,0.221,0.00001,0.0022,0.0029,0.0067,0.0002,<0.0003
台北沿海海域(乙),八里污水廠外海一,乙,2011/2/22 下午 12:21:00,5130,1.0,18.3,15.7,30.3,8.0,--,7.5,90.2,6.2,0.3,0.44,0.29,0.126,0.036,1.21,0.00002,<0.001,0.0007,0.0038,0.0002,<0.0003
台北沿海海域(乙),八里污水廠外海二,乙,2011/10/28 下午 12:22:00,5131,1.0,26.1,24.6,33.1,8.1,--,6.9,100.3,12.9,3.5,0.01,0.08,0.030,0.014,0.378,0.00039,0.0027,0.0015,0.0084,0.0006,<0.0003
台北沿海海域(乙),八里污水廠外海二,乙,2011/8/1 下午 12:24:00,5131,1.0,30.1,29.0,33.8,8.2,--,7.5,117.8,4.9,2.5,<0.01,<0.01,0.024,0.002,0.105,0.00002,0.0021,0.0010,0.0032,0.0003,<0.0003
台北沿海海域(乙),八里污水廠外海二,乙,2011/5/2 下午 12:51:00,5131,1.0,23.9,23.0,35.5,8.1,--,6.4,92.5,5.1,0.3,0.10,0.07,0.043,0.008,0.187,0.00001,0.0020,0.0022,0.0189,0.0002,<0.0003
台北沿海海域(乙),八里污水廠外海二,乙,2011/2/22 上午 11:30:00,5131,1.0,18.3,15.6,34.3,8.1,--,7.8,96.2,4.5,0.2,0.06,0.16,0.059,0.016,0.725,0.00002,<0.001,0.0005,0.0032,0.0005,<0.0003
台北沿海海域(乙),林口發電廠外海,乙,2011/10/29 上午 08:11:00,5132,1.0,25.2,24.0,32.4,8.1,--,7.0,99.2,9.2,1.4,0.03,0.15,0.050,0.033,0.810,0.00002,0.0032,0.0008,0.0076,0.0002,<0.0003
台北沿海海域(乙),林口發電廠外海,乙,2011/8/2 上午 08:16:00,5132,1.0,29.7,29.5,34.0,8.2,--,7.7,122.1,4.6,0.7,<0.01,0.02,0.007,0.004,0.102,0.00001,0.0022,0.0014,0.0044,0.0002,<0.0003
台北沿海海域(乙),林口發電廠外海,乙,2011/5/3 上午 07:32:00,5132,1.0,23.8,23.7,34.5,8.1,--,6.4,91.7,8.8,0.4,0.15,0.09,0.040,0.019,0.271,0.00002,0.0025,0.0031,0.0079,0.0002,<0.0003
台北沿海海域(乙),林口發電廠外海,乙,2011/2/23 上午 08:05:00,5132,1.0,16.7,15.4,32.9,8.0,--,7.8,94.4,7.5,0.2,0.21,0.21,0.094,0.024,0.979,0.00002,<0.001,0.0035,0.0070,0.0003,<0.0003
台北沿海海域(乙),深澳發電廠外海,乙,2011/10/28 上午 08:47:00,5133,1.0,25.2,22.6,33.7,8.1,--,6.8,94.8,3.9,2.1,0.01,0.07,0.034,0.005,0.329,0.00002,0.0041,0.0005,0.0126,0.0015,<0.0003
台北沿海海域(乙),深澳發電廠外海,乙,2011/8/1 上午 08:49:00,5133,1.0,28.7,27.7,34.5,8.1,--,6.3,96.6,2.0,0.8,0.02,0.01,0.010,0.001,0.144,0.00001,0.0026,0.0011,0.0044,<0.0001,<0.0003
台北沿海海域(乙),深澳發電廠外海,乙,2011/5/2 上午 08:45:00,5133,1.0,23.9,23.2,35.9,8.1,--,6.7,95.0,<2.0,0.2,0.02,0.02,0.015,0.004,0.227,0.00002,0.0024,0.0025,0.0076,0.0003,<0.0003
台北沿海海域(乙),深澳發電廠外海,乙,2011/2/22 上午 08:29:00,5133,1.0,17.0,18.4,36.0,8.0,--,6.2,80.5,2.5,0.1,<0.01,0.11,0.059,0.006,0.678,0.00001,<0.001,0.0003,0.0018,0.0003,<0.0003
台北沿海海域(乙),淡水河口外4海浬處,乙,2011/10/28 下午 12:47:00,5134,1.0,26.3,24.7,33.3,8.1,--,6.9,100.6,8.1,2.1,<0.01,0.08,0.035,0.006,0.301,0.00002,0.0041,0.0004,0.0041,0.0002,<0.0003
台北沿海海域(乙),淡水河口外4海浬處,乙,2011/8/1 下午 12:55:00,5134,1.0,30.3,29.3,33.8,8.2,--,7.7,121.3,3.3,1.2,0.01,<0.01,0.009,0.002,0.084,0.00002,0.0023,0.0012,0.0030,0.0002,<0.0003
台北沿海海域(乙),淡水河口外4海浬處,乙,2011/5/2 下午 01:22:00,5134,1.0,24.3,24.4,35.9,8.1,--,6.6,95.5,3.0,0.3,0.02,0.02,0.016,0.002,0.135,0.00002,0.0023,0.0020,0.0065,0.0003,<0.0003
台北沿海海域(乙),淡水河口外4海浬處,乙,2011/2/22 上午 11:57:00,5134,1.0,18.2,15.7,34.9,8.1,--,8.0,98.4,4.5,0.3,0.01,0.13,0.045,0.018,0.600,0.00001,<0.001,0.0007,0.0022,0.0003,<0.0003
台北沿海海域(乙),林口發電廠,乙,2011/10/29 上午 07:50:00,5135,1.0,25.2,24.1,33.0,8.1,--,7.1,101.7,20.7,1.5,0.03,0.14,0.028,0.025,0.619,0.00005,0.0031,0.0016,0.0087,0.0004,<0.0003
台北沿海海域(乙),林口發電廠,乙,2011/8/2 上午 07:55:00,5135,1.0,29.6,29.5,34.3,8.1,--,7.7,124.4,3.7,4.3,0.02,0.01,0.017,0.003,0.077,0.00002,0.0022,0.0013,0.0055,0.0002,<0.0003
台北沿海海域(乙),林口發電廠,乙,2011/5/3 上午 07:16:00,5135,1.0,23.7,23.6,34.2,8.1,--,6.4,91.4,11.2,0.6,0.17,0.11,0.057,0.020,0.326,0.00003,0.0024,0.0037,0.0131,0.0003,<0.0003
台北沿海海域(乙),林口發電廠,乙,2011/2/23 上午 07:45:00,5135,1.0,16.5,15.4,32.8,8.0,--,7.8,94.6,5.4,0.3,0.19,0.20,0.089,0.023,0.985,0.00001,<0.001,0.0021,0.0108,0.0003,<0.0003
台北沿海海域(乙),深澳發電廠,乙,2011/10/28 上午 09:04:00,5136,1.0,25.4,22.6,32.8,8.1,--,6.9,96.2,3.1,2.7,0.02,0.10,0.035,0.005,0.628,0.00002,0.0043,0.0007,0.0083,0.0014,<0.0003
台北沿海海域(乙),深澳發電廠,乙,2011/8/1 上午 09:14:00,5136,1.0,28.7,27.8,34.4,8.2,--,6.1,94.9,2.4,0.9,0.02,0.01,0.007,0.001,0.156,0.00001,0.0028,0.0051,0.0032,0.0014,<0.0003
台北沿海海域(乙),深澳發電廠,乙,2011/5/2 上午 08:59:00,5136,1.0,24.0,23.1,36.0,8.1,--,6.5,92.4,<2.0,0.3,<0.01,0.02,0.011,0.003,0.199,0.00001,0.0026,0.0016,0.0068,0.0002,<0.0003
台北沿海海域(乙),深澳發電廠,乙,2011/2/22 上午 08:44:00,5136,1.0,17.4,18.4,35.1,8.0,--,6.7,86.7,3.2,0.1,<0.01,0.14,0.059,0.005,1.00,0.00002,<0.001,0.0006,0.0062,0.0003,<0.0003
桃園沿海海域,海湖電廠,乙,2011/10/29 上午 08:29:00,5137,1.0,25.1,24.2,33.0,8.1,--,7.2,102.9,20.9,1.0,0.01,0.13,0.048,0.031,0.619,0.00002,0.0034,0.0005,0.0039,0.0001,<0.0003
桃園沿海海域,海湖電廠,乙,2011/8/2 上午 08:36:00,5137,1.0,29.7,30.0,34.0,8.2,--,7.5,120.8,6.6,2.8,0.02,0.04,0.017,0.006,0.117,0.00001,0.0023,0.0027,0.0035,0.0001,<0.0003
桃園沿海海域,海湖電廠,乙,2011/5/3 上午 07:50:00,5137,1.0,23.9,23.6,34.5,8.1,--,6.3,91.2,13.3,0.6,0.19,0.12,0.053,0.022,0.299,0.00002,0.0022,0.0038,0.0051,0.0001,<0.0003
桃園沿海海域,海湖電廠,乙,2011/2/23 上午 08:28:00,5137,1.0,16.7,15.4,32.8,8.1,--,7.7,93.1,34.1,0.2,0.22,0.22,0.136,0.025,0.995,0.00002,<0.001,0.0053,0.0048,0.0002,<0.0003
桃園沿海海域,新南崁溪口,乙,2011/10/29 上午 08:49:00,5138,1.0,24.8,24.2,33.0,8.1,--,7.2,103.9,17.5,1.2,0.01,0.13,0.044,0.030,0.616,0.00003,0.0040,0.0009,0.0052,0.0003,<0.0003
桃園沿海海域,新南崁溪口,乙,2011/8/2 上午 08:57:00,5138,1.0,30.1,29.7,34.0,8.2,--,7.6,123.7,7.5,2.0,<0.01,0.03,0.007,0.005,0.117,0.00001,0.0022,0.0019,0.0029,<0.0001,<0.0003
桃園沿海海域,新南崁溪口,乙,2011/5/3 上午 08:08:00,5138,1.0,24.0,23.6,34.5,8.1,--,6.2,88.0,29.2,0.4,0.19,0.12,0.051,0.021,0.314,0.00001,0.0023,0.0041,0.0052,<0.0001,<0.0003
桃園沿海海域,新南崁溪口,乙,2011/2/23 上午 08:50:00,5138,1.0,17.1,15.4,32.8,8.1,--,7.8,94.1,94.5,0.2,0.26,0.23,0.195,0.026,1.02,0.00002,<0.001,0.0052,0.0080,0.0002,<0.0003
桃園沿海海域,沙崙中油卸油設施一,乙,2011/10/29 上午 09:15:00,5139,1.0,25.2,24.0,33.1,8.1,--,7.1,102.8,18.1,1.2,0.03,0.18,0.047,0.034,0.668,0.00002,0.0038,0.0009,0.0038,0.0001,<0.0003
桃園沿海海域,沙崙中油卸油設施一,乙,2011/8/2 上午 09:24:00,5139,1.0,30.2,29.2,34.2,8.1,--,7.8,124.6,9.0,0.8,<0.01,0.02,0.005,0.003,0.120,0.00001,0.0025,0.0011,0.0028,0.0001,<0.0003
桃園沿海海域,沙崙中油卸油設施一,乙,2011/5/3 上午 08:33:00,5139,1.0,24.2,24.6,34.9,8.1,--,6.3,90.8,8.2,0.3,0.09,0.07,0.016,0.002,0.173,0.00002,0.0024,0.0032,0.0048,0.0001,<0.0003
桃園沿海海域,沙崙中油卸油設施一,乙,2011/2/23 上午 09:17:00,5139,1.0,16.9,15.4,32.7,8.1,--,7.8,95.1,12.4,0.2,0.35,0.30,0.113,0.034,1.07,0.00002,<0.001,0.0057,0.0146,0.0003,<0.0003
桃園沿海海域,沙崙中油卸油設施二,乙,2011/10/29 上午 09:28:00,5140,1.0,24.9,24.0,33.1,8.0,--,7.2,101.7,19.9,1.8,0.04,0.16,0.053,0.035,0.628,0.00002,0.0032,0.0009,0.0035,0.0001,<0.0003
桃園沿海海域,沙崙中油卸油設施二,乙,2011/8/2 上午 09:42:00,5140,1.0,30.2,29.1,34.2,8.1,--,7.6,121.3,12.5,0.8,<0.01,0.02,0.004,0.003,0.150,0.00003,0.0019,0.0014,0.0024,0.0001,<0.0003
桃園沿海海域,沙崙中油卸油設施二,乙,2011/5/3 上午 08:45:00,5140,1.0,24.3,24.7,34.9,8.1,--,6.3,91.7,6.2,0.3,0.08,0.05,0.019,0.011,0.167,0.00002,0.0016,0.0033,0.0060,0.0002,<0.0003
桃園沿海海域,沙崙中油卸油設施二,乙,2011/2/23 上午 09:28:00,5140,1.0,17.0,15.2,33.8,8.1,--,7.9,96.5,13.0,0.3,0.13,0.20,0.078,0.024,0.791,0.00001,<0.001,0.0013,0.0064,0.0002,<0.0003
桃園沿海海域,觀音溪口,乙,2011/10/29 上午 09:48:00,5141,1.0,26.2,24.1,32.9,8.1,--,7.5,106.1,18.7,1.1,<0.01,0.22,0.038,0.031,0.628,0.00002,0.0034,0.0010,0.0085,0.0002,<0.0003
桃園沿海海域,觀音溪口,乙,2011/8/2 上午 10:10:00,5141,1.0,30.1,29.5,34.0,8.1,--,7.0,112.1,3.7,0.6,<0.01,0.04,0.009,0.005,0.186,0.00001,0.0020,0.0014,0.0003,0.0001,<0.0003
桃園沿海海域,觀音溪口,乙,2011/5/3 上午 09:16:00,5141,1.0,24.5,24.9,34.9,8.1,--,6.2,90.9,6.6,0.4,0.04,0.04,0.027,0.010,0.198,0.00002,0.0018,0.0043,0.0103,0.0002,<0.0003
桃園沿海海域,觀音溪口,乙,2011/2/23 上午 10:38:00,5141,1.0,17.4,15.2,33.3,8.0,--,7.9,96.0,37.1,0.3,0.11,0.30,0.076,0.026,0.844,0.00003,<0.001,0.0026,0.0132,0.0002,<0.0003
新竹香山沿海海域,頭前溪口南側,乙,2011/10/29 下午 12:20:00,5142,1.0,26.3,23.8,33.0,8.1,--,7.4,105.6,28.7,2.5,0.02,0.17,0.057,0.024,0.492,0.00002,0.0037,0.0018,0.0033,<0.0001,<0.0003
新竹香山沿海海域,頭前溪口南側,乙,2011/8/2 下午 12:24:00,5142,1.0,30.1,30.1,33.7,8.2,--,7.4,117.3,6.9,4.3,<0.01,<0.01,0.009,0.001,0.111,0.00001,0.0023,0.0011,0.0009,<0.0001,<0.0003
新竹香山沿海海域,頭前溪口南側,乙,2011/5/3 上午 11:45:00,5142,1.0,25.6,24.6,34.6,8.1,--,7.4,107.4,6.6,4.8,<0.01,0.02,0.032,0.001,0.179,0.00001,0.0021,0.0021,0.0027,<0.0001,<0.0003
新竹香山沿海海域,頭前溪口南側,乙,2011/2/23 下午 01:12:00,5142,1.0,18.7,15.6,34.2,8.1,--,8.0,99.0,10.2,0.3,0.03,0.18,0.079,0.023,0.662,0.00001,<0.001,0.0007,0.0042,0.0003,<0.0003
新竹香山沿海海域,鳳山溪北側,乙,2011/10/29 上午 11:56:00,5143,1.0,26.4,23.8,33.1,8.2,--,7.4,105.2,26.4,2.6,0.02,0.14,0.042,0.023,0.388,0.00002,0.0035,0.0011,0.0055,0.0001,<0.0003
新竹香山沿海海域,鳳山溪北側,乙,2011/8/2 下午 12:13:00,5143,1.0,30.3,30.1,33.7,8.2,--,7.3,116.8,3.2,1.8,<0.01,<0.01,0.010,0.001,0.271,0.00001,0.0022,0.0007,0.0016,<0.0001,<0.0003
新竹香山沿海海域,鳳山溪北側,乙,2011/5/3 上午 11:33:00,5143,1.0,25.7,24.6,34.8,8.1,--,7.0,102.1,6.7,2.7,<0.01,<0.01,0.010,0.006,0.145,0.00002,0.0022,0.0018,0.0043,0.0004,<0.0003
新竹香山沿海海域,鳳山溪北側,乙,2011/2/23 下午 12:56:00,5143,1.0,18.5,15.6,34.1,8.1,--,8.0,98.3,14.4,0.3,0.03,0.18,0.146,0.023,0.668,0.00002,<0.001,0.0012,0.0039,0.0003,<0.0003
新竹香山沿海海域,客雅溪河口外4海浬處,乙,2011/10/29 上午 11:37:00,5144,1.0,26.2,24.9,33.2,8.1,--,7.6,110.4,5.3,1.1,<0.01,0.06,0.021,0.019,0.246,0.00001,0.0035,0.0004,0.0046,0.0003,<0.0003
新竹香山沿海海域,客雅溪河口外4海浬處,乙,2011/8/2 上午 11:45:00,5144,1.0,30.6,30.2,34.0,8.1,--,7.5,123.4,<2.0,0.2,<0.01,<0.01,0.009,<0.001,0.090,0.00002,0.0024,0.0006,0.0016,0.0002,<0.0003
新竹香山沿海海域,客雅溪河口外4海浬處,乙,2011/5/3 上午 11:17:00,5144,1.0,25.4,24.6,34.9,8.1,--,6.7,97.5,4.7,0.3,0.01,<0.01,0.006,0.004,0.145,0.00001,0.0021,0.0020,0.0046,0.0003,<0.0003
新竹香山沿海海域,客雅溪河口外4海浬處,乙,2011/2/23 下午 12:21:00,5144,1.0,18.8,16.4,34.3,8.1,--,8.0,99.4,4.0,0.3,0.01,0.12,0.058,0.020,0.508,0.00002,<0.001,0.0008,0.0125,0.0004,<0.0003
新竹香山沿海海域,紅毛港外,乙,2011/10/29 上午 10:43:00,5145,1.0,26.3,24.3,32.9,8.1,--,8.2,117.4,28.8,2.6,<0.01,0.19,0.039,0.025,0.496,0.00002,0.0035,0.0008,0.0052,<0.0001,<0.0003
新竹香山沿海海域,紅毛港外,乙,2011/8/2 上午 10:49:00,5145,1.0,30.2,30.2,33.8,8.3,--,7.8,126.3,4.6,0.6,<0.01,0.02,0.008,0.001,0.138,0.00002,0.0020,0.0011,0.0027,0.0001,<0.0003
新竹香山沿海海域,紅毛港外,乙,2011/5/3 上午 10:13:00,5145,1.0,24.4,24.6,34.8,8.1,--,7.6,111.1,6.7,2.4,<0.01,<0.01,0.014,0.001,0.075,0.00001,0.0018,0.0024,0.0065,0.0002,<0.0003
新竹香山沿海海域,紅毛港外,乙,2011/2/23 上午 11:21:00,5145,1.0,19.2,15.4,33.8,8.1,--,8.1,99.0,40.9,0.6,0.05,0.22,0.134,0.024,0.731,0.00002,<0.001,0.0023,0.0102,0.0002,<0.0003
宜蘭蘇澳沿海海域    ,龜山島,甲,2011/10/27 上午 10:35:00,5146,1.0,24.0,25.4,33.3,8.2,--,6.6,97.0,4.0,0.4,<0.01,0.03,0.012,0.004,0.227,0.00001,0.0026,0.0003,0.0078,0.0015,<0.0003
宜蘭蘇澳沿海海域    ,龜山島,甲,2011/8/25 上午 11:01:00,5146,1.0,31.1,29.0,33.9,8.1,--,6.4,100.2,<2.0,0.2,0.02,0.02,0.007,<0.001,0.266,0.00002,0.0014,0.0002,0.0200,0.0002,<0.0003
宜蘭蘇澳沿海海域    ,龜山島,甲,2011/5/25 上午 11:00:00,5146,1.0,25.9,24.0,34.2,8.1,--,6.6,95.5,3.1,0.2,<0.01,0.04,0.035,0.007,0.153,0.00003,0.0014,0.0018,0.0090,0.0002,0.0003
宜蘭蘇澳沿海海域    ,龜山島,甲,2011/2/18 上午 09:40:00,5146,1.0,13.3,20.7,35.0,8.0,--,6.6,89.5,7.0,0.4,<0.01,0.07,0.038,0.017,0.548,0.00001,<0.001,0.0004,0.0031,0.0003,<0.0003
宜蘭蘇澳沿海海域    ,得子口溪口,甲,2011/10/27 上午 10:10:00,5147,1.0,24.0,24.4,33.4,8.2,--,6.8,97.2,4.0,<0.1,0.01,0.03,0.008,0.005,0.295,0.00002,0.0028,0.0004,0.0049,0.0015,<0.0003
宜蘭蘇澳沿海海域    ,得子口溪口,甲,2011/8/25 上午 10:34:00,5147,1.0,30.8,29.5,34.0,8.1,--,6.4,101.1,<2.0,0.5,0.02,<0.01,0.008,0.002,0.210,0.00001,0.0016,0.0002,0.0189,0.0003,<0.0003
宜蘭蘇澳沿海海域    ,得子口溪口,甲,2011/5/25 上午 10:35:00,5147,1.0,25.9,24.3,34.2,8.2,--,6.5,95.0,2.0,0.2,<0.01,0.04,0.030,0.016,0.227,0.00002,0.0017,0.0014,0.0122,0.0002,0.0006
宜蘭蘇澳沿海海域    ,得子口溪口,甲,2011/2/18 上午 09:18:00,5147,1.0,13.2,20.9,34.9,8.1,--,6.2,84.8,3.6,0.2,0.01,0.07,0.045,0.003,0.602,0.00002,<0.001,0.0005,0.0040,0.0006,<0.0003
宜蘭蘇澳沿海海域    ,蘭陽溪口,甲,2011/10/27 上午 09:15:00,5148,1.0,24.3,24.0,33.4,8.2,--,6.6,94.3,7.2,0.1,0.02,0.04,0.009,0.005,0.349,0.00002,0.0029,0.0005,0.0068,0.0017,<0.0003
宜蘭蘇澳沿海海域    ,蘭陽溪口,甲,2011/8/25 上午 09:23:00,5148,1.0,30.0,28.9,28.5,8.1,--,6.7,101.5,2.9,0.5,0.02,<0.01,0.023,0.002,0.461,0.00002,0.0018,0.0004,0.0065,0.0009,<0.0003
