TYPE,WDPAID,WDPA_PID,PA_DEF,NAME,ORIG_NAME,DESIG,DESIG_ENG,DESIG_TYPE,IUCN_CAT,INT_CRIT,MARINE,REP_M_AREA,GIS_M_AREA,REP_AREA,GIS_AREA,NO_TAKE,NO_TK_AREA,STATUS,STATUS_YR,GOV_TYPE,OWN_TYPE,MANG_AUTH,MANG_PLAN,VERIF,METADATAID,SUB_LOC,PARENT_ISO3,ISO3
Polygon,62465,62465,1,Wushanding Mud Volcano,烏山頂泥火山地景自然保留區,自然保留區,Nature Reserve,National,Ia,Not Applicable,0,0,0,0.040739,0.0409356328537222,Not Applicable,0,Designated,1992,Federal or national ministry or agency,Not Reported,Forestry Bureau,http://conservation.forest.gov.tw/public/Attachment/34121714771.pdf,State Verified,1877,CN-71,TWN,TWN
Polygon,555594034,555594034,1,Xuhai-Guanyinbi,旭海觀音鼻自然保留區,自然保留區,Nature Reserve,National,Ia,Not Applicable,1,1.0544,2.45133174512585,8.382198,8.42418383362861,Not Reported,0,Designated,2012,Federal or national ministry or agency,Not Reported,Forestry Bureau,http://conservation.forest.gov.tw/public/Attachment/34161004871.pdf,State Verified,1877,CN-71,TWN,TWN
Polygon,555593988,555593988,1,Coastal Range Taitung Cycas,海岸山脈台東蘇鐵自然保護區,自然保護區,Forest Reserve,National,IV,Not Applicable,0,0,0,7.983328,8.02204374745289,Not Applicable,0,Designated,2006,Federal or national ministry or agency,Not Reported,Forestry Bureau,Not Reported,State Verified,1877,CN-71,TWN,TWN
Polygon,555593990,555593990,1,Guangshan Formosan Date Palm,關山台灣海棗自然保護區,自然保護區,Forest Reserve,National,IV,Not Applicable,0,0,0,23.886165,24.0021184037051,Not Applicable,0,Designated,2006,Federal or national ministry or agency,Not Reported,Forestry Bureau,Not Reported,State Verified,1877,CN-71,TWN,TWN
Polygon,101780,101780,1,Wuweigang Waterbird Refuge,無尾港水鳥保護區,野生動物保護區,Wildlife Refuge,National,IV,Not Applicable,1,0,0.626905207999961,1.033474,1.03803469677181,Not Reported,0,Designated,1998,Federal or national ministry or agency,Not Reported,Forestry Bureau,Not Reported,State Verified,1877,CN-71,TWN,TWN
Polygon,101774,101774,1,Taipei City Waterbird Refuge,台北市野雁保護區,野生動物保護區,Wildlife Refuge,National,IV,Not Applicable,1,0,0,1.605508,1.61268099386515,Not Reported,0,Designated,1993,Federal or national ministry or agency,Not Reported,Forestry Bureau,Not Reported,State Verified,1877,CN-71,TWN,TWN
Polygon,101777,101777,1,Tainan City Sicao Wildlife Refuge,台南市四草野生動物保護區,野生動物保護區,Wildlife Refuge,National,IV,Not Applicable,1,0,2.83709782504835,5.425387,5.45080223599848,Not Reported,0,Designated,1994,Federal or national ministry or agency,Not Reported,Forestry Bureau,http://conservation.forest.gov.tw/public/Attachment/343013344171.pdf,State Verified,1877,CN-71,TWN,TWN
Polygon,101775,101775,1,Mianhua and Huaping Islets Wildlife Refuge,棉花嶼、花瓶嶼野生動物保護區,野生動物保護區,Wildlife Refuge,National,IV,Not Applicable,1,0.229307,0.230256555741999,0.229307,0.230256562897194,Not Reported,0,Designated,1996,Federal or national ministry or agency,Not Reported,Forestry Bureau,Not Reported,State Verified,1877,CN-71,TWN,TWN
Polygon,9027,9027,1,Lanyang River Mouth Waterbird Refuge,蘭陽溪口水鳥保護區,野生動物保護區,Wildlife Refuge,National,IV,Not Applicable,1,0,1.54190136540391,2.068439,2.07756516647178,Not Reported,0,Designated,1996,Federal or national ministry or agency,Not Reported,Forestry Bureau,Not Reported,State Verified,1877,CN-71,TWN,TWN
Polygon,555594037,555594037,1,Formosan Landlocked Salmon Refuge,櫻花鉤吻?野生動物保護區,野生動物保護區,Wildlife Refuge,National,IV,Not Applicable,0,0,0,72.217829,72.5516014291427,Not Applicable,0,Designated,1997,Federal or national ministry or agency,Not Reported,Forestry Bureau,http://conservation.forest.gov.tw/public/Attachment/341211291271.pdf,State Verified,1877,CN-71,TWN,TWN
Polygon,555594039,555594039,1,Hsinwulue River Wildlife Refuge,台東縣海端?新武呂溪魚類保護區,野生動物保護區,Wildlife Refuge,National,IV,Not Applicable,0,0,0,1.930968,1.94034472240057,Not Applicable,0,Designated,1998,Federal or national ministry or agency,Not Reported,Forestry Bureau,Not Reported,State Verified,1877,CN-71,TWN,TWN
Polygon,555594038,555594038,1,Hsinchu City Coastal Wildlife Refuge,新竹市濱海野生動物保護區,野生動物保護區,Wildlife Refuge,National,IV,Not Applicable,1,0,8.37769768861799,14.221688,14.2869842586661,Not Reported,0,Designated,2001,Federal or national ministry or agency,Not Reported,Forestry Bureau,Not Reported,State Verified,1877,CN-71,TWN,TWN
Polygon,555594041,555594041,1,Tainan County Zengwen River Mouth North Bank Black-faced Spoonbill Refuge,台南縣曾文溪口北岸黑面琵鷺野生動物保護區,野生動物保護區,Wildlife Refuge,National,IV,Not Applicable,1,0,1.42970768995636,3.195727,3.21039020876148,Not Reported,0,Designated,2002,Federal or national ministry or agency,Not Reported,Forestry Bureau,http://conservation.forest.gov.tw/public/Attachment/343013344171.pdf,State Verified,1877,CN-71,TWN,TWN
Polygon,555594043,555594043,1,Taoyuan Guan-Xin Algal Reefs Ecosystem Wildlife Refuge,桃園觀新藻礁生態系野生動物保護區,野生動物保護區,Wildlife Refuge,National,IV,Not Applicable,1,0,0.0770666930849638,3.1505,3.16483856798459,Not Reported,0,Designated,2014,Federal or national ministry or agency,Not Reported,Forestry Bureau,Not Reported,State Verified,1877,CN-71,TWN,TWN
Polygon,555594040,555594040,1,Matsu Islands Tern Refuge,馬祖列島燕鷗保護區,野生動物保護區,Wildlife Refuge,National,IV,Not Applicable,1,0.596995,0,0.99727,1.00133963043446,Not Reported,0,Designated,2000,Federal or national ministry or agency,Not Reported,Forestry Bureau,Not Reported,State Verified,1877,CN-35,TWN,TWN
Polygon,555594011,555594011,1,Mianhua Islet,棉花嶼野生動物重要棲息環境,野生動物重要棲息環境,Major Wildlife Habitat,National,IV,Not Applicable,1,0.221855,0.222773791477517,0.221855,0.222773769390082,Not Reported,0,Designated,1995,Federal or national ministry or agency,Not Reported,Forestry Bureau,Not Reported,State Verified,1877,CN-71,TWN,TWN
Polygon,555594026,555594026,1,Yilan County Lanyang River Mouth Waterbird,宜蘭縣蘭陽溪口野生動物重要棲息環境,野生動物重要棲息環境,Major Wildlife Habitat,National,IV,Not Applicable,1,0,1.5363586006868,2.062921,2.07202253771694,Not Reported,0,Designated,1996,Federal or national ministry or agency,Not Reported,Forestry Bureau,Not Reported,State Verified,1877,CN-71,TWN,TWN
Polygon,555594012,555594012,1,Penghu County Mao Islet,澎湖縣貓嶼野生動物重要棲息環境,野生動物重要棲息環境,Major Wildlife Habitat,National,IV,Not Applicable,1,0,0.339996462668307,0.374888,0.376424533053708,Not Reported,0,Designated,1997,Federal or national ministry or agency,Not Reported,Forestry Bureau,http://conservation.forest.gov.tw/public/Attachment/52511452671.pdf,State Verified,1877,CN-71,TWN,TWN
Polygon,555594021,555594021,1,Taipei City Zhongxing and Yungfu Bridges Waterbird,台北市中興橋永福橋野生動物重要棲息環境,野生動物重要棲息環境,Major Wildlife Habitat,National,IV,Not Applicable,0,0,0,1.605508,1.61268096161382,Not Applicable,0,Designated,1997,Federal or national ministry or agency,Not Reported,Forestry Bureau,Not Reported,State Verified,1877,CN-71,TWN,TWN
Polygon,555594006,555594006,1,Kaohsiung County Sanmin Township Nanzixian River,高雄縣三民鄉楠梓仙溪野生動物重要棲息環境,野生動物重要棲息環境,Major Wildlife Habitat,National,IV,Not Applicable,0,0,0,1.78249,1.79107980293816,Not Applicable,0,Designated,1998,Federal or national ministry or agency,Not Reported,Forestry Bureau,Not Reported,State Verified,1877,CN-71,TWN,TWN
