採樣分區,測站名稱,水體分類等級,採樣日期,測站編號,水溫,酸鹼值,濁度,氣溫,溶氧(電極法),氨氮,硝酸鹽氮,亞硝酸鹽氮,鹽度,矽酸鹽,溶氧(滴定法),溶氧飽和度,正磷酸鹽,大腸桿菌群,腸球菌群,備註
,,,,,℃,,NTU,℃,mg/L,mg/L,mg/L,mg/L,psu,mg/L,mg/L,%,mg/L,CFU/100mL,MPN/100mL
旗津海水浴場,旗津海水浴場左,乙,2007/7/23 上午 09:00:00,6081,30.8,8.4,2.1,32.8,6.4,<0.02,0.02,<0.001,33.8,0.148,6.6,103.2,0.032,<10,<10
大安海水浴場,大安海水浴場中,乙,2007/7/23 上午 08:50:00,6052,30.4,8.1,50,31.2,6.6,0.05,0.03,0.004,32.7,0.164,6.9,104.6,0.006,370,42
大安海水浴場,大安海水浴場左,乙,2007/7/23 上午 08:40:00,6051,30.3,8.1,55,31.2,6.6,0.07,0.03,0.005,32.5,0.143,7.0,104.7,0.005,470,99
馬沙溝海水浴場,馬沙溝海水浴場右,甲,2007/7/23 上午 07:00:00,6063,29.8,8.2,1.2,30.0,6.2,<0.02,<0.01,0.001,33.1,0.140,6.3,98.5,0.033,40,42
馬沙溝海水浴場,馬沙溝海水浴場中,甲,2007/7/23 上午 06:45:00,6062,29.9,8.2,1.3,30.0,6.3,<0.02,0.03,<0.001,33.1,0.098,6.3,99.5,0.039,30,53
馬沙溝海水浴場,馬沙溝海水浴場左,甲,2007/7/23 上午 06:30:00,6061,29.7,8.2,1.3,30.0,6.2,<0.02,<0.01,<0.001,33.1,0.095,6.4,98.9,0.021,30,87
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域右,甲,2007/7/23 上午 06:26:00,6093,28.0,8.2,4.0,29.5,6.9,<0.02,0.10,0.002,33.7,0.349,7.0,105.7,0.034,15,<10
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域中,甲,2007/7/23 上午 06:12:00,6092,28.0,8.2,5.3,29.5,7.0,<0.02,0.09,0.002,33.5,0.331,7.2,106.9,0.025,<10,<10
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域左,甲,2007/7/23 上午 06:00:00,6091,28.3,8.2,4.7,29.5,6.9,<0.02,0.09,<0.001,33.7,0.345,7.1,107.1,0.046,<10,<10
西子灣海水浴場,西子灣海水浴場右,乙,2007/7/22 下午 04:56:00,6113,31.2,8.4,4.5,33.0,6.4,<0.02,0.02,0.005,33.2,0.074,6.5,103.4,0.047,<10,<10
杉原海水浴場,杉原海水浴場右,甲,2007/7/22 下午 04:54:00,6103,32.5,8.1,4.5,34.1,6.6,<0.02,0.01,0.001,34.0,0.413,6.9,110.6,0.022,150,31
西子灣海水浴場,西子灣海水浴場中,乙,2007/7/22 下午 04:42:00,6112,31.2,8.4,4.0,33.0,6.5,<0.02,0.02,0.005,33.2,0.059,6.4,104.9,0.048,<10,10
杉原海水浴場,杉原海水浴場中,甲,2007/7/22 下午 04:41:00,6102,32.5,8.1,12.0,34.1,6.5,0.07,0.03,0.001,33.9,0.418,6.7,108.5,0.028,120,42
杉原海水浴場,杉原海水浴場左,甲,2007/7/22 下午 04:30:00,6101,32.4,8.1,4.8,34.1,6.4,0.16,0.02,0.001,34.0,0.412,6.7,107.0,0.017,120,42
西子灣海水浴場,西子灣海水浴場左,乙,2007/7/22 下午 04:30:00,6111,31.3,8.4,3.2,33.0,6.9,<0.02,0.02,0.004,33.2,<0.05,7.0,112.0,0.028,<10,<10
新金山海水浴場,新金山海水浴場右,乙,2007/7/9 下午 12:05:00,6023,30.5,8.2,2.8,34.2,6.8,0.06,<0.01,0.001,32.8,1.38,6.7,109.8,0.013,<10,20
新金山海水浴場,新金山海水浴場中,乙,2007/7/9 上午 11:50:00,6022,30.6,8.2,4.1,34.0,6.8,0.07,<0.01,0.001,32.2,1.78,6.8,109.6,0.009,<10,<10
新金山海水浴場,新金山海水浴場左,乙,2007/7/9 上午 11:30:00,6021,31.4,7.8,4.1,33.5,6.3,0.03,0.01,0.002,31.6,2.09,6.2,101.9,0.012,<10,20
福隆海水浴場,福隆海水浴場右,乙,2007/7/9 上午 09:40:00,6013,29.5,8.2,2.3,31.5,6.4,0.06,0.02,0.002,31.7,0.845,6.3,101.0,0.026,910,64
旗津海水浴場,旗津海水浴場右,乙,2007/7/9 上午 09:27:00,6083,31.9,8.3,13.0,34.2,6.2,<0.02,<0.01,<0.001,33.3,0.198,6.0,101.1,0.025,15,<10
福隆海水浴場,福隆海水浴場中,乙,2007/7/9 上午 09:20:00,6012,28.5,8.2,2.7,30.8,6.5,0.04,<0.01,<0.001,33.3,0.360,6.4,100.7,0.035,450,20
旗津海水浴場,旗津海水浴場中,乙,2007/7/9 上午 09:14:00,6082,31.9,8.3,13.0,34.2,6.2,<0.02,<0.01,<0.001,33.3,0.194,6.0,101.5,0.041,10,<10
福隆海水浴場,福隆海水浴場左,乙,2007/7/9 上午 09:00:00,6011,28.6,8.1,5.1,30.2,6.5,0.08,0.01,0.001,33.5,0.313,6.4,101.2,0.037,170,20
旗津海水浴場,旗津海水浴場左,乙,2007/7/9 上午 09:00:00,6081,31.8,8.3,13.0,34.2,6.2,<0.02,<0.01,<0.001,33.2,0.193,5.9,100.9,0.033,10,<10
馬沙溝海水浴場,馬沙溝海水浴場右,甲,2007/7/9 上午 06:54:00,6063,29.7,8.2,4.9,29.9,6.2,<0.02,<0.01,<0.001,33.4,0.164,6.2,99.0,0.037,10,<10
馬沙溝海水浴場,馬沙溝海水浴場中,甲,2007/7/9 上午 06:40:00,6062,29.5,8.2,5.7,29.9,6.2,<0.02,<0.01,0.001,33.4,0.177,6.1,98.2,0.032,<10,<10
馬沙溝海水浴場,馬沙溝海水浴場左,甲,2007/7/9 上午 06:30:00,6061,29.3,8.2,5.1,29.9,6.2,<0.02,0.03,0.001,33.4,0.164,6.1,97.8,0.035,<10,<10
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域右,甲,2007/7/9 上午 06:26:00,6093,29.8,8.2,4.9,31.2,5.9,<0.02,0.04,0.002,33.6,0.196,5.7,94.1,0.034,140,20
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域中,甲,2007/7/9 上午 06:13:00,6092,29.8,8.2,5.2,31.2,6.0,<0.02,0.03,0.002,33.6,0.193,5.7,94.9,0.031,160,20
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域左,甲,2007/7/9 上午 06:00:00,6091,29.8,8.2,5.6,31.2,6.0,<0.02,0.04,0.002,33.6,0.204,5.8,95.5,0.077,160,42
杉原海水浴場,杉原海水浴場右,甲,2007/7/8 下午 04:55:00,6103,29.3,8.2,2.6,34.6,6.6,<0.02,<0.01,<0.001,33.9,0.150,6.5,104.8,0.016,<10,<10
西子灣海水浴場,西子灣海水浴場右,乙,2007/7/8 下午 04:50:00,6113,31.3,8.3,4.0,34.0,6.3,<0.02,0.02,0.006,33.2,0.102,6.3,101.9,0.027,<10,<10
杉原海水浴場,杉原海水浴場中,甲,2007/7/8 下午 04:42:00,6102,29.3,8.2,2.4,34.6,6.6,<0.02,0.02,<0.001,33.9,0.158,6.6,104.4,<0.004,<10,<10
西子灣海水浴場,西子灣海水浴場中,乙,2007/7/8 下午 04:40:00,6112,31.5,8.3,3.6,34.0,7.2,<0.02,0.04,0.004,33.3,0.116,7.2,117.5,0.023,<10,<10
西子灣海水浴場,西子灣海水浴場左,乙,2007/7/8 下午 04:30:00,6111,31.7,8.3,3.7,34.0,7.2,0.02,0.02,0.004,33.3,0.096,7.2,118.0,0.021,<10,<10
杉原海水浴場,杉原海水浴場左,甲,2007/7/8 下午 04:29:00,6101,29.5,8.2,2.4,34.6,6.5,<0.02,<0.01,<0.001,34.0,0.162,6.3,103.2,0.017,<10,<10
崎頂海水浴場,崎頂海水浴場右,乙,2007/7/8 上午 11:53:00,6033,31.5,8.4,35,33.1,6.5,0.05,0.01,0.001,33.1,0.074,6.6,107.1,0.048,10,31
崎頂海水浴場,崎頂海水浴場中,乙,2007/7/8 上午 11:41:00,6032,31.6,8.4,36,33.1,6.2,0.05,0.01,0.001,33.1,0.111,6.3,102.3,0.055,45,31
崎頂海水浴場,崎頂海水浴場左,乙,2007/7/8 上午 11:30:00,6031,32.1,8.4,32,33.1,6.2,0.05,0.01,<0.001,33.1,0.094,6.9,102.5,0.044,40,31
通霄海水浴場,通霄海水浴場右,乙,2007/7/8 上午 10:11:00,6043,30.7,8.3,11,32.5,6.3,0.06,0.04,0.002,33.4,0.374,6.9,102.8,0.028,<10,10
通霄海水浴場,通霄海水浴場中,乙,2007/7/8 上午 09:59:00,6042,30.7,8.3,27,32.5,6.3,0.09,0.02,0.002,32.8,0.410,6.7,102.0,0.009,<10,<10
通霄海水浴場,通霄海水浴場左,乙,2007/7/8 上午 09:50:00,6041,31.0,8.3,11,32.5,6.4,0.09,0.04,0.001,33.4,0.359,6.7,103.2,0.029,<10,<10
大安海水浴場,大安海水浴場右,乙,2007/7/8 上午 09:01:00,6053,30.2,8.2,60,31.0,6.2,0.08,0.16,0.007,31.5,0.730,6.3,98.0,0.012,3700,120
大安海水浴場,大安海水浴場中,乙,2007/7/8 上午 08:51:00,6052,30.4,8.2,75,31.0,6.5,0.06,0.18,0.009,31.0,0.767,6.3,102.6,0.010,3900,190
大安海水浴場,大安海水浴場左,乙,2007/7/8 上午 08:40:00,6051,30.4,8.2,95,31.0,6.3,0.08,0.19,0.010,30.4,1.01,6.4,98.4,0.015,4600,160
新金山海水浴場,新金山海水浴場右,乙,2007/6/25 下午 12:20:00,6023,29.1,8.4,2.8,34.7,7.1,<0.02,<0.01,0.001,33.4,0.559,7.1,111.5,0.015,<10,20
崎頂海水浴場,崎頂海水浴場右,乙,2007/6/25 下午 12:15:00,6033,29.8,8.4,17,31.2,7.5,0.05,0.04,0.001,31.5,<0.050,8.8,118.2,0.060,160,64
崎頂海水浴場,崎頂海水浴場中,乙,2007/6/25 下午 12:05:00,6032,29.9,8.4,16,31.2,7.1,0.07,0.01,<0.001,31.4,<0.050,8.2,110.9,0.060,170,87
新金山海水浴場,新金山海水浴場中,乙,2007/6/25 下午 12:02:00,6022,29.2,8.4,1.8,35.1,7.2,0.03,<0.01,0.001,33.4,1.10,7.1,113.0,0.012,<10,20
崎頂海水浴場,崎頂海水浴場左,乙,2007/6/25 上午 11:55:00,6031,29.7,8.4,17,31.2,7.0,0.06,0.07,0.016,31.1,<0.050,8.1,110.2,0.194,190,31
新金山海水浴場,新金山海水浴場左,乙,2007/6/25 上午 11:45:00,6021,29.3,8.2,2.5,35.4,6.9,0.05,<0.01,0.002,33.3,1.10,6.9,109.1,0.009,<10,31
通霄海水浴場,通霄海水浴場右,乙,2007/6/25 上午 10:23:00,6043,29.8,8.4,28,32.8,6.4,0.06,0.01,0.001,31.9,0.122,6.9,101.2,0.005,160,20
通霄海水浴場,通霄海水浴場中,乙,2007/6/25 上午 10:13:00,6042,29.7,8.4,31,32.8,6.5,0.06,0.01,<0.001,31.9,0.107,6.6,102.7,0.004,160,31
通霄海水浴場,通霄海水浴場左,乙,2007/6/25 上午 10:03:00,6041,29.7,8.3,23,32.8,6.3,0.06,0.07,0.001,31.8,0.617,6.6,99.7,0.007,120,10
福隆海水浴場,福隆海水浴場右,乙,2007/6/25 上午 09:30:00,6013,28.5,8.5,1.2,34.2,7.7,0.03,0.02,0.001,32.7,1.05,7.6,117.6,0.012,1400,<10
旗津海水浴場,旗津海水浴場右,乙,2007/6/25 上午 09:25:00,6083,30.2,8.3,6.7,32.3,6.3,<0.02,0.01,0.001,32.7,0.455,6.2,100.3,0.063,10,10
福隆海水浴場,福隆海水浴場中,乙,2007/6/25 上午 09:14:00,6012,28.4,8.4,2.0,34.5,6.8,0.04,<0.01,<0.001,31.9,0.478,6.8,104.2,0.009,330,<10
旗津海水浴場,旗津海水浴場中,乙,2007/6/25 上午 09:12:00,6082,30.2,8.3,5.3,32.3,6.4,<0.02,<0.01,0.001,32.7,0.483,6.2,100.8,0.022,20,10
大安海水浴場,大安海水浴場右,乙,2007/6/25 上午 09:05:00,6053,29.4,8.4,45,32.2,6.5,0.07,0.13,0.006,30.9,0.604,6.6,100.8,0.019,650,99
旗津海水浴場,旗津海水浴場左,乙,2007/6/25 上午 09:00:00,6081,30.1,8.3,6.7,32.3,6.3,<0.02,<0.01,0.002,32.7,0.464,6.1,99.7,0.045,15,10
福隆海水浴場,福隆海水浴場左,乙,2007/6/25 上午 08:55:00,6011,28.2,8.2,3.1,32.6,7.2,0.05,0.02,0.002,33.2,0.382,7.1,111.3,0.015,1800,10
大安海水浴場,大安海水浴場中,乙,2007/6/25 上午 08:55:00,6052,29.3,8.4,40,32.2,6.5,0.06,0.12,0.007,30.9,0.593,6.7,100.3,0.017,450,31
大安海水浴場,大安海水浴場左,乙,2007/6/25 上午 08:45:00,6051,29.4,8.4,38,32.2,6.5,0.08,0.13,0.007,30.8,0.651,6.7,101.4,0.025,550,99
馬沙溝海水浴場,馬沙溝海水浴場右,甲,2007/6/25 上午 06:57:00,6063,28.9,8.2,5.1,28.0,6.3,<0.02,<0.01,0.001,33.5,0.258,6.3,98.7,0.030,<10,<10
馬沙溝海水浴場,馬沙溝海水浴場中,甲,2007/6/25 上午 06:42:00,6062,28.6,8.2,6.2,27.5,6.3,<0.02,0.01,0.001,33.5,0.287,6.2,96.9,0.021,<10,10
馬沙溝海水浴場,馬沙溝海水浴場左,甲,2007/6/25 上午 06:30:00,6061,29.0,8.2,2.6,27.5,6.2,<0.02,<0.01,0.002,33.6,0.248,6.2,97.8,0.026,<10,31
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域右,甲,2007/6/25 上午 06:28:00,6093,29.7,8.2,1.3,30.8,6.2,<0.02,<0.01,<0.001,34.3,0.167,6.1,98.1,0.026,<10,<10
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域中,甲,2007/6/25 上午 06:13:00,6092,29.7,8.2,0.8,30.8,6.2,<0.02,<0.01,<0.001,34.3,0.158,6.1,98.7,0.037,<10,<10
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域左,甲,2007/6/25 上午 06:00:00,6091,29.8,8.2,0.9,30.8,6.1,<0.02,<0.01,0.001,34.2,0.165,6.1,97.5,0.099,<10,<10
西子灣海水浴場,西子灣海水浴場右,乙,2007/6/24 下午 05:03:00,6113,31.5,8.4,2.3,31.8,6.9,<0.02,0.01,0.004,32.6,0.117,6.8,109.2,0.016,<10,<10
杉原海水浴場,杉原海水浴場右,甲,2007/6/24 下午 04:52:00,6103,32.0,8.2,1.8,34.3,6.3,<0.02,<0.01,0.001,34.5,0.435,6.2,103.8,0.020,<10,<10
西子灣海水浴場,西子灣海水浴場中,乙,2007/6/24 下午 04:49:00,6112,31.5,8.4,3.4,31.8,7.0,<0.02,<0.01,0.004,32.6,0.100,6.8,110.7,0.012,<10,<10
杉原海水浴場,杉原海水浴場中,甲,2007/6/24 下午 04:40:00,6102,31.9,8.2,1.0,34.3,6.3,<0.02,<0.01,0.001,34.6,0.428,6.2,104.5,0.016,20,<10
杉原海水浴場,杉原海水浴場左,甲,2007/6/24 下午 04:30:00,6101,32.0,8.2,2.7,34.3,6.3,<0.02,<0.01,0.001,34.5,0.462,6.1,104.1,0.017,<10,<10
西子灣海水浴場,西子灣海水浴場左,乙,2007/6/24 下午 04:30:00,6111,31.5,8.4,3.5,31.8,7.3,<0.02,<0.01,0.004,32.7,0.113,7.2,116.4,0.034,<10,<10
馬沙溝海水浴場,馬沙溝海水浴場右,甲,2007/6/11 下午 03:42:00,6063,27.3,8.2,28.0,28.2,6.5,0.02,0.03,0.007,32.7,0.30,6.5,98.9,0.028,250,20
馬沙溝海水浴場,馬沙溝海水浴場中,甲,2007/6/11 下午 03:25:00,6062,27.5,8.2,30.0,28.2,6.6,<0.02,0.04,0.007,32.8,0.32,6.6,99.6,0.034,280,20
馬沙溝海水浴場,馬沙溝海水浴場左,甲,2007/6/11 下午 03:10:00,6061,27.8,8.2,35.0,28.2,6.5,<0.02,0.04,0.007,32.8,0.29,6.5,100.1,0.039,150,10
新金山海水浴場,新金山海水浴場右,乙,2007/6/11 下午 01:15:00,6023,27.6,8.1,8.8,29.4,6.4,0.08,0.08,0.007,30.8,2.30,6.5,96.8,0.038,45,75
新金山海水浴場,新金山海水浴場中,乙,2007/6/11 下午 12:55:00,6022,27.5,8.2,8.3,28.6,6.5,0.05,0.07,0.008,31.4,1.94,6.6,97.8,0.060,100,87
新金山海水浴場,新金山海水浴場左,乙,2007/6/11 下午 12:30:00,6021,27.4,8.0,6.5,28.3,6.4,0.06,0.05,0.007,32.1,1.43,6.5,97.8,0.047,160,75
崎頂海水浴場,崎頂海水浴場右,乙,2007/6/11 下午 12:18:00,6033,29.3,8.2,50,30.6,6.5,0.06,0.11,0.007,32.6,0.432,6.5,101.7,0.064,4700,2000
崎頂海水浴場,崎頂海水浴場中,乙,2007/6/11 下午 12:09:00,6032,29.3,8.2,55,30.6,6.5,0.07,0.13,0.008,32.1,0.496,6.4,101.5,0.070,1600,700
崎頂海水浴場,崎頂海水浴場左,乙,2007/6/11 上午 11:40:00,6031,29.2,8.2,40,30.6,6.5,0.06,0.11,0.007,32.2,0.578,6.4,101.7,0.067,230,210
福隆海水浴場,福隆海水浴場中,乙,2007/6/11 上午 11:05:00,6012,25.9,8.2,10,26.7,6.7,0.06,0.10,0.006,27.5,1.61,6.7,96.3,0.032,1500,220
福隆海水浴場,福隆海水浴場左,乙,2007/6/11 上午 10:40:00,6011,24.9,8.3,15,26.9,7.1,0.03,0.26,0.003,17.4,3.92,7.2,84.4,0.029,3800,830
通霄海水浴場,通霄海水浴場右,乙,2007/6/11 上午 10:15:00,6043,28.1,8.1,11,30.1,6.4,0.17,0.28,0.002,31.4,0.750,6.4,98.4,0.046,290,99
福隆海水浴場,福隆海水浴場右,乙,2007/6/11 上午 10:10:00,6013,25.6,8.2,15,26.1,6.8,0.06,0.18,0.008,23.6,2.52,6.8,81.8,0.059,2000,380
通霄海水浴場,通霄海水浴場中,乙,2007/6/11 上午 10:04:00,6042,28.2,8.1,9.8,30.1,6.5,0.08,0.33,0.003,31.2,0.827,6.7,99.1,0.049,350,140
通霄海水浴場,通霄海水浴場左,乙,2007/6/11 上午 09:55:00,6041,28.1,8.0,5.6,30.1,6.5,0.07,0.45,0.001,30.9,1.06,6.7,99.1,0.056,260,120
旗津海水浴場,旗津海水浴場右,乙,2007/6/11 上午 09:20:00,6083,28.6,8.2,3.3,28.7,6.4,<0.02,0.08,0.005,30.5,0.48,6.3,99.3,0.005,10,<10
旗津海水浴場,旗津海水浴場中,乙,2007/6/11 上午 09:11:00,6082,28.5,8.2,3.3,28.7,6.5,<0.02,0.07,0.004,30.6,0.47,6.4,99.9,0.007,10,20
大安海水浴場,大安海水浴場右,乙,2007/6/11 上午 09:08:00,6053,28.0,7.8,32,28.7,6.5,0.10,0.10,0.004,33.1,0.488,6.7,101.1,0.065,1700,480
旗津海水浴場,旗津海水浴場左,乙,2007/6/11 上午 09:02:00,6081,28.6,8.2,3.3,28.7,6.5,<0.02,0.08,0.006,30.5,0.48,6.4,99.9,0.014,30,31
大安海水浴場,大安海水浴場中,乙,2007/6/11 上午 08:59:00,6052,28.0,7.9,33,28.7,6.4,0.13,0.08,0.004,33.0,0.392,6.6,99.8,0.045,2000,500
大安海水浴場,大安海水浴場左,乙,2007/6/11 上午 08:40:00,6051,28.0,8.2,22,28.7,6.5,0.08,0.09,0.005,32.4,0.538,6.7,99.8,0.060,2000,740
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域右,甲,2007/6/11 上午 06:28:00,6093,28.2,8.2,1.3,28.4,6.1,<0.02,0.02,0.003,34.8,0.17,6.0,95.0,0.026,<10,<10
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域中,甲,2007/6/11 上午 06:18:00,6092,28.1,8.2,1.2,28.4,6.1,<0.02,0.02,0.003,34.9,0.16,6.0,94.9,0.022,<10,<10
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域左,甲,2007/6/11 上午 06:08:00,6091,28.1,8.2,1.3,28.4,6.0,<0.02,0.02,0.002,34.8,0.18,5.9,94.7,0.020,15,20
西子灣海水浴場,西子灣海水浴場右,乙,2007/6/10 下午 04:55:00,6113,28.4,8.2,2.6,27.9,6.6,<0.02,0.01,0.007,33.6,0.08,6.4,101.0,0.024,<10,10
杉原海水浴場,杉原海水浴場右,甲,2007/6/10 下午 04:50:00,6103,29.0,8.2,8.4,30.3,6.7,<0.02,0.01,0.002,34.9,0.52,6.6,106.0,0.008,<10,<10
西子灣海水浴場,西子灣海水浴場中,乙,2007/6/10 下午 04:45:00,6112,28.8,8.2,3.3,27.9,7.0,<0.02,0.02,0.007,33.6,0.08,7.0,108.6,0.023,<10,<10
杉原海水浴場,杉原海水浴場中,甲,2007/6/10 下午 04:40:00,6102,28.9,8.2,8.8,30.3,6.7,<0.02,0.01,0.002,34.9,0.42,6.6,105.6,0.024,<10,<10
杉原海水浴場,杉原海水浴場左,甲,2007/6/10 下午 04:30:00,6101,28.9,8.2,10.0,30.3,6.7,<0.02,<0.01,0.002,34.9,0.46,6.6,105.8,0.011,<10,10
西子灣海水浴場,西子灣海水浴場左,乙,2007/6/10 下午 04:30:00,6111,28.8,8.2,3.4,27.9,6.7,<0.02,0.03,0.003,33.6,0.09,6.8,104.6,0.018,<10,20
崎頂海水浴場,崎頂海水浴場右,乙,2007/5/28 下午 12:30:00,6033,30.2,8.5,16,33.1,6.4,0.05,0.03,0.005,33.7,<0.05,6.6,104.0,0.086,10,20
新金山海水浴場,新金山海水浴場右,乙,2007/5/28 下午 12:10:00,6023,29.4,8.1,1.4,32.9,6.7,0.09,0.01,0.002,33.5,0.51,6.5,109.5,0.022,<10,<10
新金山海水浴場,新金山海水浴場中,乙,2007/5/28 上午 11:45:00,6022,29.7,8.1,2.3,33.1,7.0,0.09,<0.01,0.002,33.3,0.83,7.1,115.5,0.019,<10,20
崎頂海水浴場,崎頂海水浴場中,乙,2007/5/28 上午 11:40:00,6032,30.4,8.5,17,33.1,6.4,0.07,0.02,0.006,33.7,<0.05,6.5,102.9,0.090,<10,20
崎頂海水浴場,崎頂海水浴場左,乙,2007/5/28 上午 11:30:00,6031,30.2,8.5,16,33.1,6.4,0.05,0.02,0.004,33.5,<0.05,6.6,103.7,0.068,10,20
新金山海水浴場,新金山海水浴場左,乙,2007/5/28 上午 11:25:00,6021,29.6,8.0,1.8,33.4,7.3,0.06,<0.01,0.003,33.2,0.71,7.1,119.9,0.014,<10,<10
通霄海水浴場,通霄海水浴場右,乙,2007/5/28 上午 10:25:00,6043,29.2,8.5,5.1,31.8,6.5,0.07,0.12,<0.001,33.5,1.11,6.5,105.0,<0.004,25,160
通霄海水浴場,通霄海水浴場中,乙,2007/5/28 上午 10:05:00,6042,29.3,8.4,6.6,31.8,6.6,0.06,0.13,<0.001,33.6,1.10,6.6,105.2,0.006,10,220
通霄海水浴場,通霄海水浴場左,乙,2007/5/28 上午 09:55:00,6041,29.2,8.4,5.0,31.8,6.6,0.06,0.13,<0.001,33.4,1.11,6.6,106.0,0.008,15,99
福隆海水浴場,福隆海水浴場右,乙,2007/5/28 上午 09:50:00,6013,29.1,8.1,3.7,31.4,6.7,0.08,0.08,0.003,26.8,2.57,6.5,101.5,0.052,6200,<10
旗津海水浴場,旗津海水浴場右,乙,2007/5/28 上午 09:30:00,6083,30.5,8.1,7.1,32.4,6.8,<0.02,<0.01,0.004,35.0,0.10,6.6,108.2,0.011,15,10
福隆海水浴場,福隆海水浴場中,乙,2007/5/28 上午 09:25:00,6012,28.4,8.1,3.4,31.2,6.8,0.06,0.03,0.002,27.0,1.23,6.6,103.0,0.037,3400,<10
旗津海水浴場,旗津海水浴場中,乙,2007/5/28 上午 09:17:00,6082,30.3,8.1,6.7,32.4,6.8,<0.02,<0.01,0.005,34.9,0.11,6.7,109.0,0.008,<10,<10
大安海水浴場,大安海水浴場右,乙,2007/5/28 上午 09:10:00,6053,29.5,8.5,27,30.0,6.9,0.06,0.02,<0.001,32.3,0.05,6.9,108.6,<0.004,950,10
旗津海水浴場,旗津海水浴場左,乙,2007/5/28 上午 09:05:00,6081,30.5,8.1,6.8,32.4,6.8,<0.02,<0.01,<0.001,35.0,0.11,6.7,109.0,0.008,<10,<10
福隆海水浴場,福隆海水浴場左,乙,2007/5/28 上午 08:55:00,6011,28.4,8.1,3.4,31.0,6.5,0.10,0.07,0.003,26.7,1.93,6.6,101.5,0.074,6900,10
大安海水浴場,大安海水浴場中,乙,2007/5/28 上午 08:50:00,6052,29.5,8.5,25,30.0,7.2,0.08,0.01,<0.001,32.3,0.06,7.2,113.4,0.004,1200,31
大安海水浴場,大安海水浴場左,乙,2007/5/28 上午 08:40:00,6051,29.6,8.4,33,30.0,7.0,0.04,0.01,<0.001,32.2,0.06,7.1,110.2,<0.004,1200,31
馬沙溝海水浴場,馬沙溝海水浴場右,甲,2007/5/28 上午 06:53:00,6063,28.5,8.2,3.1,29.0,6.4,<0.02,<0.01,0.004,33.9,0.11,6.4,98.9,0.035,<10,<10
馬沙溝海水浴場,馬沙溝海水浴場中,甲,2007/5/28 上午 06:40:00,6062,28.6,8.2,3.7,29.0,6.4,<0.02,0.01,0.002,33.9,0.11,6.3,99.0,0.024,<10,<10
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域右,甲,2007/5/28 上午 06:35:00,6093,27.9,8.1,10.0,31.2,6.4,<0.02,0.02,0.003,35.7,0.16,6.3,99.3,0.034,20,10
馬沙溝海水浴場,馬沙溝海水浴場左,甲,2007/5/28 上午 06:30:00,6061,28.4,8.2,2.8,29.0,6.4,<0.02,<0.01,0.002,33.9,0.09,6.4,100.1,0.035,<10,<10
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域中,甲,2007/5/28 上午 06:20:00,6092,27.9,8.2,10.0,31.2,6.4,<0.02,0.02,0.002,35.4,0.16,6.3,99.0,0.024,<10,<10
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域左,甲,2007/5/28 上午 06:02:00,6091,27.9,8.2,7.9,31.2,6.4,<0.02,0.02,0.002,35.5,0.15,6.3,99.1,0.020,35,<10
杉原海水浴場,杉原海水浴場右,甲,2007/5/27 下午 04:53:00,6103,30.6,8.2,9.6,32.3,6.1,<0.02,<0.01,<0.001,35.7,0.16,6.1,99.6,0.014,<10,<10
西子灣海水浴場,西子灣海水浴場右,乙,2007/5/27 下午 04:52:00,6113,30.1,8.3,3.6,32.8,6.9,0.08,0.09,0.017,33.2,0.05,6.7,109.0,0.020,<10,31
杉原海水浴場,杉原海水浴場中,甲,2007/5/27 下午 04:40:00,6102,30.5,8.2,12.0,32.3,6.1,<0.02,0.01,0.001,35.7,0.16,6.1,99.9,0.014,<10,<10
西子灣海水浴場,西子灣海水浴場中,乙,2007/5/27 下午 04:40:00,6112,30.3,8.3,2.7,32.8,6.8,0.08,0.13,0.014,33.2,0.07,6.8,109.3,0.014,10,10
杉原海水浴場,杉原海水浴場左,甲,2007/5/27 下午 04:31:00,6101,30.3,8.2,10.0,32.3,6.2,<0.02,<0.01,0.001,35.5,0.17,6.1,99.8,0.018,<10,<10
西子灣海水浴場,西子灣海水浴場左,乙,2007/5/27 下午 04:30:00,6111,30.7,8.2,2.6,32.8,6.8,0.07,0.09,0.015,33.2,0.05,6.8,109.3,0.011,<10,<10
