採樣分區,測站名稱,水體分類等級,採樣日期,測站編號,水溫,酸鹼值,濁度,氣溫,溶氧(電極法),氨氮,硝酸鹽氮,亞硝酸鹽氮,鹽度,矽酸鹽,溶氧(滴定法),溶氧飽和度,正磷酸鹽,大腸桿菌群,腸球菌群,備註
,,,,,℃,,NTU,℃,mg/L,mg/L,mg/L,mg/L,psu,mg/L,mg/L,%,mg/L,CFU/100mL,MPN/100mL
馬沙溝海水浴場,馬沙溝海水浴場右,甲,2002/7/29 上午 05:47:00,6063,29.6,8.19,12,--,--,--,0.05,0.003,32.7,0.49,--,--,0.016,<10,10
馬沙溝海水浴場,馬沙溝海水浴場中,甲,2002/7/29 上午 05:35:00,6062,29.6,8.18,13,--,--,--,0.05,0.002,32.7,0.44,--,--,0.015,<10,20
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域左,甲,2002/7/29 上午 05:27:00,6091,28,8.15,1.7,--,--,--,0.05,0.001,33.2,0.44,--,--,0.01,610,75
馬沙溝海水浴場,馬沙溝海水浴場左,甲,2002/7/29 上午 05:15:00,6061,29.6,8.18,12,--,--,--,0.05,0.002,32.7,0.49,--,--,0.018,<10,53
杉原海水浴場,杉原海水浴場右,甲,2002/7/28 下午 06:18:00,6103,29.1,8.2,4,--,--,--,0.05,0.001,33.2,0.54,--,--,0.008,<10,<10
杉原海水浴場,杉原海水浴場中,甲,2002/7/28 下午 06:10:00,6102,29.1,8.2,4.9,--,--,--,0.05,0.001,33.2,0.54,--,--,0.008,<10,<10
杉原海水浴場,杉原海水浴場左,甲,2002/7/28 下午 06:01:00,6101,29.1,8.2,7.5,--,--,--,0.05,0.001,33.2,0.44,--,--,0.008,15,31
新金山海水浴場,新金山海水浴場右,乙,2002/7/15 下午 01:23:00,6023,22.1,7.8,10,--,--,--,0.05,0.003,27.8,0.43,--,--,0.008,25,20
新金山海水浴場,新金山海水浴場中,乙,2002/7/15 下午 01:02:00,6022,21.9,7.8,12,--,--,--,0.14,0.004,27.8,0.5,--,--,0.008,5,<10
新金山海水浴場,新金山海水浴場左,乙,2002/7/15 下午 12:44:00,6021,22.1,7.8,11,--,--,--,0.08,0.008,27.7,0.61,--,--,0.008,15,20
崎頂海水浴場,崎頂海水浴場右,乙,2002/7/15 下午 12:15:00,6033,29.7,8,18,--,--,--,0.12,0.015,34,2.63,--,--,0.018,2400,42
崎頂海水浴場,崎頂海水浴場中,乙,2002/7/15 下午 12:00:00,6032,29.4,8,17,--,--,--,0.1,0.015,34,1.61,--,--,0.011,2200,20
崎頂海水浴場,崎頂海水浴場左,乙,2002/7/15 上午 11:45:00,6031,29.3,8,17,--,--,--,0.08,0.012,34,0.944,--,--,0.017,2200,53
福隆海水浴場,福隆海水浴場右,乙,2002/7/15 上午 10:41:00,6013,19.1,7.8,3.4,--,--,--,0.15,0.002,27.6,0.22,--,--,0.008,740,64
通霄海水浴場,通霄海水浴場右,乙,2002/7/15 上午 10:30:00,6043,27.8,8,33,--,--,--,0.08,0.007,33.8,1.18,--,--,0.011,1000,64
福隆海水浴場,福隆海水浴場中,乙,2002/7/15 上午 10:18:00,6012,19.1,7.8,4.1,--,--,--,0.05,0.003,27.5,0.22,--,--,0.008,720,20
通霄海水浴場,通霄海水浴場中,乙,2002/7/15 上午 10:15:00,6042,28.6,8.1,32,--,--,--,0.08,0.008,34,1.07,--,--,0.02,850,87
通霄海水浴場,通霄海水浴場左,乙,2002/7/15 上午 10:00:00,6041,28.5,8.1,34,--,--,--,0.06,0.007,33.9,1.21,--,--,0.01,1100,150
福隆海水浴場,福隆海水浴場左,乙,2002/7/15 上午 09:50:00,6011,19.1,7.8,2.9,--,--,--,0.13,0.002,27.6,0.22,--,--,0.008,740,42
旗津海水浴場,旗津海水浴場左,乙,2002/7/15 上午 09:25:00,6081,28.4,8.13,11,--,--,--,0.08,0.004,30.6,0.4,--,--,0.009,190,20
旗津海水浴場,旗津海水浴場中,乙,2002/7/15 上午 09:12:00,6082,28.4,8.13,14,--,--,--,0.08,0.006,30.5,0.35,--,--,0.011,380,87
旗津海水浴場,旗津海水浴場右,乙,2002/7/15 上午 08:58:00,6083,28.5,8.13,14,--,--,--,0.11,0.007,30.6,0.45,--,--,0.011,290,10
大安海水浴場,大安海水浴場右,乙,2002/7/15 上午 08:55:00,6053,27.9,8,120,--,--,--,0.31,0.017,33.8,2.28,--,--,0.076,7200,831
大安海水浴場,大安海水浴場中,乙,2002/7/15 上午 08:40:00,6052,27.8,8,150,--,--,--,0.25,0.018,33.9,2.28,--,--,0.076,15000,831
大安海水浴場,大安海水浴場左,乙,2002/7/15 上午 08:25:00,6051,27.7,8,170,--,--,--,0.31,0.019,33.9,2.49,--,--,0.063,17000,624
黃金海岸休憩海域,黃金海岸休憩海域右,乙,2002/7/15 上午 08:25:00,6073,29,8.02,180,--,--,--,0.2,0.074,28.6,0.3,--,--,0.054,14000,945
黃金海岸休憩海域,黃金海岸休憩海域中,乙,2002/7/15 上午 08:12:00,6072,29.1,8.02,180,--,--,--,0.17,0.077,28.9,0.4,--,--,0.063,12000,831
黃金海岸休憩海域,黃金海岸休憩海域左,乙,2002/7/15 上午 08:00:00,6071,29,8.02,180,--,--,--,0.17,0.063,28.6,0.35,--,--,0.051,12000,1090
馬沙溝海水浴場,馬沙溝海水浴場右,甲,2002/7/15 上午 06:20:00,6063,28.7,8.09,25,--,--,--,0.05,0.009,32.7,0.5,--,--,0.009,35,31
馬沙溝海水浴場,馬沙溝海水浴場中,甲,2002/7/15 上午 06:12:00,6062,28.7,8.09,27,--,--,--,0.05,0.009,32.6,0.45,--,--,0.018,70,31
馬沙溝海水浴場,馬沙溝海水浴場左,甲,2002/7/15 上午 06:00:00,6061,28.7,8.09,27,--,--,--,0.06,0.008,32.6,0.45,--,--,0.013,70,42
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域左,甲,2002/7/15 上午 06:00:00,6091,28.4,8.11,3,--,--,--,0.05,0.001,33.2,0.35,--,--,0.008,1300,42
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域中,甲,2002/7/15 上午 05:47:00,6092,28.5,8.11,5.6,--,--,--,0.05,0.001,33.2,0.11,--,--,0.008,2500,124
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域右,甲,2002/7/15 上午 05:30:00,6093,28.5,8.11,3,--,--,--,0.05,0.001,33.3,0.16,--,--,0.018,2800,111
杉原海水浴場,杉原海水浴場右,甲,2002/7/14 下午 05:55:00,6103,28,8.08,75,--,--,--,0.05,0.001,33.3,0.4,--,--,0.008,1100,560
杉原海水浴場,杉原海水浴場中,甲,2002/7/14 下午 05:42:00,6102,28,8.08,70,--,--,--,0.09,0.002,33.3,0.45,--,--,0.009,400,831
杉原海水浴場,杉原海水浴場左,甲,2002/7/14 下午 05:30:00,6101,28,8.08,75,--,--,--,0.05,0.001,33.3,0.45,--,--,0.008,590,429
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域左,甲,2002/7/1 下午 05:52:00,6091,26.7,8.1,0.6,--,--,--,0.05,0.003,33.7,0.31,--,--,0.008,<10,<10
崎頂海水浴場,崎頂海水浴場右,乙,2002/7/1 下午 12:22:00,6033,31.6,8,14,--,--,--,0.05,<0.01,34.1,1.69,--,--,0.021,15,42
新金山海水浴場,新金山海水浴場右,乙,2002/7/1 下午 12:20:00,6023,--,7.3,3.5,--,--,--,0.08,<0.01,26.4,0.09,--,--,0.02,25,<10
崎頂海水浴場,崎頂海水浴場中,乙,2002/7/1 下午 12:06:00,6032,31.2,8,12,--,--,--,0.07,<0.01,34.1,2.3,--,--,0.02,1200,20
崎頂海水浴場,崎頂海水浴場左,乙,2002/7/1 上午 11:50:00,6031,30.9,8.1,7.9,--,--,--,0.05,<0.01,34,2.81,--,--,0.016,90,31
新金山海水浴場,新金山海水浴場中,乙,2002/7/1 上午 11:40:00,6022,--,7.4,5.4,--,--,--,0.09,<0.01,26.1,0.1,--,--,0.029,55,<10
黃金海岸休憩海域,黃金海岸休憩海域右,乙,2002/7/1 上午 11:40:00,6073,27.2,8.1,0.8,--,--,--,0.05,<0.001,33.7,0.42,--,--,0.01,5,53
黃金海岸休憩海域,黃金海岸休憩海域左,乙,2002/7/1 上午 11:27:00,6071,27.2,8.1,1.2,--,--,--,0.05,0.003,33.7,0.42,--,--,0.008,10,111
黃金海岸休憩海域,黃金海岸休憩海域中,乙,2002/7/1 上午 11:15:00,6072,27.1,8.1,2.3,--,--,--,0.05,<0.001,33.6,0.37,--,--,0.008,10,53
通霄海水浴場,通霄海水浴場右,乙,2002/7/1 上午 10:36:00,6043,30.6,8,9.6,--,--,--,0.05,<0.01,34,1.79,--,--,0.02,10,10
通霄海水浴場,通霄海水浴場中,乙,2002/7/1 上午 10:20:00,6042,31.3,8.1,4.6,--,--,--,0.05,<0.01,34.2,1.81,--,--,0.027,<10,<10
通霄海水浴場,通霄海水浴場左,乙,2002/7/1 上午 10:05:00,6041,31.1,8.1,6.6,--,--,--,0.08,<0.01,34.1,2.74,--,--,0.017,15,20
福隆海水浴場,福隆海水浴場右,乙,2002/7/1 上午 09:40:00,6013,--,7.7,1.6,--,--,--,0.05,<0.01,31.8,0.06,--,--,0.029,35,<10
福隆海水浴場,福隆海水浴場左,乙,2002/7/1 上午 09:20:00,6011,--,7.7,1.6,--,--,--,0.05,0.001,31.8,0.05,--,--,0.01,50,<10
旗津海水浴場,旗津海水浴場右,乙,2002/7/1 上午 09:16:00,6083,28.4,8.2,2.1,--,--,--,0.05,0.002,33.5,0.47,--,--,0.008,5,<10
旗津海水浴場,旗津海水浴場中,乙,2002/7/1 上午 09:02:00,6082,28.3,8.2,5.2,--,--,--,0.05,0.003,33.5,0.37,--,--,0.008,<10,10
福隆海水浴場,福隆海水浴場中,乙,2002/7/1 上午 09:00:00,6012,--,7.7,1.7,--,--,--,0.05,0.001,31.7,0.05,--,--,0.008,2800,<10
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域右,甲,2002/7/1 上午 09:00:00,6093,26.7,8.1,1,--,--,--,0.05,0.003,33.7,0.11,--,--,0.008,15,10
旗津海水浴場,旗津海水浴場左,乙,2002/7/1 上午 08:54:00,6081,28.3,8.1,4.4,--,--,--,0.15,0.002,33.4,0.42,--,--,0.008,10,10
大安海水浴場,大安海水浴場右,乙,2002/7/1 上午 08:50:00,6053,29.9,8,9.4,--,--,--,0.05,<0.01,33.9,1.09,--,--,0.024,15,429
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域中,甲,2002/7/1 上午 08:50:00,6092,26.7,8.1,0.4,--,--,--,0.05,0.003,33.7,0.21,--,--,0.008,5,<10
大安海水浴場,大安海水浴場中,乙,2002/7/1 上午 08:35:00,6052,29.8,8,12,--,--,--,0.05,<0.01,34,1.13,--,--,0.021,<10,178
大安海水浴場,大安海水浴場左,乙,2002/7/1 上午 08:20:00,6051,29.7,8,6.9,--,--,--,0.08,<0.01,33.9,1.68,--,--,0.039,600,31
馬沙溝海水浴場,馬沙溝海水浴場左,甲,2002/7/1 上午 06:55:00,6061,26.9,8.2,9.6,--,--,--,0.05,0.003,33.5,0.37,--,--,0.008,15,<10
馬沙溝海水浴場,馬沙溝海水浴場中,甲,2002/7/1 上午 06:40:00,6062,26.8,8.1,9.4,--,--,--,0.05,0.002,33.5,0.42,--,--,0.008,15,697
馬沙溝海水浴場,馬沙溝海水浴場右,甲,2002/7/1 上午 06:25:00,6063,27,8.2,7.1,--,--,--,0.05,0.002,33.6,0.31,--,--,0.008,10,31
杉原海水浴場,杉原海水浴場右,甲,2002/7/1 上午 05:40:00,6103,26.5,8.1,1.3,--,--,--,0.05,0.002,34,0.47,--,--,0.008,<10,<10
杉原海水浴場,杉原海水浴場中,甲,2002/7/1 上午 05:28:00,6102,26.5,8.1,3.2,--,--,--,0.05,0.002,33.9,0.05,--,--,0.008,10,10
杉原海水浴場,杉原海水浴場左,甲,2002/7/1 上午 05:20:00,6101,26.5,8.1,2.4,--,--,--,0.05,0.003,33.9,0.11,--,--,0.008,5,<10
新金山海水浴場,新金山海水浴場左,乙,2002/7/1 上午 12:00:00,6021,--,7.4,5.9,--,--,--,0.06,<0.01,26.2,0.07,--,--,0.015,25,31
新金山海水浴場,新金山海水浴場右,乙,2002/6/17 下午 01:05:00,6023,--,7.9,6,--,--,--,0.05,4.03,24.2,0.05,--,--,0.011,130,10
新金山海水浴場,新金山海水浴場中,乙,2002/6/17 下午 12:45:00,6022,--,7.9,8.5,--,--,--,0.05,3.69,24.2,0.05,--,--,0.025,120,10
新金山海水浴場,新金山海水浴場左,乙,2002/6/17 下午 12:30:00,6021,--,7.8,8.4,--,--,--,0.05,4.38,24.2,0.05,--,--,0.017,120,20
崎頂海水浴場,崎頂海水浴場右,乙,2002/6/17 下午 12:28:00,6033,28.3,8.2,70,--,--,--,0.25,0.02,34.1,1.1,--,--,0.196,7100,429
崎頂海水浴場,崎頂海水浴場中,乙,2002/6/17 下午 12:12:00,6032,28.2,8.2,70,--,--,--,0.24,0.03,34.1,1.15,--,--,0.184,7000,531
崎頂海水浴場,崎頂海水浴場左,乙,2002/6/17 上午 11:50:00,6031,28.2,8.1,70,--,--,--,0.27,0.02,34.2,1.1,--,--,0.181,6600,453
福隆海水浴場,福隆海水浴場右,乙,2002/6/17 上午 10:40:00,6013,--,7.9,2.4,--,--,--,0.05,4.38,29.1,0.05,--,--,0.008,40,<10
黃金海岸休憩海域,黃金海岸休憩海域右,乙,2002/6/17 上午 10:40:00,6073,31.3,8.24,1.4,--,--,--,<0.05,<0.001,31.5,<0.05,--,--,0.008,580,31
黃金海岸休憩海域,黃金海岸休憩海域左,乙,2002/6/17 上午 10:35:00,6071,32.1,8.22,1.5,--,--,--,<0.05,<0.001,31.2,<0.05,--,--,<0.008,1900,31
黃金海岸休憩海域,黃金海岸休憩海域中,乙,2002/6/17 上午 10:30:00,6072,31.9,8.2,4.3,--,--,--,<0.05,<0.001,31.3,<0.05,--,--,<0.008,1900,20
福隆海水浴場,福隆海水浴場中,乙,2002/6/17 上午 10:20:00,6012,--,7.9,1.7,--,--,--,0.05,1.97,29.1,0.05,--,--,0.008,35,<10
通霄海水浴場,通霄海水浴場右,乙,2002/6/17 上午 10:20:00,6043,27.9,8.2,25,--,--,--,0.09,0.01,34.2,0.92,--,--,0.083,5200,64
福隆海水浴場,福隆海水浴場左,乙,2002/6/17 上午 10:05:00,6011,--,7.9,1.3,--,--,--,0.05,1.97,29.1,0.05,--,--,0.011,60,<10
通霄海水浴場,通霄海水浴場中,乙,2002/6/17 上午 10:05:00,6042,28,8.2,24,--,--,--,0.1,0.01,34.3,0.8,--,--,0.126,5000,99
馬沙溝海水浴場,馬沙溝海水浴場右,甲,2002/6/17 上午 10:00:00,6063,29.7,8.22,3.9,--,--,--,<0.05,<0.001,32.4,<0.05,--,--,<0.008,<10,<10
馬沙溝海水浴場,馬沙溝海水浴場左,甲,2002/6/17 上午 09:50:00,6061,29.7,8.22,5.6,--,--,--,<0.05,<0.001,32.2,<0.05,--,--,<0.008,<10,10
通霄海水浴場,通霄海水浴場左,乙,2002/6/17 上午 09:45:00,6041,27.9,8.2,22,--,--,--,0.06,0.02,34.3,0.76,--,--,0.074,5300,99
馬沙溝海水浴場,馬沙溝海水浴場中,甲,2002/6/17 上午 09:45:00,6062,29.6,8.21,6.2,--,--,--,<0.05,0.001,32.4,<0.05,--,--,<0.008,<10,<10
旗津海水浴場,旗津海水浴場右,乙,2002/6/17 上午 09:40:00,6083,29.62,8.34,2.8,--,--,--,<0.05,<0.001,32.82,<0.05,--,--,<0.008,25,<10
旗津海水浴場,旗津海水浴場左,乙,2002/6/17 上午 09:25:00,6081,29.62,8.33,4.8,--,--,--,<0.05,<0.001,32.96,<0.05,--,--,<0.008,35,<10
旗津海水浴場,旗津海水浴場中,乙,2002/6/17 上午 09:15:00,6082,29.62,8.32,2.5,--,--,--,<0.05,<0.001,32.96,<0.05,--,--,<0.008,5,<10
大安海水浴場,大安海水浴場右,乙,2002/6/17 上午 08:38:00,6053,27.8,8.1,55,--,--,--,0.3,0.01,32.9,1.2,--,--,0.211,5400,164
大安海水浴場,大安海水浴場中,乙,2002/6/17 上午 08:22:00,6052,27.7,8.1,55,--,--,--,0.36,0.01,32.7,1.63,--,--,0.19,7600,306
大安海水浴場,大安海水浴場左,乙,2002/6/17 上午 08:00:00,6051,27.8,8.1,25,--,--,--,0.33,0.02,32.9,1.53,--,--,0.202,5100,178
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域左,甲,2002/6/17 上午 05:50:00,6091,26.29,8.19,14,--,--,--,<0.05,0.01,34.28,0.51,--,--,0.019,15,<10
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域中,甲,2002/6/17 上午 05:40:00,6092,26.29,8.2,15,--,--,--,<0.05,0.011,34.28,0.51,--,--,0.021,<10,<10
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域右,甲,2002/6/17 上午 05:30:00,6093,26.29,8.19,15,--,--,--,<0.05,0.007,34.28,0.51,--,--,0.019,<10,<10
杉原海水浴場,杉原海水浴場右,甲,2002/6/16 下午 06:46:00,6103,29.08,8.22,2.7,--,--,--,<0.05,0.002,34.15,<0.05,--,--,0.013,<10,<10
杉原海水浴場,杉原海水浴場中,甲,2002/6/16 下午 06:35:00,6102,29.08,8.22,4,--,--,--,<0.05,0.003,34.15,<0.05,--,--,0.01,10,10
杉原海水浴場,杉原海水浴場左,甲,2002/6/16 下午 06:20:00,6101,29.08,8.2,4.1,--,--,--,<0.05,0.002,34.15,0.25,--,--,0.013,40,20
大安海水浴場,大安海水浴場右,乙,2002/6/3 下午 03:40:00,6053,29.7,8.1,20.6,--,--,--,0.23,0.01,32.6,1.3,--,--,<0.008,150,64
大安海水浴場,大安海水浴場中,乙,2002/6/3 下午 03:20:00,6052,29.7,8.1,24,--,--,--,0.12,0.01,33.8,0.93,--,--,<0.008,50,20
大安海水浴場,大安海水浴場左,乙,2002/6/3 下午 03:00:00,6051,29.6,8.1,24.3,--,--,--,0.29,<0.01,33.1,0.98,--,--,<0.008,110,20
通霄海水浴場,通霄海水浴場右,乙,2002/6/3 下午 01:40:00,6043,29.2,8.2,23.4,--,--,--,0.26,<0.01,34.3,0.88,--,--,<0.008,<10,53
通霄海水浴場,通霄海水浴場中,乙,2002/6/3 下午 01:20:00,6042,29.2,8.2,22.5,--,--,--,0.17,<0.01,34.3,0.92,--,--,<0.008,<10,31
通霄海水浴場,通霄海水浴場左,乙,2002/6/3 下午 01:00:00,6041,29.1,8.2,20.8,--,--,--,0.21,<0.01,34.3,1.03,--,--,<0.008,<10,42
福隆海水浴場,福隆海水浴場左,乙,2002/6/3 下午 12:40:00,6011,--,7.7,2.6,--,--,--,0.05,<0.01,29.5,0.05,--,--,0.008,15,10
福隆海水浴場,福隆海水浴場右,乙,2002/6/3 下午 12:20:00,6013,--,7.8,4,--,--,--,0.05,<0.01,29.5,0.05,--,--,0.017,60,31
福隆海水浴場,福隆海水浴場中,乙,2002/6/3 下午 12:00:00,6012,--,7.8,3.4,--,--,--,0.05,<0.01,29.5,0.05,--,--,0.008,35,10
崎頂海水浴場,崎頂海水浴場右,乙,2002/6/3 上午 10:40:00,6033,26.9,8.1,3.3,--,--,--,0.28,<0.01,34.3,1.18,--,--,0.012,15,<10
新金山海水浴場,新金山海水浴場左,乙,2002/6/3 上午 10:20:00,6021,--,7.4,8,--,--,--,0.08,<0.01,24.8,0.11,--,--,0.019,20,<10
崎頂海水浴場,崎頂海水浴場中,乙,2002/6/3 上午 10:20:00,6032,26.9,8.1,5.9,--,--,--,0.21,0.01,34.3,1.35,--,--,0.014,15,<10
旗津海水浴場,旗津海水浴場右,乙,2002/6/3 上午 10:06:00,6083,28.4,8.17,4.2,--,--,--,<0.05,0.005,31.1,<0.05,--,--,<0.008,65,20
新金山海水浴場,新金山海水浴場右,乙,2002/6/3 上午 10:00:00,6023,--,7.4,7.4,--,--,--,0.05,<0.01,24.8,0.06,--,--,0.025,60,31
崎頂海水浴場,崎頂海水浴場左,乙,2002/6/3 上午 10:00:00,6031,26.8,8.1,6.5,--,--,--,0.2,<0.01,34.3,1.41,--,--,<0.008,<10,<10
旗津海水浴場,旗津海水浴場中,乙,2002/6/3 上午 09:48:00,6082,28.3,8.17,2.5,--,--,--,0.05,0.005,31.2,0.15,--,--,<0.008,70,10
新金山海水浴場,新金山海水浴場中,乙,2002/6/3 上午 09:40:00,6022,--,7.4,7.9,--,--,--,0.05,<0.01,24.8,0.06,--,--,0.019,40,20
旗津海水浴場,旗津海水浴場左,乙,2002/6/3 上午 09:30:00,6081,28.3,8.17,3,--,--,--,<0.05,0.006,31.2,0.15,--,--,<0.008,75,20
黃金海岸休憩海域,黃金海岸休憩海域右,乙,2002/6/3 上午 08:15:00,6073,27.2,7.92,220,--,--,--,0.06,0.067,28.6,1.48,--,--,0.145,110000,<2000
黃金海岸休憩海域,黃金海岸休憩海域左,乙,2002/6/3 上午 08:05:00,6071,27.2,7.94,210,--,--,--,<0.05,0.066,29.5,0.5,--,--,0.075,120000,<2000
黃金海岸休憩海域,黃金海岸休憩海域中,乙,2002/6/3 上午 07:55:00,6072,27.1,7.91,280,--,--,--,<0.05,0.066,28.5,1.53,--,--,0.089,130000,<2000
馬沙溝海水浴場,馬沙溝海水浴場右,甲,2002/6/3 上午 06:22:00,6063,27,7.99,21,--,--,--,<0.05,0.005,33.9,<0.05,--,--,0.014,350,87
馬沙溝海水浴場,馬沙溝海水浴場左,甲,2002/6/3 上午 06:15:00,6061,26.9,7.98,14,--,--,--,<0.05,0.005,34.2,0.25,--,--,0.012,240,87
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域右,甲,2002/6/3 上午 06:10:00,6093,26.7,8.14,0.7,--,--,--,<0.05,0.002,32,<0.05,--,--,<0.008,<10,<10
馬沙溝海水浴場,馬沙溝海水浴場中,甲,2002/6/3 上午 06:05:00,6062,26.8,8.01,17,--,--,--,<0.05,0.005,34,<0.05,--,--,0.018,150,53
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域中,甲,2002/6/3 上午 05:55:00,6092,26.7,8.16,0.4,--,--,--,<0.05,0.001,32.3,<0.05,--,--,<0.008,10,<10
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域左,甲,2002/6/3 上午 05:33:00,6091,26.7,8.16,1.2,--,--,--,<0.05,0.001,32.3,<0.05,--,--,<0.008,590,20
杉原海水浴場,杉原海水浴場右,甲,2002/6/2 下午 06:25:00,6103,26.5,8.21,1,--,--,--,<0.05,0.001,32.5,<0.05,--,--,<0.008,<10,<10
杉原海水浴場,杉原海水浴場中,甲,2002/6/2 下午 06:06:00,6102,26.5,8.21,1.5,--,--,--,<0.05,0.001,32.5,<0.05,--,--,<0.008,<10,<10
杉原海水浴場,杉原海水浴場左,甲,2002/6/2 下午 05:52:00,6101,26.5,8.2,1.1,--,--,--,<0.05,0.002,32.5,<0.05,--,--,<0.008,<10,10
