採樣分區,測站名稱,水體分類等級,採樣日期,測站編號,水溫,酸鹼值,濁度,氣溫,溶氧(電極法),氨氮,硝酸鹽氮,亞硝酸鹽氮,鹽度,矽酸鹽,溶氧(滴定法),溶氧飽和度,正磷酸鹽,大腸桿菌群,腸球菌群,備註
,,,,,℃,,NTU,℃,mg/L,mg/L,mg/L,mg/L,psu,mg/L,mg/L,%,mg/L,CFU/100mL,MPN/100mL
后湖海濱公園,后湖海濱公園左,乙,2009/8/17 上午 09:00:00,6141,30.0,8.1,11,28.8,6.7,<0.01,<0.01,0.003,31.8,0.327,6.6,105.7,<0.003,<10,<10
山水沙灘,山水沙灘左,甲,2009/8/17 上午 09:00:00,6161,29.0,8.1,1.9,33.2,6.8,<0.01,0.03,<0.001,33.8,0.309,6.6,105.1,0.014,10,<10
通霄海水浴場,通霄海水浴場左,乙,2009/8/17 上午 08:50:00,6041,28.9,8.2,1.5,30.3,6.9,0.01,0.06,0.007,30.9,0.756,7.1,106.4,0.005,55,10
白沙灣海水浴場,白沙灣海水浴場左,乙,2009/8/17 上午 07:53:00,6121,27.1,8.1,4.7,28.1,6.4,<0.01,0.06,0.016,31.7,0.608,6.4,95.3,0.028,20,<10
白沙灣海水浴場,白沙灣海水浴場中,乙,2009/8/17 上午 07:44:00,6122,27.0,8.1,4.5,27.9,6.2,0.02,0.05,0.016,31.8,0.639,6.3,92.3,0.029,55,<10
白沙灣海水浴場,白沙灣海水浴場右,乙,2009/8/17 上午 07:32:00,6123,26.9,8.1,4.1,27.9,6.1,0.01,0.05,0.017,31.6,0.801,6.2,90.8,0.032,35,<10
馬沙溝海水浴場,馬沙溝海水浴場右,甲,2009/8/17 上午 06:54:00,6063,27.9,8.2,13,28.4,6.3,<0.01,0.05,0.005,32.2,0.586,6.3,95.7,0.035,<10,20
馬沙溝海水浴場,馬沙溝海水浴場中,甲,2009/8/17 上午 06:42:00,6062,27.7,8.2,21,28.4,6.3,<0.01,0.04,0.005,32.4,0.551,6.3,95.0,0.036,15,10
馬沙溝海水浴場,馬沙溝海水浴場左,甲,2009/8/17 上午 06:25:00,6061,27.6,8.2,36,28.4,6.3,<0.01,0.07,0.006,32.4,0.606,6.2,95.4,0.041,15,10
珠螺灣,珠螺灣左,乙,2009/8/17 上午 12:00:00,6151,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
珠螺灣,珠螺灣中,乙,2009/8/17 上午 12:00:00,6152,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
珠螺灣,珠螺灣右,乙,2009/8/17 上午 12:00:00,6153,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
杉原海水浴場,杉原海水浴場左,甲,2009/8/16 下午 04:00:00,6101,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
杉原海水浴場,杉原海水浴場中,甲,2009/8/16 下午 04:00:00,6102,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
杉原海水浴場,杉原海水浴場右,甲,2009/8/16 下午 04:00:00,6103,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福隆海水浴場,福隆海水浴場右,乙,2009/8/10 上午 11:16:00,6013,25.7,8.0,6.6,32.9,7.1,0.03,0.32,0.004,24.3,6.14,7.3,100.1,0.047,930,86
福隆海水浴場,福隆海水浴場中,乙,2009/8/10 上午 11:06:00,6012,25.6,8.0,6.5,32.9,7.1,0.03,0.18,0.006,24.3,3.20,7.0,101.7,0.045,790,31
福隆海水浴場,福隆海水浴場左,乙,2009/8/10 上午 10:55:00,6011,25.5,8.0,6.8,32.7,7.1,0.02,0.13,0.005,24.1,2.86,6.9,100.2,0.047,630,75
七星潭風景特定區,七星潭風景區右,甲,2009/8/10 上午 10:24:00,6133,27.8,8.2,17,28.0,6.8,0.02,0.02,0.002,30.5,0.592,6.8,103.5,0.021,330,63
七星潭風景特定區,七星潭風景區中,甲,2009/8/10 上午 10:10:00,6132,27.7,8.1,17,27.8,6.9,0.02,0.05,0.002,30.6,0.715,6.7,104.5,0.023,350,110
西子灣海水浴場,西子灣海水浴場左,乙,2009/8/10 上午 10:00:00,6111,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
西子灣海水浴場,西子灣海水浴場中,乙,2009/8/10 上午 10:00:00,6112,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
西子灣海水浴場,西子灣海水浴場右,乙,2009/8/10 上午 10:00:00,6113,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
七星潭風景特定區,七星潭風景區左,甲,2009/8/10 上午 09:55:00,6131,27.8,8.1,12,27.6,6.6,0.02,0.12,0.004,30.9,0.798,6.4,101.6,0.020,610,250
山水沙灘,山水沙灘右,甲,2009/8/10 上午 09:45:00,6163,27.7,8.2,2.6,28.5,6.6,<0.01,0.08,0.003,33.0,0.437,6.6,101.1,0.025,200,20
山水沙灘,山水沙灘中,甲,2009/8/10 上午 09:32:00,6162,27.1,8.2,3.8,28.5,6.6,<0.01,0.09,0.004,33.6,0.406,6.6,100.8,0.024,220,75
旗津海水浴場,旗津海水浴場左,乙,2009/8/10 上午 09:30:00,6081,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
旗津海水浴場,旗津海水浴場中,乙,2009/8/10 上午 09:30:00,6082,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
旗津海水浴場,旗津海水浴場右,乙,2009/8/10 上午 09:30:00,6083,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新金山海水浴場,新金山海水浴場右,乙,2009/8/10 上午 09:12:00,6023,25.9,8.0,5.2,31.1,6.7,0.03,0.13,0.006,32.8,1.03,6.6,100.6,0.048,25,10
山水沙灘,山水沙灘左,甲,2009/8/10 上午 09:10:00,6161,27.0,8.2,2.6,28.5,6.6,<0.01,0.08,0.003,33.5,0.426,6.6,100.3,0.027,120,110
新金山海水浴場,新金山海水浴場中,乙,2009/8/10 上午 09:04:00,6022,26.0,8.0,5.6,31.1,6.7,0.03,0.05,0.006,32.8,1.06,6.6,99.6,0.040,40,<10
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域左,甲,2009/8/10 上午 09:00:00,6091,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域中,甲,2009/8/10 上午 09:00:00,6092,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域右,甲,2009/8/10 上午 09:00:00,6093,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新金山海水浴場,新金山海水浴場左,乙,2009/8/10 上午 08:55:00,6021,25.8,8.0,7.6,31.2,6.7,0.04,0.07,0.006,32.8,1.01,6.7,100.6,0.039,170,41
通霄海水浴場,通霄海水浴場左,乙,2009/8/10 上午 08:50:00,6041,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
通霄海水浴場,通霄海水浴場中,乙,2009/8/10 上午 08:50:00,6042,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
通霄海水浴場,通霄海水浴場右,乙,2009/8/10 上午 08:50:00,6043,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
白沙灣海水浴場,白沙灣海水浴場右,乙,2009/8/10 上午 07:44:00,6123,26.4,8.0,28,29.1,6.6,0.05,0.10,0.005,32.6,0.645,6.5,98.6,0.045,460,52
白沙灣海水浴場,白沙灣海水浴場中,乙,2009/8/10 上午 07:35:00,6122,26.3,8.0,28,29.1,6.6,0.02,0.13,0.006,32.6,0.795,6.5,99.2,0.051,480,10
白沙灣海水浴場,白沙灣海水浴場左,乙,2009/8/10 上午 07:25:00,6121,26.3,8.0,25,29.0,6.6,0.02,0.11,0.005,32.5,0.703,6.5,99.0,0.052,440,<10
馬沙溝海水浴場,馬沙溝海水浴場左,甲,2009/8/10 上午 07:00:00,6061,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
馬沙溝海水浴場,馬沙溝海水浴場中,甲,2009/8/10 上午 07:00:00,6062,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
馬沙溝海水浴場,馬沙溝海水浴場右,甲,2009/8/10 上午 07:00:00,6063,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
后湖海濱公園,后湖海濱公園左,乙,2009/8/10 上午 12:00:00,6141,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
后湖海濱公園,后湖海濱公園中,乙,2009/8/10 上午 12:00:00,6142,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
后湖海濱公園,后湖海濱公園右,乙,2009/8/10 上午 12:00:00,6143,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
珠螺灣,珠螺灣左,乙,2009/8/10 上午 12:00:00,6151,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
珠螺灣,珠螺灣中,乙,2009/8/10 上午 12:00:00,6152,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
珠螺灣,珠螺灣右,乙,2009/8/10 上午 12:00:00,6153,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
杉原海水浴場,杉原海水浴場左,甲,2009/8/9 下午 04:00:00,6101,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
杉原海水浴場,杉原海水浴場中,甲,2009/8/9 下午 04:00:00,6102,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
杉原海水浴場,杉原海水浴場右,甲,2009/8/9 下午 04:00:00,6103,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福隆海水浴場,福隆海水浴場右,乙,2009/8/3 上午 11:26:00,6013,30.3,8.1,5.1,33.8,6.2,0.01,<0.01,0.002,32.4,0.535,6.1,99.0,0.048,290,<10
福隆海水浴場,福隆海水浴場中,乙,2009/8/3 上午 11:12:00,6012,30.1,8.0,5.3,33.8,6.1,0.06,<0.01,0.002,32.9,0.556,6.1,98.5,0.046,120,<10
福隆海水浴場,福隆海水浴場左,乙,2009/8/3 上午 10:55:00,6011,30.1,8.0,4.9,33.6,6.2,0.04,0.04,0.003,32.9,0.678,6.1,99.5,0.026,25,10
西子灣海水浴場,西子灣海水浴場右,乙,2009/8/3 上午 10:15:00,6113,29.2,8.4,5.0,26.8,6.5,<0.01,<0.01,<0.001,33.5,0.080,6.4,102.2,0.017,20,<10
西子灣海水浴場,西子灣海水浴場中,乙,2009/8/3 上午 10:03:00,6112,29.0,8.4,3.6,26.8,6.7,<0.01,<0.01,<0.001,33.5,0.059,6.5,105.5,0.018,<10,10
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域中,甲,2009/8/3 上午 09:55:00,6092,29.2,8.2,16,30.9,6.4,<0.01,0.09,0.001,32.5,0.349,6.3,100.4,0.007,2300,2500
西子灣海水浴場,西子灣海水浴場左,乙,2009/8/3 上午 09:50:00,6111,28.8,8.3,6.2,26.8,6.6,<0.01,<0.01,0.001,33.6,0.062,6.5,104.0,0.025,10,10
山水沙灘,山水沙灘右,甲,2009/8/3 上午 09:50:00,6163,29.1,8.2,3.6,32.6,6.4,<0.01,0.02,<0.001,33.2,0.206,6.3,100.8,0.005,<10,<10
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域左,甲,2009/8/3 上午 09:45:00,6091,29.2,8.2,19,30.9,6.4,<0.01,0.09,0.002,32.5,0.348,6.3,100.2,0.009,2500,1500
七星潭風景特定區,七星潭風景區右,甲,2009/8/3 上午 09:45:00,6133,27.8,8.2,11,30.4,6.4,0.02,0.03,0.002,33.0,0.047,6.5,99.0,0.010,<10,<10
山水沙灘,山水沙灘中,甲,2009/8/3 上午 09:40:00,6162,29.1,8.1,4.2,32.6,6.4,<0.01,0.02,<0.001,33.2,0.218,6.3,100.9,0.011,15,<10
通霄海水浴場,通霄海水浴場右,乙,2009/8/3 上午 09:30:00,6043,31.4,8.2,2.9,32.0,6.7,0.03,<0.01,<0.001,33.4,0.106,6.6,108.9,0.004,190,42
山水沙灘,山水沙灘左,甲,2009/8/3 上午 09:30:00,6161,29.1,8.1,3.4,32.6,6.4,<0.01,0.02,<0.001,33.2,0.230,6.3,100.5,0.017,<10,20
新金山海水浴場,新金山海水浴場右,乙,2009/8/3 上午 09:26:00,6023,28.2,8.1,11,32.7,6.3,<0.01,0.02,0.002,34.0,0.583,6.4,98.7,0.010,35,<10
后湖海濱公園,后湖海濱公園右,乙,2009/8/3 上午 09:24:00,6143,28.3,8.1,12,28.8,6.5,0.05,<0.01,<0.001,33.2,0.029,6.4,101.4,0.010,110,10
七星潭風景特定區,七星潭風景區中,甲,2009/8/3 上午 09:20:00,6132,27.7,8.2,9.9,30.1,6.5,0.02,0.02,<0.001,33.1,0.035,6.5,99.5,<0.003,<10,<10
通霄海水浴場,通霄海水浴場中,乙,2009/8/3 上午 09:15:00,6042,31.3,8.2,3.2,32.0,6.7,0.02,<0.01,<0.001,33.2,0.106,6.6,107.0,<0.003,45,53
新金山海水浴場,新金山海水浴場中,乙,2009/8/3 上午 09:11:00,6022,28.2,8.1,11,32.7,6.4,<0.01,0.02,0.002,34.0,0.493,6.4,100.2,<0.003,210,<10
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域右,甲,2009/8/3 上午 09:10:00,6093,29.1,8.2,16,30.9,6.4,0.01,0.09,<0.001,32.5,0.353,6.4,100.7,0.011,2000,2900
后湖海濱公園,后湖海濱公園中,乙,2009/8/3 上午 09:10:00,6142,28.4,8.0,12,28.7,6.5,0.02,<0.01,0.002,33.4,0.029,6.4,100.9,0.014,55,10
通霄海水浴場,通霄海水浴場左,乙,2009/8/3 上午 09:05:00,6041,31.3,8.2,2.8,32.0,6.7,0.02,0.01,<0.001,33.2,0.114,6.6,108.4,<0.003,140,87
七星潭風景特定區,七星潭風景區左,甲,2009/8/3 上午 08:59:00,6131,27.6,8.2,15,29.5,6.5,0.02,0.02,0.001,33.3,0.068,6.6,99.8,<0.003,55,<10
新金山海水浴場,新金山海水浴場左,乙,2009/8/3 上午 08:55:00,6021,28.2,8.1,7.4,32.7,6.4,<0.01,<0.01,0.001,34.0,0.376,6.4,100.8,0.008,10,<10
后湖海濱公園,后湖海濱公園左,乙,2009/8/3 上午 08:55:00,6141,28.4,8.1,12,28.7,6.4,0.02,<0.01,<0.001,33.1,0.035,6.3,100.1,0.018,80,<10
白沙灣海水浴場,白沙灣海水浴場右,乙,2009/8/3 上午 07:48:00,6123,28.0,8.1,13,33.0,5.4,0.01,0.06,0.006,26.4,0.589,5.6,79.7,0.029,260,<10
白沙灣海水浴場,白沙灣海水浴場中,乙,2009/8/3 上午 07:36:00,6122,28.0,8.0,13,32.8,6.0,0.02,0.06,0.005,26.3,0.622,6.3,89.1,0.021,290,220
白沙灣海水浴場,白沙灣海水浴場左,乙,2009/8/3 上午 07:25:00,6121,28.0,8.0,12,32.8,5.2,0.02,0.04,0.005,26.3,0.610,5.5,77.4,0.031,350,370
馬沙溝海水浴場,馬沙溝海水浴場右,甲,2009/8/3 上午 06:38:00,6063,29.9,8.3,5.4,29.8,6.1,<0.01,<0.01,<0.001,33.8,0.136,5.9,98.0,0.030,<10,20
馬沙溝海水浴場,馬沙溝海水浴場中,甲,2009/8/3 上午 06:24:00,6062,29.8,8.3,5.2,29.8,6.2,<0.01,0.01,<0.001,33.8,0.218,6.0,99.4,0.029,<10,<10
馬沙溝海水浴場,馬沙溝海水浴場左,甲,2009/8/3 上午 06:10:00,6061,29.7,8.3,4.9,29.8,6.2,<0.01,<0.01,<0.001,33.9,0.133,5.9,98.4,0.033,170,<10
杉原海水浴場,杉原海水浴場左,甲,2009/8/2 下午 04:15:00,6101,30.6,8.1,10,32.1,6.3,<0.01,0.01,0.002,33.2,0.318,6.2,101.2,0.015,<10,<10
杉原海水浴場,杉原海水浴場中,甲,2009/8/2 下午 04:05:00,6102,30.5,8.1,8.4,32.1,6.2,<0.01,0.02,<0.001,33.2,0.291,6.1,100.6,<0.003,<10,10
杉原海水浴場,杉原海水浴場右,甲,2009/8/2 下午 03:55:00,6103,30.5,8.1,11,32.1,6.2,<0.01,0.02,0.001,33.2,0.292,6.2,100.9,0.006,<10,<10
旗津海水浴場,旗津海水浴場左,乙,2009/8/2 上午 09:30:00,6081,30.6,8.2,7.0,33.2,6.2,<0.01,<0.01,0.001,33.0,0.337,6.2,101.1,0.007,<10,<10
旗津海水浴場,旗津海水浴場中,乙,2009/8/2 上午 09:20:00,6082,30.7,8.2,10,33.2,6.3,<0.01,<0.01,0.001,33.0,0.347,6.2,101.6,0.005,25,<10
旗津海水浴場,旗津海水浴場右,乙,2009/8/2 上午 09:10:00,6083,30.7,8.2,16,33.2,6.3,<0.01,<0.01,0.002,33.0,0.346,6.2,101.4,<0.003,<10,20
珠螺灣,珠螺灣右,乙,2009/8/2 上午 08:44:00,6153,28.6,8.1,9.1,29.2,6.6,0.06,<0.01,0.002,33.4,0.445,6.5,102.8,0.043,100,20
珠螺灣,珠螺灣中,乙,2009/8/2 上午 08:30:00,6152,28.3,8.1,6.3,29.2,6.5,0.02,0.02,0.002,33.2,0.292,6.5,100.6,0.033,10,10
珠螺灣,珠螺灣左,乙,2009/8/2 上午 08:20:00,6151,28.4,8.0,8.3,29.1,6.3,0.06,0.11,0.004,32.8,0.612,6.2,96.7,0.016,170,160
白沙灣海水浴場,白沙灣海水浴場右,乙,2009/7/27 上午 11:55:00,6123,29.7,8.0,7.1,30.5,6.2,0.02,0.08,0.004,33.1,0.780,6.2,97.0,0.074,10,10
白沙灣海水浴場,白沙灣海水浴場中,乙,2009/7/27 上午 11:40:00,6122,29.6,8.0,7.5,30.4,6.2,0.01,0.09,0.004,32.8,0.792,6.2,96.5,0.062,<10,<10
白沙灣海水浴場,白沙灣海水浴場左,乙,2009/7/27 上午 11:25:00,6121,29.6,8.0,8.5,30.4,6.3,0.02,0.11,0.005,32.9,0.953,6.1,97.4,0.082,510,10
新金山海水浴場,新金山海水浴場右,乙,2009/7/27 上午 10:30:00,6023,28.3,7.7,4.9,30.2,6.6,0.10,0.16,0.010,23.1,7.35,6.4,97.1,0.037,15,31
七星潭風景特定區,七星潭風景區右,甲,2009/7/27 上午 10:28:00,6133,27.4,8.2,2.9,33.4,6.5,0.01,0.06,0.003,34.3,0.332,6.5,99.5,0.041,<10,<10
西子灣海水浴場,西子灣海水浴場右,乙,2009/7/27 上午 10:20:00,6113,30.3,8.1,8.7,30.1,6.6,<0.01,0.01,<0.001,32.7,0.095,6.5,106.4,0.016,35,<10
新金山海水浴場,新金山海水浴場中,乙,2009/7/27 上午 10:15:00,6022,28.2,7.6,4.0,30.1,6.6,0.09,0.17,0.005,23.5,7.26,6.4,95.8,0.037,10,41
西子灣海水浴場,西子灣海水浴場中,乙,2009/7/27 上午 10:15:00,6112,30.2,8.2,6.3,30.1,6.7,<0.01,<0.01,0.001,32.7,0.099,6.6,106.6,0.013,35,10
西子灣海水浴場,西子灣海水浴場左,乙,2009/7/27 上午 10:10:00,6111,30.3,8.2,5.8,30.1,6.7,<0.01,<0.01,0.001,32.7,0.096,6.6,106.8,0.020,25,<10
七星潭風景特定區,七星潭風景區中,甲,2009/7/27 上午 10:10:00,6132,27.4,8.2,3.7,33.4,6.5,<0.01,0.04,0.003,34.2,0.276,6.5,99.2,0.036,<10,<10
新金山海水浴場,新金山海水浴場左,乙,2009/7/27 上午 10:00:00,6021,28.2,7.8,4.9,30.2,6.4,0.10,0.14,0.006,23.2,7.92,6.4,94.2,0.063,110,10
七星潭風景特定區,七星潭風景區左,甲,2009/7/27 上午 09:55:00,6131,27.3,8.2,4.3,33.5,6.5,<0.01,0.03,0.002,34.2,0.219,6.6,98.6,0.064,<10,<10
山水沙灘,山水沙灘左,甲,2009/7/27 上午 09:45:00,6161,27.7,8.1,0.95,30.0,6.6,<0.01,0.08,<0.001,33.1,0.403,6.3,100.7,0.030,<10,<10
山水沙灘,山水沙灘中,甲,2009/7/27 上午 09:37:00,6162,27.3,8.1,1.1,30.0,6.6,0.02,0.08,<0.001,33.2,0.267,6.3,100.0,0.024,<10,<10
通霄海水浴場,通霄海水浴場右,乙,2009/7/27 上午 09:30:00,6043,30.3,8.3,3.7,30.3,6.3,0.02,0.01,0.002,33.2,0.224,6.4,99.8,0.006,360,10
山水沙灘,山水沙灘右,甲,2009/7/27 上午 09:30:00,6163,28.1,8.1,1.2,30.0,6.5,<0.01,0.09,<0.001,33.1,0.312,6.2,101.3,0.026,<10,<10
通霄海水浴場,通霄海水浴場中,乙,2009/7/27 上午 09:15:00,6042,30.2,8.3,4.1,30.3,6.4,0.03,0.01,0.002,33.1,0.230,6.4,100.1,0.005,320,<10
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域左,甲,2009/7/27 上午 09:10:00,6091,29.7,8.2,1.0,33.6,6.3,<0.01,<0.01,<0.001,33.3,0.119,6.2,98.8,0.012,<10,10
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域中,甲,2009/7/27 上午 09:00:00,6092,29.8,8.2,1.4,33.6,6.3,<0.01,0.01,<0.001,33.3,0.142,6.2,98.7,0.010,<10,10
通霄海水浴場,通霄海水浴場左,乙,2009/7/27 上午 08:50:00,6041,30.2,8.3,5.0,30.3,6.4,0.02,0.01,0.001,33.0,0.238,6.4,100.1,0.004,350,20
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域右,甲,2009/7/27 上午 08:50:00,6093,29.7,8.1,1.4,33.6,6.2,<0.01,0.01,<0.001,33.3,0.155,6.2,98.2,0.017,<10,10
福隆海水浴場,福隆海水浴場右,乙,2009/7/27 上午 08:23:00,6013,27.2,8.1,1.2,28.6,7.0,<0.01,0.04,0.002,33.4,0.285,6.8,106.6,0.030,10,<10
福隆海水浴場,福隆海水浴場中,乙,2009/7/27 上午 08:09:00,6012,27.3,8.1,4.2,28.6,7.1,<0.01,0.05,0.002,33.2,0.269,6.8,109.8,0.069,230,30
福隆海水浴場,福隆海水浴場左,乙,2009/7/27 上午 07:55:00,6011,27.3,8.1,8.6,28.7,7.1,<0.01,0.03,0.003,33.5,0.339,6.8,108.2,0.083,110,10
馬沙溝海水浴場,馬沙溝海水浴場右,甲,2009/7/27 上午 07:16:00,6063,28.7,8.2,5.8,29.1,6.2,<0.01,0.02,0.002,33.4,0.087,6.0,96.5,0.038,80,<10
馬沙溝海水浴場,馬沙溝海水浴場中,甲,2009/7/27 上午 07:11:00,6062,28.6,8.2,5.1,29.1,6.2,<0.01,0.02,0.002,33.4,0.087,6.0,96.3,0.039,25,<10
馬沙溝海水浴場,馬沙溝海水浴場左,甲,2009/7/27 上午 07:05:00,6061,28.7,8.2,2.8,29.1,6.2,<0.01,0.01,<0.001,33.4,0.088,6.0,96.6,0.034,30,<10
后湖海濱公園,后湖海濱公園左,乙,2009/7/27 上午 12:00:00,6141,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
后湖海濱公園,后湖海濱公園中,乙,2009/7/27 上午 12:00:00,6142,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
后湖海濱公園,后湖海濱公園右,乙,2009/7/27 上午 12:00:00,6143,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
珠螺灣,珠螺灣左,乙,2009/7/27 上午 12:00:00,6151,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
珠螺灣,珠螺灣中,乙,2009/7/27 上午 12:00:00,6152,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
珠螺灣,珠螺灣右,乙,2009/7/27 上午 12:00:00,6153,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
杉原海水浴場,杉原海水浴場右,甲,2009/7/26 下午 04:10:00,6103,29.0,8.2,1.4,30.8,6.8,<0.01,0.01,<0.001,33.4,0.169,6.8,106.2,0.007,40,<10
杉原海水浴場,杉原海水浴場中,甲,2009/7/26 下午 04:00:00,6102,28.9,8.2,1.0,30.8,6.8,<0.01,0.02,<0.001,33.4,0.164,6.8,105.9,0.008,10,<10
杉原海水浴場,杉原海水浴場左,甲,2009/7/26 下午 03:50:00,6101,28.9,8.2,1.4,30.8,6.8,<0.01,0.02,<0.001,33.4,0.243,6.7,106.7,0.010,<10,<10
旗津海水浴場,旗津海水浴場右,乙,2009/7/26 上午 09:40:00,6083,30.1,8.2,9.6,31.9,6.5,<0.01,0.01,<0.001,32.4,0.252,6.6,102.9,0.014,50,10
旗津海水浴場,旗津海水浴場中,乙,2009/7/26 上午 09:28:00,6082,30.0,8.2,10,31.9,6.5,<0.01,0.02,<0.001,32.4,0.252,6.5,102.5,0.012,25,<10
旗津海水浴場,旗津海水浴場左,乙,2009/7/26 上午 09:15:00,6081,30.2,8.2,9.4,31.9,6.5,<0.01,0.02,<0.001,32.4,0.247,6.5,102.7,0.012,50,10
白沙灣海水浴場,白沙灣海水浴場右,乙,2009/7/20 上午 11:46:00,6123,29.3,8.1,9.3,29.5,6.4,0.02,0.23,0.007,30.6,0.790,6.5,98.7,0.050,15,10
白沙灣海水浴場,白沙灣海水浴場中,乙,2009/7/20 上午 11:36:00,6122,29.2,8.1,7.3,29.6,6.4,0.02,0.09,0.006,31.2,0.716,6.4,98.2,0.041,25,<10
白沙灣海水浴場,白沙灣海水浴場左,乙,2009/7/20 上午 11:25:00,6121,29.0,8.1,9.0,29.3,6.5,0.01,0.10,0.002,30.9,0.803,6.5,99.9,0.046,25,20
山水沙灘,山水沙灘右,甲,2009/7/20 上午 11:15:00,6163,32.4,8.0,3.5,33.6,6.2,<0.01,0.04,<0.001,33.4,0.341,6.0,101.9,0.020,<10,<10
山水沙灘,山水沙灘中,甲,2009/7/20 上午 11:05:00,6162,32.3,8.0,2.3,33.6,6.2,<0.01,<0.01,<0.001,33.3,0.307,6.1,101.7,0.014,<10,<10
西子灣海水浴場,西子灣海水浴場右,乙,2009/7/20 上午 11:00:00,6113,29.8,8.1,45,32.8,6.4,0.04,0.03,0.004,32.6,0.440,6.2,100.5,0.032,210,41
山水沙灘,山水沙灘左,甲,2009/7/20 上午 10:55:00,6161,32.3,8.0,2.5,33.6,6.2,<0.01,0.04,<0.001,33.3,0.296,6.0,101.6,0.020,<10,<10
西子灣海水浴場,西子灣海水浴場中,乙,2009/7/20 上午 10:50:00,6112,30.2,8.1,45,32.8,6.4,0.03,0.04,0.005,32.6,0.507,6.2,101.1,0.033,220,31
西子灣海水浴場,西子灣海水浴場左,乙,2009/7/20 上午 10:37:00,6111,31.6,8.0,50,32.8,6.2,0.03,0.03,0.005,32.6,0.460,6.0,100.9,0.036,230,86
七星潭風景特定區,七星潭風景區右,甲,2009/7/20 上午 10:29:00,6133,25.5,8.1,6.8,29.8,6.8,0.01,0.05,0.008,33.1,0.667,6.8,100.7,0.051,<10,10
新金山海水浴場,新金山海水浴場右,乙,2009/7/20 上午 10:21:00,6023,28.8,7.9,3.4,29.2,6.4,0.14,0.05,0.005,25.1,8.06,6.4,95.8,0.062,45,<10
新金山海水浴場,新金山海水浴場中,乙,2009/7/20 上午 10:11:00,6022,28.8,7.9,4.0,29.4,6.5,0.14,0.07,0.004,25.9,7.55,6.4,96.5,0.051,15,10
七星潭風景特定區,七星潭風景區中,甲,2009/7/20 上午 10:08:00,6132,25.2,8.1,4.9,29.7,6.8,0.01,0.06,0.007,33.0,0.644,6.8,100.5,0.048,<10,<10
新金山海水浴場,新金山海水浴場左,乙,2009/7/20 上午 09:56:00,6021,28.9,8.0,3.8,29.6,6.4,0.19,0.08,0.005,26.8,8.26,6.4,98.9,0.036,15,<10
七星潭風景特定區,七星潭風景區左,甲,2009/7/20 上午 09:55:00,6131,25.5,8.1,5.4,29.4,6.6,0.03,0.06,0.006,33.0,0.709,6.8,98.4,0.054,<10,<10
