採樣分區,測站名稱,水體分類等級,採樣日期,測站編號,採樣深度,氣溫,水溫,鹽度,酸鹼值,溶氧(滴定法),溶氧(電極法),溶氧飽和度,懸浮固體,葉綠素a,氨氮,硝酸鹽氮,正磷酸鹽,亞硝酸鹽氮,矽酸鹽,鎘,鉻,銅,鋅,鉛,汞,備註
,,,,,m,℃,℃,psu,,mg/L,mg/L,%,mg/L,μg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L
基隆沿海海域,基隆拋泥區一,乙,2009/5/9 上午 09:37:00,5125,1.0,25.8,21.3,34.4,8.1,6.6,6.6,90.4,2.2,0.4,<0.01,0.04,0.041,0.005,0.385,0.00004,<0.001,0.0014,0.0106,0.0008,<0.0003
基隆沿海海域,基隆拋泥區一,乙,2009/2/3 上午 09:39:00,5125,1.0,18.2,18.5,35.5,8.1,6.5,6.5,83.9,<2.0,0.2,<0.01,0.10,0.050,0.003,0.653,0.00002,<0.001,0.0002,0.0101,<0.0001,<0.0003
基隆沿海海域,八斗子垃圾場,乙,2009/11/9 上午 08:55:00,5126,1.0,24.6,23.1,34.6,8.1,7.2,7.2,101.8,2.2,1.4,<0.01,0.04,0.022,0.005,0.228,0.00001,<0.001,0.0005,0.0043,0.0004,<0.0003
基隆沿海海域,八斗子垃圾場,乙,2009/8/5 上午 09:14:00,5126,1.0,31.4,27.6,34.1,8.1,6.3,6.1,95.1,2.4,1.2,0.02,0.02,0.011,0.003,0.221,0.00003,<0.001,0.0007,0.0138,0.0002,<0.0003
基隆沿海海域,八斗子垃圾場,乙,2009/5/9 上午 09:05:00,5126,1.0,24.2,20.9,34.4,8.1,6.5,6.6,89.1,<2.0,0.4,<0.01,0.04,0.040,0.006,0.432,0.00002,<0.001,0.0010,0.0064,0.0002,<0.0003
基隆沿海海域,八斗子垃圾場,乙,2009/2/3 上午 09:05:00,5126,1.0,17.9,18.6,35.6,8.1,6.4,6.3,83.6,2.8,0.3,<0.01,0.10,0.048,0.003,0.634,0.00004,<0.001,0.0007,0.0074,0.0007,<0.0003
基隆沿海海域,和平島,乙,2009/11/9 上午 09:18:00,5127,1.0,25.1,23.3,34.5,8.1,7.1,7.1,101.3,2.1,1.6,<0.01,0.03,0.039,0.005,0.276,0.00002,<0.001,0.0083,0.0123,0.0002,<0.0003
基隆沿海海域,和平島,乙,2009/8/5 上午 09:37:00,5127,1.0,31.4,27.8,34.0,8.1,6.3,6.2,96.2,2.4,1.3,0.02,0.02,0.010,0.004,0.214,0.00002,<0.001,0.0005,0.0146,0.0002,<0.0003
基隆沿海海域,和平島,乙,2009/5/9 上午 09:25:00,5127,1.0,25.4,20.9,34.5,8.1,6.5,6.5,89.3,2.0,0.4,<0.01,0.05,0.036,0.005,0.468,0.00001,<0.001,0.0018,0.0078,0.0003,<0.0003
基隆沿海海域,和平島,乙,2009/2/3 上午 09:24:00,5127,1.0,18.4,18.5,35.5,8.1,6.5,6.4,84.6,<2.0,0.2,<0.01,0.10,0.049,0.004,0.643,0.00002,<0.001,0.0004,0.0083,<0.0001,<0.0003
台北沿海海域(甲),核四預定地外海,甲,2009/11/9 上午 07:02:00,5128,1.0,23.5,23.1,34.4,8.2,7.1,7.2,101.6,<2.0,2.3,<0.01,0.01,0.015,0.003,0.214,0.00001,<0.001,0.0003,0.0033,0.0004,<0.0003
台北沿海海域(甲),核四預定地外海,甲,2009/8/5 上午 07:10:00,5128,1.0,29.8,29.0,34.1,8.1,6.3,6.2,95.4,<2.0,0.3,<0.01,0.01,0.005,0.001,0.167,0.00002,<0.001,0.0005,0.0102,0.0002,<0.0003
台北沿海海域(甲),核四預定地外海,甲,2009/5/9 上午 07:00:00,5128,1.0,25.8,20.8,34.5,8.1,6.6,6.6,89.2,<2,0.5,<0.01,0.05,0.037,0.005,0.432,0.00002,<0.001,0.0019,0.0082,0.0003,<0.0003
台北沿海海域(甲),核四預定地外海,甲,2009/2/3 上午 07:05:00,5128,1.0,17.7,19.3,35.0,8.1,7.0,7.0,91.7,<2.0,0.3,<0.01,0.09,0.042,0.003,0.618,0.00002,<0.001,0.0002,0.0118,0.0002,<0.0003
台北沿海海域(乙),濂洞溪外海,乙,2009/11/9 上午 08:01:00,5129,1.0,23.6,23.1,34.4,8.1,7.2,7.2,102.8,<2.0,1.1,<0.01,0.01,<0.003,0.003,0.284,0.00001,<0.001,0.0003,0.0021,0.0002,<0.0003
台北沿海海域(乙),濂洞溪外海,乙,2009/8/5 上午 08:00:00,5129,1.0,30.9,28.1,34.0,8.1,6.2,6.1,93.9,2.2,0.2,0.02,0.02,0.011,0.004,0.405,0.00004,<0.001,0.0008,0.0147,0.0002,<0.0003
台北沿海海域(乙),濂洞溪外海,乙,2009/5/9 上午 08:05:00,5129,1.0,25.1,20.8,34.5,8.1,6.7,6.8,91.8,2.7,0.4,<0.01,0.05,0.029,0.005,0.488,0.00030,<0.001,0.0020,0.0098,0.0004,<0.0003
台北沿海海域(乙),濂洞溪外海,乙,2009/2/3 上午 08:05:00,5129,1.0,16.9,18.8,35.4,8.1,6.4,6.4,84.0,<2.0,0.3,<0.01,0.09,0.047,0.003,0.605,0.00002,<0.001,0.0002,0.0036,<0.0001,<0.0003
台北沿海海域(乙),八里污水廠外海一,乙,2009/11/9 下午 12:21:00,5130,1.0,30.8,25.4,28.9,8.1,6.5,6.5,91.4,4.6,2.7,0.28,0.16,0.079,0.032,1.38,0.00002,<0.001,0.0007,0.0056,0.0002,<0.0003
台北沿海海域(乙),八里污水廠外海一,乙,2009/8/5 下午 01:24:00,5130,1.0,30.6,29.6,32.4,8.1,6.8,6.7,105.5,5.4,3.1,0.02,0.03,0.016,0.007,0.129,0.00001,<0.001,0.0004,0.0138,0.0003,<0.0003
台北沿海海域(乙),八里污水廠外海一,乙,2009/5/9 下午 01:56:00,5130,1.0,31.5,23.5,33.4,8.2,6.9,6.9,102.2,6.0,5.1,0.02,0.01,0.017,0.012,0.114,0.00001,<0.001,0.0019,0.0095,0.0006,<0.0003
台北沿海海域(乙),八里污水廠外海一,乙,2009/2/3 下午 01:05:00,5130,1.0,21.5,18.1,31.5,8.1,6.9,6.8,86.2,4.1,0.3,0.53,0.14,0.135,0.024,1.63,0.00002,<0.001,0.0003,0.0138,0.0002,<0.0003
台北沿海海域(乙),八里污水廠外海二,乙,2009/11/9 上午 11:28:00,5131,1.0,30.8,24.5,34.1,8.1,6.9,6.9,100.1,2.8,1.6,0.01,0.07,0.045,0.015,0.439,0.00002,<0.001,0.0005,0.0046,0.0005,<0.0003
台北沿海海域(乙),八里污水廠外海二,乙,2009/8/5 下午 12:28:00,5131,1.0,30.5,28.9,32.5,8.1,6.4,6.2,96.1,5.8,1.3,<0.01,0.02,0.013,0.004,0.153,0.00002,<0.001,0.0011,0.0103,0.0004,<0.0003
台北沿海海域(乙),八里污水廠外海二,乙,2009/5/9 下午 12:55:00,5131,1.0,30.3,23.3,33.5,8.2,7.5,7.5,106.0,4.5,4.4,0.01,0.02,0.046,0.011,0.137,0.00001,<0.001,0.0019,0.0085,0.0006,<0.0003
台北沿海海域(乙),八里污水廠外海二,乙,2009/2/3 下午 12:05:00,5131,1.0,20.1,17.4,33.6,8.1,7.5,7.5,95.7,7.5,0.2,0.06,0.10,0.050,0.013,0.547,0.00002,<0.001,0.0002,0.0091,0.0006,<0.0003
台北沿海海域(乙),林口發電廠外海,乙,2009/11/10 上午 11:22:00,5132,1.0,25.0,24.5,33.8,8.1,6.7,6.6,95.6,4.5,1.4,0.07,0.13,0.051,0.015,0.642,0.00011,<0.001,0.0050,0.0054,0.0004,<0.0003
台北沿海海域(乙),林口發電廠外海,乙,2009/8/6 上午 06:34:00,5132,1.0,28.3,28.8,34.1,8.2,6.2,6.0,94.7,4.0,2.7,0.03,0.04,0.022,0.010,0.169,0.00001,<0.001,0.0009,0.0088,0.0003,<0.0003
台北沿海海域(乙),林口發電廠外海,乙,2009/5/10 上午 08:12:00,5132,1.0,23.9,23.6,34.6,8.2,7.6,7.5,108.8,3.0,2.9,<0.01,0.02,0.010,0.008,0.147,<0.00001,<0.001,0.0008,0.0054,<0.0001,<0.0003
台北沿海海域(乙),林口發電廠外海,乙,2009/2/4 上午 08:00:00,5132,1.0,17.9,17.2,33.1,8.1,7.7,7.7,95.8,5.6,0.6,0.15,0.12,0.080,0.018,0.814,0.00002,<0.001,0.0002,0.0130,0.0003,<0.0003
台北沿海海域(乙),深澳發電廠外海,乙,2009/11/9 上午 08:26:00,5133,1.0,24.1,23.1,34.6,8.2,7.2,7.3,102.9,2.3,1.5,<0.01,0.01,0.027,0.004,0.240,0.00001,<0.001,0.0002,0.0028,0.0004,<0.0003
台北沿海海域(乙),深澳發電廠外海,乙,2009/8/5 上午 08:40:00,5133,1.0,30.8,28.1,33.9,8.2,6.2,6.0,93.8,2.4,1.9,0.02,0.02,0.023,0.003,0.187,0.00003,<0.001,0.0006,0.0142,0.0002,<0.0003
台北沿海海域(乙),深澳發電廠外海,乙,2009/5/9 上午 08:40:00,5133,1.0,25.7,20.8,34.5,8.1,6.7,6.7,90.9,3.1,0.4,<0.01,0.05,0.037,0.004,0.442,0.00002,<0.001,0.0018,0.0127,0.0008,<0.0003
台北沿海海域(乙),深澳發電廠外海,乙,2009/2/3 上午 08:35:00,5133,1.0,17.4,18.7,35.5,8.1,6.6,6.6,87.4,<2.0,0.3,<0.01,0.10,0.048,0.003,0.656,0.00002,<0.001,0.0006,0.0115,0.0003,<0.0003
台北沿海海域(乙),淡水河口外4海浬處,乙,2009/11/9 上午 11:57:00,5134,1.0,28.8,25.3,34.2,8.1,7.7,7.7,114.1,<2.0,1.9,<0.01,<0.01,0.010,0.002,0.265,0.00001,<0.001,0.0003,0.0032,0.0002,<0.0003
台北沿海海域(乙),淡水河口外4海浬處,乙,2009/8/5 下午 12:52:00,5134,1.0,30.6,29.8,32.7,8.1,6.8,6.7,106.2,3.6,1.5,0.01,0.02,<0.003,0.001,0.065,0.00001,<0.001,0.0006,0.0080,0.0006,<0.0003
台北沿海海域(乙),淡水河口外4海浬處,乙,2009/5/9 下午 01:28:00,5134,1.0,31.0,25.4,34.0,8.1,6.9,6.8,100.1,2.4,0.1,<0.01,<0.01,0.017,<0.001,0.147,<0.00001,<0.001,0.0019,0.0084,0.0005,<0.0003
台北沿海海域(乙),淡水河口外4海浬處,乙,2009/2/3 下午 12:32:00,5134,1.0,20.5,17.5,33.2,8.1,7.6,7.6,97.4,3.3,0.2,0.14,0.11,0.068,0.016,0.746,0.00002,<0.001,0.0005,0.0065,<0.0001,<0.0003
台北沿海海域(乙),林口發電廠,乙,2009/11/10 上午 11:34:00,5135,1.0,25.1,24.3,33.8,8.1,6.8,6.9,97.0,6.2,2.0,0.04,0.10,0.041,0.018,0.627,0.00002,<0.001,0.0015,0.0032,0.0004,<0.0003
台北沿海海域(乙),林口發電廠,乙,2009/8/6 上午 06:18:00,5135,1.0,28.1,28.9,33.8,8.2,6.2,6.1,93.3,7.2,3.8,0.04,0.04,0.020,0.005,0.190,0.00002,<0.001,0.0006,0.0149,0.0001,<0.0003
台北沿海海域(乙),林口發電廠,乙,2009/5/10 上午 07:50:00,5135,1.0,23.6,23.7,34.5,8.2,7.8,7.8,111.5,4.7,3.9,<0.01,0.03,0.011,0.005,0.107,0.00002,<0.001,0.0012,0.0079,<0.0001,<0.0003
台北沿海海域(乙),林口發電廠,乙,2009/2/4 上午 07:40:00,5135,1.0,18.2,17.3,33.3,8.1,7.6,7.6,96.1,7.7,0.5,0.14,0.11,0.069,0.016,0.714,0.00003,<0.001,0.0011,0.0098,0.0004,<0.0003
台北沿海海域(乙),深澳發電廠,乙,2009/11/9 上午 08:38:00,5136,1.0,24.2,23.1,34.5,8.2,7.4,7.4,104.7,2.4,1.8,<0.01,<0.01,0.010,0.002,0.192,0.00002,<0.001,0.0003,0.0024,0.0002,<0.0003
台北沿海海域(乙),深澳發電廠,乙,2009/8/5 上午 08:58:00,5136,1.0,31.1,28.1,33.8,8.2,6.5,6.4,98.5,2.4,1.0,0.02,0.02,0.013,0.002,0.204,0.00002,<0.001,0.0006,0.0118,0.0002,<0.0003
台北沿海海域(乙),深澳發電廠,乙,2009/5/9 上午 08:53:00,5136,1.0,25.9,20.8,34.5,8.1,6.6,6.6,89.0,2.6,0.3,<0.01,0.04,0.031,0.004,0.392,0.00002,<0.001,0.0010,0.0138,0.0002,<0.0003
台北沿海海域(乙),深澳發電廠,乙,2009/2/3 上午 08:49:00,5136,1.0,17.7,18.6,35.3,8.1,6.7,6.7,88.7,<2.0,0.2,<0.01,0.10,0.048,0.004,0.682,0.00002,<0.001,0.0005,0.0112,<0.0001,<0.0003
桃園沿海海域,海湖電廠,乙,2009/11/10 上午 10:59:00,5137,1.0,24.9,24.5,33.8,8.1,6.6,6.6,96.0,6.8,1.0,0.09,0.14,0.056,0.018,0.649,0.00002,<0.001,0.0043,0.0056,0.0003,<0.0003
桃園沿海海域,海湖電廠,乙,2009/8/6 上午 06:49:00,5137,1.0,28.4,28.9,34.1,8.2,6.2,6.0,95.0,6.6,2.6,0.05,0.05,0.035,0.009,0.218,0.00001,<0.001,0.0012,0.0098,0.0001,<0.0003
桃園沿海海域,海湖電廠,乙,2009/5/10 上午 08:28:00,5137,1.0,24.5,23.7,34.5,8.3,8.2,8.2,117.4,5.0,3.8,<0.01,0.02,0.014,0.006,0.087,0.00001,<0.001,0.0020,0.0078,0.0003,<0.0003
桃園沿海海域,海湖電廠,乙,2009/2/4 上午 08:18:00,5137,1.0,18.1,17.2,33.5,8.1,7.9,7.9,99.4,19.7,0.3,0.36,0.41,0.083,0.051,0.811,0.00002,<0.001,0.0007,0.0123,0.0002,<0.0003
桃園沿海海域,新南崁溪口,乙,2009/11/10 上午 10:45:00,5138,1.0,24.7,24.8,33.1,8.1,6.5,6.3,92.0,7.9,1.2,0.28,0.20,0.061,0.025,0.822,0.00003,<0.001,0.0017,0.0014,0.0002,<0.0003
桃園沿海海域,新南崁溪口,乙,2009/8/6 上午 07:05:00,5138,1.0,28.6,29.0,34.1,8.2,6.1,5.9,93.4,9.4,4.1,0.06,0.06,0.033,0.005,0.237,0.00001,<0.001,0.0015,0.0083,0.0001,<0.0003
桃園沿海海域,新南崁溪口,乙,2009/5/10 上午 08:45:00,5138,1.0,24.7,23.6,34.4,8.2,8.7,8.7,124.1,5.5,3.4,<0.01,0.03,0.008,0.008,0.117,<0.00001,<0.001,0.0018,0.0083,0.0001,<0.0003
桃園沿海海域,新南崁溪口,乙,2009/2/4 上午 08:37:00,5138,1.0,18.2,17.2,32.9,8.1,7.9,7.8,98.9,17.9,0.4,0.32,0.27,0.120,0.035,0.939,0.00002,<0.001,0.0005,0.0120,0.0002,<0.0003
桃園沿海海域,沙崙中油卸油設施一,乙,2009/11/10 上午 10:28:00,5139,1.0,22.5,24.3,34.1,8.1,6.8,6.9,100.3,4.0,1.2,<0.01,0.05,0.018,0.013,0.354,0.00001,<0.001,0.0004,0.0014,0.0002,<0.0003
桃園沿海海域,沙崙中油卸油設施一,乙,2009/8/6 上午 07:24:00,5139,1.0,28.8,29.1,34.2,8.2,6.4,6.2,98.9,2.6,1.1,0.04,0.03,0.023,0.004,0.190,<0.00001,<0.001,0.0007,0.0073,0.0002,<0.0003
桃園沿海海域,沙崙中油卸油設施一,乙,2009/5/10 上午 09:05:00,5139,1.0,25.1,24.7,34.7,8.1,7.1,6.9,101.0,4.4,1.9,0.02,0.03,0.010,<0.001,0.130,0.00001,<0.001,0.0017,0.0075,0.0001,<0.0003
桃園沿海海域,沙崙中油卸油設施一,乙,2009/2/4 上午 09:05:00,5139,1.0,18.0,17.2,34.4,8.1,7.7,7.7,98.1,5.7,0.1,0.02,0.09,0.040,0.017,0.402,0.00004,<0.001,0.0005,0.0125,0.0002,<0.0003
桃園沿海海域,沙崙中油卸油設施二,乙,2009/11/10 上午 10:11:00,5140,1.0,22.5,24.4,34.1,8.1,7.0,7.1,103.2,3.1,0.9,<0.01,0.10,0.011,0.014,0.406,0.00001,<0.001,0.0007,0.0039,0.0002,<0.0003
桃園沿海海域,沙崙中油卸油設施二,乙,2009/8/6 上午 07:41:00,5140,1.0,28.8,29.3,34.2,8.2,6.5,6.3,100.2,2.8,1.5,0.08,0.03,0.020,0.006,0.222,0.00001,<0.001,0.0010,0.0077,0.0002,<0.0003
桃園沿海海域,沙崙中油卸油設施二,乙,2009/5/10 上午 09:19:00,5140,1.0,25.4,24.7,35.1,8.1,6.6,6.6,96.2,3.9,0.6,<0.01,0.01,0.016,0.003,0.186,<0.00001,<0.001,0.0008,0.0054,0.0001,<0.0003
桃園沿海海域,沙崙中油卸油設施二,乙,2009/2/4 上午 09:19:00,5140,1.0,18.2,17.3,34.5,8.1,7.6,7.6,97.4,6.7,0.2,0.01,0.09,0.039,0.018,0.389,0.00001,<0.001,0.0005,0.0101,0.0003,<0.0003
桃園沿海海域,觀音溪口,乙,2009/11/10 上午 09:31:00,5141,1.0,24.7,25.0,34.1,8.1,6.7,6.5,95.1,5.0,1.1,<0.01,0.10,0.039,0.014,0.428,0.00021,<0.001,0.0008,0.0032,0.0002,<0.0003
桃園沿海海域,觀音溪口,乙,2009/8/6 上午 08:28:00,5141,1.0,29.0,29.9,34.3,8.1,6.0,5.8,94.0,5.0,1.2,0.03,0.06,0.034,0.001,0.209,0.00001,<0.001,0.0008,0.0106,0.0001,<0.0003
桃園沿海海域,觀音溪口,乙,2009/5/10 上午 09:55:00,5141,1.0,25.6,24.9,34.8,8.2,6.7,6.6,97.6,4.1,2.3,<0.01,0.08,0.016,0.003,0.157,0.00001,<0.001,0.0019,0.0065,0.0002,<0.0003
桃園沿海海域,觀音溪口,乙,2009/2/4 上午 10:05:00,5141,1.0,18.1,17.4,34.2,8.1,7.7,7.7,96.9,28.8,0.2,0.04,0.13,0.052,0.015,0.470,0.00002,<0.001,0.0006,0.0095,0.0002,<0.0003
新竹香山沿海海域,頭前溪口南側,乙,2009/11/10 上午 07:11:00,5142,1.0,24.5,25.3,34.5,8.2,6.6,6.7,99.4,5.3,4.2,0.01,0.02,0.031,0.014,0.258,0.00003,<0.001,<0.0001,0.0025,0.0002,<0.0003
新竹香山沿海海域,頭前溪口南側,乙,2009/8/6 上午 10:03:00,5142,1.0,29.7,29.9,33.9,8.2,7.1,6.9,110.8,5.0,9.4,<0.01,0.01,0.008,0.002,0.131,0.00001,<0.001,0.0004,0.0046,0.0001,<0.0003
新竹香山沿海海域,頭前溪口南側,乙,2009/5/10 下午 12:14:00,5142,1.0,29.4,26.2,34.6,8.2,8.2,8.1,121.4,7.6,3.4,<0.01,0.02,0.014,<0.001,0.157,<0.00001,<0.001,0.0015,0.0066,0.0002,<0.0003
新竹香山沿海海域,頭前溪口南側,乙,2009/2/4 下午 12:10:00,5142,1.0,18.2,17.9,34.6,8.1,7.8,7.7,99.2,43.1,0.6,0.03,0.11,0.056,0.015,0.463,0.00002,<0.001,0.0007,0.0099,0.0001,<0.0003
新竹香山沿海海域,鳳山溪北側,乙,2009/11/10 上午 07:26:00,5143,1.0,24.7,25.3,34.5,8.2,6.7,6.8,100.4,6.0,2.6,<0.01,0.01,0.026,0.012,0.258,0.00001,<0.001,0.0005,0.0032,0.0003,<0.0003
新竹香山沿海海域,鳳山溪北側,乙,2009/8/6 上午 10:15:00,5143,1.0,29.5,29.9,33.8,8.1,6.8,6.7,106.7,5.6,8.6,0.01,0.02,0.018,0.001,0.222,0.00002,<0.001,0.0004,0.0045,0.0001,<0.0003
新竹香山沿海海域,鳳山溪北側,乙,2009/5/10 上午 11:58:00,5143,1.0,29.1,26.1,34.6,8.2,8.2,8.0,120.3,7.1,2.6,<0.01,0.01,0.012,0.003,0.147,0.00002,<0.001,0.0019,0.0092,0.0009,<0.0003
新竹香山沿海海域,鳳山溪北側,乙,2009/2/4 上午 11:55:00,5143,1.0,18.3,17.8,34.7,8.1,7.7,7.7,99.8,12.1,0.8,0.02,0.09,0.044,0.015,0.383,0.00002,<0.001,0.0007,0.0086,0.0001,<0.0003
新竹香山沿海海域,客雅溪河口外4海浬處,乙,2009/11/10 上午 07:45:00,5144,1.0,24.6,24.5,34.4,8.2,6.6,6.7,98.1,3.0,1.0,<0.01,<0.01,0.047,0.003,0.166,<0.00001,<0.001,0.0010,0.0025,0.0004,<0.0003
新竹香山沿海海域,客雅溪河口外4海浬處,乙,2009/8/6 上午 09:48:00,5144,1.0,29.4,29.5,33.2,8.2,7.8,7.6,119.8,2.4,8.9,0.01,0.01,0.008,0.001,0.056,0.00001,<0.001,0.0004,0.0078,0.0004,<0.0003
新竹香山沿海海域,客雅溪河口外4海浬處,乙,2009/5/10 上午 11:35:00,5144,1.0,28.0,25.8,34.8,8.2,6.8,6.7,100.0,2.7,0.4,<0.01,0.01,0.014,<0.001,0.120,<0.00001,<0.001,0.0008,0.0069,0.0002,<0.0003
新竹香山沿海海域,客雅溪河口外4海浬處,乙,2009/2/4 上午 11:30:00,5144,1.0,18.4,17.7,35.2,8.1,7.6,7.5,99.3,3.5,0.3,0.01,0.04,0.024,0.008,0.258,0.00001,<0.001,0.0003,0.0039,<0.0001,<0.0003
新竹香山沿海海域,紅毛港外,乙,2009/11/10 上午 08:21:00,5145,1.0,24.7,24.3,34.6,8.1,6.6,6.8,99.4,2.8,1.3,<0.01,<0.01,0.026,0.010,0.203,0.00002,<0.001,0.0004,0.0033,0.0004,<0.0003
新竹香山沿海海域,紅毛港外,乙,2009/8/6 上午 09:14:00,5145,1.0,29.2,30.2,33.8,8.1,6.3,6.1,98.1,4.2,3.1,0.01,0.02,0.016,<0.001,0.156,0.00001,<0.001,0.0006,0.0069,0.0002,<0.0003
新竹香山沿海海域,紅毛港外,乙,2009/5/10 上午 10:50:00,5145,1.0,26.4,25.8,34.8,8.2,7.5,7.5,111.3,3.6,0.9,0.01,0.02,0.010,<0.001,0.110,0.00001,<0.001,0.0009,0.0077,0.0002,<0.0003
新竹香山沿海海域,紅毛港外,乙,2009/2/4 上午 11:01:00,5145,1.0,18.3,17.6,34.3,8.1,7.6,7.6,96.6,37.2,0.4,0.03,0.11,0.047,0.016,0.425,0.00001,<0.001,0.0007,0.0087,0.0001,<0.0003
宜蘭蘇澳沿海海域    ,龜山島,甲,2009/10/29 上午 10:22:00,5146,1.0,27.7,25.4,33.1,8.2,7.6,7.4,104.3,9.4,0.4,<0.01,<0.01,0.024,0.003,0.083,0.00002,<0.001,0.0005,0.0060,0.0004,<0.0003
宜蘭蘇澳沿海海域    ,龜山島,甲,2009/8/14 上午 10:15:00,5146,1.0,30.2,27.9,33.6,8.1,6.9,6.7,101.5,<2.0,0.3,0.07,<0.01,0.010,0.002,0.336,0.00002,<0.001,0.0003,0.0056,0.0004,<0.0003
宜蘭蘇澳沿海海域    ,龜山島,甲,2009/5/15 上午 11:30:00,5146,1.0,29.5,25.3,33.9,8.1,6.9,7.0,102.7,3.2,<0.1,<0.01,<0.01,0.025,<0.001,0.138,0.00002,<0.001,0.0007,0.0113,0.0003,<0.0003
宜蘭蘇澳沿海海域    ,龜山島,甲,2009/2/11 上午 10:50:00,5146,1.0,23.1,21.4,33.1,8.1,7.0,6.8,92.5,2.6,0.2,0.03,0.04,0.007,0.004,0.424,0.00002,<0.001,0.0004,0.0057,<0.0001,<0.0003
宜蘭蘇澳沿海海域    ,得子口溪口,甲,2009/10/29 上午 10:00:00,5147,1.0,27.5,25.3,28.6,8.1,7.1,6.9,98.7,10.6,0.5,0.05,0.10,0.050,0.011,1.52,0.00002,<0.001,0.0015,0.0064,0.0001,<0.0003
宜蘭蘇澳沿海海域    ,得子口溪口,甲,2009/8/14 上午 09:48:00,5147,1.0,29.9,28.3,32.3,8.1,6.8,6.6,99.8,3.6,0.6,0.09,0.04,0.041,0.006,1.05,0.00002,<0.001,0.0004,0.0065,0.0002,<0.0003
宜蘭蘇澳沿海海域    ,得子口溪口,甲,2009/5/15 上午 10:53:00,5147,1.0,29.0,24.7,33.7,8.2,7.2,7.0,102.1,5.2,<0.1,<0.01,<0.01,0.017,<0.001,0.087,<0.00001,<0.001,0.0010,0.0133,0.0003,<0.0003
宜蘭蘇澳沿海海域    ,得子口溪口,甲,2009/2/11 上午 10:27:00,5147,1.0,22.8,21.4,33.1,8.1,7.0,6.7,92.0,2.5,0.3,0.03,0.04,0.020,0.002,0.458,0.00001,<0.001,0.0004,0.0064,0.0002,<0.0003
