採樣分區,測站名稱,水體分類等級,採樣日期,測站編號,採樣深度,氣溫,水溫,鹽度,酸鹼值,溶氧(滴定法),溶氧(電極法),溶氧飽和度,懸浮固體,葉綠素a,氨氮,硝酸鹽氮,正磷酸鹽,亞硝酸鹽氮,矽酸鹽,鎘,鉻,銅,鋅,鉛,汞,備註
,,,,,m,℃,℃,psu,,mg/L,mg/L,%,mg/L,μg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L
台北沿海海域(乙),八里污水廠外海二,乙,2012/10/26 下午 12:55:00,5131,1.0,23.3,24.8,33.6,8.1,--,7.0,100.6,3.5,2.3,0.02,0.05,0.036,0.016,0.313,0.00002,<0.001,0.0017,0.0048,0.0011,<0.0003
台北沿海海域(乙),八里污水廠外海二,乙,2012/9/3 下午 12:20:00,5131,1.0,33.2,28.7,33.2,8.1,--,6.3,97.4,8.1,1.1,0.03,0.03,0.046,0.018,0.373,<0.00001,<0.001,0.0003,0.0021,0.0001,<0.0003
台北沿海海域(乙),八里污水廠外海二,乙,2012/5/8 下午 12:41:00,5131,1.0,27.9,26.3,33.8,8.1,--,5.6,83.6,9.0,1.2,0.04,0.05,0.034,0.004,0.363,<0.00001,<0.001,0.0006,0.0024,0.0002,<0.0003
台北沿海海域(乙),八里污水廠外海二,乙,2012/2/10 下午 12:50:00,5131,1.0,18.0,16.3,34.2,8.1,--,8.0,100.6,9.6,1.0,0.04,0.13,0.047,0.007,0.674,0.00006,<0.001,0.0010,0.0062,0.0006,<0.0003
台北沿海海域(乙),林口發電廠外海,乙,2012/10/27 上午 07:31:00,5132,1.0,24.9,24.6,33.3,8.1,--,6.9,99.7,5.9,5.1,<0.01,0.06,0.033,0.019,0.230,0.00002,<0.001,0.0009,0.0048,0.0002,<0.0003
台北沿海海域(乙),林口發電廠外海,乙,2012/9/4 上午 07:59:00,5132,1.0,26.4,28.3,32.9,8.1,--,6.0,88.1,6.9,0.7,0.06,0.07,0.050,0.023,0.493,0.00002,<0.001,0.0010,0.0044,0.0003,<0.0003
台北沿海海域(乙),林口發電廠外海,乙,2012/5/9 上午 07:37:00,5132,1.0,26.6,26.5,33.4,8.1,--,6.2,92.1,6.8,1.7,0.12,0.07,0.067,0.008,0.440,0.00002,<0.001,0.0016,0.0059,0.0002,<0.0003
台北沿海海域(乙),林口發電廠外海,乙,2012/2/11 上午 08:06:00,5132,1.0,16.3,16.0,33.8,8.1,--,7.6,93.6,19.7,0.5,0.08,0.17,0.070,0.011,0.879,0.00004,<0.001,0.0010,0.0054,0.0001,<0.0003
台北沿海海域(乙),深澳發電廠外海,乙,2012/10/26 上午 08:28:00,5133,1.0,23.8,22.7,34.1,8.1,--,6.4,89.4,3.4,1.8,<0.01,0.06,0.044,0.005,0.415,0.00001,<0.001,0.0004,0.0021,0.0003,<0.0003
台北沿海海域(乙),深澳發電廠外海,乙,2012/9/3 上午 08:41:00,5133,1.0,30.2,26.3,33.9,8.2,--,6.1,90.3,5.0,0.7,0.01,0.02,0.026,0.008,0.285,0.00002,<0.001,0.0025,0.0041,0.0004,<0.0003
台北沿海海域(乙),深澳發電廠外海,乙,2012/5/8 上午 08:54:00,5133,1.0,25.1,23.9,34.7,8.1,--,6.0,87.1,2.1,0.8,0.02,0.04,0.020,0.004,0.341,0.00002,<0.001,0.0012,0.0051,0.0005,<0.0003
台北沿海海域(乙),深澳發電廠外海,乙,2012/2/10 上午 09:21:00,5133,1.0,18.5,17.9,34.4,8.1,--,6.9,87.7,3.5,0.2,0.05,0.13,0.022,0.001,0.876,0.00005,<0.001,0.0023,0.0118,0.0002,<0.0003
台北沿海海域(乙),淡水河口外4海浬處,乙,2012/10/26 下午 01:20:00,5134,1.0,23.3,24.8,33.7,8.1,--,7.0,101.0,5.6,1.2,0.06,0.04,0.044,0.015,0.298,0.00002,<0.001,0.0007,0.0037,0.0006,<0.0003
台北沿海海域(乙),淡水河口外4海浬處,乙,2012/9/3 下午 12:44:00,5134,1.0,33.2,28.7,32.9,8.1,--,7.0,107.3,4.4,3.7,0.02,0.04,0.039,0.013,0.526,<0.00001,<0.001,0.0008,0.0037,0.0003,<0.0003
台北沿海海域(乙),淡水河口外4海浬處,乙,2012/5/8 下午 01:24:00,5134,1.0,28.1,26.3,33.8,8.1,--,4.6,68.1,3.6,0.8,0.01,0.03,0.027,0.003,0.292,0.00002,<0.001,0.0007,0.0025,0.0004,<0.0003
台北沿海海域(乙),淡水河口外4海浬處,乙,2012/2/10 下午 01:22:00,5134,1.0,17.9,16.5,34.4,8.1,--,8.0,100.4,7.0,0.5,0.01,0.13,0.050,0.006,0.665,0.00003,<0.001,0.0009,0.0055,0.0001,<0.0003
台北沿海海域(乙),林口發電廠,乙,2012/10/27 上午 07:02:00,5135,1.0,24.8,24.5,33.3,8.1,--,6.7,95.9,7.6,3.3,0.03,0.06,0.041,0.021,0.326,0.00002,<0.001,0.0017,0.0064,0.0003,<0.0003
台北沿海海域(乙),林口發電廠,乙,2012/9/4 上午 07:43:00,5135,1.0,26.4,28.3,32.9,8.1,--,5.8,89.3,9.4,1.4,0.04,0.05,0.060,0.023,0.472,0.00001,<0.001,0.0007,0.0036,0.0002,<0.0003
台北沿海海域(乙),林口發電廠,乙,2012/5/9 上午 07:10:00,5135,1.0,26.6,26.4,33.4,8.0,--,6.3,93.4,9.2,1.8,0.08,0.07,0.066,0.007,0.464,0.00002,<0.001,0.0021,0.0100,0.0004,<0.0003
台北沿海海域(乙),林口發電廠,乙,2012/2/11 上午 07:47:00,5135,1.0,16.4,16.0,33.7,8.1,--,7.9,95.9,25.1,0.4,0.09,0.15,0.060,0.012,0.900,0.00002,<0.001,0.0013,0.0072,0.0001,<0.0003
台北沿海海域(乙),深澳發電廠,乙,2012/10/26 上午 08:45:00,5136,1.0,23.8,23.6,33.7,8.1,--,6.8,96.1,2.9,1.9,0.07,0.04,0.035,0.004,0.381,0.00002,<0.001,0.0006,0.0033,0.0003,<0.0003
台北沿海海域(乙),深澳發電廠,乙,2012/9/3 上午 08:59:00,5136,1.0,30.1,26.6,33.8,8.1,--,5.9,88.0,4.4,1.6,0.04,0.02,0.007,0.004,0.273,<0.00001,<0.001,0.0006,0.0034,0.0002,<0.0003
台北沿海海域(乙),深澳發電廠,乙,2012/5/8 上午 09:17:00,5136,1.0,25.2,23.9,34.3,8.1,--,6.0,85.4,2.1,0.4,0.05,0.06,0.022,0.003,0.455,0.00001,<0.001,0.0014,0.0041,0.0003,<0.0003
台北沿海海域(乙),深澳發電廠,乙,2012/2/10 上午 09:43:00,5136,1.0,18.8,18.0,34.9,8.1,--,6.8,87.8,3.2,0.3,0.06,0.13,0.045,0.001,0.714,0.00002,<0.001,0.0006,0.0056,0.0001,<0.0003
桃園沿海海域,海湖電廠,乙,2012/10/27 上午 07:50:00,5137,1.0,24.9,24.5,33.2,8.0,--,6.7,95.2,6.0,3.9,0.03,0.06,0.038,0.020,0.255,0.00002,<0.001,0.0012,0.0035,0.0002,<0.0003
桃園沿海海域,海湖電廠,乙,2012/9/4 上午 08:20:00,5137,1.0,26.8,28.3,32.9,8.1,--,5.8,89.5,27.5,1.2,0.05,0.06,0.070,0.023,0.472,0.00001,<0.001,0.0012,0.0040,0.0001,<0.0003
桃園沿海海域,海湖電廠,乙,2012/5/9 上午 08:01:00,5137,1.0,26.7,26.8,33.3,8.1,--,6.0,90.9,12.1,1.9,0.13,0.14,0.075,0.013,0.501,0.00002,<0.001,0.0018,0.0067,0.0002,<0.0003
桃園沿海海域,海湖電廠,乙,2012/2/11 上午 08:27:00,5137,1.0,16.3,16.0,33.8,8.1,--,7.7,94.0,38.3,1.1,0.09,0.17,0.068,0.012,0.910,0.00002,<0.001,0.0011,0.0057,<0.0001,<0.0003
桃園沿海海域,新南崁溪口,乙,2012/10/27 上午 08:08:00,5138,1.0,25.0,24.5,33.2,8.0,--,6.8,96.6,6.1,4.6,0.03,0.06,0.032,0.020,0.255,0.00002,<0.001,0.0006,0.0036,0.0001,<0.0003
桃園沿海海域,新南崁溪口,乙,2012/9/4 上午 08:37:00,5138,1.0,26.9,28.3,32.9,8.1,--,5.9,90.0,29.5,1.0,0.07,0.07,0.058,0.023,0.502,0.00001,<0.001,0.0009,0.0033,<0.0001,<0.0003
桃園沿海海域,新南崁溪口,乙,2012/5/9 上午 08:24:00,5138,1.0,26.6,26.6,33.3,8.1,--,6.1,91.2,28.8,1.9,0.11,0.10,0.067,0.011,0.482,0.00002,<0.001,0.0027,0.0082,0.0001,<0.0003
桃園沿海海域,新南崁溪口,乙,2012/2/11 上午 08:49:00,5138,1.0,16.3,16.0,33.8,8.1,--,7.8,95.1,27.9,0.7,0.07,0.16,0.064,0.012,0.891,0.00003,<0.001,0.0008,0.0052,<0.0001,<0.0003
桃園沿海海域,沙崙中油卸油設施一,乙,2012/10/27 上午 08:25:00,5139,1.0,25.2,24.6,33.1,8.1,--,6.9,99.0,5.5,4.3,0.03,0.08,0.035,0.022,0.258,0.00002,<0.001,0.0012,0.0045,0.0002,<0.0003
桃園沿海海域,沙崙中油卸油設施一,乙,2012/9/4 上午 08:59:00,5139,1.0,26.8,28.3,33.1,8.2,--,6.1,92.7,11.2,1.1,0.05,0.05,0.031,0.019,0.379,0.00001,<0.001,0.0011,0.0058,0.0001,<0.0003
桃園沿海海域,沙崙中油卸油設施一,乙,2012/5/9 上午 08:58:00,5139,1.0,26.7,26.5,33.4,8.1,--,6.0,90.4,9.2,0.7,0.14,0.11,0.073,0.017,0.513,0.00002,<0.001,0.0020,0.0075,0.0002,<0.0003
桃園沿海海域,沙崙中油卸油設施一,乙,2012/2/11 上午 09:12:00,5139,1.0,16.2,15.9,34.2,8.1,--,7.9,96.5,48.0,0.7,0.06,0.17,0.056,0.011,0.724,0.00004,<0.001,0.0013,0.0082,<0.0001,<0.0003
桃園沿海海域,沙崙中油卸油設施二,乙,2012/10/27 上午 08:42:00,5140,1.0,25.1,24.6,33.2,8.1,--,6.9,98.4,5.1,3.0,0.02,0.08,0.035,0.021,0.338,0.00002,<0.001,0.0012,0.0049,0.0002,<0.0003
桃園沿海海域,沙崙中油卸油設施二,乙,2012/9/4 上午 09:13:00,5140,1.0,27.2,28.3,33.1,8.2,--,6.1,93.8,10.0,1.4,0.06,0.06,0.047,0.018,0.379,0.00001,<0.001,0.0007,0.0039,0.0001,<0.0003
桃園沿海海域,沙崙中油卸油設施二,乙,2012/5/9 上午 09:19:00,5140,1.0,26.7,26.5,33.6,8.1,--,6.2,93.0,8.3,0.7,0.10,0.10,0.081,0.013,0.436,0.00002,<0.001,0.0022,0.0064,0.0001,<0.0003
桃園沿海海域,沙崙中油卸油設施二,乙,2012/2/11 上午 09:33:00,5140,1.0,16.2,15.9,34.2,8.1,--,7.9,96.7,43.4,0.7,0.06,0.17,0.060,0.011,0.739,0.00014,<0.001,0.0012,0.0082,0.0002,<0.0003
桃園沿海海域,觀音溪口,乙,2012/10/27 上午 09:40:00,5141,1.0,25.8,25.1,33.5,8.1,--,6.4,92.2,8.7,1.4,0.03,0.08,0.040,0.014,0.307,0.00001,<0.001,0.0009,0.0032,0.0001,<0.0003
桃園沿海海域,觀音溪口,乙,2012/9/4 上午 09:49:00,5141,1.0,31.8,29.0,32.9,8.1,--,5.8,90.3,9.5,1.0,0.06,0.08,0.045,0.018,0.439,0.00001,<0.001,0.0009,0.0039,0.0001,<0.0003
桃園沿海海域,觀音溪口,乙,2012/5/9 上午 10:01:00,5141,1.0,27.3,27.0,33.9,8.1,--,6.4,95.9,10.7,1.0,0.02,0.02,0.044,0.002,0.212,0.00001,<0.001,0.0081,0.0060,0.0014,<0.0003
桃園沿海海域,觀音溪口,乙,2012/2/11 上午 10:20:00,5141,1.0,15.8,15.6,33.5,8.1,--,8.3,100.9,131,1.1,0.11,0.29,0.075,0.019,0.993,0.00004,<0.001,0.0012,0.0158,<0.0001,<0.0003
新竹香山沿海海域,頭前溪口南側,乙,2012/10/27 上午 11:33:00,5142,1.0,27.4,26.7,34.1,8.1,--,6.9,102.5,9.8,6.7,<0.01,0.01,0.034,0.005,0.224,0.00001,<0.001,0.0004,0.0023,0.0001,0.0003
新竹香山沿海海域,頭前溪口南側,乙,2012/9/4 下午 12:06:00,5142,1.0,33.0,29.0,32.8,8.2,--,8.0,123.2,6.5,5.1,<0.01,<0.01,0.022,0.001,0.207,<0.00001,<0.001,0.0004,0.0037,0.0001,<0.0003
新竹香山沿海海域,頭前溪口南側,乙,2012/5/9 上午 11:45:00,5142,1.0,27.4,27.2,34.0,8.1,--,6.8,102.7,5.4,1.6,0.01,<0.01,0.027,<0.001,0.087,0.00002,<0.001,0.0006,0.0046,0.0002,<0.0003
新竹香山沿海海域,頭前溪口南側,乙,2012/2/11 下午 12:21:00,5142,1.0,15.7,15.5,34.0,8.1,--,8.1,98.4,116,1.3,0.04,0.19,0.063,0.010,0.755,0.00002,<0.001,0.0014,0.0071,<0.0001,<0.0003
新竹香山沿海海域,鳳山溪北側,乙,2012/10/27 上午 11:18:00,5143,1.0,27.4,26.8,34.2,8.2,--,6.9,102.9,8.0,4.1,<0.01,0.01,0.028,0.004,0.196,0.00001,<0.001,0.0004,0.0042,0.0002,<0.0003
新竹香山沿海海域,鳳山溪北側,乙,2012/9/4 上午 11:51:00,5143,1.0,32.8,28.9,32.8,8.2,--,8.1,126.3,7.2,3.6,0.01,<0.01,0.013,<0.001,0.174,<0.00001,<0.001,0.0006,0.0027,0.0002,<0.0003
新竹香山沿海海域,鳳山溪北側,乙,2012/5/9 上午 11:24:00,5143,1.0,27.5,27.3,34.0,8.1,--,6.8,102.4,4.4,1.6,<0.01,<0.01,0.014,<0.001,0.102,0.00001,<0.001,0.0007,0.0045,0.0003,<0.0003
新竹香山沿海海域,鳳山溪北側,乙,2012/2/11 下午 12:01:00,5143,1.0,15.8,15.5,34.0,8.1,--,8.1,98.5,78.0,1.0,0.02,0.17,0.054,0.010,0.690,0.00002,<0.001,0.0008,0.0047,<0.0001,<0.0003
新竹香山沿海海域,客雅溪河口外4海浬處,乙,2012/10/27 上午 11:00:00,5144,1.0,27.5,27.0,34.3,8.2,--,6.6,99.5,6.2,1.8,<0.01,0.02,0.030,0.003,0.520,0.00095,<0.001,0.0046,0.0048,0.0002,<0.0003
新竹香山沿海海域,客雅溪河口外4海浬處,乙,2012/9/4 上午 11:24:00,5144,1.0,32.4,29.5,32.4,8.2,--,9.0,142.7,3.1,4.4,<0.01,<0.01,0.022,<0.001,0.162,0.00001,<0.001,0.0004,0.0028,0.0003,<0.0003
新竹香山沿海海域,客雅溪河口外4海浬處,乙,2012/5/9 上午 10:59:00,5144,1.0,27.2,27.0,34.2,8.1,--,6.7,101.7,3.0,0.9,<0.01,<0.01,0.017,<0.001,0.096,0.00001,<0.001,0.0008,0.0054,0.0003,<0.0003
新竹香山沿海海域,客雅溪河口外4海浬處,乙,2012/2/11 上午 11:37:00,5144,1.0,15.3,15.2,34.2,8.1,--,8.2,99.8,9.6,0.5,<0.01,0.12,0.039,0.005,0.556,0.00002,<0.001,0.0005,0.0067,0.0002,<0.0003
新竹香山沿海海域,紅毛港外,乙,2012/10/27 上午 10:45:00,5145,1.0,26.1,25.6,33.7,8.1,--,6.7,97.7,9.8,4.3,<0.01,0.03,0.035,0.006,0.205,0.00002,<0.001,0.0007,0.0036,0.0003,<0.0003
新竹香山沿海海域,紅毛港外,乙,2012/9/4 上午 10:29:00,5145,1.0,32.0,29.0,32.6,8.1,--,7.0,107.6,5.0,3.9,0.03,0.03,0.027,0.005,0.330,<0.00001,<0.001,0.0005,0.0026,0.0003,<0.0003
新竹香山沿海海域,紅毛港外,乙,2012/5/9 上午 10:33:00,5145,1.0,27.3,27.1,33.5,8.1,--,6.9,104.3,7.3,5.2,0.01,0.01,0.029,<0.001,0.157,0.00002,<0.001,0.0018,0.0110,0.0002,<0.0003
新竹香山沿海海域,紅毛港外,乙,2012/2/11 上午 11:01:00,5145,1.0,15.7,15.6,33.8,8.1,--,8.1,99.1,126,1.4,0.05,0.21,0.063,0.011,0.758,0.00003,<0.001,0.0023,0.0107,0.0001,<0.0003
宜蘭蘇澳沿海海域    ,龜山島,甲,2012/11/4 上午 10:10:00,5146,1.0,28.5,23.1,33.5,8.1,--,6.7,93.3,5.4,0.4,<0.01,0.05,0.036,0.009,0.521,<0.00001,<0.001,0.0002,0.0023,0.0010,<0.0003
宜蘭蘇澳沿海海域    ,龜山島,甲,2012/8/31 上午 10:13:00,5146,1.0,29.8,27.1,33.2,8.2,--,6.6,99.8,2.2,0.6,0.03,<0.01,0.019,0.002,0.326,<0.00001,<0.001,0.0003,0.0030,0.0004,<0.0003
宜蘭蘇澳沿海海域    ,龜山島,甲,2012/5/24 上午 10:41:00,5146,1.0,25.9,27.5,34.0,8.1,--,6.7,99.6,3.2,0.8,0.02,0.12,0.004,0.002,0.187,0.00001,<0.001,0.0005,0.0154,0.0009,<0.0003
宜蘭蘇澳沿海海域    ,龜山島,甲,2012/2/23 上午 10:43:00,5146,1.0,25.4,23.0,32.5,8.2,--,6.3,88.1,2.8,0.3,<0.01,0.04,0.030,0.004,0.471,0.00002,<0.001,0.0003,0.0187,0.0001,<0.0003
宜蘭蘇澳沿海海域    ,得子口溪口,甲,2012/11/4 上午 10:55:00,5147,1.0,28.4,22.6,32.7,8.1,--,7.0,97.6,4.4,0.6,0.03,0.06,0.049,0.015,0.666,<0.00001,<0.001,0.0001,0.0017,0.0001,<0.0003
宜蘭蘇澳沿海海域    ,得子口溪口,甲,2012/8/31 上午 09:37:00,5147,1.0,29.8,27.5,33.3,8.2,--,6.5,99.3,<2.0,1.0,<0.01,<0.01,0.017,0.003,0.313,0.00001,<0.001,0.0007,0.0054,0.0012,<0.0003
宜蘭蘇澳沿海海域    ,得子口溪口,甲,2012/5/24 上午 10:06:00,5147,1.0,25.6,27.2,33.5,8.2,--,6.8,101.3,<2.0,<0.1,<0.01,0.08,0.007,0.001,0.313,0.00001,<0.001,0.0003,0.0129,0.0007,<0.0003
宜蘭蘇澳沿海海域    ,得子口溪口,甲,2012/2/23 上午 10:10:00,5147,1.0,25.3,21.0,31.9,8.1,--,6.9,93.6,2.8,0.3,0.02,0.13,0.045,0.005,0.754,0.00002,<0.001,0.0008,0.0078,0.0001,0.0008
宜蘭蘇澳沿海海域    ,蘭陽溪口,甲,2012/11/4 上午 09:20:00,5148,1.0,27.8,23.0,33.5,8.1,--,6.5,90.7,7.6,0.3,0.04,0.07,0.058,0.014,0.707,<0.00001,<0.001,0.0002,0.0040,0.0014,<0.0003
宜蘭蘇澳沿海海域    ,蘭陽溪口,甲,2012/8/31 上午 08:30:00,5148,1.0,29.1,26.4,32.8,8.2,--,6.3,94.7,3.6,0.8,<0.01,0.03,0.049,0.005,0.482,0.00001,<0.001,0.0003,0.0073,0.0007,0.0004
