採樣分區,測站名稱,水體分類等級,採樣日期,測站編號,水溫,酸鹼值,濁度,氣溫,溶氧(電極法),氨氮,硝酸鹽氮,亞硝酸鹽氮,鹽度,矽酸鹽,溶氧(滴定法),溶氧飽和度,正磷酸鹽,大腸桿菌群,腸球菌群,備註
,,,,,℃,,NTU,℃,mg/L,mg/L,mg/L,mg/L,psu,mg/L,mg/L,%,mg/L,CFU/100mL,MPN/100mL
通霄海水浴場,通霄海水浴場左,乙,2006/8/28 上午 10:25:00,6041,32.0,8.2,20,29.7,6.2,0.03,0.02,0.001,33.3,0.39,6.9,--,<0.004,<10,20
福隆海水浴場,福隆海水浴場右,乙,2006/8/28 上午 09:32:00,6013,28.1,8.1,4.8,30.0,6.2,0.05,0.06,0.003,32.7,1.16,6.3,--,0.020,1300,53
旗津海水浴場,旗津海水浴場右,乙,2006/8/28 上午 09:24:00,6083,30.9,8.2,8.5,34.6,6.6,<0.02,0.02,<0.001,32.5,0.20,6.6,--,0.050,35,10
福隆海水浴場,福隆海水浴場中,乙,2006/8/28 上午 09:16:00,6012,28.0,8.1,14.3,29.9,6.4,0.06,0.04,0.002,34.2,0.37,6.4,--,0.025,160,20
旗津海水浴場,旗津海水浴場中,乙,2006/8/28 上午 09:11:00,6082,30.6,8.2,7.5,34.6,6.5,<0.02,<0.01,<0.001,32.4,0.16,6.6,--,0.067,40,<10
大安海水浴場,大安海水浴場右,乙,2006/8/28 上午 09:05:00,6053,31.6,8.3,20,34.3,6.3,0.03,0.01,<0.001,33.5,0.22,6.9,--,<0.004,<10,31
福隆海水浴場,福隆海水浴場左,乙,2006/8/28 上午 09:00:00,6011,27.7,8.0,5.0,29.7,6.3,0.03,0.05,0.002,34.2,0.33,6.6,--,0.028,70,10
旗津海水浴場,旗津海水浴場左,乙,2006/8/28 上午 09:00:00,6081,30.5,8.2,11.0,34.6,6.5,<0.02,<0.01,<0.001,32.2,0.19,6.5,--,0.041,<10,10
大安海水浴場,大安海水浴場中,乙,2006/8/28 上午 08:50:00,6052,30.8,8.3,16,34.1,6.3,0.02,0.02,<0.001,33.3,0.39,7.0,--,<0.004,10,10
大安海水浴場,大安海水浴場左,乙,2006/8/28 上午 08:45:00,6051,30.9,8.3,17,33.5,6.2,0.03,0.02,<0.001,33.4,0.36,6.6,--,<0.004,10,10
通霄海水浴場,通霄海水浴場右,乙,2006/8/28 上午 08:40:00,6043,31.9,8.3,6,30.0,6.3,0.04,0.02,0.001,33.2,0.17,7.3,--,<0.004,<10,<10
馬沙溝海水浴場,馬沙溝海水浴場右,甲,2006/8/28 上午 06:56:00,6063,29.2,8.2,1.9,28.5,6.4,<0.02,<0.01,<0.001,33.5,0.09,6.4,--,0.083,<10,<10
馬沙溝海水浴場,馬沙溝海水浴場中,甲,2006/8/28 上午 06:43:00,6062,29.2,8.2,1.2,28.5,6.3,<0.02,<0.01,0.001,33.5,0.08,6.4,--,0.032,<10,10
馬沙溝海水浴場,馬沙溝海水浴場左,甲,2006/8/28 上午 06:30:00,6061,28.9,8.2,1.8,28.5,6.3,<0.02,<0.01,<0.001,33.6,0.07,6.3,--,0.028,<10,<10
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域右,甲,2006/8/28 上午 06:27:00,6093,27.4,8.2,5.2,32.6,6.5,<0.02,0.02,<0.001,33.7,0.07,6.6,--,0.023,340,10
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域中,甲,2006/8/28 上午 06:13:00,6092,27.4,8.2,0.7,32.6,6.5,<0.02,0.02,<0.001,34.0,0.11,6.5,--,0.020,170,<10
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域左,甲,2006/8/28 上午 06:00:00,6091,27.4,8.2,0.8,32.6,6.4,<0.02,<0.01,<0.001,34.2,0.12,6.5,--,0.024,210,20
崎頂海水浴場,崎頂海水浴場右,乙,2006/8/14 下午 12:40:00,6033,31.9,8.4,17,32.2,6.0,0.03,0.01,<0.001,33.4,0.16,6.3,--,0.005,<10,10
崎頂海水浴場,崎頂海水浴場中,乙,2006/8/14 下午 12:30:00,6032,31.7,8.4,16,32.2,6.2,0.06,0.01,<0.001,33.3,0.13,6.6,--,0.005,<10,10
崎頂海水浴場,崎頂海水浴場左,乙,2006/8/14 下午 12:20:00,6031,31.8,8.4,13,32.2,6.2,0.06,0.01,<0.001,33.3,0.19,6.8,--,0.005,10,20
新金山海水浴場,新金山海水浴場右,乙,2006/8/14 下午 12:00:00,6023,28.2,8.1,4.4,33.3,6.8,0.06,0.04,0.004,33.2,1.83,6.8,--,0.024,<10,10
新金山海水浴場,新金山海水浴場中,乙,2006/8/14 上午 11:45:00,6022,28.5,8.1,3.4,33.1,6.7,0.02,0.05,0.003,33.0,2.08,6.7,--,0.019,<10,<10
新金山海水浴場,新金山海水浴場左,乙,2006/8/14 上午 11:30:00,6021,28.7,8.2,4.7,32.9,6.6,0.03,0.03,0.003,32.7,2.22,6.6,--,0.030,15,10
通霄海水浴場,通霄海水浴場右,乙,2006/8/14 上午 10:30:00,6043,32.4,8.3,13,31.8,6.0,0.05,0.02,0.002,33.1,0.51,6.1,--,<0.004,10,75
通霄海水浴場,通霄海水浴場中,乙,2006/8/14 上午 10:20:00,6042,32.5,8.3,12,31.8,6.0,0.05,0.01,0.002,33.1,0.46,6.4,--,<0.004,<10,20
通霄海水浴場,通霄海水浴場左,乙,2006/8/14 上午 10:10:00,6041,31.7,8.3,16,31.8,6.1,0.07,0.02,0.002,33.1,0.38,6.2,--,0.006,10,53
福隆海水浴場,福隆海水浴場右,乙,2006/8/14 上午 09:30:00,6013,25.8,8.2,2.3,32.6,6.6,0.05,<0.01,0.002,34.1,0.32,6.8,--,0.024,<10,10
旗津海水浴場,旗津海水浴場右,乙,2006/8/14 上午 09:25:00,6083,29.9,8.3,9.4,33.4,6.6,<0.02,0.02,0.001,34.5,0.07,6.6,--,0.019,<10,10
福隆海水浴場,福隆海水浴場中,乙,2006/8/14 上午 09:15:00,6012,25.5,8.2,1.5,32.5,6.6,0.02,0.01,0.002,34.1,0.30,6.7,--,0.025,15,<10
大安海水浴場,大安海水浴場右,乙,2006/8/14 上午 09:15:00,6053,30.7,8.3,70,30.5,6.4,0.09,0.03,0.009,30.6,0.88,7.3,--,<0.004,1400,660
旗津海水浴場,旗津海水浴場中,乙,2006/8/14 上午 09:12:00,6082,29.9,8.3,8.3,33.4,6.6,<0.02,0.02,<0.001,34.6,0.11,6.6,--,0.011,15,10
大安海水浴場,大安海水浴場中,乙,2006/8/14 上午 09:05:00,6052,30.8,8.3,75,30.5,6.4,0.06,0.01,0.002,31.2,0.54,6.9,--,<0.004,1500,450
福隆海水浴場,福隆海水浴場左,乙,2006/8/14 上午 09:00:00,6011,25.4,8.1,3.3,32.3,6.7,0.03,0.01,0.003,34.0,0.31,6.8,--,0.021,20,<10
旗津海水浴場,旗津海水浴場左,乙,2006/8/14 上午 09:00:00,6081,29.7,8.3,9.4,33.4,6.6,<0.02,0.02,<0.001,34.6,0.12,6.4,--,0.014,20,10
大安海水浴場,大安海水浴場左,乙,2006/8/14 上午 08:50:00,6051,30.6,8.3,45,30.5,6.4,0.07,0.02,0.009,31.2,0.77,7.2,--,<0.004,1400,340
馬沙溝海水浴場,馬沙溝海水浴場右,甲,2006/8/14 上午 07:00:00,6063,28.9,8.2,8.1,29.5,6.3,<0.02,0.03,0.005,33.0,0.14,6.6,--,0.044,15,31
馬沙溝海水浴場,馬沙溝海水浴場中,甲,2006/8/14 上午 06:45:00,6062,28.9,8.2,8.3,29.5,6.4,<0.02,0.03,0.006,33.0,0.21,6.2,--,0.039,10,20
馬沙溝海水浴場,馬沙溝海水浴場左,甲,2006/8/14 上午 06:30:00,6061,28.6,8.2,8.0,29.5,6.3,<0.02,0.02,0.006,33.0,0.22,6.2,--,0.038,<10,10
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域右,甲,2006/8/14 上午 06:24:00,6093,27.5,8.2,3.6,30.8,7.0,<0.02,0.04,0.002,34.9,0.19,7.0,--,0.020,3100,64
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域中,甲,2006/8/14 上午 06:11:00,6092,27.5,8.2,4.0,30.8,7.0,<0.02,0.05,0.003,34.8,0.26,7.0,--,0.019,2200,31
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域左,甲,2006/8/14 上午 06:00:00,6091,27.4,8.2,3.8,30.8,7.0,<0.02,0.05,<0.001,34.9,0.28,7.0,--,0.023,2700,64
西子灣海水浴場,西子灣海水浴場右,乙,2006/8/13 下午 04:55:00,6113,30.8,8.3,4.0,32.3,7.3,<0.02,0.03,0.003,32.9,0.05,7.0,--,0.017,<10,<10
杉原海水浴場,杉原海水浴場右,甲,2006/8/13 下午 04:53:00,6103,28.9,8.2,9.3,31.9,6.3,<0.02,0.02,<0.001,34.7,0.31,6.4,--,0.020,<10,10
杉原海水浴場,杉原海水浴場中,甲,2006/8/13 下午 04:41:00,6102,28.8,8.2,9.3,31.9,6.3,<0.02,0.02,0.002,34.8,0.43,6.4,--,0.012,<10,31
西子灣海水浴場,西子灣海水浴場中,乙,2006/8/13 下午 04:40:00,6112,30.8,8.3,3.6,32.3,6.8,<0.02,0.03,0.002,32.9,0.07,6.6,--,0.021,10,<10
杉原海水浴場,杉原海水浴場左,甲,2006/8/13 下午 04:30:00,6101,28.9,8.2,6.3,31.9,6.3,<0.02,0.02,0.003,34.7,0.43,6.3,--,0.014,<10,10
西子灣海水浴場,西子灣海水浴場左,乙,2006/8/13 下午 04:30:00,6111,31.1,8.3,6.0,32.3,7.0,<0.02,0.01,0.004,32.9,0.07,6.6,--,0.016,<10,<10
崎頂海水浴場,崎頂海水浴場右,乙,2006/7/31 下午 01:00:00,6033,33.5,8.4,30,32.0,6.0,0.05,<0.01,<0.001,32.7,0.26,6.4,--,0.009,15,31
崎頂海水浴場,崎頂海水浴場中,乙,2006/7/31 下午 12:30:00,6032,33.5,8.4,33,32.0,6.0,0.05,<0.01,<0.001,32.9,0.33,6.0,--,0.008,10,64
崎頂海水浴場,崎頂海水浴場左,乙,2006/7/31 下午 12:05:00,6031,33.0,8.3,30,32.0,6.1,0.06,<0.01,<0.001,32.6,0.22,6.1,--,0.013,<10,75
新金山海水浴場,新金山海水浴場右,乙,2006/7/31 下午 12:03:00,6023,28.1,8.3,9.2,35.8,6.8,0.09,0.02,0.002,34.5,0.53,7.0,--,0.012,<10,120
新金山海水浴場,新金山海水浴場中,乙,2006/7/31 上午 11:46:00,6022,28.4,8.3,8.0,35.7,7.1,0.02,0.05,0.001,34.3,0.63,7.1,--,0.015,<10,120
新金山海水浴場,新金山海水浴場左,乙,2006/7/31 上午 11:30:00,6021,28.4,8.1,7.1,35.5,6.5,0.10,0.02,0.004,34.3,0.71,6.7,--,0.007,<10,110
通霄海水浴場,通霄海水浴場右,乙,2006/7/31 上午 10:40:00,6043,32.7,8.2,13,33.3,6.0,0.08,0.02,0.002,32.1,0.49,6.2,--,0.005,30,31
通霄海水浴場,通霄海水浴場中,乙,2006/7/31 上午 10:30:00,6042,32.9,8.2,18,33.3,6.2,0.12,0.03,0.003,32.3,0.70,6.4,--,0.022,35,10
通霄海水浴場,通霄海水浴場左,乙,2006/7/31 上午 10:15:00,6041,32.4,8.2,14,33.3,6.2,0.08,0.01,0.002,31.1,0.65,6.4,--,0.012,25,31
福隆海水浴場,福隆海水浴場右,乙,2006/7/31 上午 09:33:00,6013,26.9,8.2,2.4,31.0,6.3,0.07,0.16,0.003,34.2,0.50,6.4,--,0.033,15,<10
旗津海水浴場,旗津海水浴場右,乙,2006/7/31 上午 09:25:00,6083,30.5,8.2,12.0,34.8,7.2,<0.02,0.05,0.003,32.0,0.63,7.3,--,<0.004,<10,<10
福隆海水浴場,福隆海水浴場中,乙,2006/7/31 上午 09:16:00,6012,26.5,8.3,1.6,30.5,6.2,0.03,0.03,0.003,34.4,0.45,6.2,--,0.035,<10,<10
大安海水浴場,大安海水浴場右,乙,2006/7/31 上午 09:15:00,6053,30.5,8.2,270,31.5,6.3,0.05,0.01,<0.001,31.5,0.71,6.6,--,0.014,85,75
旗津海水浴場,旗津海水浴場中,乙,2006/7/31 上午 09:13:00,6082,30.3,8.2,12.0,34.8,7.2,<0.02,0.03,0.005,32.0,0.62,7.3,--,0.012,<10,<10
福隆海水浴場,福隆海水浴場左,乙,2006/7/31 上午 09:00:00,6011,26.5,8.2,2.4,30.3,6.2,0.14,0.07,0.003,34.3,0.47,6.3,--,0.033,30,<10
大安海水浴場,大安海水浴場中,乙,2006/7/31 上午 09:00:00,6052,30.6,8.2,180,31.5,6.3,0.07,0.01,<0.001,31.6,0.40,7.0,--,0.017,90,64
旗津海水浴場,旗津海水浴場左,乙,2006/7/31 上午 09:00:00,6081,30.3,8.2,14.0,34.8,7.2,<0.02,0.04,0.003,31.4,0.63,7.2,--,<0.004,<10,<10
大安海水浴場,大安海水浴場左,乙,2006/7/31 上午 08:40:00,6051,30.4,8.3,140,31.5,6.3,0.06,0.01,<0.001,31.6,0.28,6.8,--,0.004,70,42
馬沙溝海水浴場,馬沙溝海水浴場右,甲,2006/7/31 上午 06:57:00,6063,29.4,8.2,25.0,29.6,6.2,<0.02,0.05,0.006,32.1,0.38,6.3,--,0.025,10,42
馬沙溝海水浴場,馬沙溝海水浴場中,甲,2006/7/31 上午 06:42:00,6062,29.3,8.2,26.0,29.6,6.2,<0.02,0.04,0.005,32.1,0.36,6.3,--,0.025,10,20
馬沙溝海水浴場,馬沙溝海水浴場左,甲,2006/7/31 上午 06:30:00,6061,29.1,8.2,26.0,29.6,6.2,<0.02,0.04,0.005,32.2,0.37,6.4,--,0.028,20,64
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域右,甲,2006/7/31 上午 06:26:00,6093,27.5,8.2,0.8,31.9,6.6,<0.02,0.02,<0.001,34.8,0.17,6.7,--,<0.004,280,31
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域中,甲,2006/7/31 上午 06:14:00,6092,27.6,8.2,0.7,31.9,6.6,<0.02,0.03,0.004,34.6,0.22,6.7,--,0.005,240,10
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域左,甲,2006/7/31 上午 06:00:00,6091,27.7,8.2,0.8,31.9,6.6,<0.02,0.02,<0.001,34.7,0.17,6.7,--,0.011,290,20
西子灣海水浴場,西子灣海水浴場右,乙,2006/7/30 下午 04:57:00,6113,30.4,8.2,5.4,30.4,6.5,<0.02,0.07,0.008,31.2,0.33,6.4,--,0.010,<10,<10
杉原海水浴場,杉原海水浴場右,甲,2006/7/30 下午 04:47:00,6103,28.0,8.2,22.0,32.5,6.9,<0.02,0.04,<0.001,34.1,0.46,7.0,--,0.005,<10,64
西子灣海水浴場,西子灣海水浴場中,乙,2006/7/30 下午 04:46:00,6112,30.7,8.2,5.5,30.4,6.2,<0.02,0.07,0.009,31.1,0.30,6.2,--,<0.004,<10,10
西子灣海水浴場,西子灣海水浴場左,乙,2006/7/30 下午 04:35:00,6111,30.3,8.2,5.3,30.4,6.5,<0.02,0.06,0.011,31.1,0.36,6.4,--,<0.004,<10,<10
杉原海水浴場,杉原海水浴場中,甲,2006/7/30 下午 04:34:00,6102,28.1,8.2,8.6,32.5,7.0,<0.02,0.03,<0.001,34.3,0.44,7.0,--,<0.004,20,20
杉原海水浴場,杉原海水浴場左,甲,2006/7/30 下午 04:20:00,6101,28.0,8.2,8.4,32.5,7.0,<0.02,0.04,0.003,34.2,0.46,6.9,--,<0.004,60,20
崎頂海水浴場,崎頂海水浴場右,乙,2006/7/17 下午 01:20:00,6033,31.3,8.2,55,32.3,6.2,0.13,0.09,0.008,32.2,0.95,6.1,--,0.078,360,220
崎頂海水浴場,崎頂海水浴場中,乙,2006/7/17 下午 01:00:00,6032,30.8,8.2,60,32.3,6.2,0.12,0.09,0.008,32.1,1.00,6.1,--,0.081,350,210
崎頂海水浴場,崎頂海水浴場左,乙,2006/7/17 下午 12:40:00,6031,30.5,8.2,60,32.3,6.1,0.12,0.09,0.007,32.1,1.02,6.2,--,0.078,280,180
新金山海水浴場,新金山海水浴場右,乙,2006/7/17 下午 12:17:00,6023,30.8,8.2,9.7,34.3,6.4,0.05,0.05,0.003,33.7,1.74,6.5,--,0.030,<10,31
新金山海水浴場,新金山海水浴場中,乙,2006/7/17 上午 11:59:00,6022,29.5,8.2,5.3,33.4,6.5,0.03,0.04,0.003,33.9,1.58,6.5,--,0.022,<10,20
新金山海水浴場,新金山海水浴場左,乙,2006/7/17 上午 11:40:00,6021,29.7,8.2,6.5,33.2,6.5,0.07,0.04,0.003,33.6,1.62,6.6,--,0.029,<10,10
通霄海水浴場,通霄海水浴場右,乙,2006/7/17 上午 10:55:00,6043,30.1,8.2,110,31.0,6.2,0.15,0.07,0.005,32.4,1.13,6.6,--,0.035,1400,290
通霄海水浴場,通霄海水浴場中,乙,2006/7/17 上午 10:40:00,6042,30.7,8.2,100,31.0,6.2,0.11,0.07,0.005,32.4,1.08,6.5,--,0.036,2700,310
通霄海水浴場,通霄海水浴場左,乙,2006/7/17 上午 10:20:00,6041,31.2,8.2,120,31.0,6.1,0.21,0.08,0.006,32.3,1.21,6.5,--,0.023,1100,450
福隆海水浴場,福隆海水浴場右,乙,2006/7/17 上午 09:43:00,6013,27.7,8.2,8.8,29.8,6.5,0.03,0.04,0.005,33.6,0.33,6.4,--,0.023,85,<10
旗津海水浴場,旗津海水浴場右,乙,2006/7/17 上午 09:35:00,6083,27.2,8.2,17.0,32.1,6.9,0.04,0.17,0.006,26.1,0.30,6.7,--,0.062,85,180
大安海水浴場,大安海水浴場右,乙,2006/7/17 上午 09:30:00,6053,28.6,8.2,150,30.8,6.5,0.25,0.26,0.008,27.8,3.18,6.7,--,0.046,6900,950
旗津海水浴場,旗津海水浴場中,乙,2006/7/17 上午 09:25:00,6082,27.3,8.2,22.0,32.1,6.7,0.04,0.17,0.006,26.1,0.30,6.6,--,0.048,190,270
福隆海水浴場,福隆海水浴場中,乙,2006/7/17 上午 09:22:00,6012,27.7,8.3,3.7,29.4,6.6,0.03,0.04,0.005,33.9,0.37,6.7,--,0.020,75,20
旗津海水浴場,旗津海水浴場左,乙,2006/7/17 上午 09:15:00,6081,27.3,8.2,18.0,32.1,6.7,0.04,0.17,0.006,26.1,0.34,6.6,--,0.048,140,240
大安海水浴場,大安海水浴場中,乙,2006/7/17 上午 09:10:00,6052,28.7,8.2,130,30.8,6.5,0.15,0.27,0.008,28.0,3.12,6.8,--,0.051,5900,1010
福隆海水浴場,福隆海水浴場左,乙,2006/7/17 上午 09:00:00,6011,27.4,8.1,6.2,28.1,6.6,0.04,0.04,0.005,33.9,0.37,6.6,--,0.026,40,<10
大安海水浴場,大安海水浴場左,乙,2006/7/17 上午 08:50:00,6051,28.8,8.2,130,30.8,6.5,0.22,0.31,0.008,27.8,3.20,6.5,--,0.014,7100,780
馬沙溝海水浴場,馬沙溝海水浴場右,甲,2006/7/17 上午 06:52:00,6063,26.0,8.2,29.0,26.0,6.7,0.11,0.11,0.010,28.9,0.24,6.7,--,0.142,3700,<2000
馬沙溝海水浴場,馬沙溝海水浴場中,甲,2006/7/17 上午 06:42:00,6062,26.0,8.2,32.0,26.0,6.8,0.09,0.13,0.009,29.2,0.24,6.8,--,0.124,3200,1650
馬沙溝海水浴場,馬沙溝海水浴場左,甲,2006/7/17 上午 06:30:00,6061,25.9,8.2,45.0,26.0,6.7,0.06,0.08,0.005,30.9,0.23,6.7,--,0.050,1600,830
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域右,甲,2006/7/17 上午 06:30:00,6093,28.1,8.2,0.9,31.4,6.4,<0.02,0.02,<0.001,32.8,0.24,6.2,--,0.012,140,42
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域中,甲,2006/7/17 上午 06:20:00,6092,28.0,8.2,2.2,31.4,6.2,<0.02,0.02,<0.001,32.8,0.21,6.1,--,0.011,270,20
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域左,甲,2006/7/17 上午 06:10:00,6091,28.1,8.2,1.7,31.4,6.4,<0.02,0.03,<0.001,32.8,0.21,6.2,--,0.015,340,42
西子灣海水浴場,西子灣海水浴場右,乙,2006/7/16 下午 04:58:00,6113,27.5,8.2,40.0,29.1,6.7,0.14,0.12,0.008,29.0,0.18,6.7,--,0.073,14000,360
杉原海水浴場,杉原海水浴場右,甲,2006/7/16 下午 04:55:00,6103,28.5,8.1,30.0,31.2,7.4,0.03,0.66,0.006,16.7,0.37,7.2,--,0.029,13000,<2000
杉原海水浴場,杉原海水浴場中,甲,2006/7/16 下午 04:45:00,6102,28.5,8.1,50.0,31.2,7.5,<0.02,0.63,0.006,16.7,0.34,7.3,--,0.030,4100,<2000
西子灣海水浴場,西子灣海水浴場中,乙,2006/7/16 下午 04:45:00,6112,27.7,8.2,38.0,29.1,6.7,0.13,0.13,0.009,29.0,0.12,6.7,--,0.076,12000,290
杉原海水浴場,杉原海水浴場左,甲,2006/7/16 下午 04:32:00,6101,28.4,8.1,33.0,31.2,7.4,<0.02,0.65,0.006,16.7,0.34,7.2,--,0.029,5500,<2000
西子灣海水浴場,西子灣海水浴場左,乙,2006/7/16 下午 04:32:00,6111,27.8,8.2,50.0,29.1,6.6,0.15,0.11,0.008,28.8,0.13,6.7,--,0.092,1700,450
崎頂海水浴場,崎頂海水浴場右,乙,2006/7/3 下午 01:48:00,6033,32.8,8.4,17,34.6,6.2,0.05,<0.010,0.002,32.4,0.22,7.0,--,0.140,45,10
崎頂海水浴場,崎頂海水浴場中,乙,2006/7/3 下午 01:22:00,6032,32.5,8.4,18,34.6,6.2,0.08,<0.010,0.004,32.3,0.17,7.1,--,0.197,20,<10
崎頂海水浴場,崎頂海水浴場左,乙,2006/7/3 下午 01:01:00,6031,33.2,8.3,18,34.6,6.2,0.05,<0.010,0.001,32.3,0.13,6.6,--,0.117,35,10
新金山海水浴場,新金山海水浴場右,乙,2006/7/3 下午 12:01:00,6023,30.6,8.3,6.2,34.1,8.2,0.06,<0.01,0.001,33.4,1.04,8.2,--,<0.004,<10,<10
新金山海水浴場,新金山海水浴場中,乙,2006/7/3 上午 11:46:00,6022,30.4,8.3,5.2,33.8,8.1,0.07,0.01,0.002,33.0,1.53,8.2,--,<0.004,<10,<10
新金山海水浴場,新金山海水浴場左,乙,2006/7/3 上午 11:30:00,6021,30.2,8.3,2.8,33.5,8.0,0.06,0.03,0.002,32.4,2.30,8.0,--,<0.004,<10,<10
通霄海水浴場,通霄海水浴場右,乙,2006/7/3 上午 11:14:00,6043,32.4,8.2,25,33.5,6.1,0.08,<0.010,<0.001,33.4,0.43,6.2,--,0.021,160,<10
通霄海水浴場,通霄海水浴場中,乙,2006/7/3 上午 10:58:00,6042,32.4,8.2,31,33.5,6.1,0.06,<0.010,<0.001,33.1,0.41,6.2,--,0.012,260,42
通霄海水浴場,通霄海水浴場左,乙,2006/7/3 上午 10:35:00,6041,32.2,8.2,27,33.5,6.1,0.07,<0.010,0.001,33.1,0.46,6.3,--,0.010,65,64
大安海水浴場,大安海水浴場右,乙,2006/7/3 上午 09:40:00,6053,31.1,8.2,60,31.5,6.3,0.06,0.103,0.006,30.5,0.70,7.0,--,0.009,3100,53
福隆海水浴場,福隆海水浴場右,乙,2006/7/3 上午 09:32:00,6013,29.2,8.3,5.5,32.9,7.9,0.06,0.05,0.003,28.3,2.14,7.8,--,0.016,360,<10
大安海水浴場,大安海水浴場中,乙,2006/7/3 上午 09:26:00,6052,30.8,8.2,60,31.5,6.4,0.08,0.150,0.007,30.0,0.77,6.9,--,0.010,3000,53
旗津海水浴場,旗津海水浴場右,乙,2006/7/3 上午 09:20:00,6083,30.8,8.3,9.4,32.8,6.1,<0.02,0.04,0.002,32.6,0.39,6.1,--,0.025,20,<10
福隆海水浴場,福隆海水浴場中,乙,2006/7/3 上午 09:16:00,6012,29.0,8.3,3.9,32.3,8.1,0.08,0.06,0.003,28.5,2.26,8.1,--,0.006,420,10
旗津海水浴場,旗津海水浴場中,乙,2006/7/3 上午 09:13:00,6082,30.8,8.3,10.0,32.8,6.1,<0.02,0.04,0.001,32.6,0.42,6.0,--,0.143,20,<10
旗津海水浴場,旗津海水浴場左,乙,2006/7/3 上午 09:06:00,6081,30.8,8.3,8.9,32.8,6.1,<0.02,0.03,0.003,32.6,0.40,6.1,--,0.048,<10,10
福隆海水浴場,福隆海水浴場左,乙,2006/7/3 上午 09:00:00,6011,28.8,8.3,6.0,32.1,8.0,0.04,<0.01,0.003,32.6,0.88,7.9,--,0.028,95,<10
