採樣分區,測站名稱,水體分類等級,採樣日期,測站編號,水溫,酸鹼值,濁度,氣溫,溶氧(電極法),氨氮,硝酸鹽氮,亞硝酸鹽氮,鹽度,矽酸鹽,溶氧(滴定法),溶氧飽和度,正磷酸鹽,大腸桿菌群,腸球菌群,備註
,,,,,℃,,NTU,℃,mg/L,mg/L,mg/L,mg/L,psu,mg/L,mg/L,%,mg/L,CFU/100mL,MPN/100mL
外澳濱海遊憩區,外澳濱海遊憩區中,甲,2015/7/27 上午 09:03:00,6172,29.0,8.1,--,33.9,--,--,--,--,33.3,--,--,--,--,<10,<10
通霄海水浴場,通霄海水浴場左,乙,2015/7/27 上午 09:00:00,6041,29.6,8.2,--,30.8,--,--,--,--,33.5,--,--,--,--,<10,10
外澳濱海遊憩區,外澳濱海遊憩區左,甲,2015/7/27 上午 08:55:00,6171,28.3,8.1,--,33.7,--,--,--,--,34.1,--,--,--,--,30,<10
磯崎海水浴場,磯崎海水浴場左,甲,2015/7/27 上午 08:55:00,6211,27.6,8.1,--,30.7,--,--,--,--,34.0,--,--,--,--,<10,<10
西子灣海水浴場,西子灣海水浴場左,乙,2015/7/26 下午 01:20:00,6111,31.5,8.1,--,33.8,--,--,--,--,32.7,--,--,--,--,110,10
西子灣海水浴場,西子灣海水浴場右,乙,2015/7/26 下午 01:14:00,6113,31.4,8.1,--,33.8,--,--,--,--,32.6,--,--,--,--,330,52
西子灣海水浴場,西子灣海水浴場中,乙,2015/7/26 下午 01:08:00,6112,31.3,8.1,--,33.8,--,--,--,--,32.7,--,--,--,--,<10,<10
旗津海水浴場,旗津海水浴場左,乙,2015/7/26 下午 01:05:00,6081,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
旗津海水浴場,旗津海水浴場中,乙,2015/7/26 下午 01:05:00,6082,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
旗津海水浴場,旗津海水浴場右,乙,2015/7/26 下午 01:05:00,6083,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
杉原海水浴場,杉原海水浴場右,甲,2015/7/26 上午 11:55:00,6103,30.7,8.1,--,35.3,--,--,--,--,35.0,--,--,--,--,<10,10
杉原海水浴場,杉原海水浴場中,甲,2015/7/26 上午 11:45:00,6102,30.5,8.1,--,35.3,--,--,--,--,35.1,--,--,--,--,<10,20
杉原海水浴場,杉原海水浴場左,甲,2015/7/26 上午 11:25:00,6101,30.8,8.1,--,35.3,--,--,--,--,35.2,--,--,--,--,<10,<10
馬沙溝海水浴場,馬沙溝海水浴場左,甲,2015/7/26 上午 10:45:00,6061,30.7,8.1,--,33.5,--,--,--,--,33.2,--,--,--,--,<10,41
馬沙溝海水浴場,馬沙溝海水浴場中,甲,2015/7/26 上午 10:35:00,6062,30.9,8.1,--,33.5,--,--,--,--,33.2,--,--,--,--,<10,<10
馬沙溝海水浴場,馬沙溝海水浴場右,甲,2015/7/26 上午 10:30:00,6063,30.4,8.1,--,33.5,--,--,--,--,33.3,--,--,--,--,10,<10
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域右,甲,2015/7/26 上午 10:06:00,6093,28.9,8.1,--,31.6,--,--,--,--,34.1,--,--,--,--,<10,10
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域中,甲,2015/7/26 上午 10:00:00,6092,29.0,8.1,--,31.6,--,--,--,--,34.1,--,--,--,--,<10,<10
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域左,甲,2015/7/26 上午 09:55:00,6091,29.0,8.1,--,31.6,--,--,--,--,34.3,--,--,--,--,<10,<10
觀音亭,觀音亭右,甲,2015/7/26 上午 09:12:00,6263,29.9,8.1,--,28.4,--,--,--,--,34.7,--,--,--,--,<10,10
觀音亭,觀音亭中,甲,2015/7/26 上午 09:05:00,6262,29.4,8.2,--,28.4,--,--,--,--,34.7,--,--,--,--,<10,<10
觀音亭,觀音亭左,甲,2015/7/26 上午 08:55:00,6261,29.4,8.2,--,28.4,--,--,--,--,34.8,--,--,--,--,<10,<10
新金山海水浴場,新金山海水浴場右,乙,2015/6/29 下午 01:38:00,6023,30.3,8.1,--,33.7,--,--,--,--,33.5,--,--,--,--,<10,<10
新金山海水浴場,新金山海水浴場中,乙,2015/6/29 下午 01:32:00,6022,30.5,8.1,--,33.7,--,--,--,--,33.6,--,--,--,--,<10,<10
新金山海水浴場,新金山海水浴場左,乙,2015/6/29 下午 01:25:00,6021,30.7,8.1,--,33.5,--,--,--,--,33.3,--,--,--,--,<10,<10
福隆海水浴場,福隆海水浴場右,乙,2015/6/29 上午 10:49:00,6013,30.1,8.2,--,33.1,--,--,--,--,34.1,--,--,--,--,10,<10
福隆海水浴場,福隆海水浴場中,乙,2015/6/29 上午 10:42:00,6012,30.1,8.1,--,33.0,--,--,--,--,33.9,--,--,--,--,<10,<10
崎頂海水浴場,崎頂海水浴場右,乙,2015/6/29 上午 10:37:00,6033,30.4,8.2,--,30.5,--,--,--,--,33.0,--,--,--,--,100,42
福隆海水浴場,福隆海水浴場左,乙,2015/6/29 上午 10:35:00,6011,29.8,8.1,--,32.6,--,--,--,--,33.5,--,--,--,--,<10,<10
崎頂海水浴場,崎頂海水浴場中,乙,2015/6/29 上午 10:31:00,6032,30.4,8.3,--,30.5,--,--,--,--,32.9,--,--,--,--,350,20
崎頂海水浴場,崎頂海水浴場左,乙,2015/6/29 上午 10:25:00,6031,30.4,8.2,--,30.5,--,--,--,--,33.0,--,--,--,--,350,20
磯崎海水浴場,磯崎海水浴場右,甲,2015/6/29 上午 09:15:00,6213,29.4,8.1,--,32.8,--,--,--,--,33.4,--,--,--,--,<10,<10
通霄海水浴場,通霄海水浴場右,乙,2015/6/29 上午 09:11:00,6043,30.3,8.2,--,30.2,--,--,--,--,33.5,--,--,--,--,10,<10
外澳濱海遊憩區,外澳濱海遊憩區右,甲,2015/6/29 上午 09:11:00,6173,30.2,8.1,--,32.0,--,--,--,--,33.9,--,--,--,--,<10,<10
通霄海水浴場,通霄海水浴場中,乙,2015/6/29 上午 09:06:00,6042,30.3,8.2,--,30.2,--,--,--,--,33.5,--,--,--,--,<10,10
磯崎海水浴場,磯崎海水浴場中,甲,2015/6/29 上午 09:06:00,6212,29.1,8.1,--,32.1,--,--,--,--,33.3,--,--,--,--,45,<10
外澳濱海遊憩區,外澳濱海遊憩區中,甲,2015/6/29 上午 09:03:00,6172,30.0,8.1,--,31.9,--,--,--,--,33.8,--,--,--,--,10,<10
通霄海水浴場,通霄海水浴場左,乙,2015/6/29 上午 09:00:00,6041,30.2,8.2,--,30.2,--,--,--,--,33.4,--,--,--,--,10,10
外澳濱海遊憩區,外澳濱海遊憩區左,甲,2015/6/29 上午 08:55:00,6171,29.8,8.1,--,31.6,--,--,--,--,33.6,--,--,--,--,10,<10
磯崎海水浴場,磯崎海水浴場左,甲,2015/6/29 上午 08:55:00,6211,29.3,8.1,--,31.0,--,--,--,--,33.2,--,--,--,--,180,<10
旗津海水浴場,旗津海水浴場右,乙,2015/6/28 下午 01:20:00,6083,31.7,8.1,--,33.8,--,--,--,--,33.7,--,--,--,--,<10,<10
西子灣海水浴場,西子灣海水浴場左,乙,2015/6/28 下午 01:20:00,6111,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
西子灣海水浴場,西子灣海水浴場中,乙,2015/6/28 下午 01:20:00,6112,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
西子灣海水浴場,西子灣海水浴場右,乙,2015/6/28 下午 01:20:00,6113,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
旗津海水浴場,旗津海水浴場中,乙,2015/6/28 下午 01:15:00,6082,31.7,8.1,--,33.8,--,--,--,--,33.6,--,--,--,--,10,<10
旗津海水浴場,旗津海水浴場左,乙,2015/6/28 下午 01:08:00,6081,31.9,8.1,--,33.8,--,--,--,--,33.7,--,--,--,--,25,<10
杉原海水浴場,杉原海水浴場右,甲,2015/6/28 上午 11:18:00,6103,30.7,8.2,--,33.5,--,--,--,--,35.1,--,--,--,--,<10,<10
杉原海水浴場,杉原海水浴場中,甲,2015/6/28 上午 11:12:00,6102,30.7,8.2,--,33.5,--,--,--,--,35.0,--,--,--,--,<10,<10
杉原海水浴場,杉原海水浴場左,甲,2015/6/28 上午 11:05:00,6101,30.6,8.2,--,33.5,--,--,--,--,35.2,--,--,--,--,<10,<10
馬沙溝海水浴場,馬沙溝海水浴場右,甲,2015/6/28 上午 10:28:00,6063,31.8,8.2,--,32.3,--,--,--,--,34.1,--,--,--,--,<10,20
馬沙溝海水浴場,馬沙溝海水浴場中,甲,2015/6/28 上午 10:20:00,6062,32.2,8.1,--,32.3,--,--,--,--,34.2,--,--,--,--,<10,<10
馬沙溝海水浴場,馬沙溝海水浴場左,甲,2015/6/28 上午 10:10:00,6061,32.0,8.1,--,32.3,--,--,--,--,34.4,--,--,--,--,<10,<10
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域左,甲,2015/6/28 上午 10:10:00,6091,30.9,8.1,--,30.5,--,--,--,--,34.0,--,--,--,--,<10,10
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域右,甲,2015/6/28 上午 10:00:00,6093,30.3,8.1,--,30.5,--,--,--,--,34.0,--,--,--,--,120,<10
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域中,甲,2015/6/28 上午 09:50:00,6092,29.9,8.1,--,30.5,--,--,--,--,33.9,--,--,--,--,95,<10
觀音亭,觀音亭右,甲,2015/6/28 上午 08:55:00,6263,29.2,8.1,--,29.2,--,--,--,--,33.5,--,--,--,--,<10,<10
觀音亭,觀音亭中,甲,2015/6/28 上午 08:50:00,6262,29.4,8.1,--,29.2,--,--,--,--,33.5,--,--,--,--,<10,<10
觀音亭,觀音亭左,甲,2015/6/28 上午 08:45:00,6261,29.5,8.1,--,29.2,--,--,--,--,33.2,--,--,--,--,<10,10
