採樣分區,測站名稱,水體分類等級,採樣日期,測站編號,水溫,酸鹼值,濁度,氣溫,溶氧(電極法),氨氮,硝酸鹽氮,亞硝酸鹽氮,鹽度,矽酸鹽,溶氧(滴定法),溶氧飽和度,正磷酸鹽,大腸桿菌群,腸球菌群,備註
,,,,,℃,,NTU,℃,mg/L,mg/L,mg/L,mg/L,psu,mg/L,mg/L,%,mg/L,CFU/100mL,MPN/100mL
福隆海水浴場,福隆海水浴場左,乙,2016/8/29 上午 09:35:00,6011,28.6,8.1,--,33.0,--,--,--,--,30.6,--,--,--,--,790,30
通霄海水浴場,通霄海水浴場右,乙,2016/8/29 上午 09:30:00,6043,27.9,8.1,--,27.5,--,--,--,--,33.5,--,--,--,--,30,<10
通霄海水浴場,通霄海水浴場中,乙,2016/8/29 上午 09:25:00,6042,27.8,8.1,--,27.5,--,--,--,--,33.6,--,--,--,--,35,<10
通霄海水浴場,通霄海水浴場左,乙,2016/8/29 上午 09:20:00,6041,27.8,8.1,--,27.5,--,--,--,--,33.5,--,--,--,--,15,<10
外澳濱海遊憩區,外澳濱海遊憩區右,甲,2016/8/29 上午 08:18:00,6173,27.8,8.2,--,33.1,--,--,--,--,34.0,--,--,--,--,70,<10
外澳濱海遊憩區,外澳濱海遊憩區中,甲,2016/8/29 上午 08:10:00,6172,27.9,8.2,--,33.1,--,--,--,--,33.6,--,--,--,--,20,10
外澳濱海遊憩區,外澳濱海遊憩區左,甲,2016/8/29 上午 07:55:00,6171,27.8,8.2,--,33.1,--,--,--,--,33.8,--,--,--,--,<10,<10
磯崎海水浴場,磯崎海水浴場左,甲,2016/8/29 上午 12:00:00,6211,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,計畫停止採樣
磯崎海水浴場,磯崎海水浴場中,甲,2016/8/29 上午 12:00:00,6212,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,計畫停止採樣
磯崎海水浴場,磯崎海水浴場右,甲,2016/8/29 上午 12:00:00,6213,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,計畫停止採樣
旗津海水浴場,旗津海水浴場左,乙,2016/8/28 下午 12:40:00,6081,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,現場環境危及採樣作業人員安全未採樣
旗津海水浴場,旗津海水浴場中,乙,2016/8/28 下午 12:40:00,6082,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,現場環境危及採樣作業人員安全未採樣
旗津海水浴場,旗津海水浴場右,乙,2016/8/28 下午 12:40:00,6083,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,現場環境危及採樣作業人員安全未採樣
西子灣海水浴場,西子灣海水浴場右,乙,2016/8/28 下午 12:40:00,6113,31.3,8.1,--,34.6,--,--,--,--,33.3,--,--,--,--,15,<10
西子灣海水浴場,西子灣海水浴場中,乙,2016/8/28 下午 12:30:00,6112,31.1,8.1,--,34.6,--,--,--,--,33.4,--,--,--,--,35,<10
西子灣海水浴場,西子灣海水浴場左,乙,2016/8/28 下午 12:20:00,6111,31.2,8.1,--,34.6,--,--,--,--,33.4,--,--,--,--,30,<10
杉原海水浴場,杉原海水浴場右,甲,2016/8/28 上午 11:45:00,6103,31.2,8.1,--,32.8,--,--,--,--,35.1,--,--,--,--,<10,20
杉原海水浴場,杉原海水浴場中,甲,2016/8/28 上午 11:35:00,6102,31.1,8.1,--,32.8,--,--,--,--,35.2,--,--,--,--,55,41
杉原海水浴場,杉原海水浴場左,甲,2016/8/28 上午 11:25:00,6101,31.1,8.1,--,32.8,--,--,--,--,35.3,--,--,--,--,<10,140
觀音亭,觀音亭右,甲,2016/8/28 上午 10:19:00,6263,29.7,8.2,--,30.1,--,--,--,--,34.5,--,--,--,--,<10,<10
觀音亭,觀音亭中,甲,2016/8/28 上午 10:10:00,6262,29.7,8.1,--,30.1,--,--,--,--,34.5,--,--,--,--,<10,<10
馬沙溝海水浴場,馬沙溝海水浴場右,甲,2016/8/28 上午 10:05:00,6063,30.6,8.2,--,30.6,--,--,--,--,34.0,--,--,--,--,<10,<10
觀音亭,觀音亭左,甲,2016/8/28 上午 10:00:00,6261,29.6,8.2,--,30.1,--,--,--,--,34.4,--,--,--,--,--,<10
馬沙溝海水浴場,馬沙溝海水浴場中,甲,2016/8/28 上午 09:55:00,6062,30.6,8.2,--,30.6,--,--,--,--,34.0,--,--,--,--,15,<10
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域左,甲,2016/8/28 上午 09:52:00,6091,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,現場環境危及採樣作業人員安全未採樣
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域中,甲,2016/8/28 上午 09:52:00,6092,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,現場環境危及採樣作業人員安全未採樣
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域右,甲,2016/8/28 上午 09:52:00,6093,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,現場環境危及採樣作業人員安全未採樣
馬沙溝海水浴場,馬沙溝海水浴場左,甲,2016/8/28 上午 09:40:00,6061,30.4,8.2,--,30.6,--,--,--,--,33.8,--,--,--,--,30,10
淺水灣,淺水灣右,甲,2016/8/1 下午 02:15:00,6203,29.2,8.2,--,33.7,--,--,--,--,32.4,--,--,--,--,20,10
淺水灣,淺水灣中,甲,2016/8/1 下午 02:05:00,6202,28.9,8.2,--,33.6,--,--,--,--,32.4,--,--,--,--,15,10
淺水灣,淺水灣左,甲,2016/8/1 下午 01:55:00,6201,28.9,8.2,--,33.6,--,--,--,--,32.3,--,--,--,--,<10,10
新金山海水浴場,新金山海水浴場右,乙,2016/8/1 下午 12:45:00,6023,29.8,8.1,--,34.7,--,--,--,--,33.4,--,--,--,--,15,<10
新金山海水浴場,新金山海水浴場中,乙,2016/8/1 下午 12:35:00,6022,30.0,8.2,--,34.5,--,--,--,--,32.9,--,--,--,--,25,<10
新金山海水浴場,新金山海水浴場左,乙,2016/8/1 下午 12:25:00,6021,30.3,8.2,--,34.3,--,--,--,--,33.4,--,--,--,--,<10,<10
崎頂海水浴場,崎頂海水浴場右,乙,2016/8/1 上午 10:54:00,6033,30.8,8.2,--,33.0,--,--,--,--,33.4,--,--,--,--,<10,<10
崎頂海水浴場,崎頂海水浴場中,乙,2016/8/1 上午 10:49:00,6032,30.8,8.2,--,33.0,--,--,--,--,33.4,--,--,--,--,<10,<10
崎頂海水浴場,崎頂海水浴場左,乙,2016/8/1 上午 10:45:00,6031,30.7,8.2,--,33.0,--,--,--,--,33.4,--,--,--,--,<10,10
福隆海水浴場,福隆海水浴場右,乙,2016/8/1 上午 09:55:00,6013,29.1,8.2,--,31.1,--,--,--,--,32.9,--,--,--,--,400,<10
福隆海水浴場,福隆海水浴場中,乙,2016/8/1 上午 09:45:00,6012,29.5,8.2,--,31.2,--,--,--,--,32.9,--,--,--,--,520,<10
福隆海水浴場,福隆海水浴場左,乙,2016/8/1 上午 09:35:00,6011,29.4,8.2,--,31.1,--,--,--,--,33.0,--,--,--,--,800,<10
通霄海水浴場,通霄海水浴場右,乙,2016/8/1 上午 09:26:00,6043,30.9,8.1,--,32.0,--,--,--,--,33.5,--,--,--,--,15,10
通霄海水浴場,通霄海水浴場中,乙,2016/8/1 上午 09:21:00,6042,30.9,8.1,--,32.0,--,--,--,--,33.5,--,--,--,--,<10,<10
通霄海水浴場,通霄海水浴場左,乙,2016/8/1 上午 09:15:00,6041,30.9,8.1,--,32.0,--,--,--,--,33.5,--,--,--,--,10,10
外澳濱海遊憩區,外澳濱海遊憩區左,甲,2016/8/1 上午 12:00:00,6171,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
外澳濱海遊憩區,外澳濱海遊憩區中,甲,2016/8/1 上午 12:00:00,6172,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
外澳濱海遊憩區,外澳濱海遊憩區右,甲,2016/8/1 上午 12:00:00,6173,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
磯崎海水浴場,磯崎海水浴場左,甲,2016/8/1 上午 12:00:00,6211,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
磯崎海水浴場,磯崎海水浴場中,甲,2016/8/1 上午 12:00:00,6212,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
磯崎海水浴場,磯崎海水浴場右,甲,2016/8/1 上午 12:00:00,6213,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
西子灣海水浴場,西子灣海水浴場右,乙,2016/7/31 下午 01:18:00,6113,31.3,8.1,--,33.6,--,--,--,--,33.9,--,--,--,--,<10,10
西子灣海水浴場,西子灣海水浴場中,乙,2016/7/31 下午 01:10:00,6112,31.2,8.1,--,33.6,--,--,--,--,33.9,--,--,--,--,<10,<10
旗津海水浴場,旗津海水浴場右,乙,2016/7/31 下午 01:07:00,6083,33.1,8.2,--,33.4,--,--,--,--,33.7,--,--,--,--,<10,<10
旗津海水浴場,旗津海水浴場中,乙,2016/7/31 下午 01:00:00,6082,32.7,8.2,--,33.4,--,--,--,--,33.6,--,--,--,--,<10,<10
西子灣海水浴場,西子灣海水浴場左,乙,2016/7/31 下午 12:58:00,6111,31.1,8.1,--,33.6,--,--,--,--,33.9,--,--,--,--,<10,<10
旗津海水浴場,旗津海水浴場左,乙,2016/7/31 下午 12:55:00,6081,32.6,8.2,--,33.4,--,--,--,--,33.5,--,--,--,--,50,<10
杉原海水浴場,杉原海水浴場右,甲,2016/7/31 下午 12:18:00,6103,31.5,8.1,--,30.8,--,--,--,--,35.0,--,--,--,--,<10,<10
杉原海水浴場,杉原海水浴場中,甲,2016/7/31 下午 12:10:00,6102,31.5,8.1,--,30.8,--,--,--,--,34.9,--,--,--,--,35,20
杉原海水浴場,杉原海水浴場左,甲,2016/7/31 下午 12:01:00,6101,31.4,8.1,--,30.8,--,--,--,--,35.0,--,--,--,--,10,20
馬沙溝海水浴場,馬沙溝海水浴場右,甲,2016/7/31 上午 10:21:00,6063,31.4,8.1,--,30.8,--,--,--,--,34.0,--,--,--,--,<10,<10
馬沙溝海水浴場,馬沙溝海水浴場中,甲,2016/7/31 上午 10:10:00,6062,31.3,8.1,--,30.8,--,--,--,--,34.0,--,--,--,--,<10,<10
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域右,甲,2016/7/31 上午 10:10:00,6093,30.9,8.2,--,33.6,--,--,--,--,33.7,--,--,--,--,<10,<10
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域中,甲,2016/7/31 上午 10:05:00,6092,31.1,8.1,--,33.6,--,--,--,--,33.6,--,--,--,--,<10,<10
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域左,甲,2016/7/31 上午 10:00:00,6091,30.8,8.1,--,33.6,--,--,--,--,33.6,--,--,--,--,10,10
馬沙溝海水浴場,馬沙溝海水浴場左,甲,2016/7/31 上午 09:57:00,6061,31.2,8.1,--,30.8,--,--,--,--,34.0,--,--,--,--,<10,<10
觀音亭,觀音亭右,甲,2016/7/31 上午 09:20:00,6263,29.5,8.1,--,30.3,--,--,--,--,35.0,--,--,--,--,<10,10
觀音亭,觀音亭中,甲,2016/7/31 上午 09:10:00,6262,29.5,8.1,--,30.3,--,--,--,--,35.0,--,--,--,--,<10,41
觀音亭,觀音亭左,甲,2016/7/31 上午 09:00:00,6261,30.0,8.1,--,30.3,--,--,--,--,35.1,--,--,--,--,65,10
外澳濱海遊憩區,外澳濱海遊憩區右,甲,2016/6/27 下午 01:50:00,6173,29.2,8.2,--,35.4,--,--,--,--,34.0,--,--,--,--,170,<10
淺水灣,淺水灣右,甲,2016/6/27 下午 01:45:00,6203,32.2,8.2,--,34.3,--,--,--,--,31.4,--,--,--,--,<10,<10
外澳濱海遊憩區,外澳濱海遊憩區中,甲,2016/6/27 下午 01:40:00,6172,29.2,8.2,--,35.2,--,--,--,--,34.1,--,--,--,--,<10,<10
淺水灣,淺水灣中,甲,2016/6/27 下午 01:35:00,6202,32.1,8.2,--,34.5,--,--,--,--,31.9,--,--,--,--,<10,10
外澳濱海遊憩區,外澳濱海遊憩區左,甲,2016/6/27 下午 01:30:00,6171,29.2,8.1,--,35.1,--,--,--,--,33.9,--,--,--,--,<10,10
淺水灣,淺水灣左,甲,2016/6/27 下午 01:25:00,6201,32.1,8.2,--,34.6,--,--,--,--,32.1,--,--,--,--,<10,<10
新金山海水浴場,新金山海水浴場右,乙,2016/6/27 上午 11:45:00,6023,30.3,8.1,--,33.6,--,--,--,--,31.5,--,--,--,--,<10,20
新金山海水浴場,新金山海水浴場中,乙,2016/6/27 上午 11:35:00,6022,29.3,8.2,--,33.8,--,--,--,--,32.9,--,--,--,--,<10,30
新金山海水浴場,新金山海水浴場左,乙,2016/6/27 上午 11:25:00,6021,29.2,8.2,--,34.0,--,--,--,--,32.5,--,--,--,--,<10,<10
崎頂海水浴場,崎頂海水浴場右,乙,2016/6/27 上午 10:48:00,6033,32.3,8.2,--,36.7,--,--,--,--,33.1,--,--,--,--,<10,<10
崎頂海水浴場,崎頂海水浴場中,乙,2016/6/27 上午 10:45:00,6032,32.4,8.2,--,36.7,--,--,--,--,33.1,--,--,--,--,<10,<10
崎頂海水浴場,崎頂海水浴場左,乙,2016/6/27 上午 10:42:00,6031,32.1,8.2,--,36.7,--,--,--,--,33.1,--,--,--,--,<10,<10
通霄海水浴場,通霄海水浴場右,乙,2016/6/27 上午 09:20:00,6043,31.4,8.2,--,36.1,--,--,--,--,32.4,--,--,--,--,<10,<10
通霄海水浴場,通霄海水浴場中,乙,2016/6/27 上午 09:16:00,6042,31.9,8.2,--,36.1,--,--,--,--,32.5,--,--,--,--,<10,<10
福隆海水浴場,福隆海水浴場右,乙,2016/6/27 上午 09:15:00,6013,28.0,8.2,--,29.7,--,--,--,--,33.4,--,--,--,--,<10,<10
通霄海水浴場,通霄海水浴場左,乙,2016/6/27 上午 09:12:00,6041,31.9,8.2,--,36.1,--,--,--,--,32.7,--,--,--,--,<10,<10
福隆海水浴場,福隆海水浴場中,乙,2016/6/27 上午 09:05:00,6012,27.9,8.2,--,29.1,--,--,--,--,33.1,--,--,--,--,<10,<10
福隆海水浴場,福隆海水浴場左,乙,2016/6/27 上午 08:55:00,6011,28.1,8.2,--,28.5,--,--,--,--,33.6,--,--,--,--,<10,10
磯崎海水浴場,磯崎海水浴場右,甲,2016/6/27 上午 08:20:00,6213,27.3,8.2,--,29.9,--,--,--,--,33.9,--,--,--,--,15,10
磯崎海水浴場,磯崎海水浴場中,甲,2016/6/27 上午 08:10:00,6212,27.3,8.2,--,29.5,--,--,--,--,33.7,--,--,--,--,15,20
磯崎海水浴場,磯崎海水浴場左,甲,2016/6/27 上午 08:00:00,6211,27.3,8.2,--,29.3,--,--,--,--,33.4,--,--,--,--,10,10
旗津海水浴場,旗津海水浴場右,乙,2016/6/26 下午 01:41:00,6083,33.2,8.2,--,35.6,--,--,--,--,31.6,--,--,--,--,55,<10
旗津海水浴場,旗津海水浴場中,乙,2016/6/26 下午 01:35:00,6082,33.3,8.2,--,35.6,--,--,--,--,31.6,--,--,--,--,90,20
西子灣海水浴場,西子灣海水浴場右,乙,2016/6/26 下午 01:30:00,6113,32.5,8.2,--,36.3,--,--,--,--,32.8,--,--,--,--,<10,<10
旗津海水浴場,旗津海水浴場左,乙,2016/6/26 下午 01:27:00,6081,33.3,8.2,--,35.6,--,--,--,--,31.5,--,--,--,--,55,41
西子灣海水浴場,西子灣海水浴場中,乙,2016/6/26 下午 01:20:00,6112,32.0,8.2,--,36.3,--,--,--,--,33.0,--,--,--,--,<10,<10
西子灣海水浴場,西子灣海水浴場左,乙,2016/6/26 下午 01:10:00,6111,32.0,8.2,--,36.3,--,--,--,--,33.0,--,--,--,--,<10,<10
杉原海水浴場,杉原海水浴場左,甲,2016/6/26 上午 11:47:00,6101,29.4,8.1,--,34.7,--,--,--,--,34.3,--,--,--,--,<10,<10
杉原海水浴場,杉原海水浴場中,甲,2016/6/26 上午 11:40:00,6102,29.5,8.1,--,34.7,--,--,--,--,34.3,--,--,--,--,<10,<10
杉原海水浴場,杉原海水浴場右,甲,2016/6/26 上午 11:25:00,6103,29.3,8.1,--,34.7,--,--,--,--,34.2,--,--,--,--,<10,<10
馬沙溝海水浴場,馬沙溝海水浴場右,甲,2016/6/26 上午 10:30:00,6063,32.6,8.2,--,33.8,--,--,--,--,34.0,--,--,--,--,<10,10
馬沙溝海水浴場,馬沙溝海水浴場中,甲,2016/6/26 上午 10:20:00,6062,32.6,8.2,--,33.8,--,--,--,--,34.0,--,--,--,--,130,<10
馬沙溝海水浴場,馬沙溝海水浴場左,甲,2016/6/26 上午 10:10:00,6061,32.2,8.1,--,33.8,--,--,--,--,33.8,--,--,--,--,30,10
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域右,甲,2016/6/26 上午 10:02:00,6093,31.1,8.1,--,35.6,--,--,--,--,34.1,--,--,--,--,<10,41
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域中,甲,2016/6/26 上午 09:58:00,6092,31.0,8.1,--,35.6,--,--,--,--,33.9,--,--,--,--,<10,290
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域左,甲,2016/6/26 上午 09:52:00,6091,30.9,8.1,--,35.6,--,--,--,--,34.0,--,--,--,--,110,20
觀音亭,觀音亭右,甲,2016/6/26 上午 09:29:00,6263,31.1,8.1,--,31.9,--,--,--,--,33.9,--,--,--,--,<10,<10
觀音亭,觀音亭中,甲,2016/6/26 上午 09:22:00,6262,30.2,8.1,--,31.9,--,--,--,--,34.3,--,--,--,--,<10,<10
觀音亭,觀音亭左,甲,2016/6/26 上午 09:06:00,6261,31.3,8.1,--,31.9,--,--,--,--,34.3,--,--,--,--,<10,<10
