採樣分區,測站名稱,水體分類等級,採樣日期,測站編號,水溫,酸鹼值,濁度,氣溫,溶氧(電極法),氨氮,硝酸鹽氮,亞硝酸鹽氮,鹽度,矽酸鹽,溶氧(滴定法),溶氧飽和度,正磷酸鹽,大腸桿菌群,腸球菌群,備註
,,,,,℃,,NTU,℃,mg/L,mg/L,mg/L,mg/L,psu,mg/L,mg/L,%,mg/L,CFU/100mL,MPN/100mL
福隆海水浴場,福隆海水浴場左,乙,2012/7/9 上午 10:47:00,6011,28.4,8.1,1.3,30.1,6.6,<0.01,<0.01,0.001,32.0,0.385,--,101.2,0.005,<10,<10
崎頂海水浴場,崎頂海水浴場中,乙,2012/7/9 上午 10:46:00,6032,29.7,8.2,16,31.9,6.6,0.01,0.11,0.015,32.3,0.133,--,103.6,0.433,280,10
崎頂海水浴場,崎頂海水浴場左,乙,2012/7/9 上午 10:40:00,6031,29.7,8.2,17,31.9,6.6,<0.01,0.11,0.015,32.3,0.143,--,103.5,0.439,320,20
塘后,塘后中,甲,2012/7/9 上午 10:39:00,6282,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
塘后,塘后中,甲,2012/7/9 上午 10:39:00,6282,26.6,8.2,3.4,30.4,7.0,0.02,0.02,0.004,31.9,0.472,--,104.4,0.022,<10,20
塘后,塘后左,甲,2012/7/9 上午 10:25:00,6281,26.4,8.1,4.1,30.4,7.1,0.01,0.02,0.003,32.3,0.350,--,106.8,0.027,<10,<10
塘后,塘后左,甲,2012/7/9 上午 10:25:00,6281,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
磯崎海水浴場,磯崎海水浴場右,甲,2012/7/9 上午 09:31:00,6213,27.9,8.1,8.6,31.4,6.4,<0.01,<0.01,0.002,32.9,0.476,--,98.9,0.004,45,10
磯崎海水浴場,磯崎海水浴場右,甲,2012/7/9 上午 09:31:00,6213,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
外澳濱海遊憩區,外澳濱海遊憩區右,甲,2012/7/9 上午 09:26:00,6173,27.3,8.1,1.6,29.1,6.9,<0.01,<0.01,0.003,33.3,0.224,--,104.4,0.012,<10,<10
外澳濱海遊憩區,外澳濱海遊憩區右,甲,2012/7/9 上午 09:26:00,6173,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
通霄海水浴場,通霄海水浴場右,乙,2012/7/9 上午 09:20:00,6043,30.5,8.2,32,32.2,6.7,<0.01,<0.01,<0.001,32.8,0.129,--,105.9,0.008,<10,10
磯崎海水浴場,磯崎海水浴場中,甲,2012/7/9 上午 09:17:00,6212,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
磯崎海水浴場,磯崎海水浴場中,甲,2012/7/9 上午 09:17:00,6212,27.7,8.1,2.7,31.3,6.4,<0.01,<0.01,0.005,33.1,0.538,--,97.7,0.005,<10,<10
通霄海水浴場,通霄海水浴場中,乙,2012/7/9 上午 09:13:00,6042,30.0,8.2,33,32.2,6.7,<0.01,<0.01,<0.001,32.8,0.155,--,106.5,<0.003,<10,10
外澳濱海遊憩區,外澳濱海遊憩區中,甲,2012/7/9 上午 09:10:00,6172,27.0,8.2,3.9,29.0,6.9,<0.01,<0.01,0.003,33.4,0.444,--,105.2,0.007,<10,<10
外澳濱海遊憩區,外澳濱海遊憩區中,甲,2012/7/9 上午 09:10:00,6172,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
通霄海水浴場,通霄海水浴場左,乙,2012/7/9 上午 09:05:00,6041,29.8,8.2,34,32.2,6.6,<0.01,<0.01,<0.001,32.6,0.113,--,104.9,0.009,15,20
磯崎海水浴場,磯崎海水浴場左,甲,2012/7/9 上午 09:04:00,6211,27.9,8.1,2.6,31.3,6.4,<0.01,0.03,0.007,33.2,0.395,--,98.3,0.006,15,<10
磯崎海水浴場,磯崎海水浴場左,甲,2012/7/9 上午 09:04:00,6211,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
外澳濱海遊憩區,外澳濱海遊憩區左,甲,2012/7/9 上午 08:58:00,6171,27.1,8.2,2.1,28.8,6.9,0.01,<0.01,0.002,33.6,0.291,--,104.1,0.014,<10,<10
外澳濱海遊憩區,外澳濱海遊憩區左,甲,2012/7/9 上午 08:58:00,6171,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
旗津海水浴場,旗津海水浴場右,乙,2012/7/8 下午 02:38:00,6083,31.0,8.2,9.5,34.7,6.2,<0.01,0.01,0.002,32.3,0.213,--,100.0,0.006,<10,<10
旗津海水浴場,旗津海水浴場中,乙,2012/7/8 下午 02:30:00,6082,31.2,8.2,9.9,34.7,6.3,<0.01,<0.01,0.001,32.3,0.194,--,100.7,0.007,<10,10
西子灣海水浴場,西子灣海水浴場右,乙,2012/7/8 下午 02:22:00,6113,31.6,8.3,3.0,32.3,7.0,<0.01,0.02,0.003,31.9,0.114,--,113.8,0.010,35,<10
旗津海水浴場,旗津海水浴場左,乙,2012/7/8 下午 02:20:00,6081,31.2,8.2,8.4,34.7,6.3,0.01,<0.01,<0.001,32.3,0.131,--,100.5,0.004,15,<10
西子灣海水浴場,西子灣海水浴場中,乙,2012/7/8 下午 02:13:00,6112,31.7,8.3,3.0,32.3,6.9,<0.01,<0.01,0.003,31.9,0.075,--,112.7,0.004,10,<10
西子灣海水浴場,西子灣海水浴場左,乙,2012/7/8 下午 02:05:00,6111,31.6,8.3,5.3,32.3,7.1,<0.01,<0.01,0.003,31.9,0.097,--,114.0,0.006,<10,<10
杉原海水浴場,杉原海水浴場右,甲,2012/7/8 下午 01:40:00,6103,29.8,8.1,1.9,32.3,6.5,<0.01,0.03,<0.001,33.1,0.238,--,101.7,0.007,<10,<10
杉原海水浴場,杉原海水浴場中,甲,2012/7/8 下午 01:25:00,6102,29.8,8.1,2.1,32.3,6.6,0.01,0.02,<0.001,33.0,0.150,--,102.0,0.008,<10,<10
杉原海水浴場,杉原海水浴場左,甲,2012/7/8 下午 01:15:00,6101,29.8,8.1,2.1,32.3,6.5,0.01,0.01,<0.001,33.1,0.136,--,101.0,0.008,<10,<10
觀音亭,觀音亭右,甲,2012/7/8 上午 10:59:00,6263,30.4,8.1,3.4,30.6,7.4,<0.01,0.01,<0.001,33.8,0.283,--,118.1,<0.003,10,<10
觀音亭,觀音亭中,甲,2012/7/8 上午 10:52:00,6262,29.9,8.1,3.1,30.6,7.1,<0.01,0.01,<0.001,33.9,0.204,--,112.9,<0.003,<10,<10
觀音亭,觀音亭左,甲,2012/7/8 上午 10:45:00,6261,30.3,8.1,3.5,30.6,7.2,0.02,0.03,<0.001,34.3,0.229,--,115.2,0.003,25,<10
馬沙溝海水浴場,馬沙溝海水浴場右,甲,2012/7/8 上午 10:32:00,6063,32.9,8.2,1.9,34.2,6.5,<0.01,<0.01,<0.001,32.9,0.058,--,104.2,0.021,<10,<10
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域右,甲,2012/7/8 上午 10:25:00,6093,29.7,8.1,5.3,34.6,6.3,<0.01,0.01,0.001,34.0,0.130,--,99.6,0.011,<10,20
馬沙溝海水浴場,馬沙溝海水浴場中,甲,2012/7/8 上午 10:24:00,6062,32.8,8.2,3.0,34.2,6.5,<0.01,<0.01,<0.001,32.9,0.066,--,103.8,0.020,<10,<10
馬沙溝海水浴場,馬沙溝海水浴場左,甲,2012/7/8 上午 10:15:00,6061,32.8,8.1,3.3,34.2,6.5,<0.01,<0.01,<0.001,32.8,0.065,--,103.4,0.021,<10,10
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域中,甲,2012/7/8 上午 10:11:00,6092,29.5,8.1,8.4,34.6,6.3,0.01,<0.01,0.002,34.0,0.142,--,99.2,0.010,80,20
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域左,甲,2012/7/8 上午 10:00:00,6091,29.5,8.1,0.95,34.6,6.2,<0.01,<0.01,<0.001,34.0,0.128,--,97.8,0.003,70,10
新金山海水浴場,新金山海水浴場右,乙,2012/6/25 下午 01:58:00,6023,29.1,8.0,2.2,32.2,7.2,<0.01,0.15,0.004,24.4,8.12,--,107.7,0.007,15,20
新金山海水浴場,新金山海水浴場中,乙,2012/6/25 下午 01:48:00,6022,28.8,8.0,1.9,32.0,7.3,<0.01,0.17,0.006,23.0,8.73,--,108.4,0.009,25,41
新金山海水浴場,新金山海水浴場左,乙,2012/6/25 下午 01:40:00,6021,29.0,8.0,2.4,32.0,7.2,<0.01,0.17,0.004,24.1,7.96,--,107.4,0.008,10,74
福隆海水浴場,福隆海水浴場右,乙,2012/6/25 上午 11:18:00,6013,28.1,8.2,2.6,31.6,6.7,<0.01,0.04,0.003,28.7,1.56,--,100.3,0.014,15,<10
崎頂海水浴場,崎頂海水浴場右,乙,2012/6/25 上午 11:14:00,6033,29.5,8.2,32,30.0,6.5,0.23,0.28,0.030,30.6,0.902,--,102.0,0.651,3500,87
崎頂海水浴場,崎頂海水浴場中,乙,2012/6/25 上午 11:08:00,6032,28.9,8.2,33,30.0,6.6,0.24,0.29,0.031,30.5,0.850,--,101.3,0.615,3500,20
福隆海水浴場,福隆海水浴場中,乙,2012/6/25 上午 11:07:00,6012,27.9,8.2,3.3,31.6,6.6,<0.01,0.03,0.003,29.5,1.10,--,100.1,0.014,10,<10
崎頂海水浴場,崎頂海水浴場左,乙,2012/6/25 上午 11:02:00,6031,29.3,8.1,34,30.0,6.6,0.26,0.29,0.028,30.3,0.863,--,102.0,0.608,2900,75
福隆海水浴場,福隆海水浴場左,乙,2012/6/25 上午 10:59:00,6011,27.8,8.1,2.9,31.4,6.6,<0.01,0.03,0.003,29.9,1.01,--,99.4,0.014,20,<10
后湖海濱公園,后湖海濱公園右,乙,2012/6/25 上午 09:31:00,6143,27.6,8.1,24,29.9,6.6,<0.01,0.16,0.036,31.3,1.07,--,100.6,0.063,200,<10
通霄海水浴場,通霄海水浴場右,乙,2012/6/25 上午 09:29:00,6043,30.2,8.2,95,32.2,6.6,0.06,0.09,0.011,30.6,0.908,--,104.1,0.051,2100,220
通霄海水浴場,通霄海水浴場中,乙,2012/6/25 上午 09:21:00,6042,29.7,8.1,100,32.2,6.7,0.06,0.10,0.008,30.5,0.966,--,104.1,0.057,2300,320
外澳濱海遊憩區,外澳濱海遊憩區右,甲,2012/6/25 上午 09:18:00,6173,27.8,8.2,1.9,30.6,6.5,<0.01,0.02,0.004,32.8,0.390,--,99.2,0.037,<10,20
通霄海水浴場,通霄海水浴場左,乙,2012/6/25 上午 09:15:00,6041,29.8,8.1,90,32.2,6.7,0.05,0.09,0.009,30.2,0.909,--,104.3,0.042,2300,310
后湖海濱公園,后湖海濱公園左,乙,2012/6/25 上午 09:15:00,6141,27.7,8.0,17,29.8,6.7,<0.01,0.16,0.038,31.1,1.04,--,100.8,0.054,220,<10
磯崎海水浴場,磯崎海水浴場右,甲,2012/6/25 上午 09:15:00,6213,27.9,8.2,8.0,28.3,6.6,<0.01,0.02,0.003,31.9,3.29,--,101.2,0.014,75,10
外澳濱海遊憩區,外澳濱海遊憩區中,甲,2012/6/25 上午 09:09:00,6172,27.7,8.2,2.0,30.4,6.6,0.01,0.02,0.003,31.8,0.396,--,100.2,0.014,<10,20
磯崎海水浴場,磯崎海水浴場中,甲,2012/6/25 上午 09:04:00,6212,27.7,8.2,8.5,28.3,6.7,<0.01,0.01,0.004,32.1,1.69,--,102.8,0.023,150,<10
后湖海濱公園,后湖海濱公園中,乙,2012/6/25 上午 09:02:00,6142,27.6,8.1,26,29.9,6.7,<0.01,0.16,0.035,31.4,1.06,--,101.3,0.054,150,<10
外澳濱海遊憩區,外澳濱海遊憩區左,甲,2012/6/25 上午 08:58:00,6171,27.9,8.1,1.8,30.4,6.6,<0.01,0.02,0.003,32.9,0.380,--,100.2,0.018,<10,<10
磯崎海水浴場,磯崎海水浴場左,甲,2012/6/25 上午 08:52:00,6211,27.8,8.1,7.6,28.3,6.6,<0.01,<0.01,0.004,32.1,2.06,--,101.7,0.022,170,10
塘后,塘后左,甲,2012/6/25 上午 12:00:00,6281,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
塘后,塘后中,甲,2012/6/25 上午 12:00:00,6282,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
塘后,塘后右,甲,2012/6/25 上午 12:00:00,6283,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
旗津海水浴場,旗津海水浴場右,乙,2012/6/24 下午 02:30:00,6083,29.1,8.1,28,32.8,7.0,0.06,0.11,0.005,29.0,1.31,--,106.2,0.061,230,20
旗津海水浴場,旗津海水浴場中,乙,2012/6/24 下午 02:20:00,6082,29.3,8.0,31,32.8,6.9,0.03,0.10,0.005,28.9,1.35,--,106.2,0.065,260,86
旗津海水浴場,旗津海水浴場左,乙,2012/6/24 下午 02:08:00,6081,29.6,8.0,30,32.8,6.8,0.03,0.11,0.005,28.9,1.37,--,105.5,0.064,160,31
杉原海水浴場,杉原海水浴場右,甲,2012/6/24 下午 01:55:00,6103,27.6,8.2,2.5,33.6,5.4,0.01,0.04,0.002,32.7,0.524,--,84.2,0.014,170,84
杉原海水浴場,杉原海水浴場中,甲,2012/6/24 下午 01:45:00,6102,27.9,8.2,2.4,33.6,5.8,<0.01,0.03,0.003,32.9,0.392,--,87.2,0.014,20,20
杉原海水浴場,杉原海水浴場左,甲,2012/6/24 下午 01:35:00,6101,27.4,8.2,2.7,33.6,5.5,0.01,0.03,0.003,32.9,0.345,--,84.1,0.014,35,10
西子灣海水浴場,西子灣海水浴場左,乙,2012/6/24 下午 01:26:00,6111,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
西子灣海水浴場,西子灣海水浴場中,乙,2012/6/24 下午 01:26:00,6112,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
西子灣海水浴場,西子灣海水浴場右,乙,2012/6/24 下午 01:26:00,6113,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
馬沙溝海水浴場,馬沙溝海水浴場右,甲,2012/6/24 上午 10:38:00,6063,28.2,8.2,95,30.3,6.4,0.03,0.06,0.005,32.0,0.518,--,99.2,0.046,430,30
馬沙溝海水浴場,馬沙溝海水浴場中,甲,2012/6/24 上午 10:29:00,6062,28.2,8.2,95,30.3,6.4,0.03,0.06,0.006,32.2,0.514,--,99.0,0.050,290,31
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域右,甲,2012/6/24 上午 10:20:00,6093,28.2,8.1,4.5,32.1,6.8,0.01,0.06,0.001,33.6,0.352,--,104.7,0.015,<10,<10
馬沙溝海水浴場,馬沙溝海水浴場左,甲,2012/6/24 上午 10:12:00,6061,28.5,8.1,90,30.3,6.5,0.04,0.05,0.006,32.0,0.464,--,100.5,0.044,330,63
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域中,甲,2012/6/24 上午 10:10:00,6092,27.9,8.1,4.3,32.1,6.8,0.01,0.06,0.001,33.7,0.371,--,105.0,0.014,40,<10
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域左,甲,2012/6/24 上午 09:58:00,6091,28.0,8.0,4.0,32.1,6.8,<0.01,0.06,0.001,33.7,0.375,--,105.8,0.015,10,<10
觀音亭,觀音亭右,甲,2012/6/24 上午 09:44:00,6263,28.9,8.0,4.5,29.6,6.8,0.02,0.26,0.004,32.0,0.789,--,104.2,0.009,<10,31
觀音亭,觀音亭中,甲,2012/6/24 上午 09:33:00,6262,28.6,8.1,4.1,29.6,6.5,0.03,0.18,0.004,32.7,0.696,--,100.9,0.003,<10,<10
觀音亭,觀音亭左,甲,2012/6/24 上午 09:20:00,6261,28.5,8.1,5.1,29.6,6.5,<0.01,0.14,0.004,32.8,0.549,--,101.0,0.009,<10,<10
