numberOfCraftWooden	numberOfCraftSteel	numberOfCraftFRP	tonnage	HP	county	fishingMethod	craftTypeBasedOnTons	tonnageMin	tonnageMax	year
NA	NA	NA	NA	NA	新北市	漁獲物搬運	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	新竹縣	漁業加工	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	桃園縣	火誘網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	高雄縣	養殖漁業作業	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	新竹縣	魷釣	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	新北市	其他	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	台南縣	鮪延繩釣	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	雲林縣	追逐網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	新北市	巾著網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	新竹縣	漁獲物搬運	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	桃園縣	一支釣	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	高雄縣	公務用	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	台南縣	漁業加工	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	宜蘭縣	曳繩網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	台南縣	魷釣	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	基隆市	雙船拖網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	雲林縣	鯛及雜魚延繩釣	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	新北市	鯖圍網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	新竹縣	巾著網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	桃園縣	鏢旗魚	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	高雄縣	其他	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	台南縣	漁獲物搬運	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	宜蘭縣	定置漁業作業	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	宜蘭縣	雙船拖網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	新北市	追逐網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	基隆市	鰹鮪圍網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	雲林縣	曳繩網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	新北市	刺網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	新竹縣	鯖圍網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	桃園縣	雜漁業	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	台南縣	巾著網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	宜蘭縣	火誘網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	宜蘭縣	鰹鮪圍網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	基隆市	鮪延繩釣	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	雲林縣	定置漁業作業	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	屏東縣	鰹鮪圍網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	新竹縣	刺網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	桃園縣	養殖漁業作業	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	屏東縣	雙船拖網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	台南縣	鯖圍網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	宜蘭縣	一支釣	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	宜蘭縣	鮪延繩釣	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	新北市	曳繩網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	基隆市	魷釣	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	雲林縣	火誘網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	新竹縣	追逐網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	嘉義市	鰹鮪圍網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	彰化縣	其他	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	宜蘭縣	鏢旗魚	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	宜蘭縣	魷釣	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	新北市	定置漁業作業	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	基隆市	漁業加工	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	雲林縣	一支釣	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	屏東縣	魷釣	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	新竹縣	鯛及雜魚延繩釣	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	嘉義市	鮪延繩釣	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	南投縣	單船拖網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	台南縣	追逐網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	宜蘭縣	雜漁業	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	宜蘭縣	漁業加工	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	新北市	火誘網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	基隆市	漁獲物搬運	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	雲林縣	鏢旗魚	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	屏東縣	漁業加工	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	新竹縣	曳繩網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	嘉義市	魷釣	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	南投縣	雙船拖網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	台南縣	鯛及雜魚延繩釣	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	宜蘭縣	養殖漁業作業	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	新竹市	追逐網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	基隆市	巾著網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	雲林縣	雜漁業	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	屏東縣	漁獲物搬運	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	新竹縣	定置漁業作業	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	嘉義市	漁業加工	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	南投縣	鰹鮪圍網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	台南縣	曳繩網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	宜蘭縣	公務用	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	基隆市	其他	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	基隆市	鯖圍網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	雲林縣	養殖漁業作業	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	屏東縣	巾著網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	新竹縣	火誘網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	嘉義市	漁獲物搬運	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	南投縣	鮪延繩釣	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	台南縣	定置漁業作業	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	宜蘭縣	其他	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	新竹市	曳繩網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	基隆市	刺網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	雲林縣	公務用	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	屏東縣	鯖圍網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	新竹縣	一支釣	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	嘉義市	巾著網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	南投縣	魷釣	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	台南縣	火誘網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	桃園縣	單船拖網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	新竹市	定置漁業作業	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	新竹市	雙船拖網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	基隆市	追逐網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	雲林縣	其他	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	屏東縣	刺網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	新竹縣	鏢旗魚	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	嘉義市	鯖圍網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	南投縣	漁業加工	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	台南縣	一支釣	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	桃園縣	雙船拖網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	新竹市	火誘網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	新竹市	鰹鮪圍網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	嘉義縣	單船拖網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	屏東縣	追逐網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	新竹縣	雜漁業	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	嘉義市	刺網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	南投縣	漁獲物搬運	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	台南縣	鏢旗魚	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	桃園縣	鰹鮪圍網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	新竹市	一支釣	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	新竹市	鮪延繩釣	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	基隆市	曳繩網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	嘉義縣	雙船拖網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	屏東縣	鯛及雜魚延繩釣	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	新竹縣	養殖漁業作業	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	嘉義市	追逐網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	南投縣	巾著網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	台南縣	雜漁業	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	桃園縣	鮪延繩釣	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	新竹市	鏢旗魚	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	新竹市	魷釣	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	基隆市	定置漁業作業	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	嘉義縣	鰹鮪圍網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	屏東縣	曳繩網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	新竹縣	公務用	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	嘉義市	鯛及雜魚延繩釣	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	南投縣	鯖圍網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	台南縣	養殖漁業作業	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	桃園縣	魷釣	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	新竹市	雜漁業	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	新竹市	漁業加工	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	基隆市	火誘網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	嘉義縣	鮪延繩釣	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	屏東縣	定置漁業作業	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	新竹縣	其他	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	嘉義市	曳繩網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	南投縣	刺網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	台南縣	公務用	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	桃園縣	漁業加工	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	新竹市	養殖漁業作業	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	新竹市	漁獲物搬運	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	基隆市	一支釣	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	嘉義縣	魷釣	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	屏東縣	火誘網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	苗栗縣	單船拖網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	嘉義市	定置漁業作業	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	南投縣	追逐網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	台南縣	其他	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	桃園縣	漁獲物搬運	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	新竹市	公務用	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	新竹市	巾著網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	基隆市	鏢旗魚	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	嘉義縣	漁業加工	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	屏東縣	一支釣	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	苗栗縣	雙船拖網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	嘉義市	火誘網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	南投縣	鯛及雜魚延繩釣	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	桃園縣	巾著網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	新竹市	其他	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	新竹市	鯖圍網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	基隆市	雜漁業	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	嘉義縣	漁獲物搬運	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	屏東縣	鏢旗魚	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	苗栗縣	鰹鮪圍網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	嘉義市	一支釣	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	南投縣	曳繩網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	高雄縣	雙船拖網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	桃園縣	鯖圍網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	台中市	單船拖網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	新竹市	刺網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	基隆市	養殖漁業作業	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	嘉義縣	巾著網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	屏東縣	雜漁業	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	苗栗縣	鮪延繩釣	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	嘉義市	鏢旗魚	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	金門縣	雜漁業	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	金門縣	漁業加工	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	花蓮縣	曳繩網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	台中市	雙船拖網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	台中縣	公務用	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	台北市	鯛及雜魚延繩釣	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	臺東縣	刺網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	屏東縣	養殖漁業作業	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	苗栗縣	魷釣	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	嘉義市	雜漁業	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	金門縣	養殖漁業作業	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	金門縣	漁獲物搬運	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	花蓮縣	定置漁業作業	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	台中市	鰹鮪圍網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	台中縣	其他	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	台北市	曳繩網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	臺東縣	追逐網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	屏東縣	公務用	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	苗栗縣	漁業加工	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	嘉義市	養殖漁業作業	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	金門縣	公務用	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	金門縣	巾著網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	花蓮縣	火誘網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	台中市	鮪延繩釣	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	彰化縣	單船拖網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	台北市	定置漁業作業	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	臺東縣	鯛及雜魚延繩釣	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	屏東縣	其他	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	苗栗縣	漁獲物搬運	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	嘉義市	公務用	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	金門縣	其他	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	金門縣	鯖圍網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	花蓮縣	一支釣	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	台中市	魷釣	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	彰化縣	雙船拖網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	台北市	火誘網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	臺東縣	曳繩網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	臺東縣	單船拖網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	苗栗縣	巾著網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	嘉義市	其他	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	連江縣	單船拖網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	金門縣	刺網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	花蓮縣	鏢旗魚	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	台中市	漁業加工	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	彰化縣	鰹鮪圍網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	台北市	一支釣	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	臺東縣	定置漁業作業	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	臺東縣	雙船拖網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	苗栗縣	鯖圍網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	連江縣	雙船拖網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	金門縣	追逐網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	花蓮縣	雜漁業	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	台中市	漁獲物搬運	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	彰化縣	鮪延繩釣	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	台北市	鏢旗魚	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	臺東縣	火誘網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	臺東縣	鰹鮪圍網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	苗栗縣	刺網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	台南市	雙船拖網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	連江縣	鰹鮪圍網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	金門縣	鯛及雜魚延繩釣	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	花蓮縣	養殖漁業作業	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	台中市	巾著網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	彰化縣	魷釣	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	台北市	雜漁業	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	臺東縣	一支釣	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	臺東縣	鮪延繩釣	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	苗栗縣	追逐網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	台南市	鰹鮪圍網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	連江縣	鮪延繩釣	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	金門縣	曳繩網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	花蓮縣	公務用	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	台中市	鯖圍網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	彰化縣	漁業加工	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	台北市	養殖漁業作業	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	臺東縣	鏢旗魚	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	臺東縣	魷釣	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	苗栗縣	鯛及雜魚延繩釣	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	台南市	鮪延繩釣	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	連江縣	魷釣	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	金門縣	定置漁業作業	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	花蓮縣	其他	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	台中市	刺網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	彰化縣	漁獲物搬運	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	台北市	公務用	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	臺東縣	雜漁業	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	臺東縣	漁業加工	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	苗栗縣	曳繩網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	台南市	魷釣	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	連江縣	漁業加工	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	金門縣	火誘網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	台中市	追逐網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	彰化縣	巾著網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	台北市	其他	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	臺東縣	養殖漁業作業	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	臺東縣	漁獲物搬運	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	苗栗縣	定置漁業作業	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	台南市	漁業加工	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	連江縣	漁獲物搬運	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	金門縣	一支釣	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	澎湖縣	雙船拖網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	台中市	鯛及雜魚延繩釣	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	彰化縣	鯖圍網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	臺東縣	公務用	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	臺東縣	巾著網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	苗栗縣	火誘網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	台南市	漁獲物搬運	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	連江縣	巾著網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	金門縣	鏢旗魚	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	澎湖縣	鰹鮪圍網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	台中市	曳繩網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	彰化縣	刺網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	臺東縣	其他	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	臺東縣	鯖圍網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	苗栗縣	一支釣	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	台南市	巾著網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	連江縣	鯖圍網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	彰化縣	鯛及雜魚延繩釣	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	澎湖縣	鮪延繩釣	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	台中市	定置漁業作業	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	彰化縣	追逐網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	高雄市	鰹鮪圍網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	花蓮縣	單船拖網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	台中縣	巾著網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	苗栗縣	鏢旗魚	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	台南市	鯖圍網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	連江縣	刺網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	彰化縣	曳繩網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	澎湖縣	魷釣	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	台中市	火誘網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	台中縣	刺網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	花蓮縣	雙船拖網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	台中縣	鯖圍網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	苗栗縣	雜漁業	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	台南市	刺網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	連江縣	追逐網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	彰化縣	定置漁業作業	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	澎湖縣	漁業加工	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	台中市	一支釣	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	台中縣	追逐網	100t < w < 200t	100	200	2003
